ID (CME),t0,t,x (CME),y (CME),z (CME),FI (CME),TL (CME)
528,1,6,154.62,414.61,15.037,76.551,56
528,1,7,154.26,414.82,15.171,70.302,56
528,1,8,154.77,414.04,15.187,77.374,56
528,1,9,154.73,414.45,15.158,69.969,56
528,1,10,154.33,414.46,14.888,61.211,56
528,1,11,154.67,413.93,14.968,62.966,56
528,1,12,154.93,413.76,15.128,69.83,56
528,1,13,153.99,415.11,15.009,58.594,56
528,1,14,153.67,414.57,15.537,70.021,56
528,1,15,154.24,413.75,15.094,62.442,56
528,1,16,153.88,414.79,15.375,66.671,56
528,1,17,154.54,414.48,15.337,63.746,56
528,1,18,154.26,414.19,15.423,68.736,56
528,1,19,154.39,414.5,15.229,58.126,56
528,1,20,154.57,413.95,15.202,60.751,56
528,1,21,154.93,414.62,15.426,47.4,56
528,1,22,154.67,415.15,14.631,46.376,56
528,1,23,155.19,414.09,14.776,43.94,56
528,1,24,154.48,415.08,14.754,51.44,56
528,1,25,156.96,411.03,15.273,44.639,56
528,1,26,154.41,415.26,14.572,50.859,56
528,1,27,154.18,414.48,14.693,46.311,56
528,1,28,153.94,414.41,14.824,55.376,56
528,1,29,152.16,416.7,14.262,48.475,56
528,1,30,151.11,417.13,14.459,42.09,56
528,1,31,149.9,417.34,14.555,46.29,56
528,1,32,149.82,418.99,14.482,45.278,56
528,1,33,148.3,418.41,14.464,59.146,56
528,1,34,148.2,419.28,14.329,71.353,56
528,1,35,148.7,418.41,14.203,55.851,56
528,1,36,148.75,417.49,14.465,44.438,56
528,1,37,149.0,417.89,13.89,45.316,56
528,1,38,149.17,416.8,13.045,63.932,56
528,1,39,149.27,417.41,14.158,41.889,56
528,1,40,149.43,417.39,14.416,44.755,56
528,1,41,148.42,414.91,14.465,37.187,56
528,1,42,147.6,415.48,14.66,46.303,56
528,1,43,147.65,415.29,14.463,39.544,56
528,1,44,146.55,414.93,13.999,36.107,56
528,1,45,146.4,414.99,13.621,42.141,56
528,1,46,146.35,416.05,12.999,38.809,56
528,1,47,147.53,416.49,13.034,35.87,56
528,1,48,146.64,416.47,13.106,36.551,56
528,1,49,147.39,416.41,13.386,37.459,56
528,1,50,147.12,418.29,13.369,38.817,56
528,1,51,147.59,418.33,12.967,41.988,56
528,1,52,146.78,418.4,13.641,41.508,56
528,1,53,147.1,418.22,13.971,47.311,56
528,1,54,147.39,419.1,13.92,47.4,56
528,1,55,148.51,418.59,13.785,45.348,56
528,1,56,147.56,418.72,13.656,36.114,56
529,1,1,220.18,158.76,28.665,133.79,56
529,1,2,220.34,159.63,28.902,134.59,56
529,1,3,219.33,159.23,28.637,137.29,56
529,1,4,219.0,159.37,28.872,135.12,56
529,1,5,218.91,159.3,28.9,107.54,56
529,1,6,218.4,158.43,28.717,116.43,56
529,1,7,217.89,158.23,28.927,116.45,56
529,1,8,217.23,158.58,28.608,127.68,56
529,1,9,216.63,159.85,28.455,106.08,56
529,1,10,217.93,159.9,28.508,112.86,56
529,1,11,216.88,159.17,28.602,116.58,56
529,1,12,218.34,158.92,28.579,119.69,56
529,1,13,218.94,158.74,28.777,118.45,56
529,1,14,219.16,158.15,28.964,130.98,56
529,1,15,218.51,158.1,28.467,116.94,56
529,1,16,219.61,157.33,28.778,127.36,56
529,1,17,217.78,157.68,28.609,110.36,56
529,1,18,217.48,156.89,28.682,102.22,56
529,1,19,216.42,157.44,28.878,95.697,56
529,1,20,217.43,157.7,28.979,93.965,56
529,1,21,218.47,154.39,29.237,87.0,56
529,1,22,218.54,154.84,29.226,88.106,56
529,1,23,219.54,154.76,29.362,87.368,56
529,1,24,217.65,155.41,29.226,97.729,56
529,1,25,218.28,155.5,29.397,90.211,56
529,1,26,218.11,154.92,29.504,91.319,56
529,1,27,218.13,155.35,29.359,82.225,56
529,1,28,218.65,155.15,29.472,86.123,56
529,1,29,217.52,155.3,29.384,83.082,56
529,1,30,217.85,155.39,29.476,76.611,56
529,1,31,217.19,155.69,29.505,86.653,56
529,1,32,221.59,153.69,28.885,170.58,56
529,1,33,216.09,155.23,29.385,69.162,56
529,1,34,217.28,154.95,29.336,73.634,56
529,1,35,217.31,154.83,29.43,63.841,56
529,1,36,217.51,155.09,29.371,67.044,56
529,1,37,217.82,155.2,29.63,65.661,56
529,1,38,219.16,156.84,29.549,74.872,56
529,1,39,218.96,156.39,29.614,71.973,56
529,1,40,219.14,156.0,29.607,74.883,56
529,1,41,221.39,158.33,29.994,70.005,56
529,1,42,220.75,157.37,29.785,83.184,56
529,1,43,220.63,160.11,29.965,71.415,56
529,1,44,221.32,159.38,30.085,84.613,56
529,1,45,223.1,159.74,29.987,74.551,56
529,1,46,222.04,159.1,30.042,82.393,56
529,1,47,222.99,159.54,29.955,84.003,56
529,1,48,223.41,159.56,30.007,71.101,56
529,1,49,223.57,159.33,30.102,89.56,56
529,1,50,223.62,158.54,28.321,192.01,56
529,1,51,222.68,157.8,30.121,68.606,56
529,1,52,222.24,157.04,30.131,78.667,56
529,1,53,222.2,160.47,30.172,59.21,56
529,1,54,221.84,159.65,29.98,86.938,56
529,1,55,223.03,158.63,30.318,76.387,56
529,1,56,224.03,157.83,30.127,73.64,56
531,1,1,361.71,167.09,55.515,86.832,56
531,1,2,362.04,166.73,55.364,81.781,56
531,1,3,360.25,165.25,53.118,75.208,56
531,1,4,359.77,166.25,53.666,78.638,56
531,1,5,359.84,167.02,54.33,70.556,56
531,1,6,358.0,166.43,53.635,66.61,56
531,1,7,359.98,166.45,54.475,51.669,56
531,1,8,360.26,167.67,55.255,90.779,56
531,1,9,359.98,167.27,54.471,85.609,56
531,1,10,358.7,166.92,54.926,74.59,56
531,1,11,357.43,167.29,54.196,76.554,56
531,1,12,358.76,167.67,53.521,90.112,56
531,1,13,360.16,166.87,55.22,90.344,56
531,1,14,360.51,167.47,55.395,19.225,56
531,1,15,360.85,168.06,55.57,22.324,56
531,1,16,361.2,168.66,55.745,34.706,56
531,1,17,362.58,166.85,56.098,71.962,56
531,1,18,363.66,167.01,56.572,72.003,56
531,1,19,361.42,167.64,55.444,66.717,56
531,1,20,362.62,166.8,55.8,67.152,56
531,1,21,361.97,166.73,55.342,62.37,56
531,1,22,362.95,168.2,54.973,67.341,56
531,1,23,363.12,167.95,55.35,70.352,56
531,1,24,363.0,168.85,56.033,58.373,56
531,1,25,361.83,167.93,55.389,56.879,56
531,1,26,361.24,167.98,54.998,64.541,56
531,1,27,360.65,168.21,54.627,51.16,56
531,1,28,359.16,168.09,53.727,48.734,56
531,1,29,358.92,167.31,53.616,54.74,56
531,1,30,358.67,166.53,53.505,56.828,56
531,1,31,356.27,166.48,53.361,57.28,56
531,1,32,356.48,165.88,53.779,53.865,56
531,1,33,359.95,167.57,54.631,43.622,56
531,1,34,360.2,167.29,55.421,54.32,56
531,1,35,357.42,166.23,55.033,47.985,56
531,1,36,358.88,166.73,55.062,49.251,56
531,1,37,357.85,167.17,54.041,55.685,56
531,1,38,358.41,167.59,54.129,52.451,56
531,1,39,358.7,168.69,53.796,49.273,56
531,1,40,356.65,168.06,53.581,54.54,56
531,1,41,357.9,167.8,53.869,45.588,56
531,1,42,358.99,168.51,54.122,46.882,56
531,1,43,356.27,167.84,53.743,47.623,56
531,1,44,356.01,167.17,53.916,45.836,56
531,1,45,357.35,168.35,54.969,36.301,56
531,1,46,360.63,168.75,55.381,4.0073,56
531,1,47,362.94,169.54,56.113,20.417,56
531,1,48,363.24,170.56,57.041,13.912,56
531,1,49,364.26,170.16,57.14,12.023,56
531,1,50,367.68,169.11,59.609,45.139,56
531,1,51,368.29,169.67,60.397,45.348,56
531,1,52,369.22,168.55,60.552,32.387,56
531,1,53,367.27,167.65,59.209,49.354,56
531,1,54,367.47,168.71,59.535,45.925,56
531,1,55,367.86,168.77,60.293,43.584,56
531,1,56,370.28,170.82,60.97,42.994,56
534,42,42,408.6,565.02,72.659,2.7524,56
534,42,43,409.63,563.59,73.993,53.781,56
534,42,44,409.45,559.8,73.868,43.139,56
534,42,45,408.75,558.27,73.946,47.732,56
534,42,46,407.81,557.27,73.681,44.082,56
534,42,47,408.19,557.48,73.786,45.954,56
534,42,48,408.43,557.54,74.113,45.484,56
534,42,49,408.51,555.8,73.922,66.456,56
534,42,50,408.52,557.32,74.168,44.927,56
534,42,51,408.92,559.01,73.839,70.88,56
534,42,52,409.26,558.21,74.57,52.804,56
534,42,53,408.85,559.89,73.93,42.208,56
534,42,54,408.84,559.04,74.148,42.374,56
534,42,55,408.86,560.08,74.103,38.044,56
534,42,56,408.86,560.98,74.069,32.897,56
534,42,57,408.61,560.68,73.952,43.453,56
534,42,58,409.69,562.0,74.559,44.972,56
534,42,59,409.09,559.51,74.979,44.779,56
534,42,60,408.17,559.28,74.752,43.388,56
534,42,61,407.01,559.32,74.583,42.941,56
534,42,62,408.12,559.05,74.189,49.931,56
534,42,63,407.1,559.2,74.417,55.687,56
534,42,64,406.51,559.76,74.604,61.114,56
534,42,65,406.77,560.05,74.32,56.483,56
534,42,66,409.61,559.24,75.242,50.174,56
534,42,67,411.82,556.93,75.641,63.124,56
534,42,68,412.1,556.28,75.395,54.451,56
534,42,69,411.22,556.8,75.749,59.054,56
534,42,70,410.95,556.64,75.619,60.303,56
534,42,71,411.07,558.04,75.595,74.787,56
534,42,72,410.76,557.62,75.363,56.931,56
534,42,73,411.12,558.28,75.439,67.373,56
534,42,74,411.83,557.27,75.53,63.614,56
534,42,75,411.05,557.25,75.511,65.774,56
534,42,76,410.08,556.93,76.287,2.25,56
534,42,77,409.11,556.61,77.063,-1.1762,56
534,42,78,408.14,556.29,77.84,3.3365,56
534,42,79,411.79,556.5,75.432,74.962,56
534,42,80,412.95,553.54,78.513,-5.3845,56
534,42,81,412.76,554.96,76.558,3.434,56
534,42,82,413.27,552.37,76.415,3.295,56
534,42,83,413.58,553.56,76.144,6.2656,56
534,42,84,414.88,551.35,76.396,6.4295,56
534,42,85,412.96,551.17,76.097,9.0421,56
534,42,86,413.64,552.71,76.123,5.2169,56
534,42,87,414.33,554.24,76.148,3.7476,56
534,42,88,412.24,550.33,76.737,5.7012,56
534,42,89,412.63,551.17,76.176,3.7859,56
534,42,90,412.64,551.76,76.471,3.0502,56
534,42,91,412.56,551.14,76.218,4.1955,56
534,42,92,412.88,554.28,75.783,3.9343,56
534,42,93,411.81,550.53,77.033,6.7729,56
534,42,94,411.98,550.99,76.265,2.828,56
534,42,95,412.04,550.14,76.826,3.4041,56
534,42,96,412.53,550.03,76.597,5.8516,56
534,42,97,413.9,551.07,77.032,2.8623,56
535,56,56,334.14,232.2,40.308,21.643,56
535,56,57,333.38,232.86,40.597,22.532,56
535,56,58,333.44,232.05,40.492,22.659,56
535,56,59,333.04,231.62,40.512,22.964,56
535,56,60,334.56,232.48,40.401,29.691,56
535,56,61,334.24,232.53,40.351,26.369,56
535,56,62,332.68,231.97,40.128,24.628,56
535,56,63,333.96,232.68,40.146,21.375,56
535,56,64,333.11,232.91,40.373,27.729,56
535,56,65,334.0,233.03,40.655,24.795,56
535,56,66,334.04,232.58,40.481,21.435,56
535,56,67,333.45,232.53,40.396,28.574,56
535,56,68,333.05,232.86,40.315,20.659,56
535,56,69,333.25,233.03,40.221,23.742,56
535,56,70,332.74,233.32,40.173,27.886,56
535,56,71,333.47,233.69,40.546,27.775,56
535,56,72,333.77,233.2,40.348,25.607,56
535,56,73,333.59,233.76,39.976,18.987,56
535,56,74,331.79,234.71,40.217,17.318,56
535,56,75,332.61,234.91,39.808,19.147,56
535,56,76,333.95,233.92,40.322,20.993,56
535,56,77,333.78,234.03,40.156,19.678,56
535,56,78,333.79,233.69,40.303,24.418,56
535,56,79,334.04,233.08,40.109,27.184,56
535,56,80,333.73,233.98,40.235,19.953,56
535,56,81,333.63,233.78,40.721,20.55,56
535,56,82,334.01,233.69,40.53,19.674,56
535,56,83,333.76,233.33,40.266,22.768,56
535,56,84,334.39,233.49,40.272,25.2,56
535,56,85,334.5,232.83,40.451,18.78,56
535,56,86,334.6,232.16,40.63,21.738,56
535,56,87,335.72,232.24,40.924,27.448,56
535,56,88,335.83,232.13,40.791,14.575,56
535,56,89,335.95,232.03,40.658,18.578,56
535,56,90,334.91,231.84,40.508,20.581,56
535,56,91,334.64,230.79,40.858,17.192,56
535,56,92,336.71,231.44,41.111,19.463,56
535,56,93,334.72,231.73,40.631,15.835,56
535,56,94,335.23,231.29,40.627,12.28,56
535,56,95,335.37,231.35,40.391,13.759,56
535,56,96,335.5,230.96,40.074,9.2926,56
535,56,97,334.32,230.89,40.203,13.797,56
535,56,98,333.14,230.81,40.331,17.311,56
535,56,99,333.45,231.31,40.371,20.045,56
535,56,100,333.39,232.3,40.239,20.311,56
535,56,101,333.52,232.14,40.305,23.004,56
535,56,102,333.96,232.2,40.298,12.399,56
535,56,103,334.4,232.25,40.291,16.371,56
535,56,104,337.43,232.65,40.54,22.432,56
535,56,105,336.57,232.72,40.579,9.6067,56
535,56,106,335.72,232.8,40.619,11.909,56
535,56,107,334.87,232.87,40.659,13.723,56
535,56,108,332.82,234.3,39.993,13.725,56
535,56,109,333.81,234.38,40.251,17.248,56
535,56,110,332.67,234.57,40.143,20.671,56
535,56,111,333.45,234.54,40.442,17.345,56
536,61,61,370.69,308.97,59.201,3.5347,56
536,61,62,371.19,309.73,59.383,0.69608,56
536,61,63,371.69,310.49,59.565,0.4,56
536,61,64,372.19,311.25,59.746,20.476,56
536,61,65,372.67,312.48,60.552,21.661,56
536,61,66,372.65,313.6,60.221,33.786,56
536,61,67,372.62,314.84,60.523,13.186,56
536,61,68,372.09,315.15,60.908,11.076,56
536,61,69,373.36,314.85,60.969,12.522,56
536,61,70,373.19,314.8,60.391,11.747,56
536,61,71,372.26,314.61,60.667,15.99,56
536,61,72,372.69,315.99,61.022,18.115,56
536,61,73,373.59,315.82,61.29,27.105,56
536,61,74,373.63,317.37,61.415,13.076,56
536,61,75,373.23,316.17,61.225,13.149,56
536,61,76,374.32,316.42,61.596,8.2297,56
536,61,77,373.59,317.33,61.365,10.665,56
536,61,78,373.86,316.29,61.523,10.124,56
536,61,79,372.93,316.99,61.188,9.5182,56
536,61,80,373.09,316.47,61.459,7.8153,56
536,61,81,372.55,317.65,61.634,7.2848,56
536,61,82,372.62,317.09,61.435,12.317,56
536,61,83,373.48,316.73,61.576,11.511,56
536,61,84,373.81,317.78,61.75,15.366,56
536,61,85,373.99,315.04,60.187,49.241,56
536,61,86,372.39,318.28,61.799,12.881,56
536,61,87,372.07,317.37,61.41,11.751,56
536,61,88,371.51,317.95,61.408,10.281,56
536,61,89,371.72,317.08,61.469,22.35,56
536,61,90,373.02,314.9,61.098,12.236,56
536,61,91,371.67,317.09,61.125,13.505,56
536,61,92,373.38,316.28,61.617,17.035,56
536,61,93,375.46,317.24,62.403,20.169,56
536,61,94,374.27,317.62,62.202,13.83,56
536,61,95,374.02,318.99,61.587,11.976,56
536,61,96,374.13,318.26,62.071,11.67,56
536,61,97,372.94,319.28,62.019,12.093,56
536,61,98,372.93,318.89,62.247,8.3303,56
536,61,99,371.52,319.28,61.718,5.3056,56
536,61,100,373.79,319.35,62.071,7.7699,56
536,61,101,371.81,317.66,61.915,11.758,56
536,61,102,372.04,319.19,61.835,8.4218,56
536,61,103,371.54,319.18,61.439,7.7671,56
536,61,104,371.58,319.15,61.482,8.3366,56
536,61,105,371.19,319.36,60.974,8.3435,56
536,61,106,371.29,320.07,61.059,10.52,56
536,61,107,369.81,319.62,61.405,6.0867,56
536,61,108,370.35,320.41,61.036,8.2833,56
536,61,109,370.44,319.49,61.068,11.106,56
536,61,110,371.15,319.69,61.319,6.8631,56
536,61,111,370.5,319.43,61.361,9.5846,56
536,61,112,371.46,320.07,61.392,11.289,56
536,61,113,371.58,320.31,61.499,6.4665,56
536,61,114,372.36,320.06,61.571,7.185,56
536,61,115,371.81,319.35,61.721,7.4512,56
536,61,116,372.21,319.99,61.55,7.6676,56
540,62,62,463.56,459.4,73.521,95.443,56
540,62,63,462.28,460.12,72.948,83.751,56
540,62,64,462.18,459.69,72.753,106.96,56
540,62,65,461.15,461.11,72.108,102.4,56
540,62,66,461.17,460.75,71.919,95.177,56
540,62,67,460.01,463.25,71.357,99.884,56
540,62,68,460.06,463.48,71.437,108.01,56
540,62,69,459.87,463.56,71.368,94.499,56
540,62,70,459.7,462.37,71.544,107.42,56
540,62,71,459.87,462.5,71.539,96.664,56
540,62,72,460.14,462.12,71.75,95.054,56
540,62,73,460.57,461.37,71.955,104.78,56
540,62,74,460.45,461.6,71.78,107.61,56
540,62,75,460.88,461.73,72.001,108.84,56
540,62,76,460.51,462.2,71.685,96.228,56
540,62,77,460.81,462.73,72.224,99.936,56
540,62,78,461.12,461.88,72.384,110.43,56
540,62,79,461.67,461.22,72.408,105.01,56
540,62,80,461.26,461.38,72.355,109.0,56
540,62,81,460.84,462.04,72.154,108.5,56
540,62,82,461.33,461.33,72.242,102.95,56
540,62,83,461.17,461.26,72.443,120.89,56
540,62,84,459.47,463.51,72.2,127.23,56
540,62,85,460.53,460.02,73.176,169.55,56
540,62,86,461.86,457.89,73.225,125.57,56
540,62,87,461.87,460.18,72.732,101.84,56
540,62,88,460.37,461.69,72.918,171.3,56
540,62,89,461.31,460.48,72.518,116.29,56
540,62,90,461.49,460.27,72.59,104.72,56
540,62,91,461.32,459.37,72.74,134.86,56
540,62,92,460.67,459.89,72.327,130.21,56
540,62,93,460.65,459.4,72.615,125.85,56
540,62,94,461.02,458.58,72.51,138.3,56
540,62,95,460.89,458.48,72.573,141.75,56
540,62,96,460.29,459.18,72.386,144.74,56
540,62,97,460.2,459.87,72.409,137.35,56
540,62,98,459.96,460.43,72.349,116.61,56
540,62,99,459.82,461.48,71.982,116.37,56
540,62,100,459.85,460.39,72.223,124.6,56
540,62,101,460.07,460.89,72.141,109.94,56
540,62,102,459.06,461.42,71.997,105.03,56
540,62,103,458.89,464.36,71.389,100.89,56
540,62,104,459.49,463.59,71.566,91.286,56
540,62,105,459.49,463.32,71.706,84.091,56
540,62,106,459.49,463.06,71.847,92.911,56
540,62,107,459.77,460.88,72.134,82.381,56
540,62,108,459.61,461.41,72.114,91.546,56
540,62,109,460.29,459.76,72.472,75.324,56
540,62,110,460.47,460.05,72.538,77.551,56
540,62,111,460.26,459.65,72.474,72.25,56
540,62,112,459.63,463.24,71.7,66.987,56
540,62,113,459.67,461.16,72.144,77.282,56
540,62,114,459.61,463.51,71.584,71.827,56
540,62,115,459.35,462.82,71.515,69.77,56
540,62,116,458.97,461.41,71.802,70.141,56
540,62,117,458.85,461.62,71.516,66.254,56
541,62,62,283.56,444.65,27.877,49.711,56
541,62,63,283.59,444.29,27.867,41.683,56
541,62,64,283.15,444.96,27.818,14.951,56
541,62,65,282.72,445.63,27.768,39.197,56
541,62,66,282.96,443.24,27.918,49.884,56
541,62,67,282.84,442.76,27.961,52.652,56
541,62,68,282.34,443.68,27.58,50.159,56
541,62,69,282.14,442.32,27.783,51.732,56
541,62,70,282.19,442.77,28.011,61.92,56
541,62,71,282.71,442.25,28.117,54.28,56
541,62,72,283.04,442.62,28.237,61.79,56
541,62,73,282.3,443.51,27.889,54.813,56
541,62,74,282.5,442.78,27.906,54.275,56
541,62,75,282.24,442.88,28.128,52.604,56
541,62,76,282.73,442.58,28.089,52.269,56
541,62,77,282.26,444.17,27.869,50.032,56
541,62,78,281.91,444.12,27.51,47.76,56
541,62,79,281.63,443.8,27.402,47.272,56
541,62,80,281.83,443.79,27.393,40.626,56
541,62,81,281.72,443.98,27.202,44.327,56
541,62,82,282.32,443.73,27.367,40.2,56
541,62,83,282.32,443.4,27.433,47.403,56
541,62,84,281.93,442.65,27.437,41.023,56
541,62,85,280.87,441.92,27.326,41.451,56
541,62,86,281.83,442.18,27.747,44.106,56
541,62,87,282.04,442.57,27.406,37.182,56
541,62,88,281.83,442.82,27.387,49.053,56
541,62,89,281.16,442.84,27.452,51.901,56
541,62,90,281.44,443.13,27.35,53.54,56
541,62,91,281.97,442.85,27.534,55.42,56
541,62,92,281.55,442.21,27.696,49.65,56
541,62,93,281.55,442.38,27.352,44.369,56
541,62,94,282.01,441.19,27.344,47.211,56
541,62,95,282.44,439.73,27.459,45.108,56
541,62,96,282.58,439.64,27.751,46.357,56
541,62,97,282.72,439.29,27.785,40.33,56
541,62,98,282.55,439.26,28.018,43.663,56
541,62,99,282.51,438.74,28.156,45.965,56
541,62,100,282.92,438.74,27.868,48.904,56
541,62,101,283.09,437.96,27.986,45.983,56
541,62,102,283.18,437.61,28.289,40.961,56
541,62,103,281.82,437.74,28.191,47.235,56
541,62,104,281.93,437.15,28.124,42.012,56
541,62,105,282.09,437.47,27.992,38.586,56
541,62,106,281.6,437.47,27.603,45.533,56
541,62,107,281.17,438.26,27.681,46.047,56
541,62,108,281.51,438.13,27.81,43.525,56
541,62,109,281.38,435.6,27.45,44.871,56
541,62,110,281.71,437.89,27.71,45.353,56
541,62,111,280.75,435.54,27.814,33.82,56
541,62,112,279.67,435.62,27.597,43.775,56
541,62,113,279.36,436.57,27.543,40.051,56
541,62,114,279.06,436.82,27.678,35.181,56
541,62,115,278.74,437.39,27.087,27.437,56
541,62,116,277.54,437.84,27.294,37.081,56
541,62,117,277.11,438.59,27.29,46.79,56
542,1,1,226.93,136.53,30.204,395.04,55
542,1,2,226.6,136.18,30.104,428.46,55
542,1,3,226.65,136.77,30.007,377.33,55
542,1,4,224.69,136.74,29.792,401.5,55
542,1,5,225.11,137.19,30.036,417.29,55
542,1,6,225.09,136.96,29.856,386.54,55
542,1,7,225.94,137.69,29.992,406.38,55
542,1,8,225.6,137.97,29.925,383.0,55
542,1,9,225.33,137.95,29.914,385.48,55
542,1,10,224.89,138.61,29.829,368.92,55
542,1,11,224.36,138.55,29.872,345.45,55
542,1,12,223.87,138.37,29.719,353.48,55
542,1,13,224.05,138.02,29.753,364.59,55
542,1,14,223.68,138.3,29.724,354.31,55
542,1,15,223.48,139.2,29.658,408.26,55
542,1,16,223.57,138.81,29.851,386.64,55
542,1,17,223.34,139.35,29.818,401.61,55
542,1,18,223.54,138.16,29.954,396.54,55
542,1,19,225.19,135.35,30.023,340.66,55
542,1,20,226.05,133.84,30.119,394.46,55
542,1,21,225.34,132.93,30.062,397.68,55
542,1,22,225.71,132.31,29.896,399.41,55
542,1,23,225.81,132.38,30.188,398.44,55
542,1,24,226.19,132.23,30.12,430.59,55
542,1,25,226.15,132.73,30.165,401.99,55
542,1,26,226.05,133.5,30.27,436.49,55
542,1,27,226.61,133.23,30.328,396.14,55
542,1,28,226.7,133.35,30.456,389.5,55
542,1,29,227.33,133.45,30.491,409.89,55
542,1,30,227.45,133.27,30.664,393.14,55
542,1,31,227.92,133.91,30.821,402.25,55
542,1,32,227.81,133.84,30.746,371.81,55
542,1,33,228.12,133.73,30.825,330.19,55
542,1,34,228.54,135.97,30.656,354.42,55
542,1,35,228.67,136.39,30.791,351.08,55
542,1,36,229.06,137.04,30.77,344.12,55
542,1,37,229.33,137.97,30.981,353.11,55
542,1,38,229.13,138.8,30.833,349.36,55
542,1,39,229.07,139.25,30.928,346.14,55
542,1,40,228.6,138.93,30.824,342.47,55
542,1,41,228.79,139.92,30.821,340.0,55
542,1,42,228.98,140.89,30.871,351.1,55
542,1,43,228.67,142.05,31.01,355.14,55
542,1,44,227.86,142.44,30.801,357.02,55
542,1,45,228.37,141.54,30.719,381.79,55
542,1,46,228.09,140.22,30.581,340.85,55
542,1,47,228.14,140.72,30.653,353.3,55
542,1,48,228.35,139.88,30.742,366.28,55
542,1,49,228.56,140.47,30.739,406.88,55
542,1,50,228.88,140.21,30.851,338.5,55
542,1,51,228.91,140.59,30.899,343.9,55
542,1,52,229.19,140.6,31.089,341.42,55
542,1,53,229.33,140.72,31.044,350.96,55
542,1,54,229.48,140.97,31.092,341.6,55
542,1,55,229.73,140.91,31.221,360.77,55
544,1,1,246.35,340.73,30.351,23.057,55
544,1,2,246.38,336.08,30.546,20.649,55
544,1,3,246.74,335.24,30.202,19.88,55
544,1,4,248.61,335.33,30.887,23.407,55
544,1,5,248.5,334.37,30.965,22.587,55
544,1,6,249.37,336.7,30.954,24.114,55
544,1,7,251.05,336.38,31.274,26.051,55
544,1,8,249.54,336.62,30.892,17.915,55
544,1,9,249.94,335.88,31.264,19.571,55
544,1,10,251.39,335.78,31.76,26.137,55
544,1,11,250.42,334.11,31.523,15.658,55
544,1,12,250.99,334.59,31.531,23.618,55
544,1,13,251.73,332.6,31.532,25.377,55
544,1,14,251.05,330.83,31.475,24.273,55
544,1,15,249.05,333.27,31.177,17.068,55
544,1,16,248.11,332.98,30.732,27.135,55
544,1,17,245.34,334.04,30.707,12.269,55
544,1,18,248.65,331.65,31.077,10.701,55
544,1,19,246.88,327.15,30.88,12.029,55
544,1,20,247.83,325.81,30.736,17.307,55
544,1,21,246.98,325.65,30.583,16.522,55
544,1,22,245.14,325.19,30.38,17.447,55
544,1,23,245.05,324.92,30.373,17.834,55
544,1,24,245.65,322.63,30.487,21.967,55
544,1,25,244.73,320.63,30.632,17.539,55
544,1,26,243.94,315.32,30.331,15.375,55
544,1,27,244.31,316.98,30.319,16.766,55
544,1,28,244.68,318.63,30.306,17.356,55
544,1,29,244.88,318.13,30.591,12.648,55
544,1,30,245.08,317.63,30.876,14.239,55
544,1,31,245.16,317.65,31.217,14.803,55
544,1,32,244.5,318.94,30.517,20.856,55
544,1,33,245.71,315.41,30.428,17.669,55
544,1,34,246.78,315.06,30.87,22.45,55
544,1,35,250.33,316.77,31.375,11.075,55
544,1,36,251.47,316.42,31.63,14.495,55
544,1,37,251.73,317.77,31.633,14.771,55
544,1,38,250.46,319.85,31.575,11.518,55
544,1,39,251.27,320.14,31.916,10.918,55
544,1,40,247.64,318.7,31.212,13.89,55
544,1,41,248.02,317.36,31.445,15.679,55
544,1,42,247.6,316.94,31.206,15.828,55
544,1,43,247.42,317.12,31.147,12.645,55
544,1,44,245.06,315.81,30.631,17.17,55
544,1,45,245.86,315.19,30.526,19.914,55
544,1,46,246.84,316.17,30.999,15.878,55
544,1,47,248.48,315.06,31.403,20.9,55
544,1,48,246.11,317.88,31.055,13.655,55
544,1,49,244.52,316.55,30.562,22.713,55
544,1,50,244.45,314.53,30.568,23.525,55
544,1,51,244.27,314.88,30.605,20.765,55
544,1,52,241.35,314.78,30.259,21.774,55
544,1,53,241.47,315.31,30.425,16.189,55
544,1,54,241.97,314.96,30.191,19.599,55
544,1,55,242.26,315.06,30.662,12.942,55
549,43,43,445.64,284.19,51.044,2.0222,55
549,43,44,441.56,284.29,50.086,2.1959,55
549,43,45,438.71,284.4,49.515,2.5221,55
549,43,46,442.34,284.3,49.848,1.7281,55
549,43,47,443.07,284.24,49.954,2.049,55
549,43,48,443.24,284.26,50.253,1.8481,55
549,43,49,443.4,284.27,50.552,1.7456,55
549,43,50,443.57,284.28,50.851,2.6729,55
549,43,51,444.28,284.27,50.926,2.0594,55
549,43,52,446.05,284.26,50.817,1.9261,55
549,43,53,445.7,284.26,51.077,2.1809,55
549,43,54,445.13,284.25,50.922,2.1812,55
549,43,55,443.56,284.18,51.248,2.2333,55
549,43,56,440.87,284.08,49.732,2.1674,55
549,43,57,441.81,284.37,49.765,1.8978,55
549,43,58,438.17,284.38,48.904,3.7938,55
549,43,59,439.76,284.33,49.275,1.7971,55
549,43,60,441.42,282.67,50.55,3.3777,55
549,43,61,442.95,284.23,50.016,1.983,55
549,43,62,441.44,283.98,49.616,2.1053,55
549,43,63,443.95,284.62,50.516,2.3573,55
549,43,64,442.51,284.21,50.023,1.8102,55
549,43,65,442.67,284.21,49.881,1.7423,55
549,43,66,442.03,284.23,49.99,2.0463,55
549,43,67,442.41,284.63,50.039,3.5102,55
