ID (CME),t0,t,x (CME),y (CME),z (CME),FI (CME),TL (CME)
1,1,1,120.74,442.22,7.4851,14.831,117
1,1,2,120.44,441.94,7.4196,17.296,117
1,1,3,120.52,442.55,7.4614,19.837,117
1,1,4,120.56,442.83,8.0034,17.128,117
1,1,5,120.88,442.39,7.5896,15.228,117
1,1,6,120.93,443.12,7.7914,17.008,117
1,1,7,120.52,443.08,7.8497,16.283,117
1,1,8,120.38,442.92,8.0227,18.213,117
1,1,9,121.53,443.03,7.8542,15.074,117
1,1,10,120.62,442.91,7.9261,16.645,117
1,1,11,120.73,442.62,7.9196,15.289,117
1,1,12,121.24,442.41,7.7495,17.906,117
1,1,13,120.22,442.86,7.6516,17.02,117
1,1,14,120.28,442.3,8.0835,17.441,117
1,1,15,119.61,441.95,8.1465,13.035,117
1,1,16,120.3,442.66,7.6211,15.988,117
1,1,17,119.75,442.51,7.8074,16.23,117
1,1,18,119.8,441.99,7.297,19.985,117
1,1,19,120.4,442.04,7.9905,13.755,117
1,1,20,120.15,442.68,7.6203,16.751,117
1,1,21,120.53,441.61,7.7781,18.654,117
1,1,22,120.03,442.36,7.6108,15.668,117
1,1,23,119.86,442.65,7.9121,11.997,117
1,1,24,120.56,441.87,7.7586,17.063,117
1,1,25,119.96,442.38,8.0522,14.23,117
1,1,26,120.62,442.37,8.057,18.194,117
1,1,27,120.87,442.26,8.048,11.55,117
1,1,28,120.03,442.4,7.9018,13.106,117
1,1,29,120.28,441.68,8.237,13.656,117
1,1,30,120.07,442.17,8.0432,10.025,117
1,1,31,120.17,442.08,8.1527,16.459,117
1,1,32,120.53,443.16,8.0163,14.066,117
1,1,33,120.28,441.92,8.2152,10.743,117
1,1,34,119.99,443.49,8.3994,13.846,117
1,1,35,120.09,442.03,8.1674,14.178,117
1,1,36,119.92,442.23,8.1575,13.21,117
1,1,37,120.19,442.37,7.8977,19.743,117
1,1,38,120.64,441.18,8.5497,10.963,117
1,1,39,119.79,441.53,8.2575,12.822,117
1,1,40,120.18,441.88,8.6321,15.351,117
1,1,41,120.45,441.29,7.5749,13.021,117
1,1,42,119.46,442.21,8.5168,15.548,117
1,1,43,120.16,441.83,8.4047,11.867,117
1,1,44,120.58,441.31,8.5458,19.961,117
1,1,45,120.39,440.71,8.4313,13.588,117
1,1,46,120.05,441.82,8.2908,10.691,117
1,1,47,119.77,442.03,8.3268,10.245,117
1,1,48,119.91,441.43,8.1376,12.383,117
1,1,49,119.05,441.38,7.9734,10.706,117
1,1,50,119.23,441.38,8.1073,13.336,117
1,1,51,119.61,441.64,8.3892,17.2,117
1,1,52,120.7,441.45,8.5545,43.804,117
1,1,53,119.92,441.96,7.9692,10.117,117
1,1,54,119.87,442.29,8.3034,7.7054,117
1,1,55,119.6,441.48,8.1605,12.832,117
1,1,56,119.63,441.1,8.3214,10.455,117
1,1,57,119.79,441.15,8.0141,10.831,117
1,1,58,119.56,440.89,7.92,10.933,117
1,1,59,120.93,438.66,6.7973,45.782,117
1,1,60,120.35,441.05,8.2647,12.559,117
1,1,61,119.42,441.61,8.2141,17.403,117
1,1,62,119.83,441.8,8.2057,12.049,117
1,1,63,119.48,440.71,8.132,11.019,117
1,1,64,119.37,440.5,8.06,9.1615,117
1,1,65,120.26,441.53,8.4506,13.389,117
1,1,66,121.01,440.76,8.1147,8.4131,117
1,1,67,119.6,441.65,8.3407,11.213,117
1,1,68,119.5,441.33,8.6718,11.711,117
1,1,69,119.54,442.05,8.4369,10.111,117
1,1,70,119.2,440.37,8.0266,10.531,117
1,1,71,119.5,440.85,8.403,12.353,117
1,1,72,119.67,441.22,8.6579,16.267,117
1,1,73,120.04,441.57,8.3492,11.696,117
1,1,74,119.6,441.96,8.3925,15.698,117
1,1,75,119.98,440.06,8.5614,9.5477,117
1,1,76,119.89,441.4,8.4876,9.8135,117
1,1,77,119.59,441.55,8.3348,9.8611,117
1,1,78,120.42,440.98,8.5079,13.231,117
1,1,79,119.47,440.91,8.4951,11.079,117
1,1,80,119.67,441.81,8.2705,10.1,117
1,1,81,119.4,441.39,8.6478,8.2612,117
1,1,82,119.81,441.41,8.5739,11.092,117
1,1,83,119.84,441.0,8.3664,7.0733,117
1,1,84,119.74,440.26,8.6711,8.4542,117
1,1,85,119.46,440.83,7.8453,10.297,117
1,1,86,118.86,440.85,8.6601,13.269,117
1,1,87,119.18,440.82,8.8113,9.5429,117
1,1,88,119.49,441.09,8.4386,11.122,117
1,1,89,119.91,440.9,8.7299,11.122,117
1,1,90,119.75,441.49,8.5585,11.301,117
1,1,91,119.47,440.67,8.4241,10.034,117
1,1,92,119.97,441.08,9.1053,10.756,117
1,1,93,119.74,440.74,8.6158,7.883,117
1,1,94,119.55,440.84,8.5586,8.4532,117
1,1,95,119.09,441.84,8.3151,8.6146,117
1,1,96,119.32,440.81,8.6342,11.625,117
1,1,97,119.77,440.79,8.5651,10.24,117
1,1,98,119.84,440.92,8.7804,10.926,117
1,1,99,119.34,440.37,8.7072,9.7704,117
1,1,100,118.81,440.76,8.4615,9.4794,117
1,1,101,119.56,440.91,8.4954,12.067,117
1,1,102,119.3,441.26,8.5622,11.294,117
1,1,103,119.87,440.22,8.6942,5.5151,117
1,1,104,118.86,441.23,8.2331,7.3401,117
1,1,105,119.38,441.06,8.8228,8.2664,117
1,1,106,119.62,440.33,8.5376,11.206,117
1,1,107,119.3,440.16,9.0178,9.884,117
1,1,108,119.19,441.51,8.668,11.144,117
1,1,109,119.41,440.05,8.289,9.8915,117
1,1,110,119.38,440.48,8.3198,8.7646,117
1,1,111,119.49,440.59,8.6982,11.466,117
1,1,112,119.49,440.29,8.8531,8.299,117
1,1,113,119.01,440.5,8.7143,6.4014,117
1,1,114,119.28,440.31,8.6561,7.7882,117
1,1,115,119.57,440.64,8.6888,6.1828,117
1,1,116,119.27,441.46,8.5309,10.503,117
1,1,117,119.74,440.6,8.6851,6.5112,117
2,1,1,133.45,164.51,10.86,48.66,117
2,1,2,133.71,164.26,10.84,60.547,117
2,1,3,133.9,164.19,10.877,43.172,117
2,1,4,133.72,164.51,10.719,42.982,117
2,1,5,133.7,164.03,10.884,38.519,117
2,1,6,133.72,164.49,10.947,34.641,117
2,1,7,133.58,164.27,10.849,42.499,117
2,1,8,133.51,164.29,11.001,46.576,117
2,1,9,133.44,164.54,10.752,41.629,117
2,1,10,133.67,164.19,10.93,45.708,117
2,1,11,133.67,164.34,10.958,42.422,117
2,1,12,133.88,164.12,10.669,35.92,117
2,1,13,133.18,164.49,11.238,36.613,117
2,1,14,133.14,163.41,11.05,43.417,117
2,1,15,133.39,164.0,11.043,35.186,117
2,1,16,133.08,164.21,11.004,35.52,117
2,1,17,133.3,164.11,10.72,41.066,117
2,1,18,133.02,164.05,10.99,40.354,117
2,1,19,133.06,163.98,11.062,30.967,117
2,1,20,133.13,163.86,11.049,38.255,117
2,1,21,133.62,164.16,11.292,31.095,117
2,1,22,133.25,163.97,11.018,37.974,117
2,1,23,133.51,163.44,11.22,39.037,117
2,1,24,133.01,163.93,10.994,40.323,117
2,1,25,133.26,163.96,11.045,39.607,117
2,1,26,133.11,163.78,10.971,41.919,117
2,1,27,133.41,163.83,11.126,30.912,117
2,1,28,133.08,164.07,11.095,40.516,117
2,1,29,133.19,164.07,11.12,39.362,117
2,1,30,133.37,163.84,10.972,37.361,117
2,1,31,132.76,163.57,10.878,36.7,117
2,1,32,133.05,164.43,11.247,38.647,117
2,1,33,132.73,163.91,11.386,34.342,117
2,1,34,133.11,163.88,11.272,40.25,117
2,1,35,132.76,163.48,11.111,32.209,117
2,1,36,133.29,163.59,11.319,37.613,117
2,1,37,133.38,164.04,11.035,31.313,117
2,1,38,132.91,163.29,11.023,30.906,117
2,1,39,133.46,163.5,11.453,30.942,117
2,1,40,133.76,163.93,11.228,30.455,117
2,1,41,132.69,163.35,11.398,29.565,117
2,1,42,133.24,163.94,11.455,40.496,117
2,1,43,133.32,163.59,11.323,42.536,117
2,1,44,132.64,163.69,11.2,31.025,117
2,1,45,133.11,163.31,11.258,28.815,117
2,1,46,132.31,163.78,11.391,30.235,117
2,1,47,132.84,163.77,11.371,31.134,117
2,1,48,132.81,163.33,11.191,33.654,117
2,1,49,132.45,163.62,11.021,34.577,117
2,1,50,132.67,163.69,11.266,26.117,117
2,1,51,132.31,163.41,11.314,30.192,117
2,1,52,132.69,163.22,11.397,28.924,117
2,1,53,132.88,163.73,11.069,26.878,117
2,1,54,132.75,164.14,11.24,26.49,117
2,1,55,133.21,163.59,10.799,36.36,117
2,1,56,132.69,162.73,11.217,26.359,117
2,1,57,132.38,162.97,11.059,38.936,117
2,1,58,132.57,163.41,10.962,27.979,117
2,1,59,133.0,163.17,11.121,23.475,117
2,1,60,132.6,163.74,11.246,27.848,117
2,1,61,132.53,163.28,11.371,27.152,117
2,1,62,133.13,163.2,11.367,20.886,117
2,1,63,132.95,163.03,11.394,24.597,117
2,1,64,132.72,163.06,11.33,28.376,117
2,1,65,132.82,163.38,11.445,29.43,117
2,1,66,132.75,162.93,11.489,25.533,117
2,1,67,132.72,163.43,11.516,27.687,117
2,1,68,132.65,162.88,11.465,34.198,117
2,1,69,132.42,163.63,11.256,23.175,117
2,1,70,132.31,162.2,11.277,24.406,117
2,1,71,132.54,163.52,11.54,22.82,117
2,1,72,132.7,162.87,11.442,25.475,117
2,1,73,132.53,163.46,11.414,18.934,117
2,1,74,132.63,163.35,11.552,26.971,117
2,1,75,132.56,163.14,11.51,24.011,117
2,1,76,132.3,162.86,11.453,23.022,117
2,1,77,132.59,163.17,11.446,24.123,117
2,1,78,132.62,162.29,11.792,26.086,117
2,1,79,132.16,162.66,11.547,24.695,117
2,1,80,132.56,163.12,11.41,23.54,117
2,1,81,131.69,163.11,11.397,21.785,117
2,1,82,132.55,163.58,11.63,31.019,117
2,1,83,132.18,162.92,11.438,21.664,117
2,1,84,132.44,162.82,11.733,26.289,117
2,1,85,131.65,163.02,11.406,21.934,117
2,1,86,132.47,162.59,11.781,26.487,117
2,1,87,132.41,163.1,11.782,26.978,117
2,1,88,132.29,162.58,11.795,29.534,117
2,1,89,132.02,162.87,11.56,27.166,117
2,1,90,132.09,163.14,11.732,25.485,117
2,1,91,132.28,162.84,11.638,22.798,117
2,1,92,132.27,162.98,11.893,21.037,117
2,1,93,132.05,162.51,11.665,22.932,117
2,1,94,132.39,162.32,11.608,21.772,117
2,1,95,132.01,162.71,11.528,26.416,117
2,1,96,132.72,162.62,11.943,17.133,117
2,1,97,132.14,162.48,11.522,24.867,117
2,1,98,131.9,162.42,11.693,26.683,117
2,1,99,132.1,162.45,11.79,23.188,117
2,1,100,132.39,162.27,12.013,29.02,117
2,1,101,132.35,162.85,11.971,23.621,117
2,1,102,132.62,162.64,11.949,28.275,117
2,1,103,132.05,162.58,11.758,20.73,117
2,1,104,131.49,163.33,11.357,20.915,117
2,1,105,132.48,162.49,11.512,23.522,117
2,1,106,132.17,162.45,11.86,21.227,117
2,1,107,132.02,162.92,11.766,22.632,117
2,1,108,132.02,162.34,11.938,20.881,117
2,1,109,132.49,162.12,11.836,21.976,117
2,1,110,132.35,162.23,11.752,20.094,117
2,1,111,132.23,162.42,11.672,18.474,117
2,1,112,132.13,161.61,11.541,24.561,117
2,1,113,132.28,162.08,11.949,28.541,117
2,1,114,132.24,162.01,11.902,21.26,117
2,1,115,132.57,162.11,11.715,23.264,117
2,1,116,132.33,162.98,11.987,20.327,117
2,1,117,132.53,162.1,12.047,20.267,117
3,1,1,207.57,552.86,14.439,121.72,117
3,1,2,207.21,552.87,14.328,123.69,117
3,1,3,207.21,553.32,14.26,120.86,117
3,1,4,206.95,552.81,14.496,132.72,117
3,1,5,207.64,552.73,14.451,118.49,117
3,1,6,207.95,552.72,14.492,117.26,117
3,1,7,208.11,552.89,14.535,127.47,117
3,1,8,208.36,552.43,14.779,125.6,117
3,1,9,208.41,552.3,14.632,112.24,117
3,1,10,208.35,552.18,14.681,109.34,117
3,1,11,208.75,551.81,14.912,105.26,117
3,1,12,208.65,552.29,14.62,101.1,117
3,1,13,208.17,552.62,14.711,113.02,117
3,1,14,207.98,551.59,14.655,107.81,117
3,1,15,207.37,551.64,14.648,101.16,117
3,1,16,207.13,552.43,14.672,104.23,117
3,1,17,207.12,552.86,14.527,106.31,117
3,1,18,206.63,552.92,14.595,98.535,117
3,1,19,207.03,552.68,14.681,98.992,117
3,1,20,207.86,552.04,14.702,98.556,117
3,1,21,208.37,552.65,14.833,101.08,117
3,1,22,207.81,552.09,14.366,114.28,117
3,1,23,206.82,552.0,14.314,104.85,117
3,1,24,206.75,552.85,14.433,105.95,117
3,1,25,207.66,552.06,14.468,113.97,117
3,1,26,208.75,551.0,14.718,105.12,117
3,1,27,208.54,550.58,14.662,110.55,117
3,1,28,207.72,550.75,14.632,115.76,117
3,1,29,207.76,551.45,14.538,115.16,117
3,1,30,207.21,551.2,14.615,105.21,117
3,1,31,207.11,551.33,14.721,110.96,117
3,1,32,206.46,552.13,14.449,95.581,117
3,1,33,206.53,551.11,14.613,113.56,117
3,1,34,206.46,551.02,14.749,118.89,117
3,1,35,206.29,550.69,14.921,110.56,117
3,1,36,206.2,550.7,14.917,109.03,117
3,1,37,205.71,551.37,14.819,111.06,117
3,1,38,205.51,550.45,14.857,109.01,117
3,1,39,205.19,550.33,14.815,96.076,117
3,1,40,205.17,551.85,14.677,93.25,117
3,1,41,204.97,551.05,14.806,88.858,117
3,1,42,205.23,552.0,14.478,85.78,117
3,1,43,204.71,551.92,14.604,84.044,117
3,1,44,204.21,551.24,14.638,108.19,117
3,1,45,203.07,551.78,14.544,105.62,117
3,1,46,201.75,552.61,13.994,97.836,117
3,1,47,201.55,552.49,14.025,95.064,117
3,1,48,201.2,552.31,14.048,104.09,117
3,1,49,201.6,553.05,13.982,98.392,117
3,1,50,201.87,553.59,14.152,104.57,117
3,1,51,200.89,553.96,13.681,77.169,117
3,1,52,200.21,554.53,13.385,79.726,117
3,1,53,199.57,554.54,13.255,78.294,117
3,1,54,199.73,554.87,13.357,75.013,117
3,1,55,200.57,554.34,13.742,72.482,117
3,1,56,200.36,554.02,13.587,81.648,117
3,1,57,200.18,554.22,13.649,76.013,117
3,1,58,200.48,553.77,13.395,73.243,117
3,1,59,201.37,553.15,13.948,79.84,117
3,1,60,200.36,553.23,13.331,81.478,117
3,1,61,199.71,553.31,13.305,79.176,117
3,1,62,199.11,553.64,13.154,78.762,117
3,1,63,198.48,552.78,12.908,82.165,117
3,1,64,198.39,552.25,12.883,79.846,117
3,1,65,198.57,552.99,13.202,81.364,117
3,1,66,198.59,552.76,13.294,73.868,117
3,1,67,198.27,553.1,13.157,73.031,117
3,1,68,198.4,552.46,13.273,77.212,117
3,1,69,198.75,552.08,13.147,80.675,117
3,1,70,197.89,552.08,12.977,88.015,117
3,1,71,198.49,551.68,13.081,79.242,117
3,1,72,198.4,550.37,13.083,94.221,117
3,1,73,198.06,549.93,12.977,81.218,117
3,1,74,198.43,549.69,12.85,92.853,117
3,1,75,198.07,549.91,12.956,82.011,117
3,1,76,197.98,550.66,12.712,74.935,117
3,1,77,198.4,550.8,13.008,79.387,117
3,1,78,198.45,551.03,13.171,76.689,117
3,1,79,197.88,552.05,13.053,79.352,117
3,1,80,198.09,550.89,12.954,74.99,117
3,1,81,198.43,550.03,13.165,79.533,117
3,1,82,197.64,550.6,12.956,75.905,117
3,1,83,197.86,550.05,13.057,77.802,117
3,1,84,197.54,549.79,13.187,80.836,117
3,1,85,197.78,549.1,12.984,82.647,117
3,1,86,197.95,549.32,13.104,89.89,117
3,1,87,198.04,548.78,13.035,88.121,117
3,1,88,198.54,549.39,13.131,78.431,117
3,1,89,197.56,549.24,12.861,91.486,117
3,1,90,197.39,549.43,12.625,75.331,117
3,1,91,197.37,549.22,12.71,88.907,117
3,1,92,198.37,548.13,12.821,77.166,117
3,1,93,198.32,548.44,12.679,75.038,117
3,1,94,198.87,547.76,13.009,89.151,117
3,1,95,198.9,548.71,12.678,77.564,117
3,1,96,199.1,549.03,12.897,80.846,117
3,1,97,198.89,549.44,12.937,82.663,117
3,1,98,198.39,549.41,12.916,84.878,117
3,1,99,198.63,549.33,12.85,67.756,117
3,1,100,199.29,549.84,12.945,74.468,117
3,1,101,199.48,549.76,12.971,79.259,117
3,1,102,199.47,550.05,12.986,71.38,117
3,1,103,199.63,549.79,13.096,77.998,117
3,1,104,199.22,550.12,12.983,81.241,117
3,1,105,199.42,549.55,12.874,79.1,117
3,1,106,198.58,550.59,12.641,71.41,117
3,1,107,197.78,550.8,12.598,67.358,117
3,1,108,197.8,549.89,12.732,76.54,117
3,1,109,198.2,550.29,12.666,68.849,117
3,1,110,197.96,549.6,12.513,70.922,117
3,1,111,198.13,550.83,12.748,68.544,117
3,1,112,198.05,550.88,12.591,64.3,117
3,1,113,197.74,550.91,12.898,80.878,117
3,1,114,198.1,550.03,12.896,75.228,117
3,1,115,198.13,550.76,12.689,58.993,117
3,1,116,198.24,550.87,12.862,67.949,117
3,1,117,197.87,550.83,12.852,69.057,117
5,1,1,142.44,48.481,12.511,99.17,117
5,1,2,142.26,48.41,12.459,99.604,117
5,1,3,142.26,48.691,12.364,101.25,117
5,1,4,141.88,47.957,12.482,90.371,117
5,1,5,142.54,47.694,12.421,99.87,117
5,1,6,142.49,48.409,12.455,104.68,117
5,1,7,142.39,48.205,12.555,99.001,117
5,1,8,142.22,47.978,12.444,89.236,117
5,1,9,142.21,47.989,12.428,89.83,117
5,1,10,142.53,47.956,12.664,93.22,117
5,1,11,142.35,47.75,12.634,82.956,117
5,1,12,142.51,48.032,12.433,93.003,117
5,1,13,141.8,48.048,12.611,96.022,117
5,1,14,141.83,47.118,12.616,95.281,117
5,1,15,142.18,47.354,12.716,89.057,117
5,1,16,142.09,47.942,12.62,93.673,117
5,1,17,142.07,48.169,12.614,90.944,117
5,1,18,142.1,47.713,12.724,99.741,117
5,1,19,141.9,48.153,12.612,89.033,117
5,1,20,142.16,47.684,12.612,87.38,117
5,1,21,142.22,48.007,12.748,91.216,117
5,1,22,142.02,47.768,12.474,89.607,117
5,1,23,142.21,47.46,12.69,91.463,117
5,1,24,142.08,48.036,12.611,99.759,117
5,1,25,142.05,47.814,12.753,88.302,117
5,1,26,141.85,47.804,12.781,92.308,117
5,1,27,142.24,47.632,12.617,91.305,117
5,1,28,142.11,47.755,12.796,92.082,117
5,1,29,141.79,47.802,12.632,84.167,117
5,1,30,142.02,47.642,12.722,89.205,117
5,1,31,141.91,47.395,12.791,89.488,117
5,1,32,142.03,48.38,12.769,77.528,117
5,1,33,141.71,48.041,12.879,90.798,117
5,1,34,142.15,47.709,12.766,92.325,117
5,1,35,142.31,47.003,12.974,86.399,117
5,1,36,142.11,47.726,12.958,84.838,117
5,1,37,141.97,48.059,12.656,97.405,117
5,1,38,142.38,47.542,12.995,83.358,117
5,1,39,142.12,47.832,12.972,71.507,117
5,1,40,142.07,48.318,12.896,76.577,117
5,1,41,141.66,47.546,13.056,76.969,117
5,1,42,141.91,47.626,13.047,81.453,117
5,1,43,139.94,48.408,11.227,130.87,117
5,1,44,141.49,47.624,12.86,78.639,117
5,1,45,141.38,47.467,12.853,66.01,117
5,1,46,141.34,47.857,12.623,77.282,117
5,1,47,141.62,47.879,12.908,68.279,117
5,1,48,141.58,47.535,12.944,75.835,117
5,1,49,141.55,47.215,12.916,88.547,117
5,1,50,141.72,47.499,12.919,65.418,117
5,1,51,141.65,47.375,12.875,73.555,117
5,1,52,141.26,47.415,12.889,70.568,117
5,1,53,141.82,47.446,12.905,65.898,117
5,1,54,141.9,47.921,13.122,76.091,117
5,1,55,141.82,47.737,13.147,71.453,117
5,1,56,141.75,47.172,13.058,80.059,117
5,1,57,141.42,47.494,13.04,83.392,117
5,1,58,141.81,47.256,12.897,66.11,117
5,1,59,141.5,47.078,12.724,83.904,117
5,1,60,141.42,47.258,12.934,77.444,117
5,1,61,141.65,47.32,13.177,80.239,117
5,1,62,141.15,47.239,12.895,103.06,117
5,1,63,141.98,47.099,13.185,85.56,117
5,1,64,141.48,46.974,13.022,87.459,117
5,1,65,141.65,47.435,13.272,86.159,117
5,1,66,141.4,46.582,13.036,81.404,117
5,1,67,141.35,47.149,12.934,65.565,117
5,1,68,141.47,47.133,13.099,65.367,117
5,1,69,141.56,47.252,13.058,69.577,117
5,1,70,141.2,46.934,13.095,75.823,117
5,1,71,141.29,47.083,13.206,67.13,117
5,1,72,141.72,46.832,13.297,79.511,117
5,1,73,141.18,47.192,13.138,78.297,117
5,1,74,141.84,47.264,13.4,74.091,117
5,1,75,141.21,47.197,13.178,70.86,117
5,1,76,141.71,46.942,13.148,69.047,117
5,1,77,141.59,46.604,13.057,72.519,117
5,1,78,141.5,46.591,13.253,66.963,117
5,1,79,141.1,47.057,13.209,74.151,117
5,1,80,141.18,46.629,13.056,65.15,117
5,1,81,141.24,46.582,13.228,64.712,117
5,1,82,141.0,47.173,13.41,69.165,117
5,1,83,141.34,46.784,13.122,61.213,117
5,1,84,140.88,46.686,13.276,62.311,117
5,1,85,141.28,46.658,13.221,67.585,117
5,1,86,141.18,46.911,13.132,67.491,117
5,1,87,141.51,46.912,13.403,69.914,117
5,1,88,141.25,46.52,13.406,65.718,117
5,1,89,141.45,46.444,13.413,57.485,117
5,1,90,141.27,46.484,13.342,66.366,117
5,1,91,141.54,46.982,13.571,84.147,117
5,1,92,141.44,46.574,13.49,66.814,117
5,1,93,141.35,47.035,13.456,56.5,117
5,1,94,141.39,46.283,13.293,67.176,117
5,1,95,141.33,46.821,13.244,67.447,117
5,1,96,141.68,46.312,13.613,60.189,117
5,1,97,141.28,46.595,13.265,72.694,117
5,1,98,141.25,46.56,13.358,66.669,117
5,1,99,141.2,46.461,13.334,66.212,117
5,1,100,141.3,46.316,13.157,72.293,117
5,1,101,141.39,46.335,13.577,66.837,117
5,1,102,141.79,46.774,13.665,72.224,117
5,1,103,141.46,46.441,13.464,75.027,117
5,1,104,141.49,46.469,13.378,69.663,117
5,1,105,141.48,46.543,13.433,65.528,117
5,1,106,141.63,46.525,13.223,71.891,117
5,1,107,141.65,46.46,13.366,50.542,117
5,1,108,141.51,46.179,13.656,64.47,117
5,1,109,141.45,46.637,13.377,51.566,117
5,1,110,141.79,45.895,13.458,69.106,117
5,1,111,141.59,46.252,13.36,70.793,117
5,1,112,141.49,46.298,13.281,71.073,117
5,1,113,141.42,46.319,13.536,71.043,117
5,1,114,141.57,46.215,13.445,64.777,117
5,1,115,141.5,46.168,13.113,62.572,117
5,1,116,141.67,46.844,13.663,63.451,117
5,1,117,141.36,46.401,13.821,63.327,117
6,1,1,146.26,359.19,13.95,36.637,117
6,1,2,146.42,359.3,13.879,35.511,117
6,1,3,146.84,359.41,13.996,33.9,117
6,1,4,147.44,357.79,14.381,46.059,117
6,1,5,146.59,358.49,13.918,33.641,117
6,1,6,146.72,359.09,14.039,36.601,117
6,1,7,147.26,359.03,14.135,34.516,117
6,1,8,146.57,358.87,13.847,35.643,117
6,1,9,146.75,359.24,14.166,33.282,117
6,1,10,147.01,358.88,14.211,31.18,117
6,1,11,147.26,358.38,14.405,29.852,117
6,1,12,147.24,359.02,14.338,25.054,117
6,1,13,146.86,359.46,14.365,33.691,117
6,1,14,146.83,358.41,14.484,33.407,117
6,1,15,146.79,358.24,14.316,27.384,117
6,1,16,146.65,359.26,14.325,31.12,117
6,1,17,146.66,358.81,14.173,27.355,117
6,1,18,146.85,358.59,14.46,32.056,117
6,1,19,146.7,359.06,14.465,35.872,117
6,1,20,147.3,358.27,14.32,32.787,117
6,1,21,146.94,359.42,14.598,32.517,117
6,1,22,147.07,358.62,14.398,30.323,117
6,1,23,146.74,358.34,14.42,29.722,117
6,1,24,146.97,358.82,14.44,31.595,117
6,1,25,146.7,358.65,14.246,31.993,117
6,1,26,146.8,358.62,14.41,34.795,117
6,1,27,146.4,358.65,14.2,32.586,117
6,1,28,146.32,359.14,14.355,32.398,117
6,1,29,146.49,358.69,14.462,24.638,117
6,1,30,146.49,359.05,14.167,29.272,117
6,1,31,146.74,358.53,14.511,30.642,117
6,1,32,146.33,359.52,14.338,27.005,117
6,1,33,146.5,358.94,14.569,30.432,117
6,1,34,146.16,358.45,14.47,32.203,117
6,1,35,146.74,357.83,14.466,29.457,117
6,1,36,146.57,358.73,14.551,31.393,117
6,1,37,146.07,358.64,14.09,21.271,117
6,1,38,146.32,357.99,14.494,28.452,117
6,1,39,146.43,358.48,14.494,29.827,117
6,1,40,146.44,359.33,14.475,25.943,117
6,1,41,146.23,358.43,14.51,30.067,117
6,1,42,146.26,358.39,14.59,28.274,117
6,1,43,146.25,358.73,14.597,27.929,117
6,1,44,146.09,358.81,14.622,31.88,117
6,1,45,145.65,358.25,14.537,27.255,117
6,1,46,145.52,359.03,14.385,25.207,117
6,1,47,146.2,358.89,14.425,25.414,117
6,1,48,145.74,358.68,14.413,28.162,117
6,1,49,144.58,358.46,13.702,52.577,117
6,1,50,146.52,358.59,14.602,26.947,117
6,1,51,145.91,357.78,14.709,27.086,117
6,1,52,145.9,358.61,14.357,25.561,117
6,1,53,146.25,357.92,14.499,29.642,117
6,1,54,146.13,358.18,14.563,29.709,117
6,1,55,146.31,358.74,14.764,26.175,117
6,1,56,145.93,357.95,14.535,25.008,117
6,1,57,145.97,358.25,14.842,27.1,117
6,1,58,145.9,358.09,14.449,23.699,117
6,1,59,146.6,358.28,14.82,27.61,117
6,1,60,146.07,358.18,14.697,29.011,117
6,1,61,146.15,358.06,14.826,31.126,117
6,1,62,145.74,357.96,14.769,28.997,117
6,1,63,146.13,357.7,14.873,30.452,117
6,1,64,146.17,357.94,14.779,24.512,117
6,1,65,145.92,358.72,14.618,22.597,117
6,1,66,145.97,358.09,14.835,20.128,117
6,1,67,145.77,358.51,14.921,23.305,117
6,1,68,145.79,358.1,14.433,26.911,117
6,1,69,145.68,358.01,14.977,21.301,117
6,1,70,145.14,358.02,14.686,19.532,117
6,1,71,145.49,358.57,14.853,21.604,117
6,1,72,145.25,358.29,14.636,24.915,117
6,1,73,145.15,358.48,14.574,24.792,117
6,1,74,145.59,358.16,14.54,23.295,117
6,1,75,145.38,358.57,14.728,21.862,117
6,1,76,145.73,357.96,14.734,17.562,117
6,1,77,145.01,357.84,14.755,23.101,117
6,1,78,145.4,357.42,14.7,20.136,117
6,1,79,144.83,357.98,14.537,26.506,117
6,1,80,145.44,357.2,14.62,23.342,117
6,1,81,144.78,357.35,14.91,20.177,117
6,1,82,145.67,357.46,14.6,20.482,117
6,1,83,145.18,357.07,14.45,14.488,117
6,1,84,144.88,356.97,14.772,19.01,117
6,1,85,145.34,357.81,14.864,18.535,117
6,1,86,145.44,357.41,15.369,23.155,117
6,1,87,145.31,357.19,14.691,23.031,117
6,1,88,145.53,357.13,15.015,27.711,117
6,1,89,145.47,357.61,14.961,20.99,117
6,1,90,145.51,357.42,14.944,22.777,117
6,1,91,145.82,357.95,15.113,22.652,117
6,1,92,144.84,357.75,14.901,14.625,117
6,1,93,145.12,357.31,14.915,18.958,117
6,1,94,145.16,356.58,14.889,21.785,117
6,1,95,145.45,357.16,14.816,18.524,117
6,1,96,145.5,356.97,14.938,18.889,117
6,1,97,145.05,357.47,14.829,20.158,117
6,1,98,143.67,358.63,14.19,42.863,117
6,1,99,145.25,357.27,15.054,22.507,117
6,1,100,145.91,357.33,14.956,21.558,117
6,1,101,144.93,357.9,14.794,22.247,117
6,1,102,145.21,357.3,15.127,19.532,117
6,1,103,145.01,357.15,15.007,18.764,117
6,1,104,144.79,357.97,14.89,21.097,117
6,1,105,145.39,357.3,14.847,22.794,117
6,1,106,145.24,357.59,14.872,18.392,117
6,1,107,145.17,357.83,14.785,19.964,117
6,1,108,144.7,357.8,14.875,19.919,117
