,t,ID CME,Track Length CME,x CME,y CME,z CME,FI CME,ID Dino Track,Track Length Dino Track,x Dino Track,y Dino Track,z Dino Track,FI Dino Track,Distance Dino Track,ID CME Detections,x CME Detections,y CME Detections,z CME Detections,FI CME Detections,Distance CME Detections,ID Dino Detections,x Dino Detections,y Dino Detections,z Dino Detections,FI Dino Detections,Distance Dino Detections,xmin,xmax,ymin,ymax,zmin,zmax
51756,75.0,1811.0,14.0,478.95,446.12,102.872,33.834,,,,,,,,597.0;612.0,481.05;478.95,444.2;446.12,102.49;102.87,42.832;33.834,2.87;0.00,,,,,,,14.0,481.05,444.2,480.53,101.09538,451.04
51757,76.0,1811.0,14.0,478.08,448.81,101.436,32.131,,,,,,,,608.0,478.08,448.81,101.44,32.131,0.00,,,,,,,14.0,481.05,444.2,480.53,101.09538,451.04
51758,77.0,1811.0,14.0,478.19,449.46,102.564,50.339,4708,38.0,477.46066,448.70792,102.27233,231.8,1.09,611.0,478.19,449.46,102.56,50.339,0.00,826.0,477.46066,448.70792,102.27233,231.8,1.09,14.0,481.05,444.2,480.53,101.09538,451.04
51759,78.0,1811.0,14.0,478.65,449.69,102.086,58.309,4708,38.0,477.7273,448.83347,101.59438,247.1,1.35,602.0,478.65,449.69,102.09,58.309,0.00,669.0,477.7273,448.83347,101.59438,247.1,1.35,14.0,481.05,444.2,480.53,101.09538,451.04
51760,79.0,1811.0,14.0,478.33,451.04,101.428,58.247,4708,38.0,477.41214,450.34497,101.09538,244.6,1.20,596.0,478.33,451.04,101.43,58.247,0.00,647.0,477.41214,450.34497,101.09538,244.6,1.20,14.0,481.05,444.2,480.53,101.09538,451.04
51761,80.0,1811.0,14.0,477.96,450.06,102.898,77.562,4708,38.0,476.8643,449.22482,102.68802,240.5,1.39,602.0,477.96,450.06,102.9,77.562,0.00,712.0,476.8643,449.22482,102.68802,240.5,1.39,14.0,481.05,444.2,480.53,101.09538,451.04
51762,81.0,1811.0,14.0,478.43,449.93,103.141,80.421,4708,38.0,477.50595,449.01053,102.606384,243.9,1.41,604.0,478.43,449.93,103.14,80.421,0.00,677.0,477.50595,449.01053,102.606384,243.9,1.41,14.0,481.05,444.2,480.53,101.09538,451.04
51763,82.0,1811.0,14.0,479.94,449.11,103.536,83.031,4708,38.0,479.0009,448.61887,103.11203,274.0,1.14,604.0,479.94,449.11,103.54,83.031,0.00,488.0,479.0009,448.61887,103.11203,274.0,1.14,14.0,481.05,444.2,480.53,101.09538,451.04
51764,83.0,1811.0,14.0,480.0,449.31,104.366,109.67,4708,38.0,479.146,448.33002,103.81642,260.0,1.41,600.0,480.0,449.31,104.37,109.67,0.00,583.0,479.146,448.33002,103.81642,260.0,1.41,14.0,481.05,444.2,480.53,101.09538,451.04
51765,84.0,1811.0,14.0,480.53,449.42,104.837,120.63,4708,38.0,479.4767,448.39706,104.119545,274.0,1.63,607.0,480.53,449.42,104.84,120.63,0.00,546.0,479.4767,448.39706,104.119545,274.0,1.63,14.0,481.05,444.2,480.53,101.09538,451.04
51766,85.0,1811.0,14.0,479.97,448.8,103.992,102.17,4708,38.0,478.97498,447.7374,103.479904,259.8,1.54,593.0,479.97,448.8,103.99,102.17,0.00,564.0,478.97498,447.7374,103.479904,259.8,1.54,14.0,481.05,444.2,480.53,101.09538,451.04
51767,86.0,1811.0,14.0,479.09,448.45,104.024,95.164,4708,38.0,478.0992,447.356,102.95878,278.8,1.82,588.0,479.09,448.45,104.02,95.164,0.00,460.0,478.0992,447.356,102.95878,278.8,1.82,14.0,481.05,444.2,480.53,101.09538,451.04
51768,87.0,1811.0,14.0,477.84,447.94,102.911,104.6,4708,38.0,476.88403,446.643,101.72326,272.5,2.00,621.0,477.84,447.94,102.91,104.6,0.00,478.0,476.88403,446.643,101.72326,272.5,2.00,14.0,481.05,444.2,480.53,101.09538,451.04
51769,88.0,1811.0,14.0,475.76,444.48,102.847,51.841,,,,,,,,620.0,475.76,444.48,102.85,51.841,0.00,,,,,,,14.0,481.05,444.2,480.53,101.09538,451.04
51770,75.0,1812.0,14.0,429.56,519.15,108.195,49.123,,,,,,,,645.0,429.56,519.15,108.2,49.123,0.01,,,,,,,14.0,430.49,428.95,523.48,107.97,523.48
51771,76.0,1812.0,14.0,430.32,519.92,107.97200000000001,50.701,,,,,,,,646.0,430.32,519.92,107.97,50.701,0.00,,,,,,,14.0,430.49,428.95,523.48,107.97,523.48
51772,77.0,1812.0,14.0,429.96,521.43,108.814,60.061,849,63.0,427.37976,519.76355,110.39023,220.5,3.45,658.0,429.96,521.43,108.81,60.061,0.00,916.0,427.37976,519.76355,110.39023,220.5,3.45,14.0,430.49,428.95,523.48,107.97,523.48
51773,78.0,1812.0,14.0,428.95,522.23,110.65899999999999,75.915,849,63.0,427.0856,520.8495,110.65261,241.2,2.32,653.0,428.95,522.23,110.66,75.915,0.00,739.0,427.0856,520.8495,110.65261,241.2,2.32,14.0,430.49,428.95,523.48,107.97,523.48
51774,79.0,1812.0,14.0,429.99,523.48,109.588,59.289,,,,,,,,659.0,429.99,523.48,109.59,59.289,0.00,,,,,,,14.0,430.49,428.95,523.48,107.97,523.48
51775,80.0,1812.0,14.0,429.93,522.77,110.049,85.267,849,63.0,427.61444,521.232,110.781685,241.8,2.87,653.0,429.93,522.77,110.05,85.267,0.00,799.0,427.61444,521.232,110.781685,241.8,2.87,14.0,430.49,428.95,523.48,107.97,523.48
51776,81.0,1812.0,14.0,429.19,522.54,110.45,79.826,849,63.0,427.021,520.9461,110.38538,238.1,2.69,655.0,429.19,522.54,110.45,79.826,0.00,738.0,427.021,520.9461,110.38538,238.1,2.69,14.0,430.49,428.95,523.48,107.97,523.48
51777,82.0,1812.0,14.0,429.19,521.45,110.019,86.115,849,63.0,427.2566,520.0921,110.212875,272.5,2.37,658.0,429.19,521.45,110.02,86.115,0.00,528.0,427.2566,520.0921,110.212875,272.5,2.37,14.0,430.49,428.95,523.48,107.97,523.48
51778,83.0,1812.0,14.0,429.13,521.41,110.09100000000001,77.306,849,63.0,427.01755,519.43134,110.315125,248.0,2.90,631.0,429.13,521.41,110.09,77.306,0.00,638.0,427.01755,519.43134,110.315125,248.0,2.90,14.0,430.49,428.95,523.48,107.97,523.48
51779,84.0,1812.0,14.0,429.48,521.27,110.702,92.583,849,63.0,427.45483,519.6309,110.74948,253.9,2.61,638.0,429.48,521.27,110.7,92.583,0.00,588.0,427.45483,519.6309,110.74948,253.9,2.61,14.0,430.49,428.95,523.48,107.97,523.48
51780,85.0,1812.0,14.0,429.98,520.97,109.98400000000001,93.933,849,63.0,427.9576,519.132,110.32133,252.9,2.75,631.0,429.98,520.97,109.98,93.933,0.00,616.0,427.9576,519.132,110.32133,252.9,2.75,14.0,430.49,428.95,523.48,107.97,523.48
51781,86.0,1812.0,14.0,429.96,520.2,109.815,78.383,849,63.0,427.5192,518.2177,110.451965,277.5,3.21,635.0,429.96,520.2,109.81,78.383,0.00,491.0,427.5192,518.2177,110.451965,277.5,3.21,14.0,430.49,428.95,523.48,107.97,523.48
51782,87.0,1812.0,14.0,429.89,519.52,110.02199999999999,74.653,849,63.0,427.93143,517.7664,110.57023,248.5,2.69,673.0,429.89,519.52,110.02,74.653,0.00,537.0,427.93143,517.7664,110.57023,248.5,2.69,14.0,430.49,428.95,523.48,107.97,523.48
51783,88.0,1812.0,14.0,430.49,519.05,109.539,64.425,,,,,,,,667.0,430.49,519.05,109.54,64.425,0.00,,,,,,,14.0,430.49,428.95,523.48,107.97,523.48
51784,76.0,1813.0,14.0,588.19,322.69,111.27600000000001,23.689,,,,,,,,651.0,588.19,322.69,111.28,23.689,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51785,77.0,1813.0,14.0,586.35,322.19,109.756,25.759,,,,,,,,656.0,586.35,322.19,109.76,25.759,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51786,78.0,1813.0,14.0,586.36,322.82,110.551,26.651,,,,,,,,651.0,586.36,322.82,110.55,26.651,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51787,79.0,1813.0,14.0,586.53,323.8,111.054,28.196,,,,,,,,663.0,586.53,323.8,111.05,28.196,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51788,80.0,1813.0,14.0,585.97,323.12,109.84100000000001,32.962,,,,,,,,651.0,585.97,323.12,109.84,32.962,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51789,81.0,1813.0,14.0,583.05,322.84,108.407,22.596,,,,,,,,643.0,583.05,322.84,108.41,22.596,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51790,82.0,1813.0,14.0,581.63,320.19,106.89500000000001,20.365,,,,,,,,632.0,581.63,320.19,106.9,20.365,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51791,83.0,1813.0,14.0,581.01,320.27,106.932,32.568,,,,,,,,614.0,581.01,320.27,106.93,32.568,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51792,84.0,1813.0,14.0,581.44,320.17,107.063,32.399,,,,,,,,622.0,581.44,320.17,107.06,32.399,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51793,85.0,1813.0,14.0,581.75,320.7,107.559,32.299,,,,,,,,616.0,581.75,320.7,107.56,32.299,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51794,86.0,1813.0,14.0,581.74,320.51,107.625,36.35,,,,,,,,619.0,581.74,320.51,107.63,36.35,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51795,87.0,1813.0,14.0,581.62,319.81,106.73400000000001,27.672,,,,,,,,654.0,581.62,319.81,106.73,27.672,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51796,88.0,1813.0,14.0,581.67,318.97,107.537,24.149,,,,,,,,646.0,581.67,318.97,107.54,24.149,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51797,89.0,1813.0,14.0,581.23,319.79,107.34700000000001,34.504,,,,,,,,650.0,581.23,319.79,107.35,34.504,0.00,,,,,,,14.0,588.19,318.97,588.19,106.73,323.8
51798,76.0,1814.0,14.0,438.18,324.06,108.999,33.63,,,,,,,,649.0,438.18,324.06,109.0,33.63,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51799,77.0,1814.0,14.0,438.58,324.46,110.52600000000001,38.062,,,,,,,,669.0,438.58,324.46,110.53,38.062,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51800,78.0,1814.0,14.0,438.52,324.84,111.423,43.773,,,,,,,,665.0,438.52,324.84,111.42,43.773,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51801,79.0,1814.0,14.0,438.14,325.89,110.85300000000001,45.833,,,,,,,,670.0,438.14,325.89,110.85,45.833,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51802,80.0,1814.0,14.0,437.93,325.4,110.654,49.15,,,,,,,,659.0,437.93,325.4,110.65,49.15,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51803,81.0,1814.0,14.0,437.53,326.48,111.52000000000001,48.833,,,,,,,,664.0,437.53,326.48,111.52,48.833,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51804,82.0,1814.0,14.0,438.24,325.79,110.993,39.812,,,,,,,,666.0,438.24,325.79,110.99,39.812,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51805,83.0,1814.0,14.0,437.59,326.23,111.013,51.928,,,,,,,,645.0,437.59,326.23,111.01,51.928,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51806,84.0,1814.0,14.0,438.01,326.34,112.019,50.821,,,,,,,,650.0,438.01,326.34,112.02,50.821,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51807,85.0,1814.0,14.0,438.32,326.87,112.128,54.089,,,,,,,,654.0,438.32,326.87,112.13,54.089,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51808,86.0,1814.0,14.0,438.47,326.34,110.999,51.529,,,,,,,,643.0,438.47,326.34,111.0,51.529,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51809,87.0,1814.0,14.0,438.55,326.56,111.172,49.09,,,,,,,,680.0,438.55,326.56,111.17,49.09,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51810,88.0,1814.0,14.0,438.37,326.7,111.46000000000001,56.259,,,,,,,,682.0,438.37,326.7,111.46,56.259,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51811,89.0,1814.0,14.0,438.18,326.09,110.37100000000001,45.052,,,,,,,,682.0,438.18,326.09,110.37,45.052,0.00,,,,,,,14.0,438.58,324.06,438.58,109.0,326.87
51812,76.0,1815.0,14.0,366.88,322.92,38.03999999999999,31.978,,,,,,,,254.0,366.88,322.92,38.042,31.978,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51813,77.0,1815.0,14.0,367.04,320.68,38.31999999999999,27.772,,,,,,,,242.0,367.04,320.68,38.324,27.772,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51814,78.0,1815.0,14.0,368.17,323.0,37.24000000000001,31.278,,,,,,,,256.0,368.17,323.0,37.239,31.278,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51815,79.0,1815.0,14.0,367.04,324.58,37.610000000000014,32.395,,,,,,,,250.0,367.04,324.58,37.605,32.395,0.01,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51816,80.0,1815.0,14.0,367.62,326.35,36.31999999999999,39.957,11747,2.0,366.9265,323.90826,37.279423,233.5,2.71,246.0,367.62,326.35,36.322,39.957,0.00,333.0,366.9265,323.90826,37.279423,233.5,2.71,14.0,370.72,320.68,370.72,36.322,329.47
51817,81.0,1815.0,14.0,369.91,329.16,41.25,24.896,,,,,,,,269.0,370.06,328.27,40.683,32.233,1.07,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51818,82.0,1815.0,14.0,369.33,329.45,39.41,28.276,,,,,,,,281.0,369.27,331.05,40.223,32.371,1.80,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51819,83.0,1815.0,14.0,370.29,327.56,38.08000000000001,48.966,11747,2.0,369.9444,326.40106,38.940247,243.5,1.48,245.0,370.29,327.56,38.076,48.966,0.00,273.0,369.9444,326.40106,38.940247,243.5,1.48,14.0,370.72,320.68,370.72,36.322,329.47
51820,84.0,1815.0,14.0,370.24,326.44,38.91,43.301,,,,,,,,257.0,370.24,326.44,38.914,43.301,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51821,85.0,1815.0,14.0,366.62,324.92,38.68000000000001,36.011,,,,,,,,247.0,366.62,324.92,38.683,36.011,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51822,86.0,1815.0,14.0,367.07,326.1,38.610000000000014,11.487,,,,,,,,,,,,,,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51823,87.0,1815.0,14.0,367.52,327.28,38.53999999999999,3.8411,,,,,,,,,,,,,,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51824,88.0,1815.0,14.0,367.97,328.46,38.47,37.113,,,,,,,,270.0,367.97,328.46,38.473,37.113,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51825,89.0,1815.0,14.0,370.72,329.47,38.91,38.191,,,,,,,,283.0,370.72,329.47,38.91,38.191,0.00,,,,,,,14.0,370.72,320.68,370.72,36.322,329.47
51826,76.0,1816.0,14.0,405.06,399.08,66.2,55.912,,,,,,,,382.0,405.06,399.08,66.201,55.912,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51827,77.0,1816.0,14.0,403.46,399.93,66.74,43.696,,,,,,,,375.0,403.46,399.93,66.738,43.696,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51828,78.0,1816.0,14.0,406.03,402.04,70.62,43.553,,,,,,,,,,,,,,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51829,79.0,1816.0,14.0,405.41,402.51,67.51,27.705,,,,,,,,,,,,,,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51830,80.0,1816.0,14.0,404.86,405.5,64.46,43.409,,,,,,,,374.0,404.86,405.5,64.456,43.409,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51831,81.0,1816.0,14.0,403.81,406.56,63.93000000000001,44.439,,,,,,,,384.0,403.81,406.56,63.932,44.439,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51832,82.0,1816.0,14.0,403.36,408.04,63.650000000000006,42.243,,,,,,,,379.0,403.36,408.04,63.647,42.243,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51833,83.0,1816.0,14.0,402.46,411.35,65.1,38.76,,,,,,,,369.0,402.46,411.35,65.098,38.76,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51834,84.0,1816.0,14.0,403.45,410.7,65.95,35.554,,,,,,,,377.0,403.45,410.7,65.954,35.554,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51835,85.0,1816.0,14.0,403.37,412.39,64.45,33.206,,,,,,,,362.0,403.37,412.39,64.453,33.206,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51836,86.0,1816.0,14.0,403.19,409.62,68.43,34.186,,,,,,,,,,,,,,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51837,87.0,1816.0,14.0,401.42,411.98,63.78,38.361,,,,,,,,400.0,401.42,411.98,63.775,38.361,0.01,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51838,88.0,1816.0,14.0,401.88,411.15,63.230000000000004,43.454,,,,,,,,389.0,401.88,411.15,63.228,43.454,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51839,89.0,1816.0,14.0,401.89,410.98,64.01,46.35,,,,,,,,392.0,401.89,410.98,64.013,46.35,0.00,,,,,,,14.0,405.06,399.08,412.39,63.228,412.39
51840,78.0,1817.0,14.0,361.54,111.65,57.68000000000001,69.527,11144,9.0,361.158,111.29902,56.385166,213.1,1.39,369.0,361.54,111.65,57.675,69.527,0.01,433.0,361.158,111.29902,56.385166,213.1,1.39,14.0,361.54,111.29902,361.54,55.503,118.08
51841,79.0,1817.0,14.0,360.62,111.54,57.86,71.469,11144,9.0,360.47617,111.74465,56.022186,219.4,1.85,358.0,360.62,111.54,57.864,71.469,0.00,412.0,360.47617,111.74465,56.022186,219.4,1.85,14.0,361.54,111.29902,361.54,55.503,118.08
51842,80.0,1817.0,14.0,361.31,113.6,57.260000000000005,76.598,11144,9.0,360.68015,112.805916,55.83973,215.2,1.74,358.0,361.31,113.6,57.258,76.598,0.00,444.0,360.68015,112.805916,55.83973,215.2,1.74,14.0,361.54,111.29902,361.54,55.503,118.08
51843,81.0,1817.0,14.0,360.75,113.74,57.41,61.474,11144,9.0,360.3049,112.978745,55.76802,215.4,1.86,358.0,360.75,113.74,57.412,61.474,0.00,416.0,360.3049,112.978745,55.76802,215.4,1.86,14.0,361.54,111.29902,361.54,55.503,118.08
51844,82.0,1817.0,14.0,361.4,114.99,57.16,74.627,11144,9.0,360.303,113.35065,56.052998,235.1,2.26,361.0,361.4,114.99,57.155,74.627,0.00,300.0,360.303,113.35065,56.052998,235.1,2.26,14.0,361.54,111.29902,361.54,55.503,118.08
51845,83.0,1817.0,14.0,360.38,115.36,57.290000000000006,63.834,11144,9.0,359.46674,114.47963,56.82525,216.1,1.35,346.0,360.38,115.36,57.293,63.834,0.00,359.0,359.46674,114.47963,56.82525,216.1,1.35,14.0,361.54,111.29902,361.54,55.503,118.08
51846,84.0,1817.0,14.0,360.24,115.98,57.75,64.18,11144,9.0,359.8095,115.290764,57.1203,219.8,1.03,355.0,360.24,115.98,57.752,64.18,0.00,343.0,359.8095,115.290764,57.1203,219.8,1.03,14.0,361.54,111.29902,361.54,55.503,118.08
51847,85.0,1817.0,14.0,359.87,116.49,57.42,39.369,,,,,,,,343.0,359.87,116.49,57.422,39.369,0.00,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51848,86.0,1817.0,14.0,357.78,115.75,57.14,33.287,,,,,,,,352.0,357.78,115.75,57.135,33.287,0.01,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51849,87.0,1817.0,14.0,357.11,115.4,56.66,17.282,,,,,,,,,,,,,,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51850,88.0,1817.0,14.0,356.44,115.06,56.19,15.215,,,,,,,,,,,,,,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51851,89.0,1817.0,14.0,355.77,114.71,55.72,28.926,,,,,,,,368.0,355.77,114.71,55.715,28.926,0.00,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51852,90.0,1817.0,14.0,356.17,116.4,55.61,21.514,,,,,,,,,,,,,,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51853,91.0,1817.0,14.0,356.57,118.08,55.5,26.693,,,,,,,,360.0,356.57,118.08,55.503,26.693,0.00,,,,,,,14.0,361.54,111.29902,361.54,55.503,118.08
51854,78.0,1818.0,14.0,379.16,586.49,29.689999999999998,62.742,,,,,,,,185.0,379.16,586.49,29.691,62.742,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51855,79.0,1818.0,14.0,378.14,587.36,29.840000000000003,59.228,,,,,,,,197.0,378.14,587.36,29.839,59.228,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51856,80.0,1818.0,14.0,377.5,586.36,28.180000000000007,63.734,,,,,,,,179.0,377.5,586.36,28.175,63.734,0.01,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51857,81.0,1818.0,14.0,377.28,585.59,31.960000000000008,30.082,,,,,,,,,,,,,,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51858,82.0,1818.0,14.0,378.05,586.83,29.639999999999986,53.607,,,,,,,,199.0,378.05,586.83,29.645,53.607,0.01,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51859,83.0,1818.0,14.0,377.96,587.13,30.05000000000001,51.252,,,,,,,,182.0,377.96,587.13,30.051,51.252,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51860,84.0,1818.0,14.0,377.61,586.9,29.810000000000002,57.668,,,,,,,,185.0,377.61,586.9,29.808,57.668,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51861,85.0,1818.0,14.0,377.78,587.04,27.810000000000002,57.555,,,,,,,,179.0,377.78,587.04,27.805,57.555,0.01,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51862,86.0,1818.0,14.0,378.89,586.31,32.639999999999986,41.238,,,,,,,,,,,,,,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51863,87.0,1818.0,14.0,379.68,586.19,29.00999999999999,48.85,,,,,,,,195.0,379.68,586.19,29.012,48.85,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51864,88.0,1818.0,14.0,382.25,586.57,34.16999999999999,31.957,,,,,,,,,,,,,,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51865,89.0,1818.0,14.0,383.63,587.57,35.66,24.389,,,,,,,,,,,,,,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51866,90.0,1818.0,14.0,383.9,587.31,31.430000000000007,44.986,,,,,,,,201.0,383.9,587.31,31.429,44.986,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51867,91.0,1818.0,14.0,384.17,588.62,32.93000000000001,46.547,,,,,,,,201.0,384.17,588.62,32.928,46.547,0.00,,,,,,,14.0,384.17,377.28,588.62,27.805,588.62
51868,78.0,1819.0,14.0,375.18,480.98,75.651,38.655,,,,,,,,452.0,375.18,480.98,75.651,38.655,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51869,79.0,1819.0,14.0,376.05,481.62,76.569,44.656,,,,,,,,444.0,376.05,481.62,76.569,44.656,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51870,80.0,1819.0,14.0,375.55,481.69,76.35,36.175,,,,,,,,,,,,,,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51871,81.0,1819.0,14.0,375.06,481.76,76.131,50.409,,,,,,,,447.0,375.06,481.76,76.131,50.409,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51872,82.0,1819.0,14.0,376.6,482.24,77.595,64.68,,,,,,,,454.0,376.6,482.24,77.595,64.68,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51873,83.0,1819.0,14.0,374.37,482.1,76.282,65.206,7493,14.0,371.82895,480.9992,74.59691,237.0,3.24,434.0,374.37,482.1,76.282,65.206,0.00,443.0,371.82895,480.9992,74.59691,237.0,3.24,14.0,376.6,373.38,483.28,73.92271,483.28
51874,84.0,1819.0,14.0,373.77,482.0,75.509,65.895,,,,,,,,435.0,373.77,482.0,75.509,65.895,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51875,85.0,1819.0,14.0,373.68,481.7,75.74,71.458,7493,14.0,371.88846,480.9995,74.8608,239.0,2.12,434.0,373.68,481.7,75.74,71.458,0.00,431.0,371.88846,480.9995,74.8608,239.0,2.12,14.0,376.6,373.38,483.28,73.92271,483.28
51876,86.0,1819.0,14.0,373.53,481.63,75.401,66.733,,,,,,,,436.0,373.53,481.63,75.401,66.733,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51877,87.0,1819.0,14.0,374.31,481.98,74.942,58.481,,,,,,,,462.0,374.31,481.98,74.942,58.481,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51878,88.0,1819.0,14.0,373.89,482.03,75.794,71.27,,,,,,,,457.0,373.89,482.03,75.794,71.27,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51879,89.0,1819.0,14.0,373.57,482.02,75.088,56.959,,,,,,,,454.0,373.57,482.02,75.088,56.959,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51880,90.0,1819.0,14.0,373.38,482.0,75.205,73.478,7493,14.0,372.0372,481.06268,73.92271,241.6,2.08,436.0,373.38,482.0,75.205,73.478,0.00,358.0,372.0372,481.06268,73.92271,241.6,2.08,14.0,376.6,373.38,483.28,73.92271,483.28
51881,91.0,1819.0,14.0,373.84,483.28,74.774,41.624,,,,,,,,435.0,373.84,483.28,74.774,41.624,0.00,,,,,,,14.0,376.6,373.38,483.28,73.92271,483.28
51882,80.0,1820.0,14.0,499.29,673.75,133.652,122.91,,,,,,,,759.0,499.29,673.75,133.65,122.91,0.00,,,,,,,14.0,499.69232,497.84,673.8625,128.73514,673.75
51883,81.0,1820.0,14.0,498.26,672.58,132.38400000000001,137.85,1978,43.0,498.82388,673.2503,129.15254,310.0,3.35,759.0,498.26,672.58,132.38,137.85,0.00,977.0,498.82388,673.2503,129.15254,310.0,3.35,14.0,499.69232,497.84,673.8625,128.73514,673.75
51884,82.0,1820.0,14.0,499.17,673.31,132.777,144.13,,,,,,,,759.0,499.17,673.31,132.78,144.13,0.00,,,,,,,14.0,499.69232,497.84,673.8625,128.73514,673.75
51885,83.0,1820.0,14.0,499.41,673.75,132.864,146.14,10188,8.0,499.69232,672.39343,131.98068,319.5,1.64,751.0,499.41,673.75,132.86,146.14,0.00,875.0,499.69232,672.39343,131.98068,319.5,1.64,14.0,499.69232,497.84,673.8625,128.73514,673.75
51886,84.0,1820.0,14.0,499.5,673.75,132.46800000000002,200.9,,,,,,,,736.0,499.5,673.75,132.47,200.9,0.00,,,,,,,14.0,499.69232,497.84,673.8625,128.73514,673.75
