,t,ID CME,Track Length CME,x CME,y CME,z CME,FI CME,ID Dino Track,Track Length Dino Track,x Dino Track,y Dino Track,z Dino Track,FI Dino Track,Distance Dino Track,ID CME Detections,x CME Detections,y CME Detections,z CME Detections,FI CME Detections,Distance CME Detections,ID Dino Detections,x Dino Detections,y Dino Detections,z Dino Detections,FI Dino Detections,Distance Dino Detections,xmin,xmax,ymin,ymax,zmin,zmax
0,1.0,1.0,99.0,316.79,151.61,34.96000000000001,175.25,339,74.0,315.22787,151.61403,36.871914,341.0,2.47,248.0,316.79,151.61,34.965,175.25,0.00,339.0,315.22787,151.61403,36.871914,341.0,2.47,99.0,319.6,147.91,319.38,31.227,156.89
1,2.0,1.0,99.0,316.91,151.95,35.18000000000001,218.14,339,74.0,315.39215,151.58618,36.012856,352.5,1.77,277.0,316.91,151.95,35.184,218.14,0.00,368.0,315.39215,151.58618,36.012856,352.5,1.77,99.0,319.6,147.91,319.38,31.227,156.89
2,3.0,1.0,99.0,316.99,151.34,35.33000000000001,218.74,339,74.0,315.74518,150.99426,36.58273,363.0,1.80,265.0,316.99,151.34,35.329,218.74,0.00,328.0,315.74518,150.99426,36.58273,363.0,1.80,99.0,319.6,147.91,319.38,31.227,156.89
3,4.0,1.0,99.0,317.09,152.22,35.24000000000001,264.62,339,74.0,315.99518,151.59639,35.91591,378.0,1.43,259.0,317.09,152.22,35.24,264.62,0.00,303.0,315.99518,151.59639,35.91591,378.0,1.43,99.0,319.6,147.91,319.38,31.227,156.89
4,5.0,1.0,99.0,316.93,151.54,35.0,247.41,339,74.0,316.20465,151.08432,35.901264,361.0,1.24,250.0,316.93,151.54,35.0,247.41,0.00,344.0,316.20465,151.08432,35.901264,361.0,1.24,99.0,319.6,147.91,319.38,31.227,156.89
5,6.0,1.0,99.0,316.67,151.62,35.00999999999999,248.38,339,74.0,315.7927,151.10059,35.9842,365.0,1.41,261.0,316.67,151.62,35.01,248.38,0.00,306.0,315.7927,151.10059,35.9842,365.0,1.41,99.0,319.6,147.91,319.38,31.227,156.89
6,7.0,1.0,99.0,316.15,151.95,34.44,233.92,339,74.0,315.3151,151.30728,35.24817,361.8,1.33,245.0,316.15,151.95,34.437,233.92,0.00,317.0,315.3151,151.30728,35.24817,361.8,1.33,99.0,319.6,147.91,319.38,31.227,156.89
7,8.0,1.0,99.0,317.79,151.96,34.24000000000001,190.91,339,74.0,316.53793,151.40309,35.619133,328.8,1.94,257.0,317.79,151.96,34.235,190.91,0.01,336.0,316.53793,151.40309,35.619133,328.8,1.94,99.0,319.6,147.91,319.38,31.227,156.89
8,9.0,1.0,99.0,317.6,151.54,34.72999999999999,202.16,339,74.0,315.71167,151.00473,35.123714,327.2,2.00,263.0,317.6,151.54,34.728,202.16,0.00,323.0,315.71167,151.00473,35.123714,327.2,2.00,99.0,319.6,147.91,319.38,31.227,156.89
9,10.0,1.0,99.0,317.4,151.8,34.66999999999999,230.72,339,74.0,315.58157,151.24796,35.044952,335.8,1.94,272.0,317.4,151.8,34.674,230.72,0.00,323.0,315.58157,151.24796,35.044952,335.8,1.94,99.0,319.6,147.91,319.38,31.227,156.89
10,11.0,1.0,99.0,316.66,151.87,34.27000000000001,222.66,339,74.0,315.0718,151.23322,34.910015,325.8,1.83,258.0,316.66,151.87,34.266,222.66,0.00,335.0,315.0718,151.23322,34.910015,325.8,1.83,99.0,319.6,147.91,319.38,31.227,156.89
11,12.0,1.0,99.0,316.83,150.1,34.75,197.59,339,74.0,314.81418,149.45837,35.5777,329.8,2.27,197.0;250.0,317.07;316.83,149.56;150.1,35.007;34.747,164.36;197.59,0.64;0.00,323.0,314.81418,149.45837,35.5777,329.8,2.27,99.0,319.6,147.91,319.38,31.227,156.89
12,13.0,1.0,99.0,316.89,149.37,34.16999999999999,218.96,339,74.0,314.39362,148.95265,34.94849,328.8,2.65,254.0,316.89,149.37,34.167,218.96,0.00,296.0,314.39362,148.95265,34.94849,328.8,2.65,99.0,319.6,147.91,319.38,31.227,156.89
13,14.0,1.0,99.0,319.38,148.99,34.5,166.63,,,,,,,,210.0;272.0,319.6;319.38,147.91;148.99,31.227;34.498,146.4;166.63,3.45;0.00,,,,,,,99.0,319.6,147.91,319.38,31.227,156.89
14,15.0,1.0,99.0,318.51,150.08,33.650000000000006,150.69,,,,,,,,282.0,318.51,150.08,33.647,150.69,0.00,,,,,,,99.0,319.6,147.91,319.38,31.227,156.89
15,16.0,1.0,99.0,317.83,150.62,34.650000000000006,175.98,339,74.0,316.2368,149.95761,35.893585,290.0,2.13,282.0,317.83,150.62,34.65,175.98,0.00,332.0,316.2368,149.95761,35.893585,290.0,2.13,99.0,319.6,147.91,319.38,31.227,156.89
16,17.0,1.0,99.0,317.03,151.5,34.370000000000005,179.7,339,74.0,315.4242,150.67339,35.745636,298.8,2.27,255.0,317.03,151.5,34.369,179.7,0.00,305.0,315.4242,150.67339,35.745636,298.8,2.27,99.0,319.6,147.91,319.38,31.227,156.89
17,18.0,1.0,99.0,316.52,151.34,34.50999999999999,196.35,339,74.0,315.0153,150.51498,35.463604,299.0,1.96,257.0,316.52,151.34,34.51,196.35,0.00,339.0,315.0153,150.51498,35.463604,299.0,1.96,99.0,319.6,147.91,319.38,31.227,156.89
18,19.0,1.0,99.0,316.42,151.77,34.94999999999999,213.77,339,74.0,314.94257,150.74255,35.726677,300.0,1.96,257.0,316.42,151.77,34.954,213.77,0.00,344.0,314.94257,150.74255,35.726677,300.0,1.96,99.0,319.6,147.91,319.38,31.227,156.89
19,20.0,1.0,99.0,317.12,151.42,34.610000000000014,199.99,339,74.0,315.4967,150.47917,35.64699,302.2,2.14,252.0,317.12,151.42,34.609,199.99,0.00,313.0,315.4967,150.47917,35.64699,302.2,2.14,99.0,319.6,147.91,319.38,31.227,156.89
20,21.0,1.0,99.0,317.21,151.44,34.370000000000005,226.49,339,74.0,315.86948,150.37439,35.007633,314.2,1.83,260.0,317.21,151.44,34.367,226.49,0.00,288.0,315.86948,150.37439,35.007633,314.2,1.83,99.0,319.6,147.91,319.38,31.227,156.89
21,22.0,1.0,99.0,316.72,150.62,34.21000000000001,227.95,339,74.0,315.5701,149.43892,34.810287,308.5,1.75,256.0,316.72,150.62,34.212,227.95,0.00,306.0,315.5701,149.43892,34.810287,308.5,1.75,99.0,319.6,147.91,319.38,31.227,156.89
22,23.0,1.0,99.0,316.5,151.37,35.25999999999999,279.67,339,74.0,315.41592,150.28036,35.5135,328.0,1.56,256.0,316.5,151.37,35.265,279.67,0.01,315.0,315.41592,150.28036,35.5135,328.0,1.56,99.0,319.6,147.91,319.38,31.227,156.89
23,24.0,1.0,99.0,316.56,151.65,34.56999999999999,249.64,339,74.0,315.28683,150.4769,35.04664,328.5,1.80,244.0,316.56,151.65,34.575,249.64,0.01,296.0,315.28683,150.4769,35.04664,328.5,1.80,99.0,319.6,147.91,319.38,31.227,156.89
24,25.0,1.0,99.0,316.49,151.76,34.75,268.98,339,74.0,315.26593,150.69359,34.998684,335.2,1.64,243.0,316.49,151.76,34.752,268.98,0.00,304.0,315.26593,150.69359,34.998684,335.2,1.64,99.0,319.6,147.91,319.38,31.227,156.89
25,26.0,1.0,99.0,316.37,151.78,34.71000000000001,276.25,339,74.0,315.08994,150.59378,34.624565,329.0,1.75,244.0,316.37,151.78,34.714,276.25,0.00,291.0,315.08994,150.59378,34.624565,329.0,1.75,99.0,319.6,147.91,319.38,31.227,156.89
26,27.0,1.0,99.0,316.07,151.89,34.83000000000001,286.22,339,74.0,314.78842,150.72113,34.67721,338.0,1.74,249.0,316.07,151.89,34.834,286.22,0.00,275.0,314.78842,150.72113,34.67721,338.0,1.74,99.0,319.6,147.91,319.38,31.227,156.89
27,28.0,1.0,99.0,316.06,152.0,35.03999999999999,309.48,339,74.0,314.9791,150.84981,34.711548,341.5,1.61,249.0,316.06,152.0,35.043,309.48,0.00,277.0,314.9791,150.84981,34.711548,341.5,1.61,99.0,319.6,147.91,319.38,31.227,156.89
28,29.0,1.0,99.0,315.95,151.9,35.06999999999999,322.51,339,74.0,314.78543,150.81601,34.75062,352.5,1.62,249.0,315.95,151.9,35.07,322.51,0.00,259.0,314.78543,150.81601,34.75062,352.5,1.62,99.0,319.6,147.91,319.38,31.227,156.89
29,30.0,1.0,99.0,315.81,152.01,35.22999999999999,299.97,339,74.0,314.6534,150.81302,34.850197,335.2,1.71,240.0,315.81,152.01,35.228,299.97,0.00,303.0,314.6534,150.81302,34.850197,335.2,1.71,99.0,319.6,147.91,319.38,31.227,156.89
30,31.0,1.0,99.0,316.48,151.96,34.83000000000001,267.62,339,74.0,315.44287,150.66393,34.79992,321.8,1.66,247.0,316.48,151.96,34.827,267.62,0.00,307.0,315.44287,150.66393,34.79992,321.8,1.66,99.0,319.6,147.91,319.38,31.227,156.89
31,32.0,1.0,99.0,316.4,152.11,34.879999999999995,282.26,339,74.0,315.48633,150.87732,34.838917,331.8,1.53,245.0,316.4,152.11,34.884,282.26,0.00,273.0,315.48633,150.87732,34.838917,331.8,1.53,99.0,319.6,147.91,319.38,31.227,156.89
32,33.0,1.0,99.0,316.02,152.2,34.72,285.09,339,74.0,315.0096,150.99876,34.739956,338.5,1.57,244.0,316.02,152.2,34.718,285.09,0.00,256.0,315.0096,150.99876,34.739956,338.5,1.57,99.0,319.6,147.91,319.38,31.227,156.89
33,34.0,1.0,99.0,316.09,152.03,34.75999999999999,301.29,339,74.0,315.27707,150.818,34.744373,335.8,1.46,246.0,316.09,152.03,34.762,301.29,0.00,308.0,315.27707,150.818,34.744373,335.8,1.46,99.0,319.6,147.91,319.38,31.227,156.89
34,35.0,1.0,99.0,316.25,151.85,34.69999999999999,311.18,339,74.0,315.428,150.6178,34.507755,340.0,1.49,251.0,316.25,151.85,34.697,311.18,0.00,311.0,315.428,150.6178,34.507755,340.0,1.49,99.0,319.6,147.91,319.38,31.227,156.89
35,36.0,1.0,99.0,316.44,152.61,34.44999999999999,306.84,339,74.0,315.70752,151.37564,34.258286,338.8,1.45,242.0,316.44,152.61,34.454,306.84,0.00,300.0,315.70752,151.37564,34.258286,338.8,1.45,99.0,319.6,147.91,319.38,31.227,156.89
36,37.0,1.0,99.0,316.35,152.4,34.94999999999999,320.33,339,74.0,315.27963,151.20345,34.681274,338.0,1.63,241.0,316.35,152.4,34.945,320.33,0.00,299.0,315.27963,151.20345,34.681274,338.0,1.63,99.0,319.6,147.91,319.38,31.227,156.89
37,38.0,1.0,99.0,316.28,152.27,35.099999999999994,338.56,339,74.0,315.29794,151.113,34.580948,341.8,1.60,238.0,316.28,152.27,35.101,338.56,0.00,308.0,315.29794,151.113,34.580948,341.8,1.60,99.0,319.6,147.91,319.38,31.227,156.89
38,39.0,1.0,99.0,316.28,152.67,34.889999999999986,334.29,339,74.0,315.23132,151.47412,34.49745,346.8,1.64,253.0,316.28,152.67,34.888,334.29,0.00,290.0,315.23132,151.47412,34.49745,346.8,1.64,99.0,319.6,147.91,319.38,31.227,156.89
39,40.0,1.0,99.0,316.43,152.84,34.56,339.45,339,74.0,315.32462,151.61473,34.021584,349.0,1.74,252.0,316.43,152.84,34.559,339.45,0.00,278.0,315.32462,151.61473,34.021584,349.0,1.74,99.0,319.6,147.91,319.38,31.227,156.89
40,41.0,1.0,99.0,316.54,152.51,35.06,330.67,339,74.0,315.46884,151.38132,34.520763,339.8,1.65,241.0,316.54,152.51,35.062,330.67,0.00,285.0,315.46884,151.38132,34.520763,339.8,1.65,99.0,319.6,147.91,319.38,31.227,156.89
41,42.0,1.0,99.0,316.16,152.72,34.379999999999995,314.3,339,74.0,315.05063,151.50664,33.8732,334.8,1.72,249.0,316.16,152.72,34.385,314.3,0.01,297.0,315.05063,151.50664,33.8732,334.8,1.72,99.0,319.6,147.91,319.38,31.227,156.89
42,43.0,1.0,99.0,316.31,152.67,34.56999999999999,335.74,339,74.0,315.19577,151.48537,34.08905,347.8,1.70,239.0,316.31,152.67,34.573,335.74,0.00,275.0,315.19577,151.48537,34.08905,347.8,1.70,99.0,319.6,147.91,319.38,31.227,156.89
43,44.0,1.0,99.0,315.53,152.93,34.59,325.95,339,74.0,314.5033,151.68161,34.230877,346.8,1.66,249.0,315.53,152.93,34.592,325.95,0.00,277.0,314.5033,151.68161,34.230877,346.8,1.66,99.0,319.6,147.91,319.38,31.227,156.89
44,45.0,1.0,99.0,316.09,152.91,34.72,364.78,339,74.0,315.01425,151.68358,34.28594,359.0,1.69,258.0,316.09,152.91,34.724,364.78,0.00,269.0,315.01425,151.68358,34.28594,359.0,1.69,99.0,319.6,147.91,319.38,31.227,156.89
45,46.0,1.0,99.0,315.9,152.53,34.360000000000014,353.76,339,74.0,314.83545,151.38312,33.934727,353.5,1.62,244.0,315.9,152.53,34.362,353.76,0.00,260.0,314.83545,151.38312,33.934727,353.5,1.62,99.0,319.6,147.91,319.38,31.227,156.89
46,47.0,1.0,99.0,315.68,152.84,34.50999999999999,384.69,339,74.0,314.70135,151.63309,34.03923,369.5,1.62,239.0,315.68,152.84,34.514,384.69,0.00,235.0,314.70135,151.63309,34.03923,369.5,1.62,99.0,319.6,147.91,319.38,31.227,156.89
47,48.0,1.0,99.0,315.4,152.64,34.03,395.91,339,74.0,314.47504,151.52194,33.612053,367.8,1.51,237.0,315.4,152.64,34.028,395.91,0.00,278.0,314.47504,151.52194,33.612053,367.8,1.51,99.0,319.6,147.91,319.38,31.227,156.89
48,49.0,1.0,99.0,315.48,152.93,34.139999999999986,387.07,339,74.0,314.6249,151.7958,33.724453,363.2,1.48,231.0,315.48,152.93,34.141,387.07,0.00,270.0,314.6249,151.7958,33.724453,363.2,1.48,99.0,319.6,147.91,319.38,31.227,156.89
49,50.0,1.0,99.0,315.63,152.92,33.93000000000001,363.15,339,74.0,314.56766,151.80292,33.715374,364.2,1.56,228.0,315.63,152.92,33.934,363.15,0.00,214.0,314.56766,151.80292,33.715374,364.2,1.56,99.0,319.6,147.91,319.38,31.227,156.89
50,51.0,1.0,99.0,315.38,153.19,33.96000000000001,346.89,339,74.0,314.39642,152.03656,33.75449,354.2,1.53,227.0,315.38,153.19,33.96,346.89,0.00,245.0,314.39642,152.03656,33.75449,354.2,1.53,99.0,319.6,147.91,319.38,31.227,156.89
51,52.0,1.0,99.0,315.02,152.24,33.599999999999994,338.75,339,74.0,313.84494,151.16557,33.326344,345.5,1.62,189.0;220.0,312.41;315.02,152.52;152.24,32.075;33.6,221.89;338.75,3.04;0.00,252.0,313.84494,151.16557,33.326344,345.5,1.62,99.0,319.6,147.91,319.38,31.227,156.89
52,53.0,1.0,99.0,314.76,152.86,33.360000000000014,326.7,339,74.0,313.61978,151.80766,33.225834,342.8,1.56,199.0;231.0,312.8;314.76,152.78;152.86,32.425;33.36,240.69;326.7,2.17;0.00,320.0,313.61978,151.80766,33.225834,342.8,1.56,99.0,319.6,147.91,319.38,31.227,156.89
53,54.0,1.0,99.0,314.76,152.82,33.129999999999995,289.68,339,74.0,313.63217,151.70345,33.12995,326.0,1.59,225.0,314.76,152.82,33.129,289.68,0.00,299.0,313.63217,151.70345,33.12995,326.0,1.59,99.0,319.6,147.91,319.38,31.227,156.89
54,55.0,1.0,99.0,315.08,152.31,32.68000000000001,284.66,339,74.0,313.77267,151.2663,32.861187,322.5,1.68,226.0,315.08,152.31,32.679,284.66,0.00,279.0,313.77267,151.2663,32.861187,322.5,1.68,99.0,319.6,147.91,319.38,31.227,156.89
55,56.0,1.0,99.0,314.62,152.99,33.400000000000006,280.23,339,74.0,313.33417,151.95041,33.428837,314.5,1.65,229.0,314.62,152.99,33.402,280.23,0.00,337.0,313.33417,151.95041,33.428837,314.5,1.65,99.0,319.6,147.91,319.38,31.227,156.89
56,57.0,1.0,99.0,314.13,152.58,33.02000000000001,264.57,339,74.0,312.78503,151.45686,33.070263,306.2,1.75,234.0,314.13,152.58,33.019,264.57,0.00,352.0,312.78503,151.45686,33.070263,306.2,1.75,99.0,319.6,147.91,319.38,31.227,156.89
57,58.0,1.0,99.0,314.29,153.23,33.22999999999999,270.26,339,74.0,313.09048,152.2416,33.060513,303.8,1.56,226.0,314.29,153.23,33.23,270.26,0.00,331.0,313.09048,152.2416,33.060513,303.8,1.56,99.0,319.6,147.91,319.38,31.227,156.89
58,59.0,1.0,99.0,314.68,153.38,32.72999999999999,287.35,339,74.0,313.60483,152.30765,32.26471,309.2,1.59,221.0,314.68,153.38,32.726,287.35,0.00,360.0,313.60483,152.30765,32.26471,309.2,1.59,99.0,319.6,147.91,319.38,31.227,156.89
59,60.0,1.0,99.0,314.87,153.65,33.58000000000001,298.08,339,74.0,313.67053,152.5853,33.12632,314.0,1.67,231.0,314.87,153.65,33.583,298.08,0.00,319.0,313.67053,152.5853,33.12632,314.0,1.67,99.0,319.6,147.91,319.38,31.227,156.89
60,61.0,1.0,99.0,315.39,153.67,33.81,296.52,339,74.0,314.14856,152.5222,33.29973,310.5,1.77,226.0,315.39,153.67,33.812,296.52,0.00,354.0,314.14856,152.5222,33.29973,310.5,1.77,99.0,319.6,147.91,319.38,31.227,156.89
61,62.0,1.0,99.0,315.13,153.89,33.71000000000001,263.21,339,74.0,313.83786,152.74011,33.28303,301.2,1.78,222.0,315.13,153.89,33.712,263.21,0.00,256.0,313.83786,152.74011,33.28303,301.2,1.78,99.0,319.6,147.91,319.38,31.227,156.89
62,63.0,1.0,99.0,316.04,154.25,33.96000000000001,256.78,339,74.0,314.80453,153.12045,33.71989,296.0,1.69,235.0,316.04,154.25,33.964,256.78,0.00,327.0,314.80453,153.12045,33.71989,296.0,1.69,99.0,319.6,147.91,319.38,31.227,156.89
63,64.0,1.0,99.0,315.53,153.8,34.24000000000001,256.24,339,74.0,314.23987,152.5822,33.797005,299.0,1.83,226.0,315.53,153.8,34.245,256.24,0.00,308.0,314.23987,152.5822,33.797005,299.0,1.83,99.0,319.6,147.91,319.38,31.227,156.89
64,65.0,1.0,99.0,315.4,153.67,33.56999999999999,232.64,339,74.0,314.1661,152.45915,33.276573,291.5,1.75,222.0,315.4,153.67,33.566,232.64,0.00,294.0,314.1661,152.45915,33.276573,291.5,1.75,99.0,319.6,147.91,319.38,31.227,156.89
65,66.0,1.0,99.0,315.29,154.09,33.77000000000001,237.71,339,74.0,314.02438,152.9784,33.465,288.2,1.71,218.0,315.29,154.09,33.774,237.71,0.00,290.0,314.02438,152.9784,33.465,288.2,1.71,99.0,319.6,147.91,319.38,31.227,156.89
66,67.0,1.0,99.0,315.1,153.79,33.80000000000001,244.56,339,74.0,313.91138,152.63016,33.46707,290.5,1.69,240.0,315.1,153.79,33.8,244.56,0.00,350.0,313.91138,152.63016,33.46707,290.5,1.69,99.0,319.6,147.91,319.38,31.227,156.89
67,68.0,1.0,99.0,314.64,153.99,33.5,233.44,339,74.0,313.6697,152.84254,33.185726,281.0,1.54,226.0,314.64,153.99,33.497,233.44,0.00,396.0,313.6697,152.84254,33.185726,281.0,1.54,99.0,319.6,147.91,319.38,31.227,156.89
68,69.0,1.0,99.0,315.36,154.02,33.610000000000014,235.36,339,74.0,314.41992,152.8618,33.19578,285.5,1.55,235.0,315.36,154.02,33.612,235.36,0.00,415.0,314.41992,152.8618,33.19578,285.5,1.55,99.0,319.6,147.91,319.38,31.227,156.89
69,70.0,1.0,99.0,315.05,153.88,33.68000000000001,240.41,339,74.0,313.32242,152.63293,32.78932,281.8,2.31,234.0,315.05,153.88,33.678,240.41,0.00,337.0,313.32242,152.63293,32.78932,281.8,2.31,99.0,319.6,147.91,319.38,31.227,156.89
70,71.0,1.0,99.0,315.26,154.12,33.400000000000006,228.26,461,71.0,315.07608,153.93085,34.101505,281.0,0.75,228.0,315.26,154.12,33.405,228.26,0.00,399.0,315.07608,153.93085,34.101505,281.0,0.75,99.0,319.6,147.91,319.38,31.227,156.89
71,72.0,1.0,99.0,315.28,154.72,33.81999999999999,227.02,461,71.0,313.85428,153.52866,33.348545,278.5,1.92,237.0,315.28,154.72,33.815,227.02,0.00,313.0,313.85428,153.52866,33.348545,278.5,1.92,99.0,319.6,147.91,319.38,31.227,156.89
72,73.0,1.0,99.0,316.01,154.03,33.72999999999999,196.18,461,71.0,314.5197,153.00801,33.542885,265.8,1.82,232.0,316.01,154.03,33.733,196.18,0.00,311.0,314.5197,153.00801,33.542885,265.8,1.82,99.0,319.6,147.91,319.38,31.227,156.89
73,74.0,1.0,99.0,315.98,154.18,33.75,170.87,461,71.0,314.38605,152.99751,33.80933,256.8,1.99,228.0,315.98,154.18,33.746,170.87,0.00,326.0,314.38605,152.99751,33.80933,256.8,1.99,99.0,319.6,147.91,319.38,31.227,156.89
74,75.0,1.0,99.0,316.32,153.83,33.599999999999994,178.13,461,71.0,314.83624,152.86201,33.908115,259.8,1.80,229.0,316.32,153.83,33.605,178.13,0.01,291.0,314.83624,152.86201,33.908115,259.8,1.80,99.0,319.6,147.91,319.38,31.227,156.89
75,76.0,1.0,99.0,316.51,153.57,33.03999999999999,169.82,461,71.0,314.92166,152.58263,33.530945,258.8,1.93,223.0,316.51,153.57,33.037,169.82,0.00,304.0,314.92166,152.58263,33.530945,258.8,1.93,99.0,319.6,147.91,319.38,31.227,156.89
76,77.0,1.0,99.0,316.1,153.66,33.53999999999999,175.22,461,71.0,314.3459,152.46922,33.76396,255.9,2.13,217.0,316.1,153.66,33.537,175.22,0.00,345.0,314.3459,152.46922,33.76396,255.9,2.13,99.0,319.6,147.91,319.38,31.227,156.89
77,78.0,1.0,99.0,316.4,153.93,33.59,172.0,461,71.0,314.71332,152.63876,33.916462,259.2,2.15,228.0,316.4,153.93,33.592,172.0,0.00,295.0,314.71332,152.63876,33.916462,259.2,2.15,99.0,319.6,147.91,319.38,31.227,156.89
78,79.0,1.0,99.0,316.24,154.29,33.53999999999999,175.25,461,71.0,314.68207,153.0407,33.879642,264.0,2.03,233.0,316.24,154.29,33.541,175.25,0.00,276.0,314.68207,153.0407,33.879642,264.0,2.03,99.0,319.6,147.91,319.38,31.227,156.89
79,80.0,1.0,99.0,316.17,154.23,33.58000000000001,178.42,461,71.0,314.5639,152.90778,33.59687,259.5,2.08,234.0,316.17,154.23,33.58,178.42,0.00,313.0,314.5639,152.90778,33.59687,259.5,2.08,99.0,319.6,147.91,319.38,31.227,156.89
80,81.0,1.0,99.0,316.39,154.07,32.860000000000014,167.19,461,71.0,314.8465,152.8455,33.14752,259.0,1.99,235.0,316.39,154.07,32.863,167.19,0.00,292.0,314.8465,152.8455,33.14752,259.0,1.99,99.0,319.6,147.91,319.38,31.227,156.89
81,82.0,1.0,99.0,316.34,154.65,33.379999999999995,185.0,461,71.0,314.8246,153.40056,33.594646,265.5,1.98,241.0,316.34,154.65,33.38,185.0,0.00,205.0,314.8246,153.40056,33.594646,265.5,1.98,99.0,319.6,147.91,319.38,31.227,156.89
82,83.0,1.0,99.0,316.19,154.54,33.41,165.64,461,71.0,314.31525,152.94536,33.41534,255.0,2.46,220.0,316.19,154.54,33.407,165.64,0.00,247.0,314.31525,152.94536,33.41534,255.0,2.46,99.0,319.6,147.91,319.38,31.227,156.89
83,84.0,1.0,99.0,316.27,154.67,33.629999999999995,179.84,461,71.0,314.51462,153.26631,33.63416,262.8,2.25,222.0,316.27,154.67,33.631,179.84,0.00,230.0,314.51462,153.26631,33.63416,262.8,2.25,99.0,319.6,147.91,319.38,31.227,156.89
84,85.0,1.0,99.0,316.35,154.98,33.53999999999999,158.22,461,71.0,314.17154,153.37961,33.405193,256.8,2.71,216.0,316.35,154.98,33.54,158.22,0.00,234.0,314.17154,153.37961,33.405193,256.8,2.71,99.0,319.6,147.91,319.38,31.227,156.89
85,86.0,1.0,99.0,316.2,154.56,33.5,181.29,461,71.0,314.41434,153.00441,33.379414,269.8,2.37,215.0,316.2,154.56,33.504,181.29,0.00,195.0,314.41434,153.00441,33.379414,269.8,2.37,99.0,319.6,147.91,319.38,31.227,156.89
86,87.0,1.0,99.0,316.64,155.19,33.75,173.35,461,71.0,314.69614,153.63097,33.568954,266.0,2.50,240.0,316.64,155.19,33.754,173.35,0.00,216.0,314.69614,153.63097,33.568954,266.0,2.50,99.0,319.6,147.91,319.38,31.227,156.89
87,88.0,1.0,99.0,316.41,155.31,33.97,166.08,461,71.0,314.67117,153.68735,33.711826,266.5,2.39,235.0,316.41,155.31,33.973,166.08,0.00,188.0,314.67117,153.68735,33.711826,266.5,2.39,99.0,319.6,147.91,319.38,31.227,156.89
88,89.0,1.0,99.0,316.63,155.36,34.110000000000014,163.12,461,71.0,314.81107,153.72975,33.874058,256.8,2.45,242.0,316.63,155.36,34.109,163.12,0.00,228.0,314.81107,153.72975,33.874058,256.8,2.45,99.0,319.6,147.91,319.38,31.227,156.89
89,90.0,1.0,99.0,316.7,155.64,33.83000000000001,154.66,461,71.0,314.56573,153.84456,33.60919,256.8,2.80,234.0,316.7,155.64,33.829,154.66,0.00,210.0,314.56573,153.84456,33.60919,256.8,2.80,99.0,319.6,147.91,319.38,31.227,156.89
90,91.0,1.0,99.0,316.12,156.12,33.81999999999999,141.26,461,71.0,314.92154,154.62837,34.253746,256.8,1.96,234.0,316.12,156.12,33.819,141.26,0.00,242.0,314.92154,154.62837,34.253746,256.8,1.96,99.0,319.6,147.91,319.38,31.227,156.89
91,92.0,1.0,99.0,316.72,155.63,34.09,149.04,461,71.0,315.4974,154.26701,34.320435,257.2,1.85,233.0,316.72,155.63,34.092,149.04,0.00,236.0,315.4974,154.26701,34.320435,257.2,1.85,99.0,319.6,147.91,319.38,31.227,156.89
92,93.0,1.0,99.0,316.52,155.34,33.69999999999999,137.45,461,71.0,315.50906,154.09665,34.197834,243.9,1.68,238.0,316.52,155.34,33.703,137.45,0.00,271.0,315.50906,154.09665,34.197834,243.9,1.68,99.0,319.6,147.91,319.38,31.227,156.89
93,94.0,1.0,99.0,316.61,155.4,33.80000000000001,148.97,461,71.0,314.7981,153.97253,33.45913,244.9,2.33,232.0,316.61,155.4,33.802,148.97,0.00,220.0,314.7981,153.97253,33.45913,244.9,2.33,99.0,319.6,147.91,319.38,31.227,156.89
94,95.0,1.0,99.0,316.39,155.57,34.06999999999999,155.02,461,71.0,314.783,154.18738,33.851654,253.0,2.13,220.0,316.39,155.57,34.069,155.02,0.00,198.0,314.783,154.18738,33.851654,253.0,2.13,99.0,319.6,147.91,319.38,31.227,156.89
95,96.0,1.0,99.0,317.04,155.09,34.34,154.89,461,71.0,315.44412,153.86711,34.053413,258.5,2.03,223.0,317.04,155.09,34.344,154.89,0.00,180.0,315.44412,153.86711,34.053413,258.5,2.03,99.0,319.6,147.91,319.38,31.227,156.89
96,97.0,1.0,99.0,316.2,156.53,33.75999999999999,147.81,461,71.0,314.60468,155.01996,33.71748,248.8,2.20,223.0,316.2,156.53,33.757,147.81,0.00,184.0,314.60468,155.01996,33.71748,248.8,2.20,99.0,319.6,147.91,319.38,31.227,156.89
97,98.0,1.0,99.0,316.91,156.49,34.110000000000014,157.82,461,71.0,315.59213,155.14287,33.79505,243.6,1.91,236.0,316.91,156.49,34.111,157.82,0.00,236.0,315.59213,155.14287,33.79505,243.6,1.91,99.0,319.6,147.91,319.38,31.227,156.89
98,99.0,1.0,99.0,316.72,156.89,34.44,156.74,461,71.0,315.25812,155.49593,34.17378,250.2,2.04,219.0,316.72,156.89,34.441,156.74,0.00,174.0,315.25812,155.49593,34.17378,250.2,2.04,99.0,319.6,147.91,319.38,31.227,156.89
99,1.0,2.0,99.0,318.39,330.42,38.91999999999999,301.36,363,47.0,317.73267,328.62158,39.65659,398.2,2.05,275.0,318.39,330.42,38.919,301.36,0.00,363.0,317.73267,328.62158,39.65659,398.2,2.05,99.0,322.53,316.81,330.9,35.922077,330.9
