ID (CME),ID (Dino),Track Length (CME),Track Length (Dino),Match,Identical Match
[1.0],[339.0 461.0],[99.0],[71.0 74.0],True,False
[2.0],[363.0 5310.0 7089.0],[99.0],[12.0 47.0 59.0],True,False
[3.0],[374.0 4580.0 8888.0 9510.0],[99.0],[19.0 27.0 42.0 80.0],True,False
[4.0],[412.0 451.0 452.0],[99.0],[21.0 75.0 78.0],True,False
[5.0],[377.0 438.0 439.0 548.0 9467.0],[99.0],[21.0 49.0 53.0 69.0 78.0],False,False
[6.0],[410.0 429.0 440.0 456.0 476.0 520.0 679.0 3928.0 8440.0],[99.0],[15.0 22.0 28.0 52.0 59.0 63.0 68.0 76.0],False,False
[7.0],[464.0],[99.0],[99.0],True,True
[8.0],[463.0 493.0 2125.0 3308.0 6125.0 10346.0],[99.0],[15.0 17.0 22.0 44.0 53.0 64.0],True,False
[9.0],[456.0 476.0 512.0 564.0 1736.0 3928.0 4888.0 8284.0 8440.0],[99.0],[9.0 15.0 16.0 41.0 46.0 52.0 53.0 63.0 68.0],True,False
[10.0],[544.0 2917.0 10924.0 12401.0 12439.0],[99.0],[2.0 3.0 29.0 63.0 65.0],True,False
[11.0],[546.0 571.0 635.0 3303.0 7185.0 10345.0 12301.0],[99.0],[5.0 7.0 32.0 51.0 63.0 66.0 68.0],True,False
[12.0],[583.0],[99.0],[99.0],True,True
[13.0],[400.0 526.0 631.0 1916.0 4806.0 8291.0 9473.0],[99.0],[16.0 19.0 49.0 77.0 78.0 80.0 85.0],False,False
[14.0],[661.0 691.0 703.0 2514.0],[99.0],[44.0 70.0 86.0 94.0],True,False
[15.0],[617.0 1942.0 4164.0],[99.0],[15.0 56.0 93.0],True,False
[16.0],[838.0],[99.0],[99.0],True,True
[18.0],[1234.0 1311.0 3678.0 6946.0],[99.0],[17.0 25.0 63.0 89.0],False,False
[19.0],[319.0 379.0 11655.0 12438.0],[99.0],[2.0 22.0 66.0 80.0],True,False
[20.0],[504.0 516.0 523.0 567.0 607.0],[99.0],[35.0 39.0 44.0 70.0 71.0],True,False
[21.0],[279.0 282.0 340.0 355.0 801.0 2025.0 3814.0],[99.0],[20.0 25.0 33.0 36.0 39.0 48.0 66.0],True,False
[27.0],[1029.0 1154.0 1896.0 3554.0 3807.0 7786.0 7787.0 10667.0],[99.0],[10.0 14.0 20.0 24.0 27.0 37.0 41.0 72.0],True,False
[30.0],"[608.0 673.0 726.0 794.0 996.0 1767.0 2290.0 2514.0 3272.0 3605.0 3809.0
 3902.0 4257.0 4584.0 8722.0]",[99.0],[4.0 5.0 8.0 9.0 15.0 18.0 22.0 23.0 37.0 44.0 51.0 60.0 65.0 81.0],False,False
[31.0],[242.0 392.0 413.0 1710.0 2100.0 2414.0],[99.0],[47.0 55.0 76.0 77.0 89.0 96.0],False,False
[32.0],[483.0 522.0 536.0],[99.0],[41.0 56.0 99.0],True,False
[33.0],[112.0 136.0 189.0 190.0 1917.0],[98.0],[22.0 44.0 48.0 54.0 69.0],False,False
[34.0],[236.0 263.0 1927.0 3447.0 12246.0],[98.0],[8.0 29.0 36.0 46.0 67.0],False,False
[35.0],[400.0 420.0 526.0 615.0 2125.0],[98.0],[33.0 53.0 59.0 78.0 80.0],True,False
[37.0],"[1035.0 1078.0 1141.0 1167.0 1306.0 1315.0 2148.0 2260.0 2261.0 2283.0
 2946.0 4132.0 6604.0 7530.0 8070.0 11489.0 11490.0 11602.0]",[97.0],[2.0 7.0 9.0 10.0 12.0 15.0 18.0 27.0 28.0 29.0 36.0 39.0 46.0 49.0 57.0],True,False
[38.0],"[376.0 427.0 499.0 537.0 579.0 634.0 698.0 816.0 2251.0 2518.0 4575.0
 6125.0 9026.0 10126.0 10151.0]",[95.0],[3.0 4.0 6.0 15.0 31.0 32.0 34.0 48.0 51.0 56.0 60.0 69.0 71.0],False,False
[39.0],[1216.0 1234.0 3239.0 4667.0 10179.0],[94.0],[16.0 27.0 38.0 57.0 89.0],True,False
[40.0],[606.0 724.0 2008.0 4754.0 5426.0 11821.0],[93.0],[18.0 20.0 43.0 51.0 52.0 79.0],False,False
[41.0],[285.0 2510.0 2624.0],[93.0],[12.0 20.0 97.0],True,False
[42.0],[671.0 799.0 5062.0 5311.0 6871.0 9713.0],[93.0],[6.0 18.0 35.0 41.0 49.0 66.0],True,False
[43.0],[516.0 607.0 2415.0],[92.0],[70.0 71.0 92.0],True,False
[44.0],[550.0 558.0 1730.0],[91.0],[48.0 84.0 89.0],True,False
[45.0],"[953.0 1106.0 1279.0 1432.0 1998.0 2709.0 3679.0 3792.0 4208.0 4927.0
 6837.0 7761.0 9109.0 10882.0]",[91.0],[5.0 6.0 10.0 11.0 14.0 16.0 18.0 19.0 20.0 34.0 40.0 43.0 50.0 80.0],True,False
[46.0],[1928.0 4254.0],[91.0],[66.0 68.0],True,False
[48.0],[499.0 5914.0 7496.0 9983.0 10151.0 11115.0 11147.0],[89.0],[4.0 6.0 14.0 17.0 27.0 39.0 69.0],True,False
[49.0],[473.0 498.0 545.0 589.0 3305.0 3448.0 3574.0],[89.0],[48.0 58.0 59.0 64.0 67.0 76.0 91.0],False,False
[51.0],[741.0 3469.0],[86.0],[33.0 88.0],False,False
[52.0],[437.0 489.0 548.0 806.0 4244.0 7021.0 7858.0 12173.0],[86.0],[2.0 8.0 25.0 29.0 31.0 40.0 62.0 78.0],True,False
[54.0],[541.0 3734.0 11821.0],[85.0],[20.0 47.0 49.0],True,False
[55.0],[514.0 626.0 3455.0],[85.0],[43.0 48.0 93.0],True,False
[56.0],[285.0 387.0 2420.0 5316.0 8988.0],[85.0],[31.0 37.0 39.0 60.0 97.0],True,False
[57.0],"[273.0 372.0 388.0 421.0 493.0 494.0 2124.0 2780.0 2919.0 3308.0 3922.0
 8287.0 9983.0 9984.0]",[84.0],[4.0 9.0 14.0 17.0 20.0 26.0 28.0 32.0 37.0 42.0 48.0 60.0 64.0 69.0],False,False
[58.0],"[956.0 957.0 979.0 990.0 1027.0 1054.0 1080.0 1118.0 1211.0 1811.0 1829.0
 1943.0 2035.0 2279.0 2424.0 3280.0 3953.0 4145.0 4548.0 5186.0 6131.0
 7360.0 9872.0]",[82.0],"[7.0 8.0 9.0 10.0 13.0 15.0 18.0 20.0 23.0 24.0 28.0 30.0 33.0 44.0 47.0
 48.0 68.0]",False,False
[59.0],[377.0 2102.0 7693.0],[82.0],[26.0 49.0 53.0],False,False
[60.0],[584.0 616.0 4893.0 7021.0],[81.0],[25.0 31.0 39.0 42.0],True,False
[61.0],[473.0 2241.0],[81.0],[42.0 91.0],True,False
[62.0],[427.0 582.0 625.0 3303.0 4160.0 10145.0 10247.0],[81.0],[17.0 22.0 42.0 50.0 60.0 66.0 68.0],True,False
[63.0],[313.0 2707.0 4760.0],[80.0],[11.0 58.0 78.0],True,False
[64.0],[216.0 269.0],[80.0],[63.0 69.0],False,False
[65.0],[582.0 635.0 3303.0 3623.0 8150.0 10345.0 12301.0],[80.0],[5.0 7.0 12.0 51.0 66.0 68.0],False,False
[67.0],[430.0 9710.0],[79.0],[22.0 78.0],True,False
[68.0],[101.0 113.0 181.0 191.0 3449.0],[79.0],[13.0 23.0 61.0 79.0 87.0],False,False
[69.0],[1106.0 1279.0 2341.0 4208.0 5041.0 5168.0 5702.0 9109.0 10882.0],[79.0],[6.0 9.0 14.0 20.0 40.0 46.0 50.0 69.0],True,False
[70.0],[420.0 493.0 510.0 578.0 2125.0 4806.0 10346.0],[79.0],[22.0 43.0 44.0 49.0 53.0 59.0 64.0],False,False
[71.0],[588.0 2905.0 4249.0],[78.0],[12.0 53.0 55.0],True,False
[72.0],"[160.0 213.0 258.0 1718.0 3197.0 3198.0 4246.0 4433.0 6003.0 7386.0 7696.0
 10964.0 11152.0]",[78.0],[7.0 9.0 14.0 17.0 25.0 28.0 32.0 39.0 40.0 61.0 65.0 67.0],False,False
[74.0],[489.0 738.0 820.0],[78.0],[25.0 68.0 95.0],True,False
[76.0],[2182.0 4889.0],[76.0],[23.0 90.0],True,False
[77.0],[590.0 624.0 2105.0 2998.0 3809.0 5997.0 8856.0],[76.0],[8.0 18.0 20.0 36.0 46.0 50.0 81.0],True,False
[80.0],[300.0],[74.0],[93.0],False,False
[81.0],[722.0 767.0 798.0 807.0 822.0 3834.0 4242.0 7610.0],[74.0],[19.0 38.0 40.0 42.0 52.0 56.0 60.0],True,False
[82.0],[754.0 2014.0 2775.0 3469.0],[74.0],[18.0 26.0 33.0 43.0],True,False
[83.0],"[1012.0 1027.0 1088.0 1118.0 1154.0 1896.0 2035.0 3381.0 3807.0 5186.0
 5857.0 7360.0 7787.0 9388.0 9872.0 10667.0 10668.0 11848.0]",[74.0],[3.0 5.0 7.0 9.0 10.0 24.0 27.0 34.0 35.0 37.0 43.0 44.0 47.0 72.0],False,False
[84.0],[478.0 506.0 530.0 543.0 2783.0 3916.0 4344.0],[73.0],[10.0 14.0 28.0 40.0 53.0 55.0 70.0],True,False
[85.0],[590.0 1912.0 2105.0 2998.0 3574.0 3809.0 4343.0],[73.0],[20.0 36.0 48.0 50.0 59.0 72.0 81.0],False,False
[86.0],[2442.0 8849.0],[73.0],[37.0 90.0],True,False
[87.0],"[1100.0 1183.0 1778.0 1779.0 2979.0 2980.0 2985.0 3034.0 4833.0 5059.0
 5120.0 5986.0 7298.0 7690.0 7817.0 7833.0 8293.0 9150.0 10363.0 10643.0
 11240.0 11495.0]",[73.0],"[2.0 3.0 5.0 7.0 8.0 9.0 11.0 12.0 13.0 14.0 18.0 19.0 20.0 21.0 26.0 43.0
 48.0]",False,False
[88.0],[3309.0 3923.0 11151.0],[73.0],[24.0 53.0],True,False
[89.0],[709.0 6827.0],[73.0],[21.0 90.0],True,False
[90.0],[638.0 681.0 4890.0],[72.0],[40.0 53.0 74.0],True,False
[91.0],[2442.0 5061.0 8849.0],[72.0],[37.0 66.0 90.0],True,False
[92.0],[425.0 478.0],[72.0],[55.0 99.0],True,False
[93.0],"[505.0 2489.0 3276.0 3351.0 3352.0 3353.0 3364.0 3680.0 3891.0 5536.0
 6683.0 8292.0 9472.0 12391.0]",[72.0],[2.0 5.0 11.0 14.0 18.0 25.0 26.0 30.0 32.0 36.0 43.0 50.0 51.0],False,False
[95.0],[769.0 2014.0],[71.0],[43.0 89.0],True,False
[96.0],[471.0 505.0 543.0 3351.0],[71.0],[28.0 37.0 50.0 51.0],False,False
[97.0],[618.0 2008.0],[71.0],[18.0 73.0],False,False
[98.0],[416.0 519.0 532.0 2438.0 4766.0 7095.0 8571.0],[71.0],[17.0 22.0 37.0 53.0 57.0 59.0],False,False
[99.0],[797.0 820.0 2595.0 2777.0 4681.0 6871.0 9979.0],[71.0],[4.0 5.0 18.0 34.0 38.0 54.0 95.0],False,False
[101.0],[149.0 576.0],[71.0],[28.0 89.0],True,False
[102.0],[931.0 5764.0],[70.0],[35.0 69.0],False,False
[103.0],[619.0 795.0 881.0 942.0 1676.0 2602.0 6132.0],[70.0],[31.0 35.0 38.0 44.0 47.0 63.0 81.0],False,False
[104.0],[722.0 822.0 3834.0 6318.0 8281.0],[70.0],[21.0 35.0 42.0 52.0 60.0],True,False
[105.0],[568.0 640.0 668.0],[70.0],[35.0 36.0 60.0],True,False
[106.0],[509.0 697.0 2656.0 2816.0 5554.0],[70.0],[22.0 29.0 41.0 55.0],True,False
[107.0],[479.0 544.0 1422.0 2917.0 2993.0 11759.0],[70.0],[16.0 45.0 63.0 65.0 66.0 69.0],True,False
[108.0],"[1052.0 1141.0 1152.0 1208.0 1306.0 2148.0 2260.0 2261.0 2283.0 4132.0
 8070.0]",[69.0],[2.0 18.0 21.0 27.0 31.0 36.0 39.0 46.0 49.0],False,False
[109.0],[526.0 707.0 786.0 794.0 870.0 1916.0 1925.0 2126.0 8142.0],[69.0],[5.0 18.0 36.0 43.0 46.0 65.0 77.0 80.0],False,False
[110.0],"[1115.0 1213.0 1464.0 1744.0 2271.0 2810.0 4133.0 4262.0 4265.0 4428.0
 4430.0 4884.0 6094.0 6128.0 6535.0 8576.0]",[69.0],[5.0 12.0 13.0 15.0 16.0 18.0 19.0 21.0 23.0 28.0 29.0 32.0 41.0],False,False
[111.0],[398.0 404.0 459.0],[69.0],[49.0 70.0 84.0],True,False
[112.0],[325.0 379.0 1922.0 5113.0 6602.0 11853.0],[68.0],[9.0 23.0 43.0 46.0 56.0 66.0],False,False
[114.0],[344.0 1708.0 5222.0 5428.0],[68.0],[23.0 29.0 51.0 65.0],False,False
[116.0],[254.0 279.0 355.0 3814.0],[67.0],[25.0 33.0 48.0 68.0],True,False
[117.0],[539.0 583.0],[66.0],[57.0 99.0],False,False
[118.0],[1052.0 1141.0 1167.0 4132.0 9627.0],[66.0],[2.0 21.0 39.0 46.0 57.0],False,False
[120.0],[1211.0],[66.0],[68.0],True,False
[121.0],[389.0 422.0 2658.0],[66.0],[61.0 66.0 71.0],False,False
[122.0],[128.0 176.0 214.0 215.0 308.0 4666.0 4798.0 5424.0],[66.0],[13.0 19.0 32.0 39.0 42.0 63.0 76.0 80.0],True,False
[123.0],[590.0 613.0 1766.0 1767.0 3304.0 3457.0 3919.0 4068.0 5309.0],[66.0],[1.0 2.0 20.0 22.0 27.0 41.0 42.0 50.0 51.0],False,False
[124.0],[174.0 1695.0 1725.0 2097.0 5108.0 6765.0 8278.0 10261.0 10781.0],[66.0],[4.0 5.0 22.0 24.0 25.0 30.0 32.0 40.0 48.0],True,False
[125.0],[566.0],[65.0],[68.0],True,False
[126.0],[224.0 249.0 357.0 362.0 1666.0 1907.0 2108.0 4767.0 5171.0 6133.0 8144.0],[65.0],[5.0 6.0 7.0 18.0 24.0 30.0 37.0 40.0 42.0 44.0],False,False
[127.0],[3329.0 3342.0 3518.0 3656.0 3660.0 4702.0 4999.0 5044.0],[65.0],[8.0 13.0 14.0 17.0 19.0 37.0 47.0 64.0],True,False
[128.0],[531.0 545.0 3914.0 4254.0],[65.0],[24.0 50.0 66.0 76.0],False,False
[129.0],[264.0 294.0 415.0 1917.0 2288.0 12332.0],[65.0],[7.0 29.0 37.0 46.0 48.0 65.0],True,False
[130.0],[1242.0 3381.0 3989.0],[65.0],[38.0 43.0 69.0],True,False
[131.0],[54.0 201.0 326.0 2239.0],[64.0],[42.0 52.0 87.0 94.0],True,False
[132.0],[848.0 910.0 2731.0 3211.0],[64.0],[19.0 37.0 63.0],True,False
[133.0],[462.0 473.0 6602.0],[63.0],[43.0 87.0 91.0],False,False
[134.0],[2380.0 4008.0 4703.0 5035.0 5168.0 5619.0],[63.0],[19.0 30.0 46.0 53.0],True,False
[135.0],[5562.0 5767.0 10138.0],[63.0],[10.0 29.0 39.0],True,False
[136.0],[786.0 1926.0],[63.0],[43.0 80.0],True,False
[137.0],[147.0 288.0 4957.0 7193.0 7380.0 10258.0],[63.0],[13.0 17.0 46.0 57.0 61.0],True,False
[139.0],[653.0 3623.0],[62.0],[51.0 60.0],False,False
[140.0],[151.0 3105.0 3202.0],[62.0],[19.0 52.0 57.0],True,False
[141.0],[533.0 564.0],[62.0],[53.0 79.0],True,False
[142.0],[75.0 443.0 1686.0 2619.0 3467.0 7023.0],[62.0],[7.0 9.0 11.0 31.0 36.0 55.0],True,False
[143.0],[327.0 394.0 1923.0 2241.0 3445.0 3814.0],[62.0],[25.0 41.0 42.0 55.0 57.0 64.0],False,False
[144.0],[488.0 729.0 1908.0 2901.0 9476.0 9877.0 9997.0],[62.0],[18.0 19.0 31.0 42.0 43.0 62.0 67.0],False,False
[145.0],[740.0 800.0 824.0 883.0 3097.0 6147.0 6585.0],[62.0],[5.0 17.0 37.0 45.0 51.0 69.0 72.0],True,False
[146.0],[917.0 1029.0 1154.0 1350.0 10496.0],[62.0],[3.0 40.0 41.0 70.0 72.0],True,False
[148.0],[280.0 410.0 429.0 3733.0 3900.0 7089.0 11151.0],[62.0],[12.0 24.0 43.0 45.0 53.0 59.0 76.0],False,False
[150.0],[775.0 783.0 3009.0],[61.0],[8.0 52.0 59.0],True,False
[151.0],"[1034.0 1045.0 1083.0 1084.0 1107.0 1507.0 2227.0 2667.0 3087.0 3903.0
 4365.0 4440.0 4683.0 4735.0 5467.0 5721.0]",[61.0],[5.0 9.0 11.0 13.0 14.0 20.0 22.0 23.0 26.0 29.0 30.0 32.0 47.0],False,False
[152.0],[56.0 171.0 7777.0],[61.0],[37.0 50.0 79.0],True,False
[153.0],"[955.0 988.0 1036.0 1111.0 1297.0 1850.0 2050.0 3028.0 3041.0 3602.0
 4360.0 5364.0 6404.0 6613.0]",[61.0],[5.0 13.0 17.0 23.0 26.0 29.0 30.0 32.0 34.0 36.0 37.0 53.0],True,False
[154.0],"[702.0 825.0 2083.0 2091.0 2384.0 2397.0 3624.0 4016.0 4336.0 4565.0
 4756.0 4799.0 4891.0 6517.0 6751.0 8277.0]",[61.0],[2.0 5.0 6.0 10.0 11.0 15.0 17.0 19.0 29.0 31.0 41.0 50.0 55.0],False,False
[155.0],[838.0 920.0 4418.0 6415.0],[61.0],[40.0 47.0 56.0 99.0],False,False
[156.0],"[1115.0 1213.0 1324.0 1464.0 2591.0 2810.0 4133.0 4262.0 4265.0 6094.0
 6128.0 6535.0 7510.0 8576.0 9728.0 11363.0]",[61.0],[8.0 11.0 13.0 15.0 16.0 18.0 23.0 28.0 32.0 41.0],False,False
[157.0],[437.0 455.0 571.0 635.0 2419.0 5440.0],[61.0],[40.0 43.0 51.0 65.0 68.0],False,False
[158.0],[400.0 508.0 526.0 615.0],[61.0],[22.0 33.0 78.0 80.0],True,False
[160.0],[3499.0 5619.0 5966.0 6426.0],[61.0],[19.0 31.0 33.0 44.0],True,False
[163.0],[786.0 816.0 1916.0 1926.0 2127.0],[60.0],[43.0 48.0 49.0 77.0 80.0],False,False
[164.0],[49.0 140.0 195.0 196.0 296.0 4055.0 8980.0],[60.0],[10.0 27.0 45.0 50.0 54.0 58.0 59.0],False,False
[167.0],[553.0 707.0 794.0 816.0 870.0 1916.0 1925.0 2290.0 4159.0],[59.0],[12.0 18.0 30.0 36.0 43.0 48.0 65.0 77.0],False,False
[168.0],[368.0 1918.0 2184.0 4577.0 5215.0],[59.0],[18.0 42.0 46.0 47.0 54.0],True,False
[169.0],[525.0 2020.0 5421.0],[59.0],[32.0 36.0 89.0],True,False
[170.0],[908.0 909.0 3008.0 4885.0 8849.0],[59.0],[37.0 38.0 41.0 43.0 56.0],False,False
[171.0],[2394.0 3791.0 5524.0 6048.0 6425.0],[59.0],[14.0 17.0 18.0 41.0],True,False
[172.0],[152.0 1698.0 3931.0 8447.0],[58.0],[8.0 16.0 30.0 64.0],True,False
[173.0],[427.0 3717.0 5914.0 7502.0],[58.0],[7.0 32.0 39.0 60.0],True,False
[174.0],[459.0 483.0 5223.0],[58.0],[18.0 84.0 99.0],True,False
[175.0],[559.0 723.0 746.0 2101.0 2614.0 3200.0],[58.0],[41.0 42.0 49.0 52.0 61.0 65.0],True,False
[176.0],[1076.0 1101.0 1166.0 2841.0 3078.0 5081.0 8681.0],[58.0],[9.0 13.0 14.0 22.0 26.0 53.0 56.0],False,False
[177.0],[71.0 166.0 206.0 286.0 1899.0 2023.0 4804.0 6097.0],[58.0],[21.0 23.0 25.0 28.0 31.0 34.0 38.0 61.0],False,False
[178.0],[377.0 418.0 429.0 439.0 533.0 564.0 7693.0],[58.0],[26.0 34.0 49.0 53.0 76.0 79.0],True,False
[179.0],"[432.0 590.0 630.0 675.0 1930.0 2001.0 2240.0 2421.0 2920.0 3300.0 5309.0
 7505.0]",[58.0],[3.0 13.0 19.0 20.0 23.0 26.0 40.0 46.0 47.0 50.0],False,False
[180.0],[821.0],[58.0],[96.0],True,False
[181.0],[503.0],[57.0],[76.0],True,False
[182.0],"[48.0 139.0 362.0 407.0 749.0 1907.0 2022.0 2333.0 3571.0 4563.0 4767.0
 6133.0 6524.0 10253.0]",[57.0],[4.0 17.0 18.0 19.0 27.0 28.0 42.0 44.0 61.0 63.0],False,False
[183.0],"[1103.0 1212.0 1815.0 2267.0 2795.0 3990.0 4142.0 4549.0 5851.0 6419.0
 8693.0 12120.0]",[57.0],[5.0 8.0 12.0 24.0 25.0 26.0 31.0 33.0 35.0 37.0],False,False
[185.0],[3626.0 5044.0 5673.0 8966.0 9677.0],[57.0],[1.0 13.0 14.0 53.0],False,False
[186.0],[386.0 431.0 5313.0],[56.0],[30.0 64.0 68.0],True,False
[187.0],"[995.0 1046.0 1184.0 1230.0 1574.0 1860.0 1877.0 2139.0 2690.0 3409.0
 3969.0 4112.0 4293.0 5086.0 5200.0 5300.0 5370.0 5744.0 5897.0 5899.0
 6208.0 6410.0 6720.0 7334.0 7635.0 7666.0 7801.0 8113.0 8371.0 8375.0
 8620.0 10420.0]",[56.0],"[5.0 6.0 7.0 9.0 11.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 20.0 22.0 23.0
 25.0 27.0 33.0 42.0 65.0]",True,False
[188.0],[280.0 330.0 410.0 4055.0 8980.0 11506.0],[56.0],[10.0 16.0 27.0 43.0 59.0 75.0],False,False
[189.0],[468.0 569.0],[56.0],[46.0 53.0],True,False
[190.0],[420.0 510.0 526.0 631.0 2125.0 4806.0 9473.0 10346.0],[56.0],[19.0 22.0 44.0 49.0 53.0 59.0 80.0 85.0],True,False
[191.0],[188.0],[55.0],[56.0],False,False
[192.0],"[935.0 947.0 956.0 979.0 1054.0 1211.0 1811.0 1829.0 1943.0 2035.0 2119.0
 2279.0 2424.0 3268.0 3441.0 4145.0 6131.0]",[55.0],[6.0 8.0 9.0 12.0 13.0 15.0 18.0 20.0 23.0 28.0 37.0 44.0 48.0 68.0],False,False
[193.0],[4252.0],[55.0],[80.0],False,False
[194.0],[1741.0 1908.0 4572.0 5916.0],[55.0],[33.0 36.0 61.0 62.0],False,False
[195.0],[501.0 520.0 679.0],[55.0],[28.0 63.0 92.0],False,False
[196.0],"[1026.0 1346.0 2294.0 2320.0 2324.0 3064.0 3191.0 3361.0 3596.0 3831.0
 4305.0 4829.0 5291.0 6226.0 6898.0 7790.0 7810.0 8091.0 8338.0 12116.0]",[55.0],"[1.0 2.0 4.0 6.0 8.0 10.0 12.0 14.0 15.0 19.0 21.0 24.0 25.0 27.0 28.0
 35.0 38.0 50.0]",False,False
[197.0],[500.0 2419.0],[55.0],[40.0 79.0],True,False
[198.0],"[573.0 680.0 710.0 839.0 982.0 2090.0 3206.0 4179.0 5787.0 6759.0 7624.0
 9396.0]",[55.0],[6.0 12.0 13.0 20.0 24.0 27.0 34.0 43.0 44.0 53.0 69.0 89.0],True,False
[199.0],[182.0 239.0 321.0 356.0 362.0 407.0],[54.0],[27.0 29.0 43.0 44.0 52.0 59.0],True,False
[200.0],[313.0 347.0 2625.0 4421.0],[54.0],[21.0 28.0 49.0 78.0],True,False
[201.0],[648.0],[54.0],[87.0],True,False
[202.0],[837.0 4574.0 5913.0],[54.0],[28.0 47.0 59.0],False,False
[203.0],[822.0 981.0 2192.0 2727.0 3090.0 3834.0],[54.0],[29.0 33.0 42.0 48.0 52.0 82.0],True,False
[204.0],[267.0 396.0 1691.0 2604.0 3244.0],[54.0],[8.0 18.0 30.0 45.0 79.0],False,False
[205.0],[1034.0 1182.0 1206.0 2133.0 2667.0 2670.0 3178.0 3686.0 4366.0 10757.0],[54.0],[13.0 17.0 21.0 24.0 26.0 30.0 32.0 48.0 50.0],True,False
[206.0],[655.0 2209.0 5121.0],[54.0],[21.0 30.0 72.0],True,False
[207.0],[1090.0 1104.0 1332.0 2061.0 3029.0 7841.0 8408.0],[54.0],[16.0 17.0 37.0 46.0 59.0 65.0],False,False
[208.0],"[1388.0 3340.0 3755.0 3861.0 4706.0 4881.0 5123.0 5138.0 5583.0 5689.0
 6568.0 6793.0 9788.0]",[54.0],[4.0 9.0 11.0 12.0 15.0 17.0 22.0 32.0 34.0 35.0 40.0],False,False
[209.0],[2550.0 3351.0 3352.0 3353.0 5536.0 5973.0 8292.0 9472.0 10255.0 11896.0],[54.0],[2.0 5.0 14.0 18.0 25.0 36.0 42.0 43.0 50.0],False,False
[210.0],[724.0 731.0],[54.0],[75.0 79.0],False,False
[211.0],[352.0 2184.0 3364.0 3446.0 6418.0 11420.0 12177.0],[54.0],[9.0 14.0 18.0 19.0 32.0 42.0 59.0],False,False
[212.0],[1689.0 2396.0 2609.0],[54.0],[20.0 50.0 54.0],False,False
[213.0],[195.0 241.0],[53.0],[54.0 87.0],True,False
[214.0],[620.0],[53.0],[64.0],True,False
[216.0],[2518.0 4575.0 5988.0],[53.0],[32.0 33.0 71.0],True,False
[217.0],[663.0 767.0 3793.0 4056.0],[53.0],[32.0 33.0 56.0],False,False
[218.0],[1713.0 4754.0 5426.0],[53.0],[43.0 51.0 53.0],True,False
[219.0],[368.0 424.0 444.0 1775.0 1918.0 1920.0 9982.0],[53.0],[24.0 42.0 47.0 54.0 56.0],False,False
[220.0],[321.0 416.0 2438.0 4422.0 4766.0 5554.0],[53.0],[9.0 22.0 37.0 57.0 59.0],True,False
[221.0],[106.0 331.0 2098.0 2555.0],[52.0],[29.0 35.0 72.0],True,False
[222.0],[619.0 765.0 782.0 795.0 959.0 1897.0 5379.0],[52.0],[16.0 19.0 26.0 37.0 56.0 63.0 81.0],True,False
[223.0],[890.0 943.0 1072.0 1178.0 1331.0 1894.0 2593.0 3724.0 7366.0 10011.0],[52.0],[13.0 20.0 22.0 28.0 33.0 35.0 36.0 40.0 41.0],False,False
[224.0],[671.0 5062.0 6871.0],[52.0],[18.0 49.0 66.0],True,False
[225.0],[204.0],[52.0],[99.0],True,False
[226.0],[452.0 1700.0],[52.0],[60.0 75.0],True,False
[227.0],[677.0 767.0 4056.0],[52.0],[33.0 56.0 83.0],True,False
[228.0],[1370.0 1372.0 2343.0 6583.0],[51.0],[18.0 31.0 45.0 94.0],True,False
[230.0],[272.0 293.0 2242.0],[51.0],[33.0 37.0 76.0],True,False
[231.0],[186.0],[51.0],[63.0],True,False
[232.0],[211.0 234.0 349.0 5561.0],[51.0],[18.0 47.0 62.0 76.0],True,False
[233.0],[976.0 1041.0],[51.0],[50.0 71.0],True,False
[234.0],[405.0 4945.0 4946.0 5650.0],[51.0],[11.0 21.0 26.0 54.0],True,False
[235.0],[610.0 818.0 3388.0 7853.0 9709.0],[51.0],[25.0 27.0 48.0 60.0],True,False
[236.0],[131.0 235.0 2202.0 8427.0],[51.0],[42.0 56.0 66.0 67.0],True,False
[237.0],[694.0 726.0 785.0 794.0 1054.0 1767.0 3716.0 5556.0 8141.0 8142.0 8722.0],[51.0],[5.0 9.0 16.0 17.0 23.0 37.0 40.0 51.0 65.0],False,False
[238.0],[738.0 768.0],[51.0],[61.0 68.0],False,False
[239.0],[380.0 2240.0 2920.0 2999.0],[50.0],[12.0 26.0 46.0 54.0],False,False
[240.0],[808.0 864.0 2475.0 4432.0],[50.0],[11.0 24.0 30.0 66.0],True,False
[241.0],[714.0 731.0],[50.0],[51.0 75.0],True,False
[242.0],"[1005.0 1045.0 1084.0 1760.0 2133.0 2225.0 2227.0 2230.0 2665.0 3248.0
 3904.0 5719.0 6534.0 7163.0]",[50.0],[5.0 7.0 12.0 13.0 17.0 22.0 23.0 26.0 29.0 30.0 34.0 42.0 47.0],True,False
[243.0],[1045.0 1207.0 1564.0 2224.0 2664.0 3085.0 3551.0 4440.0],[50.0],[18.0 22.0 23.0 29.0 32.0 35.0],False,False
[244.0],[528.0 581.0 3303.0 7501.0],[50.0],[19.0 44.0 66.0 91.0],True,False
[245.0],[751.0 837.0 2912.0 5417.0 7357.0],[50.0],[17.0 31.0 39.0 59.0],True,False
[247.0],[375.0 474.0 545.0 2999.0 3305.0 4254.0 4256.0 5437.0],[50.0],[21.0 26.0 31.0 48.0 54.0 61.0 66.0 76.0],False,False
