ID (CME),ID (Dino),Track Length (CME),Track Length (Dino),Match,Identical Match
[2.0],[244.0],[99.0],[99.0],True,True
[3.0],[370.0 380.0],[99.0],[13.0 99.0],True,False
[4.0],[392.0],[99.0],[99.0],True,True
[5.0],[415.0],[99.0],[99.0],True,True
[7.0],[447.0],[99.0],[99.0],True,True
[8.0],[445.0 487.0],[99.0],[24.0 97.0],True,False
[9.0],[503.0 18456.0 25120.0 28280.0],[99.0],[7.0 10.0 37.0 85.0],False,False
[10.0],[541.0],[99.0],[99.0],True,True
[11.0],[550.0],[99.0],[99.0],True,True
[12.0],[591.0],[99.0],[99.0],True,True
[13.0],[618.0 20652.0 26688.0],[99.0],[1.0 32.0 71.0],True,False
[14.0],[630.0],[99.0],[99.0],True,True
[15.0],[840.0],[99.0],[99.0],True,True
[16.0],[1196.0 20364.0],[99.0],[1.0 99.0],False,False
[17.0],[1217.0 15109.0],[99.0],[47.0 98.0],True,False
[18.0],[505.0],[99.0],[99.0],True,True
[20.0],"[1155.0 1785.0 2044.0 3508.0 4327.0 5374.0 7275.0 10517.0 11150.0 23039.0
 24898.0 27244.0 28821.0 29158.0 29377.0]",[99.0],[1.0 2.0 4.0 5.0 9.0 16.0 17.0 21.0 25.0 28.0 37.0 51.0],False,False
[22.0],[738.0 819.0 8171.0 27353.0 29096.0],[99.0],[2.0 3.0 64.0 85.0 96.0],False,False
[27.0],[1217.0 1253.0 11752.0 15109.0],[99.0],[12.0 47.0 51.0 98.0],False,False
[30.0],"[1068.0 2210.0 2815.0 3295.0 10167.0 24535.0 25230.0 25763.0 27009.0
 27428.0 27440.0 28821.0]",[99.0],[2.0 3.0 4.0 5.0 7.0 15.0 29.0 42.0],False,False
[31.0],[522.0 531.0 1707.0 9273.0 26155.0],[99.0],[13.0 28.0 36.0 56.0 95.0],False,False
[33.0],[1396.0],[99.0],[99.0],True,True
[36.0],[320.0 390.0],[99.0],[13.0 97.0],False,False
[38.0],[241.0 18438.0 26661.0 26880.0],[98.0],[11.0 14.0 33.0 69.0],False,False
[39.0],[477.0 485.0 5277.0],[98.0],[9.0 82.0 93.0],False,False
[40.0],[554.0 652.0 2542.0 2754.0 28105.0 28293.0],[98.0],[5.0 8.0 10.0 22.0 39.0 90.0],False,False
[42.0],[633.0 21015.0 21833.0 24058.0 24809.0 26364.0],[96.0],[3.0 7.0 9.0 16.0 69.0],False,False
[43.0],[700.0 14914.0 22947.0 26920.0 27188.0],[96.0],[6.0 9.0 44.0 80.0],False,False
[46.0],"[616.0 633.0 1733.0 2755.0 2756.0 7911.0 11255.0 15721.0 22245.0 24808.0
 27185.0]",[95.0],[3.0 5.0 9.0 11.0 12.0 16.0 24.0 37.0 48.0 69.0],False,False
[48.0],[809.0 2775.0 22258.0],[94.0],[28.0 45.0 62.0],False,False
[51.0],[736.0 737.0 13736.0 22578.0 24819.0 26380.0],[93.0],[1.0 12.0 13.0 27.0 55.0 71.0],False,False
[52.0],[2862.0],[93.0],[93.0],True,True
[53.0],[399.0 13277.0 14444.0 26147.0 29082.0],[93.0],[3.0 12.0 31.0 41.0 45.0],False,False
[54.0],[575.0 27893.0],[92.0],[9.0 91.0],False,False
[56.0],[502.0 2978.0 3432.0 27618.0],[92.0],[9.0 28.0 34.0 88.0],False,False
[57.0],[1733.0 1740.0 3016.0 3840.0 11960.0 18823.0 27185.0 29294.0],[92.0],[1.0 7.0 9.0 11.0 23.0 34.0 80.0],False,False
[58.0],[1135.0 2403.0 2619.0],[91.0],[1.0 7.0 94.0],False,False
[59.0],[328.0 1679.0 4455.0 16481.0],[91.0],[19.0 40.0 70.0],False,False
[62.0],[656.0 7914.0],[90.0],[69.0 89.0],False,False
[64.0],[634.0 5289.0],[90.0],[22.0 82.0],False,False
[65.0],[520.0 16909.0],[88.0],[33.0 87.0],False,False
[68.0],"[1198.0 1422.0 1798.0 1826.0 2621.0 3078.0 3890.0 7188.0 8570.0 9105.0
 10172.0 10204.0 11346.0 12837.0 14612.0 15018.0 18301.0 19938.0 20751.0
 21122.0 24930.0 25247.0]",[86.0],[1.0 2.0 3.0 5.0 6.0 9.0 10.0 11.0 15.0 18.0 21.0 27.0 34.0],False,False
[71.0],[358.0 2526.0 6003.0 7396.0 20609.0 23637.0],[85.0],[10.0 14.0 16.0 42.0 52.0],True,False
[73.0],"[4459.0 24024.0 24427.0 24786.0 25099.0 25449.0 25711.0 25941.0 26146.0
 26346.0 26672.0 26889.0 27175.0 27339.0]",[85.0],[1.0 2.0 3.0 11.0 12.0 63.0],True,False
[74.0],[4466.0 11943.0],[85.0],[56.0 84.0],False,False
[75.0],[794.0 861.0 5314.0 22578.0],[85.0],[8.0 18.0 27.0 73.0],False,False
[76.0],"[1155.0 5128.0 10517.0 12768.0 18247.0 18934.0 19369.0 21133.0 21969.0
 22653.0 23039.0 23405.0 24177.0 24552.0 24898.0]",[84.0],[1.0 2.0 4.0 5.0 6.0 9.0 17.0 21.0 23.0 26.0 37.0],False,False
[77.0],[357.0 5268.0 25098.0],[84.0],[15.0 46.0 80.0],False,False
[78.0],[157.0 7387.0 14409.0 19542.0],[83.0],[2.0 8.0 26.0 81.0],False,False
[79.0],[333.0 2154.0 23322.0],[83.0],[1.0 4.0 96.0],False,False
[81.0],[4839.0 5826.0 6530.0 7139.0 13356.0 23367.0 26944.0],[83.0],[13.0 25.0 38.0 51.0 56.0 72.0],False,False
[82.0],[496.0 546.0 6020.0 22233.0],[82.0],[19.0 21.0 25.0 57.0],True,False
[83.0],[310.0 2724.0],[82.0],[37.0 87.0],True,False
[85.0],[5277.0],[82.0],[82.0],True,True
[86.0],[713.0 1733.0 1734.0 1748.0 3006.0 5554.0 16926.0 18823.0 25135.0],[81.0],[1.0 11.0 25.0 34.0 49.0 75.0],False,False
[87.0],[284.0 314.0 352.0 6884.0 9238.0],[81.0],[7.0 27.0 30.0 47.0 94.0],False,False
[88.0],[3983.0 7073.0 8420.0 9835.0 13698.0 14165.0 16878.0 26662.0 26870.0],[81.0],[3.0 4.0 5.0 16.0 23.0 32.0 33.0 45.0],False,False
[89.0],[726.0 2760.0 5540.0 8167.0 16113.0],[81.0],[5.0 34.0 35.0 43.0 59.0],False,False
[90.0],[582.0 11548.0],[81.0],[57.0 92.0],False,False
[91.0],[450.0 2166.0 2747.0 4240.0 10374.0 12613.0 19257.0 20148.0 22914.0],[80.0],[4.0 14.0 15.0 16.0 18.0 21.0 30.0 52.0],False,False
[92.0],[5756.0 16458.0 28581.0],[80.0],[4.0 35.0 77.0],False,False
[93.0],[777.0 1748.0 9059.0 18823.0 19283.0],[79.0],[12.0 15.0 34.0 67.0 75.0],False,False
[94.0],[662.0 5289.0 22934.0],[79.0],[6.0 70.0 82.0],False,False
[96.0],[756.0 19593.0 20661.0],[79.0],[14.0 32.0 94.0],True,False
[99.0],[402.0 2976.0 7605.0 14176.0 16059.0 25446.0],[79.0],[13.0 14.0 22.0 47.0 57.0 99.0],False,False
[100.0],[356.0 2740.0],[78.0],[34.0 76.0],False,False
[101.0],"[895.0 1970.0 3663.0 7638.0 10968.0 12338.0 15041.0 15784.0 21103.0
 23399.0]",[78.0],[1.0 2.0 8.0 13.0 16.0 21.0 33.0 43.0 62.0],False,False
[102.0],[199.0 219.0 8126.0 22516.0],[78.0],[2.0 6.0 29.0 71.0],False,False
[103.0],[343.0 421.0 496.0 3418.0 3427.0 3613.0 14448.0],[78.0],[8.0 21.0 31.0 38.0 48.0 51.0 70.0],False,False
[105.0],[244.0 5251.0 13690.0],[78.0],[31.0 46.0 99.0],True,False
[106.0],[3444.0 6036.0 6921.0 8495.0 9059.0],[78.0],[1.0 9.0 21.0 67.0],False,False
[109.0],[5535.0 5780.0 11255.0],[77.0],[15.0 48.0 76.0],False,False
[110.0],[6053.0 6710.0],[77.0],[11.0 76.0],False,False
[114.0],[820.0 862.0 863.0 7450.0 17321.0],[75.0],[1.0 21.0 54.0 55.0 91.0],False,False
[115.0],"[1158.0 1183.0 2836.0 3902.0 5108.0 5112.0 5610.0 6373.0 6773.0 15539.0
 18590.0 19383.0 20773.0 21180.0 23089.0 24198.0 24222.0]",[75.0],[3.0 4.0 5.0 6.0 7.0 8.0 9.0 11.0 13.0 14.0 15.0 24.0 34.0 41.0],False,False
[117.0],[596.0],[74.0],[74.0],True,True
[118.0],[300.0 7401.0],[74.0],[43.0 70.0],False,False
[120.0],[302.0 3414.0 18064.0],[74.0],[29.0 37.0 94.0],False,False
[122.0],[7092.0],[74.0],[74.0],True,True
[123.0],[501.0 2986.0 6911.0 25948.0 26679.0],[74.0],[2.0 11.0 43.0 72.0 73.0],False,False
[124.0],[626.0],[73.0],[73.0],True,True
[125.0],[786.0 1981.0 10119.0 18485.0 18820.0 20216.0 21857.0],[73.0],[8.0 9.0 15.0 22.0 55.0],False,False
[126.0],[210.0 14833.0],[73.0],[43.0 68.0],True,False
[127.0],[331.0 347.0 13283.0],[73.0],[27.0 43.0 52.0],True,False
[128.0],[442.0 486.0 5275.0 11250.0],[73.0],[26.0 32.0 33.0 36.0],False,False
[129.0],[2587.0 7687.0],[73.0],[72.0 94.0],False,False
[131.0],[5756.0 6483.0 6484.0 8123.0 8843.0 9600.0 16031.0 16045.0 19838.0],[73.0],[3.0 4.0 5.0 6.0 9.0 13.0 20.0 42.0 77.0],False,False
[132.0],[140.0 170.0 13690.0 26321.0 26324.0],[73.0],[14.0 46.0 75.0 77.0],False,False
[133.0],[300.0 7401.0 20974.0],[73.0],[31.0 43.0 70.0],True,False
[134.0],[176.0 1661.0 8417.0 10699.0 10706.0 14425.0 18434.0],[72.0],[2.0 4.0 12.0 14.0 16.0 29.0 47.0],True,False
[135.0],[1288.0 5888.0 7806.0 17386.0 18300.0],[72.0],[12.0 14.0 20.0 34.0 58.0],False,False
[138.0],[766.0],[71.0],[71.0],True,True
[139.0],[899.0 935.0 13028.0],[71.0],[24.0 73.0 81.0],False,False
[140.0],[514.0],[71.0],[75.0],True,False
[142.0],"[365.0 1699.0 18779.0 20153.0 20623.0 20982.0 21416.0 21794.0 22229.0
 22530.0]",[71.0],[2.0 5.0 61.0 94.0],False,False
[143.0],[829.0 886.0 2195.0 18148.0 23692.0],[71.0],[13.0 17.0 24.0 54.0],False,False
[144.0],"[963.0 983.0 2205.0 3053.0 3661.0 3870.0 8590.0 11103.0 13049.0 13361.0
 13376.0 16156.0 17297.0 17310.0 20699.0 22591.0 24092.0]",[71.0],[1.0 2.0 5.0 6.0 7.0 9.0 10.0 11.0 18.0 20.0 22.0 23.0 25.0 29.0 34.0],False,False
[145.0],[166.0 9037.0 20977.0 27168.0],[71.0],[8.0 20.0 36.0 65.0],False,False
[146.0],[758.0 759.0 2346.0 10400.0],[70.0],[4.0 36.0 44.0 65.0],False,False
[147.0],[518.0 597.0 2536.0 4472.0],[70.0],[3.0 40.0 63.0 69.0],False,False
[149.0],[1162.0 3103.0 6787.0 7996.0 8003.0 15095.0],[70.0],[6.0 12.0 25.0 26.0 32.0 39.0],False,False
[151.0],[8018.0 11024.0 13614.0 16724.0 18306.0 19753.0 25404.0 28182.0],[70.0],[5.0 7.0 9.0 12.0 29.0 34.0 39.0],False,False
[152.0],[3628.0],[70.0],[89.0],True,False
[153.0],[535.0],[69.0],[99.0],True,False
[154.0],[543.0 618.0 629.0],[69.0],[61.0 71.0 88.0],False,False
[155.0],[841.0 5834.0],[69.0],[20.0 80.0],True,False
[156.0],[640.0 2754.0 7416.0 8494.0 11953.0 16104.0],[69.0],[9.0 15.0 18.0 24.0 39.0 42.0],False,False
[157.0],[664.0 4480.0 6027.0 6028.0 7629.0 14182.0 18475.0],[69.0],[3.0 5.0 17.0 20.0 29.0],False,False
[158.0],[506.0 11546.0],[69.0],[41.0 46.0],True,False
[160.0],[6712.0 15743.0 20241.0],[69.0],[25.0 32.0 43.0],True,False
[161.0],[8585.0 9915.0 25176.0 26958.0],[69.0],[13.0 18.0 20.0 48.0],False,False
[162.0],[1951.0 7106.0 14176.0 24433.0 27881.0],[69.0],[3.0 21.0 47.0 74.0 82.0],False,False
[163.0],[469.0 514.0 14175.0 29280.0],[69.0],[2.0 47.0 48.0 75.0],False,False
[164.0],"[7188.0 8570.0 8898.0 9105.0 10172.0 11657.0 14612.0 15018.0 19651.0
 19662.0 20751.0 21122.0 21932.0 23817.0 24132.0 26708.0 27254.0 27392.0
 27689.0 27947.0]",[69.0],[1.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 11.0 12.0 21.0 27.0 32.0],False,False
[166.0],[1682.0],[68.0],[68.0],True,True
[167.0],[809.0 2775.0 8171.0 22258.0],[68.0],[28.0 45.0 62.0 64.0],False,False
[169.0],[4451.0 6687.0 9240.0 12252.0 15343.0 18073.0 24011.0],[68.0],[6.0 8.0 18.0 22.0 23.0 26.0],False,False
[172.0],[3886.0 7967.0],[67.0],[29.0 56.0],False,False
[173.0],[7914.0],[67.0],[69.0],True,False
[174.0],[3828.0 6909.0 9052.0 11530.0 27608.0],[67.0],[1.0 10.0 21.0 36.0 55.0],False,False
[176.0],[7385.0 9221.0 14409.0 25932.0 27591.0 27601.0],[67.0],[8.0 9.0 13.0 20.0 60.0],False,False
[177.0],"[7912.0 8153.0 9861.0 10121.0 11270.0 11561.0 13327.0 14487.0 26379.0
 27905.0]",[67.0],[1.0 2.0 6.0 7.0 9.0 12.0 61.0],False,False
[178.0],[548.0],[66.0],[66.0],True,True
[179.0],[898.0 2195.0 6290.0 11285.0 18148.0 18859.0],[66.0],[3.0 17.0 20.0 37.0 54.0],False,False
[180.0],[819.0],[66.0],[96.0],True,False
[181.0],[294.0 3995.0],[66.0],[13.0 54.0],True,False
[182.0],[4853.0 6328.0 8208.0 16616.0 20304.0 21109.0 23749.0 24141.0 24519.0],[66.0],[1.0 2.0 7.0 10.0 21.0 27.0 31.0 34.0],True,False
[183.0],[7606.0 8442.0 8855.0 9261.0 9851.0 12595.0 22914.0 25705.0],[66.0],[3.0 7.0 12.0 17.0 21.0 50.0],False,False
[184.0],[706.0 9302.0],[66.0],[40.0 97.0],True,False
[186.0],[842.0 4281.0 6306.0 7932.0 18529.0 19313.0],[65.0],[8.0 9.0 25.0 35.0],True,False
[188.0],[4091.0 6753.0 15078.0],[65.0],[31.0 46.0 68.0],True,False
[189.0],[9612.0 28272.0],[65.0],[7.0 59.0],True,False
[190.0],[9489.0 15177.0 24241.0 24277.0 26533.0 26535.0],[65.0],[7.0 8.0 14.0 28.0 44.0],False,False
[191.0],[5316.0 8185.0 10416.0 12300.0],[65.0],[2.0 41.0 54.0 68.0],False,False
[192.0],[378.0],[64.0],[65.0],True,False
[196.0],"[3716.0 6119.0 7217.0 7973.0 8937.0 11700.0 12363.0 12385.0 13498.0
 14611.0 16260.0 17387.0 20399.0 21145.0 26484.0]",[64.0],[1.0 2.0 3.0 4.0 5.0 6.0 9.0 13.0 15.0 16.0 17.0 33.0 44.0],False,False
[197.0],[1954.0 9272.0 9619.0 15713.0 19577.0 26156.0],[64.0],[4.0 10.0 20.0 27.0 33.0 37.0],False,False
[199.0],[7092.0 7608.0 10370.0],[64.0],[47.0 58.0 74.0],False,False
[200.0],[429.0 2159.0],[63.0],[4.0 63.0],True,False
[201.0],[743.0 2558.0 4019.0 5300.0],[63.0],[6.0 9.0 48.0 84.0],True,False
[202.0],[1129.0 1218.0 2422.0 3114.0 7247.0 7472.0 7782.0 11731.0 14277.0],[63.0],[5.0 8.0 9.0 12.0 13.0 16.0 18.0],False,False
[204.0],[3007.0 5803.0],[63.0],[36.0 61.0],False,False
[205.0],[2578.0 7676.0],[63.0],[38.0 61.0],False,False
[208.0],[7389.0 22506.0 25079.0 27864.0],[63.0],[7.0 13.0 19.0 52.0],True,False
[209.0],[5753.0 13263.0 14422.0 20114.0],[63.0],[7.0 32.0 48.0],True,False
[211.0],[10120.0],[63.0],[63.0],True,True
[213.0],[455.0 6906.0 15710.0 16898.0],[62.0],[5.0 6.0 47.0 75.0],False,False
[217.0],"[3525.0 8960.0 8977.0 9752.0 9770.0 10771.0 10969.0 15948.0 17889.0
 19476.0 19945.0 20351.0 22691.0 22808.0 22809.0 23875.0 24237.0 24295.0]",[62.0],[2.0 4.0 5.0 6.0 8.0 10.0 11.0 16.0 17.0 20.0 32.0 50.0 51.0],False,False
[218.0],[213.0 6684.0 10074.0],[62.0],[23.0 38.0 60.0],False,False
[219.0],[1255.0],[61.0],[65.0],True,False
[221.0],[1094.0 9420.0 10762.0 11349.0 15871.0],[61.0],[6.0 16.0 21.0 32.0 54.0],True,False
[223.0],[3272.0 3851.0 4504.0 4839.0 5316.0 5565.0 11967.0 13356.0],[61.0],[4.0 11.0 13.0 36.0 41.0 49.0 51.0],False,False
[224.0],[7709.0 18919.0 19898.0 21109.0],[61.0],[22.0 23.0 27.0 40.0],False,False
[225.0],[2767.0 10948.0],[61.0],[33.0 60.0],False,False
[227.0],[538.0 545.0 4786.0 11548.0],[61.0],[37.0 40.0 47.0 57.0],False,False
[229.0],[272.0 1679.0 8413.0 9837.0 11073.0 11499.0 11916.0 14825.0],[60.0],[2.0 4.0 6.0 9.0 14.0 48.0 70.0],False,False
[230.0],[539.0 6263.0 8476.0 14461.0 16083.0],[60.0],[3.0 28.0 35.0 41.0],True,False
[231.0],[1159.0 4077.0 4314.0 4864.0 5917.0 6117.0],[60.0],[3.0 10.0 16.0 39.0],False,False
[232.0],[1392.0 1525.0 2886.0 3139.0 3749.0 3766.0 10268.0],[60.0],[1.0 9.0 11.0 21.0 30.0 41.0 54.0],False,False
[233.0],[520.0 2983.0],[60.0],[62.0 87.0],False,False
[234.0],[324.0],[60.0],[72.0],True,False
[236.0],[1679.0 11075.0 14167.0 14418.0],[60.0],[6.0 8.0 45.0 70.0],False,False
[237.0],[1132.0 22305.0 23039.0 23792.0 25230.0 25763.0 26735.0 27440.0 28821.0],[60.0],[3.0 4.0 6.0 7.0 15.0 17.0 72.0],False,False
[238.0],[10168.0 11336.0 11722.0],[60.0],[6.0 43.0 44.0],False,False
[239.0],"[7403.0 10709.0 12243.0 14852.0 19567.0 20144.0 20966.0 23311.0 23642.0
 25095.0 25937.0 27336.0 28911.0]",[60.0],[1.0 3.0 8.0 9.0 10.0 12.0 15.0 19.0 20.0 24.0 30.0],False,False
[240.0],[3749.0 10268.0 11030.0 20446.0 27487.0 28012.0 28853.0],[60.0],[4.0 8.0 9.0 22.0 41.0 54.0],False,False
[242.0],[222.0 11241.0],[59.0],[6.0 57.0],True,False
[243.0],[714.0 7676.0],[59.0],[56.0 61.0],False,False
[244.0],[169.0],[59.0],[60.0],True,False
[245.0],"[1202.0 1231.0 2420.0 2423.0 4594.0 4903.0 6581.0 6773.0 9435.0 12372.0
 12391.0 12422.0 12828.0 15890.0]",[59.0],[2.0 3.0 4.0 7.0 10.0 11.0 18.0 21.0 23.0 26.0 41.0],False,False
[246.0],"[278.0 287.0 3824.0 4450.0 6232.0 7600.0 9606.0 10084.0 11512.0 11514.0
 13987.0 15698.0]",[59.0],[1.0 5.0 7.0 10.0 11.0 12.0 15.0 28.0 41.0],False,False
[247.0],[523.0 2332.0 2748.0 3623.0],[59.0],[1.0 11.0 29.0 68.0],False,False
[248.0],[6500.0],[59.0],[59.0],True,True
[249.0],[5789.0 8492.0 16101.0],[59.0],[23.0 30.0 34.0],False,False
[250.0],[5495.0 9829.0 13257.0 23624.0 24006.0 26127.0 28259.0],[59.0],[5.0 6.0 7.0 17.0 18.0 23.0 30.0],False,False
[251.0],[8854.0 11518.0 13277.0 14444.0 26147.0 26343.0],[59.0],[12.0 15.0 27.0 31.0 35.0 41.0],False,False
[252.0],[2536.0 4472.0 11529.0 13301.0 20151.0 22538.0 25451.0 28268.0],[59.0],[6.0 9.0 12.0 23.0 33.0 44.0 63.0 69.0],False,False
[254.0],[416.0 458.0],[58.0],[57.0 79.0],True,False
[255.0],[191.0 5256.0 6888.0],[58.0],[8.0 18.0 39.0],False,False
[257.0],[946.0 1752.0 2574.0 11597.0],[58.0],[17.0 29.0 41.0 67.0],False,False
[258.0],[2520.0 2955.0],[58.0],[30.0 61.0],True,False
[259.0],"[1206.0 1898.0 2233.0 4577.0 6355.0 8674.0 8945.0 9117.0 10205.0 11759.0
 17823.0]",[58.0],[2.0 5.0 7.0 11.0 15.0 23.0 26.0 32.0 48.0],False,False
[260.0],[2174.0 4481.0],[58.0],[12.0 59.0],True,False
[261.0],[2767.0 6055.0 22609.0],[58.0],[13.0 33.0 53.0],False,False
[262.0],[1352.0 7275.0 16706.0 17074.0 25311.0],[58.0],[1.0 12.0 25.0 84.0],False,False
[263.0],[382.0 6491.0 11523.0 22222.0 25934.0],[58.0],[5.0 23.0 32.0 40.0 75.0],False,False
[264.0],[10106.0],[58.0],[60.0],False,False
[265.0],[260.0],[58.0],[99.0],False,False
[266.0],"[8216.0 8937.0 11655.0 20399.0 21145.0 26464.0 26483.0 26484.0 28382.0
 29635.0]",[58.0],[1.0 2.0 3.0 5.0 15.0 17.0 29.0 33.0 44.0 52.0],False,False
[270.0],[212.0],[57.0],[81.0],True,False
[271.0],[522.0 1707.0 2985.0],[57.0],[36.0 55.0 95.0],False,False
[272.0],"[811.0 2350.0 5837.0 7442.0 9898.0 12313.0 12687.0 14010.0 14215.0 14523.0
 15421.0 18946.0 20698.0]",[57.0],[2.0 3.0 5.0 8.0 12.0 16.0 22.0 37.0 46.0],False,False
[273.0],[1286.0 6995.0],[57.0],[33.0 70.0],False,False
[275.0],[312.0 5757.0 6893.0 7083.0],[56.0],[2.0 25.0 30.0 36.0],True,False
[276.0],[228.0],[56.0],[56.0],True,True
[277.0],[393.0 9241.0 14172.0],[56.0],[8.0 54.0 59.0],False,False
[278.0],[398.0 1677.0 2967.0 7088.0 9612.0 14433.0],[56.0],[9.0 10.0 34.0 39.0 42.0 59.0],False,False
[279.0],[2558.0 4019.0 5300.0 9060.0],[56.0],[9.0 33.0 48.0 84.0],True,False
[280.0],[793.0 8516.0 11625.0 14934.0 22955.0],[56.0],[14.0 19.0 23.0 30.0 51.0],False,False
[281.0],[657.0 11547.0 11552.0 14463.0 15377.0 21826.0 24051.0 27891.0],[56.0],[2.0 6.0 10.0 29.0 34.0 45.0 99.0],False,False
[282.0],[202.0 10352.0],[56.0],[60.0 96.0],True,False
[283.0],[7106.0],[56.0],[74.0],True,False
[284.0],[170.0 244.0 300.0 11501.0 20969.0 21383.0 22892.0 26324.0 27868.0 29252.0],[56.0],[2.0 3.0 14.0 21.0 22.0 24.0 70.0 75.0 99.0],False,False
[285.0],[139.0],[55.0],[57.0],True,False
[286.0],[563.0 11255.0],[55.0],[48.0 53.0],True,False
[288.0],[737.0],[55.0],[55.0],True,True
[289.0],[1320.0 2284.0],[55.0],[12.0 74.0],True,False
[290.0],[675.0 701.0 1742.0 2185.0 2998.0 4492.0 5290.0 7415.0 8151.0 11557.0],[55.0],[1.0 2.0 4.0 5.0 9.0 18.0 21.0 42.0 54.0],False,False
[291.0],[897.0 946.0 952.0 8196.0 10141.0 11626.0],[55.0],[1.0 9.0 13.0 17.0 28.0 67.0],False,False
[292.0],[3207.0 16890.0],[55.0],[5.0 53.0],True,False
[293.0],"[302.0 308.0 4753.0 4761.0 6224.0 7884.0 9825.0 16027.0 18064.0 19549.0
 20122.0]",[55.0],[1.0 3.0 8.0 11.0 14.0 20.0 37.0 41.0 94.0],False,False
[294.0],"[6969.0 10811.0 12043.0 12053.0 12076.0 15020.0 22665.0 23450.0 23776.0
 23804.0]",[55.0],[2.0 4.0 6.0 11.0 18.0 20.0 21.0 22.0 24.0 53.0],False,False
[296.0],[686.0 9633.0 9876.0 11090.0 13743.0 20235.0 22956.0 25480.0],[55.0],[3.0 6.0 7.0 19.0 23.0 26.0 27.0 41.0],False,False
[297.0],[8531.0 25470.0],[55.0],[14.0 57.0],False,False
[299.0],[8218.0 11324.0 19358.0 23047.0 27709.0],[55.0],[10.0 12.0 22.0 28.0 30.0],False,False
[301.0],[69.0 12223.0 20969.0 21383.0 24399.0 29546.0],[55.0],[1.0 18.0 21.0 22.0 69.0],False,False
[302.0],[10775.0],[55.0],[58.0],True,False
[303.0],[10472.0],[55.0],[61.0],True,False
[304.0],"[9861.0 12650.0 14487.0 16922.0 17274.0 18827.0 20209.0 21443.0 22946.0
 26382.0 26690.0 26921.0 27366.0 27905.0]",[55.0],[2.0 3.0 4.0 6.0 7.0 9.0 10.0 15.0 23.0 61.0],False,False
[305.0],[3221.0 12975.0 26150.0 27886.0],[55.0],[8.0 16.0 43.0 44.0],False,False
[306.0],[829.0],[54.0],[54.0],True,True
[307.0],[1274.0 5374.0 6985.0 8964.0 12735.0],[54.0],[11.0 16.0 18.0 28.0 61.0],True,False
[308.0],[459.0 493.0 523.0 2332.0 4240.0 6497.0 7408.0],[54.0],[1.0 3.0 5.0 11.0 16.0 28.0 68.0],False,False
[309.0],"[848.0 920.0 3673.0 4840.0 6310.0 6324.0 6531.0 6537.0 7466.0 10158.0
 10946.0]",[54.0],[1.0 2.0 3.0 4.0 6.0 7.0 9.0 11.0 13.0 15.0 33.0],True,False
[310.0],[1697.0 3418.0 3613.0 8143.0],[54.0],[5.0 8.0 51.0],False,False
[312.0],[794.0 7150.0 9310.0 11576.0 13340.0],[54.0],[3.0 17.0 52.0 73.0],False,False
[313.0],"[856.0 948.0 7662.0 8586.0 9072.0 10746.0 11583.0 12310.0 13801.0 14216.0
 18136.0 20241.0 20675.0 21086.0 22601.0]",[54.0],[1.0 2.0 3.0 4.0 6.0 8.0 10.0 15.0 17.0 25.0 31.0 38.0],False,False
[314.0],[9241.0],[54.0],[54.0],True,True
[315.0],"[11073.0 11499.0 15334.0 16873.0 17215.0 18747.0 19547.0 20961.0 21762.0
 23620.0 23622.0 27324.0]",[54.0],[3.0 4.0 5.0 9.0 14.0 18.0 21.0],False,False
[316.0],[3427.0 5275.0 14448.0],[54.0],[33.0 48.0 70.0],False,False
[317.0],[12586.0],[54.0],[54.0],True,True
[319.0],"[9876.0 11090.0 12664.0 13351.0 13743.0 15408.0 15731.0 20233.0 21049.0
 25480.0]",[54.0],[1.0 3.0 6.0 12.0 16.0 17.0 19.0 24.0 26.0 27.0],False,False
[320.0],[538.0 3825.0],[53.0],[47.0 61.0],False,False
[321.0],[1297.0 1423.0 6119.0 6814.0 12385.0 13489.0 15138.0 17433.0 20399.0],[53.0],[2.0 5.0 6.0 8.0 21.0 23.0 33.0 58.0],False,False
[322.0],[8441.0 12611.0 17635.0],[53.0],[20.0 26.0 37.0],False,False
[323.0],[2045.0 10811.0 12076.0 19391.0 22665.0 22712.0 23804.0 28156.0],[53.0],[2.0 4.0 6.0 18.0 20.0 24.0 39.0 53.0],False,False
[324.0],[8249.0 9107.0],[53.0],[14.0 59.0],False,False
[325.0],"[8597.0 10516.0 10786.0 13970.0 17187.0 19309.0 26637.0 26760.0 27241.0
 27457.0 27729.0]",[53.0],[3.0 5.0 7.0 10.0 19.0 23.0 47.0],False,False
[326.0],[3215.0 14173.0 17246.0 17632.0 19568.0],[53.0],[5.0 7.0 33.0 34.0 52.0],False,False
[327.0],"[10166.0 13055.0 13435.0 13778.0 15788.0 18552.0 18965.0 24892.0 25536.0
 26197.0 27681.0 28979.0]",[53.0],[2.0 4.0 6.0 8.0 14.0 16.0 19.0 25.0 27.0],False,False
[328.0],[10912.0 11072.0 13984.0 14162.0 23303.0],[53.0],[8.0 22.0 24.0 36.0],False,False
[330.0],[550.0 574.0 3235.0],[52.0],[19.0 45.0 99.0],False,False
[331.0],[2745.0 3619.0 11523.0],[52.0],[25.0 40.0 60.0],False,False
[332.0],[2528.0 2973.0 4460.0 8854.0 18086.0],[52.0],[3.0 14.0 22.0 27.0 37.0],False,False
