ID (CME),ID (Dino),Track Length (CME),Track Length (Dino),Match,Identical Match
[5382.0],[3034.0 3472.0 3867.0],[7.0],[4.0 6.0 7.0],False,False
[5383.0],[845.0 2010.0 2826.0 4032.0 4296.0],[7.0],[2.0 5.0 7.0 13.0],False,False
[5384.0],[3062.0 3675.0 4314.0],[7.0],[1.0 10.0 21.0],False,False
[5385.0],[156.0 225.0 3987.0],[7.0],[4.0 26.0 31.0],False,False
[5386.0],[3032.0 3654.0 4270.0 4817.0],[7.0],[1.0 3.0 5.0],False,False
[5387.0],[718.0 3623.0 4253.0 4799.0],[7.0],[2.0 5.0 10.0 29.0],False,False
[5388.0],[1000.0 1062.0 4049.0 4870.0],[7.0],[6.0 7.0 10.0 14.0],False,False
[5389.0],[178.0 1666.0 1670.0 4443.0],[7.0],[8.0 10.0 21.0],False,False
[5390.0],[145.0],[7.0],[16.0],True,False
[5392.0],[3661.0 3849.0],[7.0],[5.0 25.0],False,False
[5393.0],[2190.0 3894.0 4045.0 4076.0],[7.0],[2.0 5.0 8.0 12.0],False,False
[5394.0],[886.0 1993.0 2796.0],[7.0],[13.0 24.0 51.0],True,False
[5395.0],[675.0 2172.0],[7.0],[14.0 18.0],False,False
[5396.0],[857.0 4267.0 4280.0],[7.0],[5.0 9.0 21.0],False,False
[5397.0],[3060.0],[7.0],[10.0],True,False
[5398.0],[3935.0 4382.0 4668.0 4907.0],[7.0],[2.0 6.0 20.0 33.0],False,False
[5399.0],[857.0 4492.0 4811.0],[7.0],[1.0 9.0 21.0],False,False
[5400.0],[338.0 3823.0],[7.0],[12.0 80.0],False,False
[5401.0],[3996.0],[7.0],[7.0],True,True
[5402.0],[856.0],[7.0],[38.0],True,False
[5403.0],[3553.0 3723.0],[7.0],[8.0 14.0],False,False
[5404.0],[1962.0 4482.0 5286.0],[7.0],[8.0 21.0 30.0],False,False
[5405.0],[2841.0],[7.0],[16.0],False,False
[5406.0],[1323.0 3694.0 4593.0],[7.0],[4.0 5.0 33.0],False,False
[5407.0],[645.0 4480.0],[7.0],[5.0 19.0],False,False
[5408.0],[1745.0 4256.0 4499.0],[7.0],[4.0 5.0 22.0],False,False
[5409.0],[2344.0 3272.0 3641.0],[7.0],[7.0 9.0 36.0],False,False
[5410.0],[1396.0 1831.0 5137.0],[7.0],[2.0 15.0 99.0],False,False
[5411.0],[4123.0 5003.0 5167.0],[7.0],[2.0 6.0 8.0],False,False
[5412.0],[302.0 3204.0 5249.0],[7.0],[5.0 26.0 94.0],False,False
[5413.0],[4237.0],[7.0],[7.0],False,True
[5414.0],[3295.0 4551.0],[7.0],[6.0 29.0],False,False
[5415.0],[2957.0 3407.0],[7.0],[7.0 28.0],True,False
[5416.0],[3465.0 4825.0 5843.0],[7.0],[3.0 5.0 10.0],False,False
[5417.0],[2773.0 6064.0],[7.0],[1.0 12.0],True,False
[5418.0],[855.0 948.0 5099.0],[7.0],[10.0 17.0 34.0],False,False
[5419.0],[3272.0 3641.0 4548.0 5598.0 5826.0 6054.0],[7.0],[1.0 4.0 5.0 7.0 36.0 38.0],False,False
[5420.0],[1016.0],[7.0],[35.0],False,False
[5421.0],[321.0 4774.0 5530.0],[7.0],[4.0 14.0 26.0],False,False
[5422.0],[912.0 3461.0],[7.0],[5.0 34.0],False,False
[5423.0],[4092.0 4598.0],[7.0],[3.0 14.0],True,False
[5424.0],[4524.0 4839.0 4858.0 5598.0 6320.0],[7.0],[1.0 2.0 5.0 13.0],False,False
[5425.0],[5062.0],[7.0],[7.0],True,True
[5426.0],[831.0],[7.0],[27.0],False,False
[5427.0],[395.0 5044.0],[7.0],[18.0 19.0],False,False
[5428.0],[1732.0],[7.0],[22.0],True,False
[5429.0],[3078.0],[7.0],[18.0],False,False
[5430.0],[2564.0 3275.0 3474.0 6297.0],[7.0],[8.0 11.0 13.0 24.0],False,False
[5431.0],[2195.0 5287.0 5536.0 5788.0 6270.0 6507.0],[7.0],[1.0 2.0 28.0 54.0],False,False
[5432.0],[4097.0 5366.0 5392.0 6367.0],[7.0],[1.0 2.0 4.0 15.0],False,False
[5433.0],[688.0 2766.0 6032.0],[7.0],[2.0 10.0 33.0],False,False
[5434.0],[359.0 450.0 3997.0 6497.0 6895.0],[7.0],[5.0 13.0 18.0 28.0 30.0],False,False
[5435.0],[536.0],[7.0],[27.0],True,False
[5436.0],[4651.0 5367.0 5382.0 5885.0 6394.0 6967.0],[7.0],[1.0 2.0 3.0 6.0 10.0 17.0],False,False
[5437.0],[829.0 5061.0 5784.0 6290.0 6704.0],[7.0],[1.0 4.0 20.0 54.0],False,False
[5438.0],[3462.0],[7.0],[14.0],True,False
[5439.0],[5282.0 6509.0],[7.0],[5.0 22.0],False,False
[5440.0],[5536.0 5788.0 6507.0],[7.0],[1.0 2.0 28.0],False,False
[5441.0],[877.0 938.0],[7.0],[18.0 21.0],False,False
[5442.0],[3820.0 6687.0],[7.0],[15.0 18.0],False,False
[5443.0],[1742.0 3265.0],[7.0],[21.0 22.0],True,False
[5444.0],[4030.0 6070.0 6074.0],[7.0],[2.0 11.0 13.0],False,False
[5445.0],[1355.0 2621.0 6809.0],[7.0],[12.0 21.0 23.0],False,False
[5446.0],[1355.0 6809.0],[7.0],[12.0 23.0],False,False
[5447.0],[4800.0],[7.0],[31.0],False,False
[5448.0],[5877.0 6353.0 6783.0],[7.0],[5.0 6.0 13.0],False,False
[5449.0],[2544.0 5058.0],[7.0],[13.0 22.0],True,False
[5450.0],[764.0 2181.0 6923.0],[7.0],[4.0 34.0 53.0],False,False
[5451.0],[3859.0 6040.0 6721.0 7166.0 7445.0 7654.0],[7.0],[1.0 3.0 4.0 12.0],False,False
[5452.0],[1998.0 2810.0 6079.0 7457.0],[7.0],[1.0 2.0 23.0 26.0],False,False
[5453.0],[5550.0 5563.0 7130.0 7157.0 7639.0],[7.0],[2.0 5.0 10.0 19.0],False,False
[5454.0],[895.0 3863.0 6720.0],[7.0],[4.0 28.0 33.0],True,False
[5455.0],[6106.0 6327.0],[7.0],[2.0 10.0],False,False
[5456.0],[731.0 5298.0],[7.0],[37.0 42.0],False,False
[5457.0],[6289.0 7642.0],[7.0],[7.0 12.0],False,False
[5458.0],[5877.0],[7.0],[13.0],False,False
[5459.0],[829.0 6290.0 6704.0],[7.0],[1.0 20.0 54.0],False,False
[5460.0],[963.0 5562.0 5564.0 6728.0 7162.0 7931.0],[7.0],[1.0 2.0 6.0 7.0 9.0 34.0],False,False
[5461.0],[2578.0 5721.0 6796.0 6974.0 7250.0 7501.0],[7.0],[1.0 2.0 5.0 11.0 15.0 38.0],False,False
[5462.0],[4063.0],[7.0],[25.0],True,False
[5463.0],[6546.0],[7.0],[71.0],True,False
[5464.0],[4616.0 6143.0],[7.0],[17.0 20.0],True,False
[5465.0],[6684.0],[7.0],[23.0],True,False
[5466.0],[5820.0],[7.0],[11.0],True,False
[5467.0],[3062.0 7172.0 8209.0],[7.0],[4.0 21.0],False,False
[5468.0],[1297.0 6814.0],[7.0],[21.0 58.0],False,False
[5469.0],[5312.0 5550.0 7639.0 8184.0],[7.0],[2.0 3.0 14.0 19.0],False,False
[5470.0],[2556.0 3863.0],[7.0],[19.0 28.0],False,False
[5471.0],[143.0 3995.0 7070.0 7393.0],[7.0],[3.0 21.0 32.0 54.0],False,False
[5472.0],[6043.0 6297.0 7135.0 7651.0],[7.0],[1.0 2.0 11.0],False,False
[5473.0],[6340.0 6757.0 6979.0 7216.0 7718.0 7979.0 8225.0],[7.0],[1.0 3.0 4.0 11.0],False,False
[5474.0],[535.0 3236.0],[7.0],[21.0 99.0],False,False
[5475.0],[5756.0 7588.0],[7.0],[5.0 77.0],False,False
[5476.0],[474.0 7090.0 7402.0],[7.0],[2.0 6.0 47.0],False,False
[5477.0],[1314.0 7972.0],[7.0],[13.0 26.0],False,False
[5478.0],[6761.0 7213.0],[7.0],[1.0 11.0],False,False
[5479.0],[3272.0 6278.0 6279.0],[7.0],[5.0 14.0 36.0],False,False
[5480.0],[6933.0 6937.0 7156.0 7930.0],[7.0],[1.0 2.0 5.0 11.0],False,False
[5481.0],[900.0 2587.0 7918.0 8176.0 8887.0],[7.0],[1.0 3.0 43.0 94.0],False,False
[5482.0],[1155.0 7209.0],[7.0],[3.0 37.0],False,False
[5483.0],[2621.0 4083.0 7244.0 7266.0 8244.0 8570.0 8947.0],[7.0],[2.0 3.0 4.0 9.0 13.0 21.0],False,False
[5484.0],[5593.0 6334.0 7476.0],[7.0],[4.0 7.0 17.0],False,False
[5485.0],[618.0 2175.0 7414.0],[7.0],[21.0 31.0 71.0],True,False
[5486.0],[2794.0 6065.0 7151.0 8181.0 8543.0 9068.0],[7.0],[1.0 2.0 5.0 8.0 17.0],False,False
[5487.0],[5914.0 6371.0 7496.0 7718.0 8004.0 8663.0 8946.0],[7.0],[1.0 2.0 4.0 5.0 7.0],False,False
[5488.0],[1323.0 8016.0],[7.0],[7.0 33.0],False,False
[5489.0],[5788.0 7116.0 8866.0],[7.0],[1.0 28.0],False,False
[5490.0],[5117.0 6737.0 8210.0 8569.0 8618.0],[7.0],[3.0 4.0 15.0],False,False
[5491.0],[7620.0],[7.0],[9.0],True,False
[5492.0],[4767.0 5253.0 7580.0 8133.0],[7.0],[10.0 13.0 15.0 34.0],False,False
[5493.0],[6117.0],[7.0],[39.0],False,False
[5494.0],[223.0 6886.0],[7.0],[34.0 70.0],True,False
[5495.0],[523.0 3623.0],[7.0],[29.0 68.0],False,False
[5496.0],[5322.0 8188.0 8891.0 8904.0 9646.0],[7.0],[2.0 5.0 9.0 10.0 23.0],False,False
[5497.0],[7686.0 7956.0],[7.0],[6.0],False,False
[5498.0],[2542.0 8140.0 8464.0 9047.0 9249.0],[7.0],[1.0 2.0 3.0 90.0],False,False
[5499.0],[5117.0 8210.0 8557.0 8613.0 8618.0 9660.0],[7.0],[1.0 2.0 3.0 15.0],False,False
[5500.0],[5186.0 7268.0 7791.0 8694.0],[7.0],[3.0 6.0 22.0 31.0],False,False
[5501.0],[5253.0 5278.0 7580.0 9617.0],[7.0],[5.0 10.0 13.0],False,False
[5502.0],[7952.0 8596.0 9082.0],[7.0],[3.0 6.0],True,False
[5503.0],[5367.0 8303.0 8744.0 8996.0],[7.0],[2.0 4.0 5.0 17.0],False,False
[5504.0],[5495.0 6225.0 8424.0 9233.0 9829.0],[7.0],[1.0 13.0 18.0 23.0],False,False
[5505.0],[8173.0 8869.0],[7.0],[8.0 10.0],False,False
[5506.0],[8499.0 9627.0],[7.0],[3.0 5.0],True,False
[5507.0],[3866.0 9354.0],[7.0],[13.0 14.0],True,False
[5508.0],[1016.0 6763.0 7461.0],[7.0],[6.0 35.0 38.0],False,False
[5509.0],[2675.0 3732.0 7330.0],[7.0],[17.0 30.0 40.0],True,False
[5510.0],[6109.0 6749.0 7663.0 8209.0 9104.0 9366.0],[7.0],[1.0 4.0 13.0 14.0 15.0],False,False
[5511.0],[5894.0 6390.0 6650.0 8091.0 9464.0 9507.0],[7.0],[6.0 8.0 10.0 16.0 33.0],False,False
[5512.0],[4761.0 8847.0],[7.0],[2.0 41.0],False,False
[5513.0],[240.0 9236.0],[7.0],[9.0 38.0],True,False
[5514.0],[678.0 9062.0],[7.0],[7.0 45.0],True,False
[5515.0],[8418.0],[7.0],[9.0],False,False
[5516.0],[7125.0 8872.0],[7.0],[6.0 12.0],False,False
[5517.0],[282.0],[7.0],[39.0],False,False
[5518.0],[7965.0],[7.0],[12.0],False,False
[5519.0],[3122.0 8724.0 9488.0],[7.0],[3.0 10.0 43.0],False,False
[5520.0],[6710.0 9320.0],[7.0],[4.0 76.0],False,False
[5521.0],[2775.0 6703.0 10407.0],[7.0],[12.0 16.0 62.0],False,False
[5522.0],[6135.0 8373.0 9432.0 9957.0 9975.0 10568.0],[7.0],[2.0 3.0 8.0 13.0 38.0],False,False
[5523.0],[8719.0],[7.0],[16.0],False,False
[5524.0],[8904.0 9646.0],[7.0],[9.0 23.0],False,False
[5525.0],[6332.0 9075.0 9081.0 10762.0],[7.0],[5.0 12.0 16.0 28.0],True,False
[5526.0],[688.0 5295.0 10399.0],[7.0],[18.0 20.0 33.0],False,False
[5527.0],[9373.0 11127.0],[7.0],[5.0 7.0],False,False
[5528.0],[6814.0 9393.0],[7.0],[2.0 58.0],False,False
[5529.0],[9370.0],[7.0],[8.0],True,False
[5530.0],[9653.0],[7.0],[9.0],True,False
[5531.0],[6109.0 9104.0],[7.0],[14.0 15.0],False,False
[5532.0],[9105.0 10172.0],[7.0],[21.0 27.0],False,False
[5533.0],[8535.0 9064.0 10423.0 10730.0],[7.0],[2.0 5.0 8.0 12.0],True,False
[5534.0],[7454.0],[7.0],[14.0],True,False
[5535.0],[9080.0 9088.0 9662.0 10140.0],[7.0],[1.0 8.0 10.0 25.0],False,False
[5536.0],[479.0 9269.0 10104.0 10927.0],[7.0],[2.0 4.0 21.0 44.0],False,False
[5537.0],[7202.0 8918.0 10479.0 10755.0 11133.0],[7.0],[1.0 2.0 5.0 9.0 28.0],False,False
[5538.0],[9339.0],[7.0],[12.0],True,False
[5539.0],[4301.0 9371.0 11637.0],[7.0],[8.0 34.0],False,False
[5540.0],[6262.0 10930.0],[7.0],[5.0 45.0],True,False
[5541.0],[2299.0 9223.0],[7.0],[8.0 89.0],True,False
[5542.0],[143.0 3995.0 10697.0 11912.0],[7.0],[2.0 6.0 32.0 54.0],False,False
[5543.0],[10326.0 10838.0],[7.0],[3.0 7.0],False,False
[5544.0],[8898.0 10172.0 11657.0],[7.0],[6.0 9.0 21.0],False,False
[5545.0],[653.0 10718.0 11261.0 11543.0 11947.0],[7.0],[1.0 3.0 7.0 74.0],False,False
[5546.0],[3272.0 6279.0 6505.0],[7.0],[14.0 24.0 36.0],False,False
[5547.0],[912.0 8601.0 8904.0 11278.0],[7.0],[5.0 12.0 23.0 34.0],False,False
[5548.0],[9075.0 10502.0],[7.0],[5.0 10.0],True,False
[5549.0],[10737.0 11100.0 11279.0 12318.0],[7.0],[3.0 4.0 5.0],False,False
[5550.0],[10566.0 10788.0 10805.0 10996.0 12068.0],[7.0],[2.0 3.0 4.0 11.0],False,False
[5551.0],[268.0 9607.0 9833.0],[7.0],[5.0 34.0 43.0],False,False
[5552.0],[10167.0 10964.0],[7.0],[1.0 42.0],False,False
[5553.0],[8898.0 8929.0 9950.0 11109.0 11367.0],[7.0],[3.0 7.0 9.0 15.0 30.0],False,False
[5554.0],[1341.0 6120.0 12408.0],[7.0],[4.0 30.0 68.0],False,False
[5555.0],[2986.0],[7.0],[72.0],False,False
[5556.0],[10740.0 11580.0 11995.0 12299.0],[7.0],[1.0 2.0 4.0],False,False
[5557.0],[9833.0],[7.0],[34.0],True,False
[5558.0],[1394.0 10562.0],[7.0],[14.0 94.0],False,False
[5559.0],[8876.0 10394.0 11265.0 11564.0],[7.0],[1.0 6.0 12.0 21.0],False,False
[5560.0],[7231.0 10503.0],[7.0],[7.0 45.0],False,False
[5561.0],[8597.0 9729.0 12551.0],[7.0],[2.0 9.0 47.0],False,False
[5562.0],[6716.0 12302.0],[7.0],[1.0 27.0],False,False
[5563.0],[11126.0 11305.0],[7.0],[6.0 7.0],True,False
[5564.0],[2973.0 8854.0 12976.0],[7.0],[2.0 27.0 37.0],False,False
[5565.0],[6369.0 11689.0],[7.0],[17.0 22.0],False,False
[5566.0],[9081.0 9420.0 9956.0 10502.0],[7.0],[10.0 13.0 21.0 28.0],False,False
[5567.0],[2181.0 5788.0 12651.0 13329.0],[7.0],[1.0 2.0 28.0 53.0],False,False
[5568.0],[7907.0 10114.0 10399.0],[7.0],[8.0 15.0 20.0],False,False
[5569.0],[8017.0 9097.0 10977.0 11342.0 12724.0 13084.0 13473.0],[7.0],[1.0 2.0 10.0 11.0 13.0 14.0],False,False
[5570.0],[11254.0 11540.0 13309.0],[7.0],[5.0 9.0 28.0],False,False
[5571.0],[10429.0 11331.0 11580.0 12299.0 12671.0 13755.0],[7.0],[1.0 2.0 3.0 4.0],False,False
[5572.0],[5903.0 12045.0 12787.0],[7.0],[2.0 12.0 32.0],False,False
[5573.0],[9570.0 10800.0 13082.0 13486.0 13835.0],[7.0],[2.0 8.0],False,False
[5574.0],[5837.0 9898.0 10731.0 10743.0],[7.0],[8.0 11.0 16.0],False,False
[5575.0],[10449.0 13057.0],[7.0],[4.0 10.0],False,False
[5576.0],[11139.0 11150.0 12362.0 12720.0 13398.0 13792.0],[7.0],[1.0 2.0 14.0 51.0],False,False
[5577.0],[7099.0],[7.0],[39.0],True,False
[5578.0],[2986.0],[7.0],[72.0],False,False
[5579.0],[10400.0],[7.0],[44.0],False,False
[5580.0],[12097.0 12392.0 12790.0 12843.0 13550.0],[7.0],[4.0 5.0 7.0 8.0 9.0],False,False
[5581.0],[6258.0 10095.0],[7.0],[10.0 45.0],False,False
[5582.0],[8521.0 10940.0],[7.0],[26.0 30.0],True,False
[5583.0],[4301.0 11637.0 13071.0],[7.0],[7.0 8.0 34.0],False,False
[5584.0],[8226.0 12047.0],[7.0],[2.0 17.0],True,False
[5585.0],[11396.0 12080.0 12416.0 13951.0 14083.0 14259.0],[7.0],[1.0 3.0 5.0 7.0 13.0 15.0],False,False
[5586.0],[7863.0 12420.0],[7.0],[11.0 29.0],True,False
[5587.0],[8590.0 10769.0 12352.0 12353.0 12360.0 13066.0 14247.0],[7.0],[2.0 3.0 5.0 17.0 18.0 20.0 33.0],False,False
[5588.0],[11982.0 11985.0 12665.0 13759.0],[7.0],[1.0 2.0 3.0 6.0],False,False
[5589.0],[6117.0 12355.0 12725.0 13409.0 13811.0],[7.0],[1.0 11.0 39.0],False,False
[5590.0],[4318.0 8598.0 9884.0 11992.0],[7.0],[10.0 37.0 44.0 59.0],False,False
[5591.0],[9240.0 10701.0 12583.0],[7.0],[3.0 13.0 26.0],False,False
[5592.0],[8581.0 9654.0 12323.0],[7.0],[15.0 17.0 34.0],True,False
[5593.0],[10281.0],[7.0],[28.0],False,False
[5594.0],[3619.0 13276.0],[7.0],[18.0 60.0],False,False
[5595.0],[12703.0 13400.0 13777.0],[7.0],[4.0 9.0 43.0],False,False
[5596.0],[9861.0 13327.0 14487.0],[7.0],[6.0 7.0 61.0],False,False
[5597.0],[8904.0 10253.0 12706.0],[7.0],[1.0 9.0 23.0],False,False
[5598.0],[1341.0 12883.0 13117.0],[7.0],[1.0 2.0 68.0],True,False
[5599.0],[9861.0 13327.0],[7.0],[6.0 61.0],False,False
[5600.0],[3659.0 9354.0 13389.0 13414.0 13799.0],[7.0],[1.0 4.0 6.0 13.0 38.0],False,False
[5601.0],[5628.0 11712.0],[7.0],[31.0 46.0],False,False
[5602.0],[6777.0 9117.0 12001.0 14550.0],[7.0],[2.0 7.0 15.0 32.0],False,False
[5603.0],[12666.0 14492.0],[7.0],[9.0 43.0],False,False
[5604.0],[9091.0],[7.0],[23.0],True,False
[5605.0],[10741.0 14008.0],[7.0],[5.0 20.0],False,False
[5606.0],[10420.0 13020.0],[7.0],[22.0 24.0],False,False
[5607.0],[6931.0 8183.0 14514.0 15414.0],[7.0],[1.0 3.0 20.0 32.0],False,False
[5608.0],[5757.0 8846.0],[7.0],[22.0 36.0],False,False
[5609.0],[9833.0 12584.0],[7.0],[7.0 34.0],False,False
[5610.0],[10520.0 13466.0 14029.0 14613.0],[7.0],[2.0 5.0 7.0 16.0],True,False
[5611.0],[13855.0],[7.0],[16.0],True,False
[5612.0],[8985.0 11459.0 12195.0 12842.0 15173.0],[7.0],[5.0 9.0 10.0 14.0 18.0],True,False
[5613.0],[9105.0 15062.0],[7.0],[11.0 27.0],False,False
[5614.0],[10166.0 13435.0 13778.0 14028.0 15788.0],[7.0],[8.0 16.0 19.0 25.0 27.0],False,False
[5615.0],[6888.0 11920.0 14427.0 14831.0 15336.0],[7.0],[1.0 3.0 10.0 22.0 39.0],False,False
[5616.0],[10722.0 14881.0],[7.0],[6.0 25.0],False,False
[5617.0],[8408.0 14412.0],[7.0],[6.0 42.0],False,False
[5618.0],[10700.0 14415.0],[7.0],[10.0 28.0],False,False
[5619.0],[11722.0 12453.0 14290.0 16205.0],[7.0],[3.0 6.0 7.0 43.0],True,False
[5620.0],[8937.0 15031.0],[7.0],[4.0 44.0],False,False
[5621.0],[794.0],[7.0],[73.0],False,False
[5622.0],[9829.0 13257.0],[7.0],[18.0 30.0],False,False
[5623.0],[14439.0],[7.0],[7.0],True,True
[5624.0],[8488.0 11268.0 14184.0],[7.0],[2.0 18.0 55.0],False,False
[5625.0],[11092.0],[7.0],[17.0],True,False
[5626.0],[13084.0 15884.0],[7.0],[8.0 10.0],False,False
[5627.0],[7709.0 11650.0 16208.0],[7.0],[3.0 10.0 40.0],False,False
[5628.0],[14198.0 14484.0 16125.0 16542.0],[7.0],[2.0 4.0 5.0 39.0],False,False
[5629.0],[13349.0 13381.0 15422.0 15748.0 16133.0 16948.0],[7.0],[1.0 2.0 4.0 6.0],False,False
[5630.0],[10963.0 12030.0 14544.0 15007.0 15776.0],[7.0],[2.0 3.0 9.0 21.0],False,False
[5631.0],[9186.0 15090.0 15104.0 15160.0 15560.0 16731.0],[7.0],[1.0 2.0 4.0 7.0 19.0],False,False
[5632.0],[4455.0 16481.0 17237.0],[7.0],[1.0 40.0],True,False
[5633.0],[6931.0 14491.0 15414.0 16567.0 16584.0 17293.0],[7.0],[1.0 2.0 3.0 4.0 32.0],False,False
[5634.0],[9348.0 10150.0 11986.0 14568.0 15456.0 15803.0],[7.0],[5.0 7.0 11.0 12.0 15.0 34.0],False,False
[5635.0],[11017.0 14684.0 15554.0],[7.0],[3.0 4.0 19.0],True,False
[5636.0],[10963.0],[7.0],[21.0],True,False
[5637.0],[11880.0 13107.0 13187.0 14623.0 15173.0],[7.0],[5.0 6.0 8.0 10.0],False,False
[5638.0],[14906.0],[7.0],[8.0],True,False
[5639.0],[11563.0],[7.0],[16.0],True,False
[5640.0],[7644.0],[7.0],[32.0],False,False
[5641.0],[12998.0 14198.0 15730.0 16566.0 16943.0],[7.0],[2.0 3.0 6.0 7.0 39.0],True,False
[5642.0],[15090.0 15113.0 15166.0 15541.0 15560.0 17882.0],[7.0],[2.0 3.0 4.0 7.0],False,False
[5643.0],[14847.0 17235.0],[7.0],[2.0 9.0],False,False
[5644.0],[14558.0 16197.0],[7.0],[5.0 10.0],False,False
[5645.0],[10356.0 13701.0 16039.0],[7.0],[5.0 33.0 42.0],False,False
[5646.0],[14834.0],[7.0],[39.0],True,False
[5647.0],[7099.0],[7.0],[39.0],True,False
[5648.0],[14965.0 16131.0 16147.0 16567.0 17287.0],[7.0],[1.0 2.0 18.0],False,False
[5649.0],[12777.0 15859.0],[7.0],[8.0 15.0],False,False
[5650.0],[14518.0 14566.0 17319.0],[7.0],[2.0 7.0 37.0],False,False
[5651.0],[11367.0 15821.0],[7.0],[25.0 30.0],False,False
[5652.0],[14469.0 15423.0 17699.0],[7.0],[6.0 9.0 14.0],False,False
[5653.0],[9472.0],[7.0],[29.0],True,False
[5654.0],[416.0 458.0 12589.0],[7.0],[42.0 57.0 79.0],True,False
[5655.0],[5795.0],[7.0],[39.0],True,False
[5656.0],[16118.0 16932.0],[7.0],[4.0 14.0],False,False
[5657.0],[13361.0 16131.0 17287.0],[7.0],[2.0 9.0 18.0],False,False
[5658.0],[7703.0 15423.0 15774.0 16184.0 17699.0],[7.0],[2.0 6.0 9.0 16.0 54.0],False,False
[5659.0],[14207.0 16131.0 16147.0 17700.0],[7.0],[1.0 2.0 8.0 18.0],False,False
[5660.0],[13042.0 14988.0 17757.0],[7.0],[4.0 7.0 20.0],False,False
[5661.0],[16198.0],[7.0],[18.0],False,False
[5662.0],[7703.0 18185.0],[7.0],[2.0 54.0],False,False
[5663.0],[8937.0],[7.0],[44.0],True,False
[5664.0],[13205.0 14332.0 17079.0 17877.0],[7.0],[4.0 7.0 8.0 12.0],True,False
[5665.0],[16270.0 16282.0 17070.0 17459.0],[7.0],[6.0 7.0 9.0],True,False
[5666.0],[16507.0],[7.0],[9.0],True,False
[5667.0],[11160.0 12757.0 13084.0 15884.0],[7.0],[8.0 10.0 11.0 35.0],False,False
[5668.0],[15678.0 17208.0 18058.0 18733.0 19219.0],[7.0],[2.0 3.0 5.0 6.0 16.0],False,False
[5669.0],[17323.0],[7.0],[8.0],True,False
[5670.0],[13068.0 16596.0 18267.0],[7.0],[6.0 15.0],True,False
[5671.0],[12285.0],[7.0],[16.0],True,False
[5672.0],[17733.0],[7.0],[7.0],True,True
[5673.0],[17838.0 18941.0],[7.0],[3.0 8.0],True,False
[5674.0],[13042.0 17757.0],[7.0],[7.0 20.0],False,False
[5675.0],[11949.0 17267.0],[7.0],[7.0 13.0],True,False
[5676.0],[10700.0 12225.0 14415.0 19223.0],[7.0],[1.0 10.0 28.0],False,False
[5677.0],[16590.0 17769.0 18516.0],[7.0],[3.0 11.0 29.0],True,False
[5678.0],[11099.0 14191.0 14196.0],[7.0],[20.0 28.0 34.0],False,False
[5679.0],[13811.0 17747.0 17820.0],[7.0],[11.0 15.0],False,False
[5680.0],[16601.0 16968.0 19319.0],[7.0],[7.0 12.0 18.0],False,False
[5681.0],[10167.0 16129.0 18886.0 19640.0],[7.0],[1.0 10.0 42.0],False,False
[5682.0],[15811.0 15815.0 16599.0 19367.0 19647.0],[7.0],[5.0 8.0 9.0 14.0],False,False
[5683.0],[16261.0 17457.0 19071.0 20325.0],[7.0],[4.0 5.0 10.0 16.0],False,False
[5684.0],[16062.0 18770.0 18774.0],[7.0],[1.0 6.0 17.0],False,False
[5685.0],[12668.0 16119.0 17722.0 18497.0],[7.0],[2.0 4.0 9.0 14.0],False,False
[5686.0],[16165.0 17432.0 19364.0 19953.0 20759.0],[7.0],[3.0 4.0 7.0 9.0 10.0],True,False
[5687.0],[14443.0 19256.0 19569.0 19848.0 20156.0 20625.0 20987.0],[7.0],[2.0 3.0 13.0 30.0],True,False
[5688.0],[13326.0],[7.0],[21.0],True,False
[5689.0],[18814.0],[7.0],[7.0],True,True
[5690.0],[16997.0],[7.0],[15.0],True,False
[5691.0],[16163.0 20726.0],[7.0],[1.0 11.0],True,False
[5692.0],[5795.0 10124.0 10395.0 21021.0],[7.0],[5.0 24.0 37.0 39.0],False,False
[5693.0],[18960.0],[7.0],[7.0],True,True
[5694.0],[14525.0 18877.0 20224.0],[7.0],[3.0 8.0 12.0],False,False
[5695.0],[14978.0 18872.0],[7.0],[5.0 9.0],True,False
[5696.0],[16027.0 18064.0 20122.0],[7.0],[8.0 11.0 37.0],False,False
[5697.0],[12768.0 18934.0],[7.0],[2.0 23.0],False,False
[5698.0],[541.0 2980.0],[7.0],[86.0 99.0],False,False
[5699.0],[12668.0 16119.0 17722.0 19619.0],[7.0],[4.0 7.0 9.0 14.0],False,False
[5700.0],[14608.0 15159.0 15515.0 15821.0 20757.0],[7.0],[5.0 7.0 11.0 12.0 25.0],True,False
[5701.0],[7396.0 20609.0],[7.0],[10.0 42.0],True,False
[5702.0],[15881.0 17460.0 18283.0 18386.0 19696.0],[7.0],[2.0 6.0 14.0 17.0],False,False
[5703.0],[3840.0 14939.0 16116.0 20201.0 20202.0 20678.0],[7.0],[1.0 2.0 3.0 9.0 17.0 80.0],False,False
[5704.0],[19980.0 20807.0],[7.0],[3.0 8.0],True,False
[5705.0],[16966.0 20314.0 20711.0 22297.0],[7.0],[2.0 3.0 4.0 13.0],False,False
[5706.0],[8171.0 17670.0 20662.0 21839.0],[7.0],[1.0 6.0 24.0 64.0],False,False
[5707.0],[14965.0 19412.0 19624.0],[7.0],[8.0 10.0 18.0],False,False
[5708.0],[20097.0 20107.0],[7.0],[5.0 12.0],False,False
[5709.0],[19628.0 21491.0 22617.0],[7.0],[2.0 3.0 14.0],True,False
