ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
2.0,24,6955.0,290.95,228.29,19.97,282.838,225.75143,15.213984,24.0,1.0,18.0,252.81,23900.0,99.0,47.0,9.740049786174373,,
9.0,84,28364.0,344.25,413.91,56.88,339.5837,393.38483,53.52588,84.0,1.0,62.0,49.689,7264.0,99.0,37.0,21.314480528347385,,
9.0,87,39425.0,344.38,416.45,56.43000000000001,353.718,409.35474,63.048595,87.0,1.0,80.0,36.393,3422.0,99.0,10.0,13.46650504925555,,
9.0,88,39425.0,343.94,415.76,56.95,353.28613,409.39432,62.902565,88.0,1.0,80.0,43.674,4060.0,99.0,10.0,12.779086740394453,,
9.0,89,39425.0,344.42,415.2,57.39,353.66357,409.18945,62.859978,89.0,1.0,80.0,43.243,7840.0,99.0,10.0,12.308166271540337,,
9.0,90,39425.0,344.06,415.29,56.8,353.09363,409.17886,62.660095,90.0,1.0,80.0,51.365,4508.0,99.0,10.0,12.381163777510002,,
9.0,91,39425.0,344.37,414.5,57.19,353.80075,409.5494,61.864307,91.0,1.0,80.0,52.076,2214.0,99.0,10.0,11.631708036773828,,
9.0,92,28364.0,344.67,414.42,57.11,341.3494,396.96057,55.14852,92.0,1.0,62.0,53.168,1650.0,99.0,37.0,17.8803099546764,,
9.0,93,28364.0,344.42,414.62,56.97,341.12558,397.23584,53.88926,93.0,1.0,62.0,55.061,1500.0,99.0,37.0,17.959765616221173,,
9.0,94,28364.0,344.82,414.79,57.33,341.53104,397.8875,54.838284,94.0,1.0,62.0,56.75,1852.0,99.0,37.0,17.398862398336764,,
9.0,95,28364.0,343.84,416.89,57.150000000000006,340.70508,397.85605,54.874165,95.0,1.0,62.0,59.901,266.8,99.0,37.0,19.42417053457174,,
9.0,96,28364.0,344.76,416.59,56.89,341.9984,397.9981,53.512287,96.0,1.0,62.0,76.989,114.25,99.0,37.0,19.096966389465297,,
9.0,97,32590.0,343.97,417.09,57.1,355.2804,431.05826,63.750725,97.0,1.0,69.0,86.571,8990.0,99.0,30.0,19.16427871361783,,
9.0,98,32590.0,344.37,416.21,57.48,355.88513,428.91333,64.565475,98.0,1.0,69.0,100.77,1962.0,99.0,30.0,18.55200172438071,,
9.0,99,28364.0,344.76,417.12,57.59,341.69925,398.6137,55.13618,99.0,1.0,62.0,116.14,203.4,99.0,37.0,18.917519997211585,,
11.0,32,550.0,354.56,469.33,65.04,357.53732,471.75192,66.719444,32.0,1.0,1.0,223.27,12630.0,99.0,44.0,4.189351145217608,,
11.0,33,535.0,354.55,469.07,64.88,350.8628,485.70148,61.858307,33.0,1.0,1.0,214.49,21700.0,99.0,99.0,17.301219593330682,,
11.0,34,535.0,354.79,468.26,64.83,351.21545,485.49335,61.543037,34.0,1.0,1.0,240.52,16380.0,99.0,99.0,17.90446552367231,,
11.0,35,535.0,354.52,468.49,64.87,351.48615,486.3512,61.82228,35.0,1.0,1.0,277.84,8270.0,99.0,99.0,18.37158970968217,,
11.0,36,535.0,354.09,468.1,64.31,351.20273,485.7062,61.954987,36.0,1.0,1.0,278.59,4504.0,99.0,99.0,17.996129937380122,,
11.0,37,535.0,353.93,467.7,64.51,351.4884,485.63437,62.18274,37.0,1.0,1.0,231.09,5560.0,99.0,99.0,18.24881302892054,,
11.0,39,15159.0,353.76,466.57,63.67,358.37668,471.8764,65.120735,39.0,1.0,38.0,267.76,966.5,99.0,19.0,7.181660478094549,,
13.0,70,7007.0,373.59,357.39,76.464,373.17603,371.3725,76.297516,70.0,1.0,18.0,300.46,23000.0,99.0,82.0,13.989617376224285,,
13.0,71,7007.0,373.11,357.75,75.522,372.54495,371.80045,75.46301,71.0,1.0,18.0,304.48,25070.0,99.0,82.0,14.061931109385382,,
16.0,67,1196.0,485.93,231.75,137.716,483.78677,231.26237,141.41345,67.0,1.0,1.0,66.043,1343.0,99.0,99.0,4.301436312709988,,
16.0,69,1196.0,486.11,231.74,136.858,483.3131,232.02286,140.99962,69.0,1.0,1.0,38.59,16.28,99.0,99.0,5.005564465072832,,
16.0,70,1196.0,486.14,231.79,137.737,483.17645,231.04156,139.71689,70.0,1.0,1.0,54.934,625.0,99.0,99.0,3.641806618726483,,
16.0,71,1196.0,485.55,232.58,137.263,483.28897,231.7624,140.5507,71.0,1.0,1.0,56.214,1155.0,99.0,99.0,4.073045262564611,,
16.0,72,1196.0,485.89,232.22,136.757,482.92688,231.73007,138.97202,72.0,1.0,1.0,52.728,606.0,99.0,99.0,3.731812580998666,,
16.0,73,1196.0,486.89,232.84,136.186,483.19208,232.86302,140.75757,73.0,1.0,1.0,50.159,61.56,99.0,99.0,5.879999533307796,,
16.0,77,1196.0,487.24,233.27,136.19299999999998,484.67368,233.48972,139.89977,77.0,1.0,1.0,42.664,916.0,99.0,99.0,4.513803169578857,,
17.0,54,15250.0,477.49,639.6,142.864,479.6952,642.1825,144.32542,54.0,1.0,38.0,357.0,39580.0,99.0,10.0,3.697020652687766,,
17.0,55,3331.0,477.4,639.44,142.799,477.31607,627.6647,143.39212,55.0,1.0,7.0,360.62,inf,99.0,93.0,11.79052694620984,,
17.0,56,3331.0,477.18,639.2,143.314,477.70993,627.38184,144.03867,56.0,1.0,7.0,396.74,inf,99.0,93.0,11.85220984455645,,
17.0,57,3331.0,477.4,639.09,143.339,477.5065,627.3328,143.80916,57.0,1.0,7.0,412.96,inf,99.0,93.0,11.767078843774282,,
17.0,58,3331.0,477.34,639.4,143.303,477.4468,627.42883,143.78714,58.0,1.0,7.0,433.7,inf,99.0,93.0,11.981431840498058,,
17.0,59,3331.0,477.27,639.21,142.927,478.03708,627.34393,143.8845,59.0,1.0,7.0,392.83,inf,99.0,93.0,11.929326687676086,,
17.0,60,3331.0,477.47,639.08,142.939,478.1471,626.89954,144.87308,60.0,1.0,7.0,421.26,inf,99.0,93.0,12.35162886699568,,
17.0,61,3331.0,477.76,638.84,143.082,478.9145,626.7056,144.4682,61.0,1.0,7.0,449.26,inf,99.0,93.0,12.267766057844462,,
17.0,62,3331.0,477.46,638.94,143.28300000000002,478.57788,626.85095,143.97134,62.0,1.0,7.0,479.41,inf,99.0,93.0,12.160123254001212,,
17.0,63,3331.0,476.6,638.71,142.995,478.03836,626.27686,143.7236,63.0,1.0,7.0,507.06,inf,99.0,93.0,12.537252797531025,,
17.0,64,3331.0,477.27,638.36,143.439,478.09,626.2385,144.33366,64.0,1.0,7.0,469.06,inf,99.0,93.0,12.18210075338401,,
17.0,65,3331.0,477.39,638.83,143.608,478.4222,626.3602,144.4142,65.0,1.0,7.0,406.95,inf,99.0,93.0,12.538393330885816,,
17.0,66,3331.0,477.18,638.47,143.494,478.56055,626.18134,144.8356,66.0,1.0,7.0,410.34,inf,99.0,93.0,12.438527784995342,,
17.0,67,3331.0,477.05,638.06,143.528,478.45334,625.58105,144.5757,67.0,1.0,7.0,396.13,inf,99.0,93.0,12.601239286201125,,
17.0,68,3331.0,477.11,638.27,143.382,479.0033,625.52277,145.02722,68.0,1.0,7.0,458.07,inf,99.0,93.0,12.99165910926309,,
17.0,70,32849.0,477.53,637.34,143.93,481.17355,638.85394,146.09998,70.0,1.0,69.0,512.42,inf,99.0,11.0,4.50291951143919,,
17.0,71,3331.0,476.94,637.35,143.649,478.71942,624.5384,144.74167,71.0,1.0,7.0,553.47,inf,99.0,93.0,12.980653212581409,,
17.0,72,3331.0,477.21,637.45,144.12,479.39774,624.7992,145.16396,72.0,1.0,7.0,539.36,inf,99.0,93.0,12.88094714798567,,
17.0,73,3331.0,477.74,637.08,143.526,480.08298,624.046,145.40317,73.0,1.0,7.0,556.52,inf,99.0,93.0,13.3752935851629,,
17.0,74,3331.0,477.21,637.33,143.761,480.0723,624.43787,145.59473,74.0,1.0,7.0,487.24,inf,99.0,93.0,13.332754514345552,,
17.0,75,3331.0,477.28,637.15,143.372,480.1535,624.3668,145.699,75.0,1.0,7.0,494.64,inf,99.0,93.0,13.307221103220586,,
17.0,76,3331.0,477.66,637.32,143.629,480.45486,624.30853,145.1865,76.0,1.0,7.0,518.06,inf,99.0,93.0,13.399082066712657,,
17.0,77,3331.0,478.25,636.79,143.827,480.9454,624.21313,145.53099,77.0,1.0,7.0,598.49,inf,99.0,93.0,12.97483803663844,,
17.0,78,3331.0,478.03,636.63,143.573,480.99463,623.79614,145.49387,78.0,1.0,7.0,637.58,inf,99.0,93.0,13.311150780206754,,
17.0,79,3331.0,478.52,635.12,144.317,481.53226,622.8766,145.65953,79.0,1.0,7.0,725.53,inf,99.0,93.0,12.679784724848403,,
17.0,80,3331.0,478.44,635.66,144.547,481.61252,623.30896,145.72101,80.0,1.0,7.0,674.36,inf,99.0,93.0,12.805911592389682,,
17.0,81,3331.0,478.37,635.3,144.832,482.50208,622.96747,145.45764,81.0,1.0,7.0,612.79,inf,99.0,93.0,13.021398033118311,,
17.0,82,40351.0,478.69,635.1,144.753,489.39383,639.7328,151.8515,82.0,1.0,81.0,688.39,41340.0,99.0,13.0,13.653699672942109,,
17.0,83,3331.0,478.39,634.66,144.179,483.97968,622.2351,147.65741,83.0,1.0,7.0,558.51,44930.0,99.0,93.0,14.061365461451436,,
17.0,84,33431.0,478.58,634.5,144.687,485.63483,634.79846,132.90274,84.0,1.0,70.0,553.74,1117.0,99.0,10.0,13.737848756195453,,
17.0,85,40351.0,478.89,634.02,145.153,488.77563,639.65424,152.48143,85.0,1.0,81.0,548.74,46080.0,99.0,13.0,13.53426123360265,,
17.0,86,40351.0,478.54,634.07,144.54,488.28195,639.81244,152.29897,86.0,1.0,81.0,578.16,47800.0,99.0,13.0,13.714329091027365,,
17.0,87,40351.0,479.15,633.83,144.715,488.41107,640.0313,151.84697,87.0,1.0,81.0,644.28,60350.0,99.0,13.0,13.232102452588537,,
17.0,88,3331.0,479.68,633.55,145.155,484.7849,621.7711,147.8546,88.0,1.0,7.0,736.97,46370.0,99.0,93.0,13.118320371907286,,
17.0,89,40351.0,479.44,633.53,145.417,488.20593,639.9564,151.14108,89.0,1.0,81.0,539.94,58200.0,99.0,13.0,12.28434929376811,,
17.0,90,40351.0,479.65,633.08,144.755,487.9853,639.3252,151.14513,90.0,1.0,81.0,602.81,52670.0,99.0,13.0,12.219390760054273,,
17.0,91,40351.0,479.95,632.9,144.943,487.93784,639.26074,151.5719,91.0,1.0,81.0,479.5,57400.0,99.0,13.0,12.17402630287946,,
17.0,92,40351.0,479.05,633.7,144.965,487.472,639.565,150.93977,92.0,1.0,81.0,503.32,61150.0,99.0,13.0,11.875444646534278,,
17.0,93,40351.0,478.84,633.36,144.869,487.13477,639.43835,150.09378,93.0,1.0,81.0,528.52,45920.0,99.0,13.0,11.534638014424232,,
17.0,94,3331.0,478.0,633.33,143.97,484.75342,621.17456,148.2392,94.0,1.0,7.0,504.42,inf,99.0,93.0,14.546115355310508,,
17.0,95,3331.0,478.34,633.65,144.483,484.65137,621.8674,148.03447,95.0,1.0,7.0,528.37,inf,99.0,93.0,13.830256440059244,,
17.0,96,3331.0,479.01,633.14,145.041,485.55725,621.2169,148.83614,96.0,1.0,7.0,503.48,inf,99.0,93.0,14.12196458684484,,
17.0,97,3331.0,479.17,633.14,145.32,485.41132,621.1132,148.01195,97.0,1.0,7.0,472.59,60350.0,99.0,93.0,13.81465122197804,,
17.0,98,3331.0,480.04,632.55,145.559,485.89505,620.8475,148.18217,98.0,1.0,7.0,540.54,inf,99.0,93.0,13.345828471900866,,
17.0,99,3331.0,480.07,632.62,145.277,485.80194,621.0641,148.17458,99.0,1.0,7.0,566.93,61020.0,99.0,93.0,13.220814302833205,,
20.0,1,1155.0,486.74,135.36,141.636,474.22208,145.8387,137.92636,1.0,1.0,1.0,65.43,10510.0,99.0,22.0,16.74105443949095,,
20.0,2,1155.0,485.77,135.12,141.828,474.87512,145.10567,138.57162,2.0,1.0,1.0,64.43,22820.0,99.0,22.0,15.133275463946992,,
20.0,4,1155.0,486.9,134.9,142.67000000000002,475.44742,145.36443,138.0241,4.0,1.0,1.0,72.447,7156.0,99.0,22.0,16.19414309839514,,
20.0,9,1155.0,486.8,135.81,142.326,475.01212,147.04211,137.45663,9.0,1.0,1.0,74.199,11330.0,99.0,22.0,16.99485728517309,,
20.0,12,1274.0,487.05,135.14,142.306,495.64462,148.44351,146.86813,12.0,1.0,1.0,51.075,36200.0,99.0,20.0,16.482229867387478,,
20.0,17,1155.0,486.4,135.33,142.907,474.90356,146.09607,136.81133,17.0,1.0,1.0,67.76,5172.0,99.0,22.0,16.888859898388603,,
20.0,34,2131.0,487.91,136.65,142.737,489.57828,136.39305,146.18813,34.0,1.0,3.0,90.907,2390.0,99.0,28.0,3.841806832442255,,
20.0,35,10142.0,488.47,136.82,142.679,499.44553,131.64642,152.57417,35.0,1.0,26.0,65.273,2492.0,99.0,25.0,15.657029671243516,,
20.0,36,10142.0,487.48,136.59,142.933,499.59335,131.6536,153.15814,36.0,1.0,26.0,79.484,3268.0,99.0,25.0,16.602854610039184,,
20.0,37,10142.0,487.83,136.67,141.928,499.74512,131.73845,152.54535,37.0,1.0,26.0,56.397,8340.0,99.0,25.0,16.703843600782434,,
20.0,38,10142.0,487.72,137.08,143.858,499.6216,131.89078,152.70096,38.0,1.0,26.0,60.506,9980.0,99.0,25.0,15.709042883956984,,
20.0,39,15357.0,487.75,137.43,144.178,477.0967,145.62398,137.69801,39.0,1.0,38.0,55.221,1301.0,99.0,8.0,14.920602519017104,,
20.0,40,10142.0,487.42,137.62,144.525,499.32092,132.2901,152.45421,40.0,1.0,26.0,70.395,3180.0,99.0,25.0,15.261458058799608,,
20.0,84,29882.0,491.95,133.14,144.505,482.44705,158.21886,138.29323,84.0,1.0,64.0,50.111,18910.0,99.0,30.0,27.528918688081465,,
20.0,92,43957.0,493.92,132.89,146.189,511.3848,142.20483,158.2264,92.0,1.0,90.0,45.673,2046.0,99.0,8.0,23.166447628605027,,
20.0,94,43957.0,493.2,132.75,145.631,510.98303,142.07443,157.56815,94.0,1.0,90.0,36.473,2842.0,99.0,8.0,23.35972390522414,,
20.0,95,43957.0,493.62,133.43,144.425,510.06976,141.54018,156.1341,95.0,1.0,90.0,34.599,2832.0,99.0,8.0,21.75942661239028,,
20.0,96,43957.0,494.3,133.39,144.99,511.6891,141.69946,156.72629,96.0,1.0,90.0,32.823,2856.0,99.0,8.0,22.56476074027153,,
20.0,97,43957.0,493.47,132.74,143.452,510.92264,141.18922,156.104,97.0,1.0,90.0,29.155,1195.0,99.0,8.0,23.152906201554902,,
20.0,98,43957.0,493.82,132.65,143.14,511.623,141.78334,157.30733,98.0,1.0,90.0,10.845,517.5,99.0,8.0,24.51689107298273,,
20.0,99,29882.0,494.17,132.57,142.828,482.8327,159.09601,137.8884,99.0,1.0,64.0,32.976,258.5,99.0,30.0,29.267101427543203,,
22.0,86,41680.0,390.06,496.84,83.829,400.95227,500.72797,94.86128,86.0,1.0,85.0,37.834,1814.0,99.0,15.0,15.983399465451658,,
22.0,87,41680.0,390.4,497.62,83.398,401.23016,500.07864,95.82413,87.0,1.0,85.0,26.102,1819.0,99.0,15.0,16.66571279760037,,
22.0,88,41680.0,389.2,498.19,83.833,400.86588,500.2208,94.90725,88.0,1.0,85.0,13.391,2994.0,99.0,15.0,16.212831889491127,,
22.0,89,41680.0,388.01,498.76,84.269,401.2512,500.084,94.89513,89.0,1.0,85.0,32.175,6410.0,99.0,15.0,17.029298054144792,,
22.0,90,41680.0,388.54,498.64,84.372,400.76538,499.61392,95.1269,90.0,1.0,85.0,25.982,4670.0,99.0,15.0,16.311845705523318,,
22.0,91,11518.0,387.0,497.61,84.334,391.16763,481.4255,88.06892,91.0,1.0,30.0,27.191,2630.0,99.0,64.0,17.124742552029804,,
22.0,92,41680.0,387.54,498.72,83.832,400.50323,499.41803,95.05825,92.0,1.0,85.0,44.965,7010.0,99.0,15.0,17.162787272943135,,
22.0,93,11518.0,387.26,497.94,83.899,391.23746,482.0533,87.64133,93.0,1.0,30.0,27.354,12710.0,99.0,64.0,16.799180300553378,,
22.0,94,11518.0,385.84,498.08,85.224,391.20096,482.61734,88.183365,94.0,1.0,30.0,46.166,13704.0,99.0,64.0,16.631042889741593,,
22.0,95,11518.0,386.09,498.22,84.674,390.62167,482.22586,88.27403,95.0,1.0,30.0,46.548,9430.0,99.0,64.0,17.009078850114154,,
22.0,96,11518.0,385.3,498.53,84.266,391.0349,481.76617,88.03657,96.0,1.0,30.0,53.19,3432.0,99.0,64.0,18.114421669040368,,
22.0,97,41680.0,385.2,499.54,83.747,400.21194,499.49335,94.54228,97.0,1.0,85.0,74.777,19950.0,99.0,15.0,18.49049996794303,,
22.0,98,41680.0,385.57,498.79,84.015,400.37997,499.1831,94.22605,98.0,1.0,85.0,88.591,16980.0,99.0,15.0,17.99320096907164,,
22.0,99,41680.0,385.31,498.96,83.851,400.8376,499.2948,94.4747,99.0,1.0,85.0,93.44,14910.0,99.0,15.0,18.8170522263717,,
27.0,49,1253.0,482.43,644.25,139.209,481.61008,646.21576,143.17215,49.0,1.0,1.0,186.86,381.5,99.0,49.0,4.499226500911028,,
27.0,50,1217.0,483.07,644.69,142.709,476.17963,638.4715,142.98817,50.0,1.0,1.0,214.31,36380.0,99.0,53.0,9.285735128453808,,
27.0,51,1217.0,482.74,644.56,145.076,475.49615,638.55615,141.52429,51.0,1.0,1.0,213.46,24740.0,99.0,53.0,10.056551176675796,,
27.0,52,1217.0,482.28,643.89,143.468,477.49353,640.28906,142.53468,52.0,1.0,1.0,192.93,50720.0,99.0,53.0,6.062025252908451,,
27.0,55,4362.0,481.22,642.44,143.798,490.12796,639.65857,150.51595,55.0,1.0,10.0,266.0,inf,99.0,46.0,11.498650199436414,,
27.0,56,24600.0,481.8,642.33,144.661,490.99933,639.6761,139.35423,56.0,1.0,56.0,261.86,10.86,99.0,8.0,10.946810745226196,,
27.0,57,1320.0,480.81,641.97,144.134,491.3836,641.3136,152.39061,57.0,1.0,1.0,352.4,inf,99.0,80.0,13.43143650590286,,
27.0,58,1320.0,480.95,642.46,144.568,491.04025,641.80585,151.93777,58.0,1.0,1.0,383.82,inf,99.0,80.0,12.512176754581931,,
27.0,59,1320.0,480.85,642.9,144.143,490.99442,641.95026,151.23553,59.0,1.0,1.0,333.28,inf,99.0,80.0,12.41431613118095,,
27.0,60,1320.0,480.59,642.5,144.202,490.85544,641.49927,151.3498,60.0,1.0,1.0,404.09,inf,99.0,80.0,12.548775389116663,,
27.0,61,1320.0,480.58,642.38,143.881,490.85992,641.89874,151.4699,61.0,1.0,1.0,379.78,inf,99.0,80.0,12.786702843344724,,
27.0,62,1320.0,480.29,642.86,144.2,490.35724,642.2663,151.33337,62.0,1.0,1.0,393.76,inf,99.0,80.0,12.352601688085777,,
27.0,63,23429.0,478.99,641.88,143.578,486.6676,648.3262,137.04207,63.0,1.0,54.0,433.38,118.3,99.0,8.0,11.967347958712471,,
27.0,64,29968.0,480.21,642.05,144.552,489.14212,639.8821,150.5475,64.0,1.0,64.0,423.13,inf,99.0,11.0,10.973995551047024,,
27.0,65,29968.0,480.4,642.63,144.966,489.19553,639.6368,150.82022,65.0,1.0,64.0,352.86,65150.0,99.0,11.0,10.981461015242951,,
27.0,66,29968.0,481.16,642.86,145.662,488.18817,640.2589,150.35228,66.0,1.0,64.0,442.58,64830.0,99.0,11.0,8.840793020838104,,
27.0,67,29968.0,480.87,642.47,145.538,488.67172,639.2723,150.90703,67.0,1.0,64.0,415.34,64540.0,99.0,11.0,9.995929340951744,,
27.0,68,29968.0,481.78,642.32,145.737,488.92947,639.363,150.79413,68.0,1.0,64.0,405.8,inf,99.0,11.0,9.243015423431906,,
27.0,69,32849.0,481.83,640.38,146.171,475.2983,636.60645,141.90358,69.0,1.0,69.0,376.08,inf,99.0,11.0,8.666813598370505,,
27.0,71,29968.0,481.66,639.91,146.012,489.02106,638.5819,150.94493,71.0,1.0,64.0,444.15,inf,99.0,11.0,8.96006988357229,,
27.0,72,29968.0,482.17,640.74,146.46,489.36398,638.68506,150.06017,72.0,1.0,64.0,428.56,inf,99.0,11.0,8.302851960194163,,
27.0,73,29968.0,482.2,639.91,145.499,489.53793,638.5171,149.91824,73.0,1.0,64.0,388.17,inf,99.0,11.0,8.678425506536326,,
27.0,74,29968.0,481.88,640.26,145.743,489.80927,639.07214,150.61214,74.0,1.0,64.0,404.54,49100.0,99.0,11.0,9.38045086614181,,
27.0,75,1320.0,481.58,639.37,145.438,488.97263,646.1429,150.42892,75.0,1.0,1.0,415.13,46720.0,99.0,80.0,11.199662279430608,,
27.0,76,1320.0,482.05,639.99,145.877,488.79507,646.5528,151.0381,76.0,1.0,1.0,411.21,42020.0,99.0,80.0,10.73327845324532,,
27.0,77,3331.0,479.61,637.74,144.275,480.9454,624.21313,145.53099,77.0,1.0,7.0,453.65,inf,99.0,93.0,13.65053171261108,,
27.0,78,1320.0,480.08,639.06,144.394,488.7409,646.28503,150.45448,78.0,1.0,1.0,427.23,44130.0,99.0,80.0,12.803970678711394,,
27.0,79,1320.0,481.41,639.44,145.181,489.111,645.57654,150.10359,79.0,1.0,1.0,386.83,47650.0,99.0,80.0,11.008833565809727,,
27.0,80,1320.0,481.79,640.38,145.71699999999998,488.7334,644.8712,150.37677,80.0,1.0,1.0,483.1,29140.0,99.0,80.0,9.491845840135651,,
27.0,81,40351.0,481.97,640.59,146.406,490.0024,639.1922,150.78557,81.0,1.0,81.0,625.96,42800.0,99.0,13.0,9.25494073373245,,
27.0,82,40351.0,482.66,640.55,146.93,489.39383,639.7328,151.8515,82.0,1.0,81.0,576.81,41340.0,99.0,13.0,8.38053963411063,,
27.0,83,40351.0,482.25,640.25,146.855,489.35443,639.2924,151.89185,83.0,1.0,81.0,504.58,48300.0,99.0,13.0,8.761265964882003,,
27.0,84,40351.0,482.46,641.18,146.464,489.2402,639.53094,152.04968,84.0,1.0,81.0,429.72,25600.0,99.0,13.0,8.93813917915806,,
27.0,85,40351.0,483.05,640.71,147.563,488.77563,639.65424,152.48143,85.0,1.0,81.0,406.87,46080.0,99.0,13.0,7.621576066628201,,
27.0,86,40351.0,482.44,640.64,146.859,488.28195,639.81244,152.29897,86.0,1.0,81.0,438.99,47800.0,99.0,13.0,8.025366593308977,,
27.0,87,40351.0,482.17,641.16,146.528,488.41107,640.0313,151.84697,87.0,1.0,81.0,525.0,60350.0,99.0,13.0,8.277460981230886,,
27.0,88,40351.0,482.14,640.84,146.851,488.7697,639.7394,152.43646,88.0,1.0,81.0,609.0,62600.0,99.0,13.0,8.738512794612152,,
27.0,89,40351.0,481.99,640.94,146.999,488.20593,639.9564,151.14108,89.0,1.0,81.0,672.61,58200.0,99.0,13.0,7.534061418073267,,
27.0,90,40351.0,482.22,640.35,146.46,487.9853,639.3252,151.14513,90.0,1.0,81.0,558.47,52670.0,99.0,13.0,7.499289449467834,,
27.0,91,40351.0,482.86,640.32,146.881,487.93784,639.26074,151.5719,91.0,1.0,81.0,577.63,57400.0,99.0,13.0,6.993642371697296,,
27.0,92,40351.0,482.22,640.71,146.505,487.472,639.565,150.93977,92.0,1.0,81.0,684.71,61150.0,99.0,13.0,6.968623533589657,,
27.0,93,40351.0,482.03,640.33,146.499,487.13477,639.43835,150.09378,93.0,1.0,81.0,654.08,45920.0,99.0,13.0,6.306834366288721,,
27.0,94,15436.0,481.21,640.08,146.15800000000002,492.99167,633.25397,154.14204,94.0,1.0,38.0,665.34,inf,99.0,62.0,15.784401422651452,,
27.0,95,15436.0,481.28,640.58,146.29,492.99216,633.0582,153.53653,95.0,1.0,38.0,743.61,inf,99.0,62.0,15.692812499564914,,
27.0,96,15436.0,481.94,640.02,146.764,493.65326,632.6918,154.13162,96.0,1.0,38.0,841.3,inf,99.0,62.0,15.658377934256158,,
27.0,97,15436.0,481.88,640.06,146.602,493.4955,632.4724,153.88913,97.0,1.0,38.0,865.73,inf,99.0,62.0,15.671431895232136,,
27.0,98,15436.0,482.47,639.6,147.129,493.57062,632.7587,153.9758,98.0,1.0,38.0,842.08,inf,99.0,62.0,14.72772284891322,,
27.0,99,15436.0,482.27,639.66,146.986,492.89865,632.4706,153.45773,99.0,1.0,38.0,895.11,64740.0,99.0,62.0,14.371463473682825,,
30.0,1,1132.0,459.76,168.31,126.662,472.63654,171.93243,134.80008,1.0,1.0,1.0,253.36,inf,99.0,69.0,15.657446393422555,,
30.0,2,1132.0,460.79,168.03,126.613,473.14755,171.27055,134.57059,2.0,1.0,1.0,205.23,inf,99.0,69.0,15.051028035091162,,
30.0,3,1132.0,459.84,167.97,127.483,472.98087,171.34697,134.34375,3.0,1.0,1.0,285.5,inf,99.0,69.0,15.203824561612782,,
30.0,4,1132.0,460.78,168.23,126.996,473.5143,171.43517,133.9267,4.0,1.0,1.0,252.54,inf,99.0,69.0,14.848236047049513,,
30.0,5,1132.0,460.6,167.97,127.114,473.33514,171.68097,133.96782,5.0,1.0,1.0,236.36,inf,99.0,69.0,14.93083848124076,,
30.0,6,1132.0,460.33,167.79,127.02,473.1398,171.21776,133.73984,6.0,1.0,1.0,293.06,inf,99.0,69.0,14.86595991798712,,
30.0,7,1132.0,460.74,168.19,126.37,473.1472,171.75401,133.72777,7.0,1.0,1.0,285.93,inf,99.0,69.0,14.858585346290528,,
30.0,8,1132.0,460.79,168.04,126.055,473.2955,171.37901,133.15266,8.0,1.0,1.0,276.57,inf,99.0,69.0,14.76188658355359,,
30.0,9,3989.0,460.83,167.88,125.518,462.6217,164.91714,120.043045,9.0,1.0,9.0,260.2,30820.0,99.0,29.0,6.477951877069244,,
30.0,38,14771.0,461.25,168.32,127.652,460.84528,166.1856,124.43567,38.0,1.0,37.0,186.31,43900.0,99.0,39.0,3.881267873685091,,
30.0,74,14771.0,465.86,168.56,126.918,462.11377,167.563,127.24683,74.0,1.0,37.0,52.403,849.0,99.0,39.0,3.890549753158314,,
30.0,76,30871.0,463.14,168.55,127.616,481.46213,168.88768,139.2832,76.0,1.0,66.0,44.781,1169.0,99.0,12.0,21.72413476664377,,
30.0,77,30871.0,462.92,168.68,127.27,481.41504,169.05493,140.36166,77.0,1.0,66.0,51.858,461.0,99.0,12.0,22.662714724015263,,
30.0,78,29882.0,465.45,168.07,128.18099999999998,483.3644,157.25313,140.76413,78.0,1.0,64.0,61.52,2620.0,99.0,30.0,24.4185495997162,,
30.0,79,29882.0,470.46,165.05,128.134,482.999,156.4672,141.38885,79.0,1.0,64.0,47.143,1479.0,99.0,30.0,20.16387922406055,,
30.0,80,39641.0,466.12,168.02,128.08100000000002,467.99384,164.99783,130.99828,80.0,1.0,80.0,58.918,0.3997,99.0,9.0,4.5994902383742335,,
30.0,81,39641.0,465.23,167.77,127.119,467.46924,163.99971,130.76715,81.0,1.0,80.0,51.375,137.6,99.0,9.0,5.7042335930605095,,
30.0,82,39641.0,465.22,167.6,127.739,469.19574,164.34325,130.15076,82.0,1.0,80.0,56.676,234.4,99.0,9.0,5.677104491525553,,
30.0,83,29882.0,467.04,167.38,127.184,483.1442,157.59015,138.49281,83.0,1.0,64.0,46.951,25900.0,99.0,30.0,21.97898096542694,,
30.0,85,39641.0,462.22,168.03,128.677,467.90567,164.38002,130.85445,85.0,1.0,80.0,61.866,2622.0,99.0,9.0,7.0986256311908456,,
30.0,86,39641.0,462.22,168.17,128.10399999999998,467.8086,165.00824,131.54633,86.0,1.0,80.0,37.439,1694.0,99.0,9.0,7.285520714849415,,
30.0,87,39641.0,462.22,168.32,127.53,470.55078,165.82295,130.66211,87.0,1.0,80.0,49.559,1952.0,99.0,9.0,9.243769099398753,,
