z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_starting,track_length,t_end,ID
4.568267,338.28094,265.48135,42,60.56,18956.742,8.56,-10.46,-5.73,14.69,18,0,97,96,18
4.5638165,337.72095,265.49533,43,61.56,19574.459,15.53,-9.1,-4.17,18.48,18,0,97,96,18
4.900435,336.93295,265.4484,44,62.22,21402.186,9.62,-11.1,-5.223,15.586,18,0,97,96,18
4.9556594,336.2339,265.81827,45,63.2,21615.287,9.28,-10.13,-4.96,14.61,18,0,97,96,18
4.8341203,336.7647,265.6625,46,71.6,23927.596,9.64,-12.74,-4.547,16.61,18,0,97,96,18
4.873977,336.27597,265.52988,47,61.44,23286.484,8.74,-11.26,-5.32,15.22,18,0,97,96,18
5.0512385,335.9315,265.6415,48,64.4,22400.81,9.13,-12.195,-5.09,16.06,18,0,97,96,18
4.9630275,335.7136,265.34723,49,72.3,24797.424,21.06,-7.848,-3.486,22.75,18,0,97,96,18
5.32139,336.5274,265.38065,50,61.9,18512.771,15.32,-10.85,-4.145,19.23,18,0,97,96,18
4.8064127,336.9372,265.37317,51,57.5,19779.99,11.28,-10.9,-5.6,16.66,18,0,97,96,18
4.8721795,336.82553,264.97906,52,59.5,21896.055,3.08,-10.54,-5.625,12.336,18,0,97,96,18
4.940829,336.761,265.40158,53,54.47,16717.848,5.145,-10.84,-6.19,13.51,18,0,97,96,18
4.839091,336.72916,265.1941,54,61.44,22176.367,6.613,-11.51,-5.875,14.516,18,0,97,96,18
5.0251,336.31558,264.9928,55,62.25,23659.688,2.363,-11.055,-4.938,12.336,18,0,97,96,18
4.896285,336.26022,264.91788,56,58.16,22509.297,2.225,-10.32,-5.254,11.79,18,0,97,96,18
4.898035,336.3628,264.4256,57,55.34,17876.38,2.482,-10.75,-4.97,12.1,18,0,97,96,18
4.779686,335.93225,264.92584,58,54.44,18777.377,1.213,-10.27,-4.58,11.31,18,0,97,96,18
4.9007287,335.97812,264.89038,59,51.66,18850.09,2.947,-13.36,-5.05,14.586,18,0,97,96,18
4.8362637,335.86743,264.92825,60,52.53,18434.945,0.04892,-11.04,-4.895,12.08,18,0,97,96,18
4.806061,336.04718,264.91177,61,52.47,15902.602,9.56,-12.82,-5.08,16.78,18,0,97,96,18
4.774906,336.45447,264.5751,62,48.78,17118.436,-0.1836,-11.05,-5.145,12.19,18,0,97,96,18
4.565872,335.6509,264.01105,63,47.25,13939.799,0.914,-12.94,-4.66,13.78,18,0,97,96,18
4.90989,336.17844,264.22946,64,51.22,15879.104,1.24,-11.27,-5.195,12.48,18,0,97,96,18
4.7048798,336.37537,264.40802,65,44.97,10654.435,1.641,-13.1,-4.88,14.08,18,0,97,96,18
4.730795,336.7704,264.05585,66,40.44,10713.225,-2.004,-12.82,-5.39,14.055,18,0,97,96,18
4.730949,336.249,264.0488,67,41.22,11168.642,-1.224,-10.95,-5.527,12.33,18,0,97,96,18
4.723443,335.62344,264.67645,68,41.88,11390.002,-0.9624,-11.58,-5.742,12.95,18,0,97,96,18
4.9289093,335.63336,264.25693,69,39.66,9673.282,3.016,-16.0,-4.85,16.98,18,0,97,96,18
4.827252,334.96393,264.49255,70,39.44,10844.544,-1.747,-15.82,-5.207,16.73,18,0,97,96,18
4.857661,334.7538,264.57248,71,42.97,11304.6,-10.414,14.84,-5.51,18.95,18,0,97,96,18
4.9690633,334.18274,264.43277,72,42.66,12836.238,15.516,-13.48,-5.0,21.16,18,0,97,96,18
5.1134195,335.09436,264.40176,73,42.34,12919.355,-1.179,-16.36,-4.973,17.14,18,0,97,96,18
5.0871453,334.589,264.3548,74,42.8,11905.915,-19.64,-8.96,-4.812,22.12,18,0,97,96,18
5.232384,335.05222,264.20258,75,42.4,12933.958,5.992,-19.06,-4.527,20.5,18,0,97,96,18
5.2736034,334.9984,265.15143,76,41.88,12901.161,-1.354,-16.67,-4.17,17.23,18,0,97,96,18
5.312345,334.92407,264.51294,77,42.4,13571.276,-15.336,11.516,-4.086,19.61,18,0,97,96,18
5.177393,334.99985,263.91525,78,43.4,13242.96,-4.88,-19.08,-3.938,20.08,18,0,97,96,18
5.2939463,335.3095,264.7772,79,38.22,8639.1455,-6.918,-20.86,-4.41,22.4,18,0,97,96,18
5.564339,335.01395,264.17133,80,41.7,9460.802,-27.45,-1.752,-2.76,27.64,18,0,97,96,18
5.285675,335.27362,264.79782,81,41.88,9125.831,-20.81,9.89,-3.652,23.33,18,0,97,96,18
5.18475,334.72028,264.40927,82,39.66,8603.539,-26.58,4.117,-3.191,27.08,18,0,97,96,18
4.957392,334.52133,264.96603,83,41.03,8122.7446,-29.6,-0.7695,-2.672,29.72,18,0,97,96,18
5.327841,334.24817,264.8983,84,41.56,8440.139,-26.33,6.777,-2.652,27.31,18,0,97,96,18
5.2907667,333.9117,264.56973,85,41.84,7616.4087,-25.0,-0.2345,-3.736,25.28,18,0,97,96,18
5.1029935,333.53348,264.0841,86,42.38,9489.402,-23.47,2.9,-4.76,24.12,18,0,97,96,18
5.127593,333.50317,263.7909,87,43.94,9798.971,-25.52,0.1989,-3.822,25.8,18,0,97,96,18
5.355937,333.57968,263.70468,88,43.72,9927.199,-18.1,12.19,-4.324,22.25,18,0,97,96,18
5.4255147,333.46033,263.85437,89,43.38,8504.195,-7.41,-17.56,-5.008,19.7,18,0,97,96,18
5.5375857,334.08063,263.23077,90,42.28,10062.137,-12.37,-16.0,-4.28,20.67,18,0,97,96,18
5.3375945,334.24268,263.19162,91,40.8,9057.316,-24.9,6.184,-3.637,25.92,18,0,97,96,18
5.381409,334.7343,263.08282,92,41.7,7172.7827,-27.81,2.469,-3.38,28.12,18,0,97,96,18
5.312317,335.9877,262.56607,93,46.6,10345.588,-21.75,1.691,-4.75,22.33,18,0,97,96,18
5.433557,335.77258,262.44308,94,42.94,7771.0127,-23.06,3.832,-3.77,23.67,18,0,97,96,18
5.117733,335.84482,262.6995,95,40.66,9231.912,-18.05,9.65,-4.457,20.94,18,0,97,96,18
5.301424,336.35883,262.45276,96,40.44,7276.9067,-23.66,3.12,-3.906,24.17,18,0,97,96,18
7.6069045,232.29187,269.8266,0,103.06,62137.184,-14.055,4.8,-1.863,14.97,133,0,97,96,133
8.449255,233.50359,271.40997,1,98.8,48030.062,-11.805,5.71,-0.0702,13.12,133,0,97,96,133
8.350945,233.4613,271.88425,2,105.7,54536.293,-12.56,5.85,-0.954,13.89,133,0,97,96,133
7.9465632,233.6213,271.9294,3,108.25,59094.51,-12.44,7.605,-1.106,14.625,133,0,97,96,133
8.322674,233.63147,272.56,4,98.9,54388.83,-11.734,4.668,-2.357,12.84,133,0,97,96,133
8.376481,233.78381,272.51538,5,110.3,68599.34,-11.555,6.895,-1.405,13.53,133,0,97,96,133
8.372144,233.63348,272.15384,6,105.4,67440.734,-12.08,6.508,-1.414,13.8,133,0,97,96,133
8.453284,233.96892,272.18173,7,106.56,75136.234,-11.02,7.098,-0.8,13.13,133,0,97,96,133
8.323286,234.4661,272.6579,8,111.3,76826.86,-10.55,6.242,-1.935,12.41,133,0,97,96,133
8.438301,234.18353,272.41312,9,110.6,71126.04,-11.39,6.43,-1.267,13.14,133,0,97,96,133
8.078359,234.38722,272.20627,10,108.8,68783.79,-10.73,6.227,-1.716,12.52,133,0,97,96,133
8.372702,234.1806,271.90213,11,94.44,50729.71,-10.28,4.133,-1.715,11.21,133,0,97,96,133
8.052188,234.45506,271.70016,12,85.06,47539.953,-9.984,4.215,-2.781,11.19,133,0,97,96,133
8.189508,234.63931,272.2665,13,97.4,59121.508,-10.07,5.363,-1.969,11.58,133,0,97,96,133
8.221799,234.63902,272.41772,14,91.8,54641.11,-9.516,4.883,-2.59,11.0,133,0,97,96,133
8.489249,234.71242,272.7343,15,87.7,51752.684,-9.414,3.664,-3.742,10.77,133,0,97,96,133
8.55674,234.62822,272.34866,16,97.75,57295.773,-11.16,5.71,-3.584,13.03,133,0,97,96,133
8.687387,235.13278,272.6156,17,108.7,77053.05,-11.25,6.754,-2.33,13.33,133,0,97,96,133
8.704553,235.35161,272.26608,18,107.5,75255.016,-10.6,6.664,-2.086,12.695,133,0,97,96,133
8.886994,235.26926,272.56406,19,112.1,89036.53,-12.4,7.703,-3.045,14.914,133,0,97,96,133
8.701567,235.19681,272.56668,20,119.75,94833.01,-14.68,6.715,-3.752,16.56,133,0,97,96,133
8.918407,235.05548,272.276,21,122.7,97421.04,-13.44,8.625,-2.334,16.14,133,0,97,96,133
8.831539,234.89836,272.6762,22,122.56,95718.836,-13.984,8.6,-2.832,16.66,133,0,97,96,133
8.550176,234.54095,272.25952,23,124.56,99269.77,-15.07,8.305,-4.008,17.66,133,0,97,96,133
8.328135,235.04185,272.1658,24,120.06,88704.68,-14.125,8.01,-3.305,16.56,133,0,97,96,133
7.9879875,234.74155,272.41974,25,114.7,93351.1,-15.04,9.4,-3.352,18.05,133,0,97,96,133
8.017625,234.95108,272.1552,26,120.56,94378.55,-17.53,8.53,-4.08,19.9,133,0,97,96,133
8.371272,234.89236,272.13794,27,113.6,97484.81,-15.15,7.527,-4.41,17.48,133,0,97,96,133
8.372521,235.88089,272.52835,28,108.7,87810.81,-16.81,4.832,-6.574,18.69,133,0,97,96,133
7.8375864,235.69028,271.60474,29,99.44,75195.23,-14.66,8.77,-4.004,17.55,133,0,97,96,133
8.298431,235.60266,272.56168,30,100.56,90494.82,-15.625,9.62,-4.42,18.88,133,0,97,96,133
8.349249,235.96307,272.24374,31,108.2,97691.234,-17.66,8.04,-5.56,20.19,133,0,97,96,133
8.10504,235.8617,272.46564,32,104.2,90107.98,-16.7,4.547,-6.457,18.48,133,0,97,96,133
8.250158,236.13098,272.53116,33,107.8,102773.56,-18.64,8.23,-5.727,21.17,133,0,97,96,133
8.547973,235.79195,273.37122,34,107.56,95408.93,-17.81,9.305,-4.94,20.69,133,0,97,96,133
8.650566,236.26376,273.198,35,113.94,92416.14,-19.25,3.838,-5.84,20.47,133,0,97,96,133
8.944493,235.75325,273.16168,36,92.3,61944.742,-16.38,5.227,-5.504,18.05,133,0,97,96,133
8.57255,235.93315,273.34113,37,76.94,48928.504,-16.03,-0.8623,-6.594,17.36,133,0,97,96,133
8.786488,235.61833,272.01,38,68.3,33276.99,-13.16,-1.65,-6.652,14.836,133,0,97,96,133
8.414164,236.15709,271.51477,39,64.9,24792.238,-10.74,-4.926,-6.113,13.305,133,0,97,96,133
8.727558,236.06375,271.7851,40,67.8,29290.207,-12.57,-2.41,-5.957,14.12,133,0,97,96,133
8.310033,236.13182,271.86206,41,66.06,33707.45,-14.125,-2.967,-6.746,15.93,133,0,97,96,133
8.469322,236.30023,272.16528,42,73.44,43270.54,-15.94,-0.4668,-6.766,17.33,133,0,97,96,133
8.14251,236.6083,272.21756,43,84.94,52249.62,-14.97,-7.344,-7.312,18.2,133,0,97,96,133
8.293261,236.43504,272.7307,44,75.44,47749.992,-16.64,-0.6997,-6.54,17.89,133,0,97,96,133
8.079523,236.32175,272.74695,45,70.75,45904.85,-15.57,0.1267,-6.36,16.81,133,0,97,96,133
8.760545,236.91052,273.19174,46,69.44,45047.145,-15.73,-2.045,-7.008,17.33,133,0,97,96,133
8.246495,236.9891,273.31152,47,65.06,40070.457,-14.65,0.652,-6.285,15.95,133,0,97,96,133
9.40088,236.65878,274.8145,48,63.3,45639.168,-16.78,-0.545,-6.28,17.92,133,0,97,96,133
9.130375,236.7852,275.05038,49,55.16,33478.34,-4.97,-15.11,-9.84,18.7,133,0,97,96,133
9.175339,236.76819,274.97934,50,54.6,36148.004,-11.336,-8.93,-6.7,15.91,133,0,97,96,133
9.260057,236.74606,275.49078,51,61.66,54122.605,-17.1,-2.998,-6.547,18.55,133,0,97,96,133
9.036531,236.49327,274.6934,52,61.7,52749.293,-14.836,4.77,-4.984,16.36,133,0,97,96,133
7.889076,236.95836,273.2938,53,57.38,33343.668,-14.12,0.622,-6.25,15.45,133,0,97,96,133
7.707288,237.06209,273.23068,54,51.6,27503.43,-12.74,-2.824,-6.418,14.55,133,0,97,96,133
7.753966,236.57909,273.07727,55,48.97,27228.918,-13.234,0.1832,-5.957,14.516,133,0,97,96,133
7.6052475,236.37254,272.54465,56,53.28,28190.285,-13.66,2.799,-5.6,15.02,133,0,97,96,133
7.7237525,235.6209,273.02243,57,50.8,31409.197,-14.22,2.96,-5.715,15.6,133,0,97,96,133
7.515761,235.76802,272.99094,58,53.5,31399.07,-14.42,5.312,-5.15,16.2,133,0,97,96,133
7.909219,235.32126,272.74533,59,53.8,33200.348,-15.45,2.06,-6.387,16.84,133,0,97,96,133
7.505404,236.23523,271.9492,60,49.9,25900.973,-14.35,3.072,-6.0,15.86,133,0,97,96,133
7.1271544,236.64307,271.72357,61,50.34,20282.992,-12.47,-7.293,-7.67,16.36,133,0,97,96,133
6.88816,237.26826,271.83676,62,53.47,29090.883,-14.04,4.312,-5.332,15.625,133,0,97,96,133
7.1469975,236.48143,271.9548,63,52.9,34821.19,-14.266,3.758,-5.992,15.92,133,0,97,96,133
6.82613,237.11115,271.41718,64,64.1,38394.34,-15.5,4.223,-7.01,17.53,133,0,97,96,133
7.307003,236.34859,272.5731,65,56.06,35429.723,-14.86,1.748,-7.32,16.66,133,0,97,96,133
6.77313,237.23991,271.24164,66,63.34,41183.035,-15.49,6.34,-6.17,17.84,133,0,97,96,133
6.8967185,236.8721,271.4853,67,61.47,37063.395,-13.5,6.363,-5.527,15.914,133,0,97,96,133
6.9953012,237.25938,271.56885,68,57.8,36255.098,-13.766,5.918,-4.598,15.67,133,0,97,96,133
7.6667,236.58548,270.93857,69,54.0,25220.797,-15.66,1.855,-7.168,17.33,133,0,97,96,133
7.5933104,235.98859,270.75388,70,52.25,21739.652,-14.88,2.3,-6.28,16.31,133,0,97,96,133
7.131204,236.88945,271.06342,71,48.6,21093.998,-11.914,-8.62,-7.043,16.3,133,0,97,96,133
7.7336073,235.53394,270.89636,72,50.66,19356.56,-7.8,-13.21,-7.293,16.98,133,0,97,96,133
7.688265,235.80032,271.10593,73,43.75,15613.389,-14.0,-2.734,-6.66,15.74,133,0,97,96,133
7.668472,235.5305,271.04453,74,43.1,13447.443,-0.989,-14.87,-6.91,16.42,133,0,97,96,133
7.6328654,235.91704,269.8162,75,33.6,6216.756,-9.36,-12.59,-7.008,17.19,133,0,97,96,133
7.362748,235.92627,271.17252,76,30.23,6440.0996,-13.68,-5.508,-6.824,16.25,133,0,97,96,133
7.184697,236.04059,270.36374,77,27.27,5044.9097,-16.75,-2.543,-6.89,18.3,133,0,97,96,133
7.1574316,236.39526,270.06256,78,33.56,8891.171,-15.03,-4.77,-7.066,17.28,133,0,97,96,133
7.194529,236.43845,270.68112,79,28.33,4901.6343,-15.55,-2.92,-7.457,17.48,133,0,97,96,133
7.3593903,236.83463,270.23157,80,38.53,9092.237,-8.72,-14.39,-7.137,18.28,133,0,97,96,133
7.139483,237.02853,270.7496,81,25.27,3157.3118,-15.25,-7.297,-7.277,18.4,133,0,97,96,133
7.442312,237.1272,270.81104,82,32.78,6882.6816,-12.58,-12.016,-6.992,18.75,133,0,97,96,133
7.4326324,237.11147,271.45505,83,30.97,6502.5503,-6.27,-15.336,-7.598,18.23,133,0,97,96,133
7.7342362,238.06912,272.0489,84,40.5,12232.539,-11.16,-13.305,-7.086,18.75,133,0,97,96,133
7.55537,238.14839,271.90207,85,40.78,10441.43,-7.004,-14.97,-6.867,17.9,133,0,97,96,133
7.28668,238.31909,271.9469,86,38.56,11526.203,-7.387,-14.3,-7.51,17.77,133,0,97,96,133
7.4331307,238.2359,272.0984,87,36.66,10408.301,-7.49,-14.98,-6.824,18.08,133,0,97,96,133
7.1473436,238.02168,271.554,88,40.78,14277.059,-11.91,-10.28,-6.918,17.19,133,0,97,96,133
7.054446,237.55266,272.09164,89,40.0,11636.537,-15.03,2.625,-7.062,16.81,133,0,97,96,133
7.521531,237.93446,271.56744,90,31.84,6784.277,-15.4,4.902,-5.97,17.23,133,0,97,96,133
8.933173,238.01332,272.04553,91,20.67,1239.8474,-15.695,-9.29,-5.45,19.05,133,0,97,96,133
8.528136,237.45724,271.6094,92,20.92,355.6505,-17.16,-11.16,-5.61,21.22,133,0,97,96,133
6.0528226,235.88084,266.63702,93,25.55,587.70905,-16.25,-11.67,-6.99,21.19,133,0,97,96,133
6.876598,236.34998,268.1492,94,23.97,1222.4344,-17.28,-10.734,-6.5,21.36,133,0,97,96,133
6.754034,236.90381,270.44348,95,29.28,4684.8633,-15.78,-6.855,-6.844,18.52,133,0,97,96,133
7.3905244,236.61725,270.7164,96,27.14,2822.4282,-14.29,-12.07,-6.723,19.88,133,0,97,96,133
12.222145,554.4742,268.57532,0,60.25,16024.824,17.1,3.46,0.9995,17.47,179,0,97,96,179
12.347011,554.42096,269.0499,1,84.0,29153.557,18.2,6.227,0.9263,19.25,179,0,97,96,179
12.156748,553.7874,269.2189,2,63.1,25493.574,16.25,5.215,1.144,17.11,179,0,97,96,179
12.953728,553.9588,268.7633,3,73.06,23459.166,16.61,3.795,1.476,17.11,179,0,97,96,179
12.494598,554.1028,269.4649,4,81.44,33315.207,14.266,8.66,1.006,16.72,179,0,97,96,179
12.518935,553.7266,269.53906,5,69.94,25727.797,14.12,6.625,1.372,15.66,179,0,97,96,179
13.133787,553.2226,269.13232,6,84.25,35140.94,12.5,7.902,2.111,14.945,179,0,97,96,179
13.225974,553.2935,269.0518,7,81.6,34611.938,14.93,6.777,1.31,16.45,179,0,97,96,179
12.787002,553.2268,269.08325,8,78.25,36006.395,14.55,7.387,1.359,16.38,179,0,97,96,179
12.523846,552.8299,269.1805,9,86.5,39804.207,14.28,8.555,1.287,16.7,179,0,97,96,179
12.222618,552.97925,269.10046,10,70.75,26315.709,15.02,5.26,1.346,15.98,179,0,97,96,179
12.087696,552.0902,269.39563,11,78.06,33029.156,14.516,5.93,1.361,15.74,179,0,97,96,179
11.692513,551.87335,268.81726,12,60.2,21723.938,13.32,3.57,0.836,13.81,179,0,97,96,179
10.712196,551.225,268.57977,13,47.62,16284.633,14.695,1.911,0.8286,14.84,179,0,97,96,179
12.056738,550.5288,268.28333,14,53.84,17072.895,14.375,0.3286,1.079,14.414,179,0,97,96,179
12.041306,550.0507,268.0551,15,54.9,19770.121,13.67,1.839,0.6157,13.805,179,0,97,96,179
11.481364,549.3619,267.9237,16,49.47,14243.408,13.53,1.013,-0.2389,13.57,179,0,97,96,179
11.310772,549.5158,267.72708,17,54.5,20113.088,13.46,2.75,0.05005,13.74,179,0,97,96,179
11.32183,549.1127,267.77255,18,51.34,16428.367,13.914,3.902,0.5483,14.46,179,0,97,96,179
12.716523,548.6155,267.94327,19,32.7,3563.7854,12.73,-0.997,0.02606,12.766,179,0,97,96,179
12.599378,547.82745,267.91098,20,36.53,6612.202,11.98,0.08826,-0.5205,11.99,179,0,97,96,179
12.510784,547.31805,267.72684,21,41.53,9304.851,11.73,2.434,-0.1323,11.98,179,0,97,96,179
12.459969,546.7116,268.63443,22,48.1,12941.115,11.15,4.15,-0.675,11.914,179,0,97,96,179
11.99067,546.42035,268.094,23,49.75,12833.212,10.47,4.773,-0.8647,11.54,179,0,97,96,179
11.636737,546.4498,267.8523,24,52.62,16051.645,11.164,6.586,-0.1266,12.96,179,0,97,96,179
10.608898,545.0908,267.62363,25,51.28,21543.611,9.38,7.2,-0.375,11.836,179,0,97,96,179
11.404872,545.32996,267.71872,26,50.44,17548.31,7.668,8.516,-0.6387,11.48,179,0,97,96,179
11.287195,545.08136,267.38608,27,57.78,24901.82,8.77,7.96,-1.051,11.9,179,0,97,96,179
12.00175,545.82745,268.0904,28,60.3,27559.957,6.473,9.31,-1.69,11.47,179,0,97,96,179
11.629234,545.4901,267.5999,29,60.94,29496.105,7.906,9.4,-0.925,12.31,179,0,97,96,179
12.259828,544.7435,268.3697,30,54.0,25649.504,7.684,7.19,-0.8755,10.56,179,0,97,96,179
12.564348,545.4034,268.3326,31,62.06,28792.799,6.316,9.49,-1.1875,11.46,179,0,97,96,179
12.440447,544.70483,268.2067,32,63.25,29860.764,6.086,7.824,-1.06,9.97,179,0,97,96,179
12.644084,544.3509,268.20444,33,73.3,43091.31,3.75,10.93,-0.9575,11.59,179,0,97,96,179
11.83494,544.35565,268.64618,34,75.4,47776.4,4.207,11.04,-0.658,11.836,179,0,97,96,179
11.3471575,544.61127,268.26212,35,86.9,59323.87,-1.624,12.9,-0.72,13.016,179,0,97,96,179
11.690642,544.54193,267.5583,36,79.06,53195.723,0.7686,12.516,-0.686,12.56,179,0,97,96,179
11.460365,544.754,268.14142,37,85.06,62449.785,-4.734,11.195,-1.97,12.31,179,0,97,96,179
11.009996,543.81085,267.473,38,80.8,58690.125,-0.796,10.01,-1.72,10.19,179,0,97,96,179
10.645019,544.2426,267.426,39,82.4,60114.49,-2.195,10.28,-2.03,10.7,179,0,97,96,179
11.110014,544.03107,267.56033,40,84.75,54740.504,-1.29,10.04,-1.438,10.23,179,0,97,96,179
10.80308,544.0019,267.78592,41,79.7,52116.62,-1.623,8.04,-2.404,8.55,179,0,97,96,179
11.037274,544.0728,268.13412,42,69.4,44111.504,-1.215,9.91,-1.989,10.18,179,0,97,96,179
10.696114,543.9891,268.42374,43,54.88,28198.377,-0.8516,7.164,-2.086,7.508,179,0,97,96,179
11.446617,544.2531,267.87643,44,36.9,11882.653,4.19,5.32,-1.671,6.977,179,0,97,96,179
11.356992,543.3439,269.01172,45,31.66,8546.938,5.86,4.32,-1.713,7.48,179,0,97,96,179
11.112302,543.3787,268.1249,46,40.7,12324.488,5.984,2.178,-1.6455,6.58,179,0,97,96,179
11.131277,543.3654,268.011,47,35.0,12423.782,5.652,5.547,-1.317,8.02,179,0,97,96,179
10.986711,543.3862,267.71875,48,36.06,10852.908,3.281,4.836,-1.611,6.062,179,0,97,96,179
10.77744,543.6643,267.94693,49,40.84,11602.17,3.01,4.016,-2.379,5.555,179,0,97,96,179
11.396516,543.89575,267.10825,50,25.64,3000.6514,6.227,1.919,-1.501,6.688,179,0,97,96,179
12.052576,544.2336,267.3357,51,30.2,6342.424,2.244,4.08,-2.127,5.117,179,0,97,96,179
11.459546,543.68555,267.11688,52,38.94,12689.972,5.133,7.453,-0.4705,9.06,179,0,97,96,179
11.6576185,543.97406,268.04816,53,43.94,15993.3125,3.373,8.86,-1.002,9.53,179,0,97,96,179
11.743973,544.0907,268.45596,54,48.8,19383.277,1.956,8.67,-1.674,9.05,179,0,97,96,179
12.440633,544.43494,268.07452,55,57.03,29206.852,4.16,8.43,-1.662,9.55,179,0,97,96,179
11.871517,544.3293,268.17075,56,57.03,30344.979,6.01,8.74,-1.105,10.67,179,0,97,96,179
12.273676,544.1617,268.20764,57,54.2,29151.186,5.727,7.375,-1.669,9.484,179,0,97,96,179
12.121028,544.13666,268.61447,58,63.47,35289.043,6.188,8.72,-0.3945,10.695,179,0,97,96,179
12.188434,544.36395,268.66364,59,59.62,36005.543,3.068,11.06,-1.645,11.59,179,0,97,96,179
12.763279,543.0475,269.94196,60,39.38,14534.764,6.34,7.133,-0.7812,9.58,179,0,97,96,179
