1,1,1,316.79,151.61,134.04,175.25,99
1,1,2,316.91,151.95,133.82,218.14,99
1,1,3,316.99,151.34,133.67,218.74,99
1,1,4,317.09,152.22,133.76,264.62,99
1,1,5,316.93,151.54,134,247.41,99
1,1,6,316.67,151.62,133.99,248.38,99
1,1,7,316.15,151.95,134.56,233.92,99
1,1,8,317.79,151.96,134.76,190.91,99
1,1,9,317.6,151.54,134.27,202.16,99
1,1,10,317.4,151.8,134.33,230.72,99
1,1,11,316.66,151.87,134.73,222.66,99
1,1,12,316.83,150.1,134.25,197.59,99
1,1,13,316.89,149.37,134.83,218.96,99
1,1,14,319.38,148.99,134.5,166.63,99
1,1,15,318.51,150.08,135.35,150.69,99
1,1,16,317.83,150.62,134.35,175.98,99
1,1,17,317.03,151.5,134.63,179.7,99
1,1,18,316.52,151.34,134.49,196.35,99
1,1,19,316.42,151.77,134.05,213.77,99
1,1,20,317.12,151.42,134.39,199.99,99
1,1,21,317.21,151.44,134.63,226.49,99
1,1,22,316.72,150.62,134.79,227.95,99
1,1,23,316.5,151.37,133.74,279.67,99
1,1,24,316.56,151.65,134.43,249.64,99
1,1,25,316.49,151.76,134.25,268.98,99
1,1,26,316.37,151.78,134.29,276.25,99
1,1,27,316.07,151.89,134.17,286.22,99
1,1,28,316.06,152,133.96,309.48,99
1,1,29,315.95,151.9,133.93,322.51,99
1,1,30,315.81,152.01,133.77,299.97,99
1,1,31,316.48,151.96,134.17,267.62,99
1,1,32,316.4,152.11,134.12,282.26,99
1,1,33,316.02,152.2,134.28,285.09,99
1,1,34,316.09,152.03,134.24,301.29,99
1,1,35,316.25,151.85,134.3,311.18,99
1,1,36,316.44,152.61,134.55,306.84,99
1,1,37,316.35,152.4,134.05,320.33,99
1,1,38,316.28,152.27,133.9,338.56,99
1,1,39,316.28,152.67,134.11,334.29,99
1,1,40,316.43,152.84,134.44,339.45,99
1,1,41,316.54,152.51,133.94,330.67,99
1,1,42,316.16,152.72,134.62,314.3,99
1,1,43,316.31,152.67,134.43,335.74,99
1,1,44,315.53,152.93,134.41,325.95,99
1,1,45,316.09,152.91,134.28,364.78,99
1,1,46,315.9,152.53,134.64,353.76,99
1,1,47,315.68,152.84,134.49,384.69,99
1,1,48,315.4,152.64,134.97,395.91,99
1,1,49,315.48,152.93,134.86,387.07,99
1,1,50,315.63,152.92,135.07,363.15,99
1,1,51,315.38,153.19,135.04,346.89,99
1,1,52,315.02,152.24,135.4,338.75,99
1,1,53,314.76,152.86,135.64,326.7,99
1,1,54,314.76,152.82,135.87,289.68,99
1,1,55,315.08,152.31,136.32,284.66,99
1,1,56,314.62,152.99,135.6,280.23,99
1,1,57,314.13,152.58,135.98,264.57,99
1,1,58,314.29,153.23,135.77,270.26,99
