ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
9.0,82,11588.0,344.83,413.91,56.39,332.79144,399.5158,48.69736,82.0,1.0,68.0,62.017,28.45,99.0,19.0,-22.47,9.12,-1.696,20.28044946945701,,
9.0,84,11588.0,344.25,413.91,56.88,331.99835,399.99802,49.48934,84.0,1.0,68.0,49.689,32.78,99.0,19.0,-13.12,23.38,-0.11743,19.956652286355556,,
9.0,86,14294.0,343.51,415.47,55.99,353.01102,409.51266,61.95502,86.0,1.0,83.0,57.358,38.44,99.0,7.0,-20.16,6.48,-4.69,12.701997658494518,,
9.0,87,14294.0,344.38,416.45,56.43000000000001,353.6375,409.30707,63.069107,87.0,1.0,83.0,36.393,37.88,99.0,7.0,-14.14,16.02,-4.453,13.44620753195296,,
9.0,88,14294.0,343.94,415.76,56.95,353.3835,409.40707,62.98165,88.0,1.0,83.0,43.674,37.78,99.0,7.0,-16.2,11.61,-4.31,12.881002040113213,,
9.0,89,14294.0,344.42,415.2,57.39,353.64587,409.32764,62.90434,89.0,1.0,83.0,43.243,44.4,99.0,7.0,-7.195,15.99,-4.594,12.247825719779811,,
9.0,90,14294.0,344.06,415.29,56.8,353.17804,409.2392,62.681377,90.0,1.0,83.0,51.365,41.12,99.0,7.0,-15.2,12.484,-3.73,12.423422616080064,,
9.0,91,14294.0,344.37,414.5,57.19,353.85284,409.49112,62.122963,91.0,1.0,83.0,52.076,30.1,99.0,7.0,-3.336,-20.83,-3.703,11.804543925089565,,
9.0,92,12229.0,344.67,414.42,57.11,341.52893,396.99802,54.999725,92.0,1.0,71.0,53.168,22.19,99.0,24.0,-1.898,-20.89,-1.564,17.828207101134026,,
9.0,93,5669.0,344.42,414.62,56.97,355.47018,432.56912,65.06471,93.0,1.0,35.0,55.061,40.06,99.0,64.0,-2.441,-6.707,-0.795,22.57878909044726,,
9.0,94,12229.0,344.82,414.79,57.33,341.51706,397.9994,55.084682,94.0,1.0,71.0,56.75,43.28,99.0,24.0,-10.99,18.45,-1.657,17.259058894526238,,
9.0,95,5669.0,343.84,416.89,57.150000000000006,354.97528,431.88425,64.556274,95.0,1.0,35.0,59.901,47.66,99.0,64.0,-8.664,4.996,-1.684,20.09166215881546,,
10.0,65,4773.0,361.25,245.22,62.69,354.374,254.13582,60.90126,65.0,1.0,28.0,55.254,39.8,99.0,35.0,-11.39,-10.38,-4.965,11.400474247153037,,
10.0,66,534.0,361.39,245.5,62.56999999999999,354.5968,254.23926,60.75862,66.0,1.0,1.0,52.203,41.28,99.0,68.0,-10.95,-11.734,-4.676,11.216208320640275,,
10.0,67,534.0,361.59,246.03,62.91,354.66086,254.21297,61.099342,67.0,1.0,1.0,54.724,37.94,99.0,68.0,-13.25,-10.75,-3.518,10.874394767225606,,
10.0,69,534.0,361.02,244.85,62.56,355.04858,253.95177,60.389057,69.0,1.0,1.0,49.346,29.25,99.0,68.0,-12.54,-6.98,-4.215,11.10013817294852,,
10.0,72,4667.0,359.8,244.77,62.39,362.65875,262.0,65.0243,72.0,1.0,27.0,57.507,34.25,99.0,55.0,-13.56,-6.555,-4.87,17.663093954698297,,
10.0,73,4667.0,360.47,245.0,61.8,363.66824,262.53473,65.35108,73.0,1.0,27.0,54.988,35.0,99.0,55.0,-15.04,-7.707,-4.758,18.17431331404025,,
10.0,76,6358.0,359.3,243.48,61.45,343.82846,240.10869,52.739918,76.0,1.0,41.0,52.065,36.12,99.0,56.0,-14.19,-1.385,-6.14,18.072072640802,,
10.0,97,6358.0,358.15,243.86,61.58,341.18484,240.251,50.707523,97.0,1.0,41.0,67.843,29.64,99.0,56.0,-20.17,-1.22,-5.273,20.4707667404308,,
16.0,69,11416.0,486.11,231.74,136.858,489.49884,231.71774,121.90642,69.0,1.0,67.0,38.59,19.73,99.0,11.0,11.51,-5.6,-0.8374,15.330834176573692,,
16.0,70,11403.0,486.14,231.79,137.737,485.44305,216.1894,140.23811,70.0,1.0,67.0,54.934,37.16,99.0,16.0,9.43,-12.04,-0.1982,15.815182923210202,,
16.0,72,10120.0,485.89,232.22,136.757,484.32065,216.39217,139.04703,72.0,1.0,61.0,52.728,38.88,99.0,18.0,7.42,-12.12,-0.4773,16.069452365662627,,
16.0,73,11403.0,486.89,232.84,136.186,486.94476,217.02782,140.0803,73.0,1.0,67.0,50.159,29.52,99.0,16.0,6.094,-12.37,-0.8477,16.284766117448548,,
16.0,74,11403.0,486.04,232.76,136.577,484.00958,215.97942,138.43759,74.0,1.0,67.0,50.279,22.05,99.0,16.0,8.625,-12.63,-0.0134,17.00506588228636,,
16.0,75,11403.0,486.02,233.3,136.511,483.92096,215.15132,136.61891,75.0,1.0,67.0,49.347,20.42,99.0,16.0,3.523,16.7,0.4802,18.2699808218865,,
16.0,88,13437.0,485.74,233.88,137.988,472.50217,231.4343,130.7885,88.0,1.0,77.0,63.423,23.44,99.0,17.0,-9.695,16.77,-2.262,15.266119082756454,,
20.0,1,1125.0,486.74,135.36,141.636,474.25937,145.89966,137.9716,1.0,1.0,1.0,65.43,57.4,99.0,62.0,22.78,-7.83,0.6943,16.74151682113961,,
20.0,2,1125.0,485.77,135.12,141.828,474.75323,145.14908,138.55563,2.0,1.0,1.0,64.43,74.5,99.0,62.0,22.28,-7.24,1.328,15.253198756201929,,
20.0,3,1125.0,486.02,135.16,143.40800000000002,475.06882,145.29274,137.78645,3.0,1.0,1.0,88.858,63.6,99.0,62.0,23.92,-6.52,1.064,15.943731925195545,,
20.0,4,1125.0,486.9,134.9,142.67000000000002,475.78082,145.5597,138.09735,4.0,1.0,1.0,72.447,50.2,99.0,62.0,23.3,-9.59,0.831,16.06780930882923,,
20.0,5,1125.0,486.34,134.84,141.733,475.40494,146.38042,137.434,5.0,1.0,1.0,93.697,38.34,99.0,62.0,24.5,-11.08,0.931,16.469311824724155,,
20.0,6,1251.0,486.0,135.2,143.571,497.10144,124.83284,150.89005,6.0,1.0,1.0,101.47,82.8,99.0,12.0,-9.42,-9.98,-3.322,16.860856130152474,,
20.0,7,1125.0,485.78,135.47,143.323,474.72495,146.7903,137.28775,7.0,1.0,1.0,91.909,54.75,99.0,62.0,23.45,-6.953,1.192,16.934803369245248,,
20.0,8,1125.0,486.42,135.4,142.196,474.9189,146.46597,137.04921,8.0,1.0,1.0,84.11,63.56,99.0,62.0,23.03,-2.781,0.834,16.76962851571257,,
20.0,9,1243.0,486.8,135.81,142.326,495.58182,149.72388,148.26082,9.0,1.0,1.0,74.199,87.1,99.0,14.0,22.75,0.4524,-0.191,17.49109795293594,,
20.0,10,2158.0,486.93,135.3,142.633,497.0048,143.75504,139.53273,10.0,1.0,6.0,82.196,8.76,99.0,8.0,22.5,0.4424,0.9517,13.512992655755411,,
20.0,11,1125.0,487.1,135.28,142.53300000000002,474.74695,146.05927,137.52681,11.0,1.0,1.0,70.63,37.5,99.0,62.0,21.95,-5.684,-0.0429,17.14212484937325,,
20.0,12,1243.0,487.05,135.14,142.306,495.64905,148.47986,146.78432,12.0,1.0,1.0,51.075,67.8,99.0,14.0,21.86,1.292,-0.0496,16.490933137469813,,
20.0,13,2900.0,486.53,135.48,142.356,492.5208,145.9183,140.52995,13.0,1.0,13.0,85.042,25.7,99.0,14.0,21.7,1.293,0.695,12.17301319035268,,
20.0,14,2900.0,486.67,135.09,142.528,495.68924,148.52905,146.17201,14.0,1.0,13.0,71.31,81.06,99.0,14.0,20.84,2.97,0.3499,16.59016467549975,,
20.0,15,2657.0,486.32,134.69,143.326,495.50247,147.79015,145.68279,15.0,1.0,11.0,90.13,71.4,99.0,25.0,21.62,2.637,-0.00909,16.17053321407494,,
20.0,16,2899.0,486.9,135.46,143.253,495.69305,149.40689,146.19312,16.0,1.0,13.0,71.546,92.94,99.0,6.0,20.56,3.664,-0.0418,16.747470692286665,,
20.0,17,1125.0,486.4,135.33,142.907,475.3882,146.47714,138.40576,17.0,1.0,1.0,67.76,40.4,99.0,62.0,21.62,-7.97,0.4656,16.302749184024137,,
20.0,18,3466.0,486.83,135.85,143.097,491.31287,146.22408,140.60657,18.0,1.0,17.0,70.063,50.56,99.0,4.0,21.5,1.837,-0.8853,11.572376630070409,,
20.0,20,2899.0,486.63,135.77,141.827,493.09106,144.73543,139.50072,20.0,1.0,13.0,72.952,30.89,99.0,6.0,21.14,2.248,0.286,11.293175374840343,,
20.0,21,1125.0,486.38,136.06,142.113,475.1316,146.77531,136.00346,21.0,1.0,1.0,82.145,49.88,99.0,62.0,21.55,-5.766,-0.03105,16.693437332308164,,
20.0,22,1125.0,487.79,135.76,141.555,475.6512,146.21002,136.59608,22.0,1.0,1.0,86.355,51.28,99.0,62.0,21.06,-4.113,0.00223,16.767357305395507,,
20.0,24,1125.0,487.23,136.21,141.909,475.63342,146.55515,136.79816,24.0,1.0,1.0,71.521,53.6,99.0,62.0,21.19,-5.867,0.04294,16.359201744721535,,
20.0,25,2657.0,487.82,136.35,142.552,495.1479,149.85028,146.31886,25.0,1.0,11.0,78.829,113.4,99.0,25.0,20.9,3.453,-1.172,15.815970180422072,,
20.0,26,2657.0,487.27,136.89,142.252,495.09866,149.64056,145.72942,26.0,1.0,11.0,90.956,83.06,99.0,25.0,20.3,2.725,-0.819,15.360896704476607,,
20.0,27,3621.0,487.26,137.46,141.488,493.79233,146.57394,140.35435,27.0,1.0,18.0,82.076,29.77,99.0,11.0,21.44,2.822,-1.193,11.27033273133494,,
20.0,35,1125.0,488.47,136.82,142.679,476.61176,146.33195,136.4106,35.0,1.0,1.0,65.273,55.56,99.0,62.0,20.33,-4.914,-0.718,16.443475522531756,,
20.0,37,1125.0,487.83,136.67,141.928,476.7278,146.51869,136.59882,37.0,1.0,1.0,56.397,48.6,99.0,62.0,19.17,-4.402,-0.7695,15.768820470425164,,
20.0,38,5810.0,487.72,137.08,143.858,499.55734,131.86736,152.7768,38.0,1.0,36.0,60.506,52.22,99.0,18.0,22.7,-12.53,-0.05524,15.71111795784119,,
20.0,39,1125.0,487.75,137.43,144.178,477.2723,145.92345,137.37619,39.0,1.0,1.0,55.221,46.2,99.0,62.0,21.36,-5.97,-1.426,15.105810453881658,,
20.0,40,5810.0,487.42,137.62,144.525,499.38486,132.31763,152.65894,40.0,1.0,36.0,70.395,48.6,99.0,18.0,22.16,-11.38,-0.668,15.408892963483767,,
20.0,44,5810.0,488.15,137.09,143.134,499.55984,131.781,153.42378,44.0,1.0,36.0,72.522,53.84,99.0,18.0,27.44,4.984,0.05396,16.255752897789762,,
20.0,60,8871.0,488.71,137.29,141.267,488.69452,121.99964,142.35994,60.0,1.0,56.0,49.195,49.1,99.0,17.0,-3.305,-26.27,-1.298,15.32937919172201,,
20.0,69,10319.0,491.1,133.15,142.442,499.4969,130.62842,152.45586,69.0,1.0,62.0,51.797,35.9,99.0,10.0,7.504,-12.81,-1.311,13.309533703552471,,
20.0,70,10319.0,490.6,132.23,142.883,499.69104,130.71548,152.42732,70.0,1.0,62.0,52.266,41.7,99.0,10.0,6.543,-20.55,1.241,13.267811551812123,,
20.0,72,5966.0,491.11,132.62,142.201,499.38553,140.90196,150.14534,72.0,1.0,37.0,54.881,35.38,99.0,47.0,5.91,-16.2,-0.75,14.148773666226347,,
20.0,76,5966.0,491.35,132.9,143.478,500.21606,140.92831,151.24306,76.0,1.0,37.0,47.913,40.8,99.0,47.0,5.984,-16.11,-0.6406,14.26032742202297,,
20.0,77,5966.0,491.46,133.33,144.274,500.2495,141.16768,150.98912,77.0,1.0,37.0,55.779,36.6,99.0,47.0,8.164,-12.86,0.06464,13.556451403180716,,
20.0,78,5966.0,491.91,133.03,143.806,499.95694,141.13614,151.13849,78.0,1.0,37.0,45.06,36.75,99.0,47.0,6.113,-17.44,-0.883,13.573067400676202,,
20.0,79,5966.0,491.87,132.53,144.663,500.8909,141.3063,150.77629,79.0,1.0,37.0,45.773,28.69,99.0,47.0,7.023,-15.87,-0.4358,13.991868821715675,,
20.0,80,13978.0,492.05,132.83,143.128,499.57196,130.32193,151.1643,80.0,1.0,80.0,48.837,38.88,99.0,4.0,2.66,-23.45,0.2678,11.2894824972848,,
20.0,81,13036.0,492.28,132.54,143.256,496.69644,119.438545,142.45575,81.0,1.0,75.0,46.297,18.33,99.0,5.0,-6.812,-13.13,-0.2339,13.848951781745969,,
20.0,82,5966.0,492.02,132.89,143.899,500.8465,141.86394,151.09953,82.0,1.0,37.0,52.985,39.62,99.0,47.0,-20.98,15.95,0.829,14.501252830514352,,
20.0,83,5966.0,491.95,132.6,145.474,500.55936,141.34943,151.48964,83.0,1.0,37.0,55.719,31.73,99.0,47.0,-0.7583,21.62,0.567,13.669730412268605,,
20.0,84,13435.0,491.95,133.14,144.505,482.45383,158.23825,138.03983,84.0,1.0,77.0,50.111,50.4,99.0,22.0,1.569,12.03,-2.488,27.60249664179493,,
20.0,85,13978.0,492.56,132.53,145.391,509.07852,125.778114,157.34015,85.0,1.0,80.0,62.701,41.3,99.0,4.0,-15.66,18.73,2.201,21.47630446026264,,
20.0,86,13435.0,492.29,132.41,144.478,482.73206,157.35541,138.47704,86.0,1.0,77.0,57.939,64.1,99.0,22.0,-7.176,9.86,-4.457,27.37954013553371,,
20.0,87,13435.0,493.25,132.65,145.23,483.0966,156.79474,138.67944,87.0,1.0,77.0,54.533,45.5,99.0,22.0,-1.959,13.97,-3.293,26.99944143017034,,
20.0,88,13435.0,493.0,132.78,145.196,482.9857,157.62184,139.62714,88.0,1.0,77.0,64.159,46.25,99.0,22.0,-6.86,14.31,-3.12,27.35718225211068,,
20.0,89,13435.0,493.19,132.44,145.497,483.27377,158.99985,139.61272,89.0,1.0,77.0,64.69,57.44,99.0,22.0,4.76,10.695,-2.578,28.954826895593776,,
20.0,90,13435.0,493.7,132.23,146.464,482.2786,159.61017,138.75905,90.0,1.0,77.0,59.026,57.72,99.0,22.0,-0.812,10.74,-3.469,30.651074070763023,,
20.0,91,15147.0,494.07,132.25,146.075,511.9944,141.99844,157.99826,91.0,1.0,91.0,50.54,5.043,99.0,4.0,6.105,-15.55,-0.00786,23.632188362934134,,
20.0,92,15147.0,493.92,132.89,146.189,512.1284,142.23091,158.42484,92.0,1.0,91.0,45.673,25.31,99.0,4.0,6.93,-12.38,-0.8696,23.84353603586728,,
20.0,93,13435.0,493.89,132.9,145.744,482.80115,158.59918,139.53267,93.0,1.0,77.0,54.947,41.25,99.0,22.0,2.662,-13.11,-1.034,28.67038659250689,,
20.0,94,15147.0,493.2,132.75,145.631,512.11383,142.36351,158.02875,94.0,1.0,91.0,36.473,20.83,99.0,4.0,-0.2913,16.06,-1.63,24.573496797393336,,
20.0,95,15147.0,493.62,133.43,144.425,510.72095,141.68454,156.40404,95.0,1.0,91.0,34.599,27.58,99.0,4.0,-11.445,14.91,-2.986,22.45166632648232,,
20.0,96,13771.0,494.3,133.39,144.99,512.7824,141.99753,157.34467,96.0,1.0,79.0,32.823,17.0,99.0,18.0,-10.336,14.94,-3.006,23.83960052664058,,
20.0,97,13435.0,493.47,132.74,143.452,481.8738,159.54837,138.847,97.0,1.0,77.0,29.155,43.53,99.0,22.0,-4.785,13.664,-3.684,29.569690250269787,,
20.0,98,8577.0,493.82,132.65,143.14,509.9966,152.99898,156.99895,98.0,1.0,54.0,10.845,64.5,99.0,43.0,0.8496,13.15,-4.06,29.459020175540463,,
20.0,99,8577.0,494.17,132.57,142.828,510.7587,153.71968,156.99138,99.0,1.0,54.0,32.976,27.48,99.0,43.0,-11.23,12.6,-4.094,30.3824828612936,,
22.0,86,811.0,390.06,496.84,83.829,400.99597,500.99493,94.99904,86.0,1.0,1.0,37.834,31.0,99.0,94.0,-2.748,6.973,3.305,16.174939775696238,,
22.0,87,811.0,390.4,497.62,83.398,401.46286,500.4496,95.573906,87.0,1.0,1.0,26.102,16.92,99.0,94.0,1.589,5.7,2.32,16.69269883692975,,
22.0,88,811.0,389.2,498.19,83.833,400.6908,500.2684,94.78429,88.0,1.0,1.0,13.391,34.25,99.0,94.0,-2.963,-0.04504,-0.8896,16.00902819861658,,
22.0,89,811.0,388.01,498.76,84.269,401.0305,500.22595,94.84539,89.0,1.0,1.0,32.175,40.7,99.0,94.0,-0.94,-1.861,-0.8193,16.838718926468264,,
22.0,90,811.0,388.54,498.64,84.372,400.5035,499.70758,94.81869,90.0,1.0,1.0,25.982,35.9,99.0,94.0,-2.88,-2.363,-0.2832,15.918492116481982,,
22.0,91,2227.0,387.0,497.61,84.334,391.1709,481.25626,88.387955,91.0,1.0,7.0,27.191,24.53,99.0,87.0,-38.84,-6.332,-11.4,17.357297310918703,,
22.0,92,811.0,387.54,498.72,83.832,400.41208,499.48297,95.21129,92.0,1.0,1.0,44.965,45.38,99.0,94.0,-8.56,1.366,-2.723,17.19769774276196,,
22.0,93,2227.0,387.26,497.94,83.899,391.19302,482.03537,87.72926,93.0,1.0,7.0,27.354,41.22,99.0,87.0,-41.28,11.44,-10.12,16.82548048124926,,
22.0,94,2227.0,385.84,498.08,85.224,391.14478,482.55334,88.27725,94.0,1.0,7.0,46.166,47.66,99.0,87.0,-37.12,-15.82,-10.336,16.68952357518034,,
22.0,95,2227.0,386.09,498.22,84.674,390.66965,482.21368,88.426125,95.0,1.0,7.0,46.548,48.88,99.0,87.0,-27.58,-26.81,-9.7,17.066162898569956,,
22.0,96,2227.0,385.3,498.53,84.266,390.98828,481.79147,88.2049,96.0,1.0,7.0,53.19,31.62,99.0,87.0,-29.78,-24.08,-9.56,18.1121464528448,,
22.0,97,811.0,385.2,499.54,83.747,400.16428,499.45584,94.60399,97.0,1.0,1.0,74.777,68.06,99.0,94.0,-6.457,-13.32,-5.023,18.48813107602012,,
22.0,98,811.0,385.57,498.79,84.015,400.36707,499.2727,94.45688,98.0,1.0,1.0,88.591,53.56,99.0,94.0,-9.5,-9.89,-4.168,18.11681919679336,,
22.0,99,811.0,385.31,498.96,83.851,400.7895,499.2968,94.488625,99.0,1.0,1.0,93.44,55.4,99.0,94.0,-1.185,-7.746,-2.17,18.785297978222868,,
27.0,49,1221.0,482.43,644.25,139.209,480.7112,645.9319,143.97151,49.0,1.0,1.0,186.86,9.69,99.0,97.0,-6.863,22.19,7.18,5.335219072362448,,
27.0,50,1221.0,483.07,644.69,142.709,480.53778,644.3253,145.76747,50.0,1.0,1.0,214.31,55.66,99.0,97.0,32.88,5.816,9.31,3.987403034469934,,
27.0,52,1185.0,482.28,643.89,143.468,477.49442,640.29114,142.46483,52.0,1.0,1.0,192.93,56.78,99.0,99.0,-21.45,16.6,6.855,6.071237047332232,,
27.0,63,1185.0,478.99,641.88,143.578,476.50555,639.10706,142.2773,63.0,1.0,1.0,433.38,125.3,99.0,99.0,2.238,22.03,2.816,3.9437936731147127,,
30.0,6,1912.0,460.33,167.79,127.02,460.63507,165.46303,123.63345,6.0,1.0,4.0,293.06,77.5,99.0,69.0,22.88,-4.902,0.817,4.120264310490292,,
30.0,74,2014.0,465.86,168.56,126.918,484.0992,161.86566,128.69058,74.0,1.0,5.0,52.403,15.4,99.0,64.0,8.625,-12.8,0.0379,19.509603905051467,,
30.0,76,10838.0,463.14,168.55,127.616,487.7359,186.94458,141.70697,76.0,1.0,64.0,44.781,20.69,99.0,16.0,6.137,-18.08,0.7524,33.79163070535812,,
30.0,77,1912.0,462.92,168.68,127.27,470.04745,164.2285,128.15099,77.0,1.0,4.0,51.858,12.94,99.0,69.0,7.867,-13.74,-1.16,8.449410579004919,,
30.0,78,13434.0,465.45,168.07,128.18099999999998,475.5251,160.62404,133.8126,78.0,1.0,77.0,61.52,25.83,99.0,11.0,8.3,-10.945,-2.38,13.735533440372835,,
30.0,79,13434.0,470.46,165.05,128.134,475.68777,159.71465,132.98819,79.0,1.0,77.0,47.143,23.86,99.0,11.0,7.527,-14.734,-0.5,8.90834997917685,,
30.0,80,1912.0,466.12,168.02,128.08100000000002,462.56342,167.87154,128.13219,80.0,1.0,4.0,58.918,23.33,99.0,69.0,3.586,-24.52,3.299,3.560045236243491,,
30.0,81,2014.0,465.23,167.77,127.119,486.74384,166.4662,125.25553,81.0,1.0,5.0,51.375,24.23,99.0,64.0,7.473,-13.26,-0.611,21.633717351081813,,
30.0,82,13435.0,465.22,167.6,127.739,483.09317,156.88518,138.69183,82.0,1.0,77.0,56.676,53.97,99.0,22.0,-9.98,11.93,-2.727,23.541921299889665,,
30.0,83,13435.0,467.04,167.38,127.184,483.07037,157.71053,138.53735,83.0,1.0,77.0,46.951,49.44,99.0,22.0,3.92,12.555,-1.414,21.89451914613107,,
30.0,84,13434.0,466.68,166.77,127.929,470.1362,165.37074,129.81789,84.0,1.0,77.0,66.697,21.86,99.0,11.0,-1.136,16.75,-1.588,4.179850765242676,,
30.0,85,13434.0,462.22,168.03,128.677,467.87784,164.47798,128.85324,85.0,1.0,77.0,61.866,21.69,99.0,11.0,-1.31,17.58,-2.04,6.682743454869384,,
30.0,86,13434.0,462.22,168.17,128.10399999999998,474.12466,166.73439,131.62534,86.0,1.0,77.0,37.439,14.72,99.0,11.0,-10.31,12.016,-3.248,12.497269349073802,,
30.0,87,13434.0,462.22,168.32,127.53,473.44348,166.50287,131.1957,87.0,1.0,77.0,49.559,24.28,99.0,11.0,-2.688,15.76,-2.418,11.945954178603722,,
30.0,88,13434.0,466.62,167.84,126.644,472.23206,166.17624,131.31467,88.0,1.0,77.0,69.657,26.67,99.0,11.0,-7.21,15.17,-2.703,7.488556137874633,,
30.0,89,13434.0,463.06,168.81,128.514,474.17477,167.02214,132.4029,89.0,1.0,77.0,58.215,14.836,99.0,11.0,3.791,13.79,-2.74,11.91041975509261,,
30.0,90,14911.0,463.77,168.96,128.703,473.7369,166.56775,132.14252,90.0,1.0,89.0,53.117,28.89,99.0,11.0,-4.805,14.57,-2.867,10.811672095605758,,
30.0,91,14911.0,464.9,168.56,127.422,473.90747,165.88019,131.64821,91.0,1.0,89.0,48.258,34.5,99.0,11.0,6.863,-9.9,-3.025,10.304210226946086,,
30.0,92,14911.0,464.81,169.16,126.797,473.3413,166.84843,133.59735,92.0,1.0,89.0,36.501,40.4,99.0,11.0,5.86,-13.73,-2.227,11.15218344887672,,
30.0,93,14911.0,464.89,169.01,126.635,473.5324,166.97302,133.66492,93.0,1.0,89.0,45.205,38.12,99.0,11.0,2.713,-12.766,-1.545,11.325199357485952,,
30.0,94,14911.0,466.5,168.98,126.493,472.76187,167.63864,132.92732,94.0,1.0,89.0,53.888,43.5,99.0,11.0,1.082,12.76,-2.887,9.078035933443973,,
30.0,95,14911.0,466.15,169.73,126.671,473.19254,167.66095,133.15668,95.0,1.0,89.0,54.456,46.44,99.0,11.0,-6.33,11.46,-4.55,9.795018255036606,,
30.0,96,14911.0,463.84,169.39,125.761,473.10135,167.10362,135.16621,96.0,1.0,89.0,22.615,43.75,99.0,11.0,-10.31,14.195,-3.404,13.396197687067811,,
30.0,97,14911.0,461.53,169.05,124.851,473.15372,167.42061,133.95157,97.0,1.0,89.0,39.44,43.0,99.0,11.0,-6.535,15.06,-3.893,14.852143035111167,,
30.0,98,14911.0,462.43,169.08,126.054,473.37195,168.107,134.39868,98.0,1.0,89.0,40.432,26.3,99.0,11.0,-0.07654,16.62,-1.508,13.79516883205496,,
30.0,99,14911.0,465.49,169.57,126.43,473.65625,167.62018,135.41022,99.0,1.0,89.0,42.827,30.31,99.0,11.0,-12.04,13.47,-3.254,12.293648292646893,,
31.0,16,1643.0,342.42,640.35,61.75,339.5148,633.72925,59.933067,16.0,1.0,2.0,48.795,126.25,99.0,35.0,-10.56,14.88,4.664,7.454915366990412,,
31.0,30,1643.0,345.02,640.53,61.2,340.29324,637.0714,60.627087,30.0,1.0,2.0,26.671,42.16,99.0,35.0,-5.16,8.89,2.451,5.88493019186873,,
31.0,31,1643.0,345.71,637.52,61.27,340.12534,637.0397,60.3749,31.0,1.0,2.0,23.893,25.98,99.0,35.0,-4.688,10.82,3.266,5.6762945145226364,,
31.0,32,1643.0,346.41,634.51,61.34,339.2932,636.99854,59.658504,32.0,1.0,2.0,73.91,31.83,99.0,35.0,-8.94,17.9,2.082,7.724577811739387,,
31.0,33,1643.0,346.63,634.55,61.47,339.20407,636.6991,58.03113,33.0,1.0,2.0,37.511,41.06,99.0,35.0,-6.848,11.62,1.854,8.461022045344185,,
31.0,34,1643.0,346.86,634.59,61.6,339.13876,636.0225,58.518288,34.0,1.0,2.0,34.343,33.62,99.0,35.0,-4.508,11.914,3.287,8.436027041122163,,
31.0,35,1643.0,347.08,634.64,61.73,339.43417,636.5173,59.022015,35.0,1.0,2.0,67.602,37.28,99.0,35.0,-4.63,11.24,1.19,8.325632374728348,,
31.0,36,1643.0,346.53,634.52,61.05,339.74545,635.52527,59.610962,36.0,1.0,2.0,58.854,42.47,99.0,35.0,-7.855,11.43,3.266,7.0079609617094425,,
31.0,71,515.0,343.77,632.71,58.46,343.16513,624.4042,58.36066,71.0,1.0,1.0,24.154,56.56,99.0,98.0,-0.7363,8.95,-0.1799,8.328388186948391,,
31.0,72,515.0,343.98,632.44,59.2,342.64734,623.9375,58.4085,72.0,1.0,1.0,59.585,63.8,99.0,98.0,0.2091,11.164,-0.4585,8.64262466936989,,
31.0,93,11293.0,343.97,635.43,58.870000000000005,342.9982,627.98883,58.932835,93.0,1.0,67.0,32.259,67.6,99.0,33.0,0.568,12.2,-0.98,7.5046222054227485,,
31.0,94,11293.0,343.28,634.65,58.870000000000005,342.74933,627.70667,59.73262,94.0,1.0,67.0,52.046,72.4,99.0,33.0,2.766,-13.91,-1.503,7.016805213357374,,
31.0,95,11293.0,342.58,633.87,58.86,342.25186,627.7669,58.935238,95.0,1.0,67.0,79.462,65.2,99.0,33.0,9.65,-8.63,-1.911,6.112378115451012,,
31.0,96,11293.0,342.36,633.59,58.56999999999999,342.81146,627.2488,59.041203,96.0,1.0,67.0,55.925,59.4,99.0,33.0,7.332,-7.633,-2.41,6.3746894699906695,,
31.0,97,11293.0,342.14,633.32,58.28,341.42487,626.8837,58.057285,97.0,1.0,67.0,92.968,60.53,99.0,33.0,4.25,-8.09,-2.225,6.479735378711536,,
31.0,98,11293.0,342.73,633.03,58.36,342.14868,627.7011,58.707176,98.0,1.0,67.0,78.931,59.5,99.0,33.0,0.5835,-8.984,-1.59,5.371744532959078,,
31.0,99,11293.0,343.5,633.63,59.47,342.84695,627.531,59.406925,99.0,1.0,67.0,101.71,63.28,99.0,33.0,8.22,-9.34,-2.557,6.134187294020747,,
36.0,3,382.0,312.75,252.25,31.580000000000013,321.10953,253.28847,38.40273,3.0,1.0,1.0,101.34,98.2,99.0,13.0,-8.9,3.191,-1.411,10.840194021081905,,
36.0,4,382.0,313.38,251.9,31.789999999999992,321.50046,253.84827,37.9102,4.0,1.0,1.0,82.497,115.2,99.0,13.0,-10.57,7.113,-1.537,10.353476452115002,,
36.0,5,311.0,314.02,251.55,31.99000000000001,310.48917,250.37993,31.580908,5.0,1.0,1.0,125.81,48.16,99.0,97.0,-1.807,-8.56,-2.533,3.7420823826131744,,
36.0,6,311.0,314.67,251.55,32.24000000000001,311.2753,250.36499,30.907131,6.0,1.0,1.0,119.62,34.22,99.0,97.0,-4.465,-2.572,-2.441,3.834680763930818,,
38.0,21,234.0,292.36,144.09,17.0,291.56943,142.49376,20.43946,21.0,1.0,1.0,231.79,82.4,98.0,84.0,-9.055,2.566,-3.3,3.8733536056110327,,
38.0,25,234.0,293.89,144.46,17.110000000000014,292.117,143.01454,20.631895,25.0,1.0,1.0,221.08,64.75,98.0,84.0,-7.414,-0.0469,-2.688,4.199598552555325,,
