ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
819.0,83,13251.0,614.96,339.47,131.482,595.9199,352.8902,128.7774,83.0,65.0,76.0,30.8,36.56,35.0,20.0,-19.11,5.867,-1.694,23.450842995721946,,
819.0,84,13251.0,615.04,340.25,133.482,596.6556,352.84586,128.6663,84.0,65.0,76.0,19.174,37.9,35.0,20.0,-19.81,1.595,-1.156,22.79984252115784,,
819.0,85,13251.0,616.96,340.65,134.048,597.7749,352.6816,129.04445,85.0,65.0,76.0,22.523,36.2,35.0,20.0,-18.88,1.225,-2.428,23.191872998369533,,
819.0,86,13251.0,619.32,338.55,132.013,598.6555,353.5203,129.27249,86.0,65.0,76.0,27.615,32.6,35.0,20.0,-18.8,-8.87,-1.281,25.664018340862057,,
819.0,87,13251.0,620.71,338.57,133.339,598.88434,353.97433,129.30518,87.0,65.0,76.0,33.305,24.97,35.0,20.0,-22.12,5.953,-0.421,27.0171153341156,,
819.0,88,7212.0,618.67,339.46,132.596,628.3945,365.54437,159.5699,88.0,65.0,47.0,41.158,40.28,35.0,46.0,-21.11,-2.318,-1.401,38.76275970254056,,
819.0,89,14467.0,619.7,338.28,132.643,597.2473,330.6493,117.98021,89.0,65.0,84.0,39.176,20.83,35.0,6.0,-19.86,13.43,-0.4187,27.880974343880133,,
819.0,90,13251.0,620.95,338.2,132.45499999999998,598.747,354.26157,129.08765,90.0,65.0,76.0,36.819,14.875,35.0,20.0,-21.47,2.37,-0.7285,27.609532518451022,,
819.0,91,13251.0,620.59,337.65,132.133,599.7276,354.58398,128.38902,91.0,65.0,76.0,41.295,20.16,35.0,20.0,-16.06,-11.266,-0.7705,27.129629533792013,,
819.0,92,13251.0,620.85,338.97,132.852,600.002,356.04102,129.92307,92.0,65.0,76.0,44.142,31.58,35.0,20.0,-17.08,-7.17,-3.158,27.10419633166241,,
819.0,93,13251.0,620.68,339.08,133.128,599.8195,356.2753,129.47563,93.0,65.0,76.0,40.864,29.48,35.0,20.0,-18.55,-5.457,-1.843,27.279637258528588,,
819.0,94,13251.0,620.74,339.99,132.085,599.9078,357.42822,128.33224,94.0,65.0,76.0,49.734,31.69,35.0,20.0,-21.39,10.73,0.6016,27.425449517300574,,
819.0,95,13251.0,621.26,340.93,133.361,600.505,357.76294,130.01233,95.0,65.0,76.0,46.163,30.69,35.0,20.0,-23.36,-2.107,1.419,26.931978850661903,,
819.0,96,13543.0,621.52,340.49,133.745,589.677,364.22156,132.53094,96.0,65.0,77.0,52.781,35.0,35.0,19.0,-18.67,-7.32,-1.394,39.73207181506142,,
819.0,97,13543.0,621.62,340.72,132.986,589.9508,364.47336,132.81754,97.0,65.0,77.0,57.577,44.16,35.0,19.0,-22.1,-0.4978,-1.345,39.587734447694814,,
819.0,98,13251.0,621.98,341.0,133.16,600.9971,357.99823,130.48932,98.0,65.0,76.0,52.214,21.64,35.0,20.0,-18.31,3.07,0.73,27.13585169485745,,
819.0,99,13251.0,622.39,340.96,132.93099999999998,600.79156,358.33582,128.19452,99.0,65.0,76.0,54.643,34.03,35.0,20.0,-18.83,-6.844,-0.917,28.12198381864978,,
820.0,1,329.0,365.93,225.01,37.78999999999999,379.38483,232.08571,33.14294,1.0,1.0,1.0,56.508,59.03,34.0,11.0,-7.082,-2.092,-1.307,15.896329418346882,,
820.0,2,329.0,366.79,224.71,36.650000000000006,379.52148,231.9604,32.47772,2.0,1.0,1.0,85.61,62.0,34.0,11.0,-7.938,0.206,-0.4204,15.233738987812522,,
820.0,3,329.0,367.62,223.67,36.80000000000001,379.64688,231.26733,33.185524,3.0,1.0,1.0,78.731,57.03,34.0,11.0,-5.29,-2.666,-1.1,14.677523715459506,,
820.0,4,329.0,368.14,224.38,36.860000000000014,380.17075,231.99493,32.7913,4.0,1.0,1.0,91.589,69.0,34.0,11.0,-7.523,2.045,-1.164,14.808120210121224,,
820.0,6,329.0,368.83,223.95,37.97,380.16824,231.84581,33.414772,6.0,1.0,1.0,69.964,63.78,34.0,11.0,-6.54,1.493,-1.753,14.548182153990412,,
820.0,23,388.0,365.43,222.06,40.66,377.248,210.38676,41.862938,23.0,1.0,1.0,45.596,55.47,34.0,34.0,-7.74,0.627,-3.744,16.654630465112202,,
820.0,24,388.0,368.1,222.02,41.06,376.92242,210.54752,42.21094,24.0,1.0,1.0,53.702,52.53,34.0,34.0,-7.37,-0.8345,-4.086,14.518180150776466,,
820.0,25,388.0,367.75,221.32,39.93000000000001,376.11813,210.67064,41.571053,25.0,1.0,1.0,68.378,56.25,34.0,34.0,-6.816,-1.149,-3.34,13.642856117958187,,
820.0,33,4952.0,364.96,220.81,38.35,361.3728,215.77097,37.792187,33.0,1.0,30.0,119.29,31.28,34.0,10.0,-4.08,-4.598,-5.594,6.210554123737183,,
820.0,34,4952.0,364.88,220.59,38.91,361.7613,215.5059,38.491196,34.0,1.0,30.0,97.026,33.53,34.0,10.0,-5.52,-2.363,-5.258,5.97911024237018,,
821.0,34,4531.0,353.4,149.82,56.38,347.30545,156.03001,55.46855,34.0,1.0,26.0,83.703,58.16,34.0,72.0,-4.535,-5.57,-4.973,8.748628749987038,,
822.0,25,1348.0,625.74,227.03,156.44,621.8574,223.92531,153.9428,25.0,1.0,1.0,342.26,111.1,34.0,27.0,58.28,8.11,-8.46,5.56324461048588,,
822.0,26,3630.0,627.83,228.27,156.582,632.04987,230.54008,156.805,26.0,1.0,18.0,328.81,98.8,34.0,38.0,57.5,6.61,-6.008,4.7969047336068735,,
822.0,29,3630.0,629.87,228.47,156.697,633.176,229.74257,156.99744,29.0,1.0,18.0,392.68,123.8,34.0,38.0,53.47,17.77,-5.473,3.555184186297564,,
822.0,30,3630.0,629.26,228.11,158.054,633.56726,230.18752,158.81712,30.0,1.0,18.0,348.37,105.06,34.0,38.0,57.97,6.895,-4.445,4.84261604841849,,
822.0,31,3630.0,629.73,227.78,158.39,633.23566,229.17595,158.57689,31.0,1.0,18.0,358.47,105.1,34.0,38.0,58.75,7.74,-5.39,3.777996335387349,,
822.0,32,3630.0,629.61,227.31,158.138,633.9984,229.87279,158.18074,32.0,1.0,18.0,262.35,96.3,34.0,38.0,54.28,11.29,-4.53,5.082103290144687,,
822.0,33,2908.0,628.89,226.01,157.906,626.2913,224.06525,155.69963,33.0,1.0,13.0,272.97,91.5,34.0,28.0,51.06,18.72,-6.332,3.924711814821568,,
822.0,34,3630.0,629.9,226.84,158.667,634.12585,229.08492,159.5103,34.0,1.0,18.0,236.05,85.44,34.0,38.0,54.75,11.586,-4.4,4.85887115685324,,
823.0,1,204.0,338.46,302.6,16.419999999999987,332.00107,294.42496,17.253859,1.0,1.0,1.0,81.668,44.88,34.0,9.0,7.516,0.3132,-0.997,10.452003471984728,,
823.0,34,4096.0,344.21,307.75,19.50999999999999,342.761,298.02966,18.598513,34.0,1.0,22.0,38.493,34.0,34.0,11.0,6.938,-3.232,-3.48,9.86992498789982,,
824.0,7,1756.0,324.8,341.73,44.05,328.7069,339.95782,47.314934,7.0,1.0,3.0,137.86,73.5,34.0,48.0,8.266,0.3806,-1.549,5.39113008438454,,
824.0,33,402.0,325.58,342.8,42.3,322.67523,340.66968,41.999886,33.0,1.0,1.0,106.02,43.6,34.0,32.0,7.58,-2.85,-5.633,3.6146950726576974,,
824.0,34,1756.0,325.71,341.08,42.17,330.04727,336.32184,45.83675,34.0,1.0,3.0,86.278,60.6,34.0,48.0,5.223,-0.1038,-3.822,7.409254564461945,,
826.0,1,1042.0,447.07,164.74,116.982,459.16623,166.5366,124.7023,1.0,1.0,1.0,84.168,70.8,34.0,5.0,22.64,-7.8,1.22,14.462004835530228,,
826.0,2,1042.0,447.56,165.33,117.626,459.76877,166.50497,126.09685,2.0,1.0,1.0,77.914,64.4,34.0,5.0,21.92,-9.48,1.467,14.90603633218101,,
826.0,3,1042.0,446.94,165.61,118.263,459.51007,166.26196,125.44675,3.0,1.0,1.0,97.463,78.6,34.0,5.0,23.56,-7.54,1.192,14.492686973401428,,
826.0,4,1911.0,448.01,165.19,117.431,459.42078,171.85225,119.021904,4.0,1.0,4.0,103.16,32.7,34.0,15.0,22.97,0.02423,0.111,13.308735883175222,,
826.0,5,1911.0,449.79,165.13,115.838,459.07504,173.23589,121.085335,5.0,1.0,4.0,79.053,51.34,34.0,15.0,23.75,-2.936,0.548,13.395967493836531,,
826.0,6,1912.0,448.05,164.47,117.106,460.63507,165.46303,123.63345,6.0,1.0,4.0,74.064,77.5,34.0,69.0,22.88,-4.902,0.817,14.211885835043123,,
826.0,7,1115.0,446.06,164.69,117.679,448.33527,178.97476,122.19249,7.0,1.0,1.0,74.674,70.7,34.0,7.0,23.45,-15.9,2.67,15.152650388978165,,
826.0,8,1911.0,446.46,164.92,117.846,448.39117,179.09402,122.70953,8.0,1.0,4.0,66.309,71.0,34.0,15.0,21.67,-13.34,2.102,15.109142417430592,,
826.0,9,2017.0,447.49,164.75,117.271,460.83813,165.8021,123.77639,9.0,1.0,5.0,61.638,77.06,34.0,13.0,23.28,-4.46,0.983,14.886221413071864,,
826.0,10,2017.0,448.43,165.66,118.172,460.90414,166.38985,124.17571,10.0,1.0,5.0,68.718,81.1,34.0,13.0,21.95,-2.432,1.345,13.862950029708662,,
826.0,11,2017.0,447.33,165.35,118.465,460.5969,166.1005,124.56407,11.0,1.0,5.0,61.596,73.56,34.0,13.0,22.4,-3.209,1.166,14.62096237341785,,
826.0,12,2017.0,449.05,165.67,117.378,460.46387,166.01974,124.72679,12.0,1.0,5.0,62.931,73.9,34.0,13.0,21.8,-4.633,1.429,13.579523589161711,,
826.0,13,2017.0,447.16,164.95,117.998,460.0339,166.17311,124.904106,13.0,1.0,5.0,77.78,93.8,34.0,13.0,21.34,-2.455,1.558,14.660409249585632,,
826.0,14,2017.0,446.86,164.81,118.337,460.2488,165.8917,124.38408,14.0,1.0,5.0,58.905,89.4,34.0,13.0,20.47,-1.901,1.233,14.730825396304173,,
826.0,15,2017.0,446.8,164.1,118.352,458.60187,167.09843,119.90893,15.0,1.0,5.0,67.538,32.22,34.0,13.0,21.75,3.242,-0.851,12.27594187778275,,
826.0,16,1912.0,446.9,163.69,118.569,460.9522,165.4334,124.36238,16.0,1.0,4.0,78.092,77.06,34.0,69.0,21.06,-2.365,1.274,15.299249008510216,,
826.0,17,1912.0,447.14,164.8,118.225,460.35995,166.26672,124.352715,17.0,1.0,4.0,77.922,79.2,34.0,69.0,21.31,-3.383,0.909,14.644699951932306,,
826.0,18,1912.0,446.4,163.86,118.385,460.48328,166.24895,124.699165,18.0,1.0,4.0,71.872,74.56,34.0,69.0,21.27,-2.922,0.994,15.617763518126566,,
826.0,19,1912.0,446.75,162.81,117.215,460.23544,165.77168,124.52573,19.0,1.0,4.0,72.358,86.75,34.0,69.0,21.34,-1.404,0.4736,15.622913094199156,,
826.0,20,1912.0,446.26,162.83,116.687,459.64212,165.96124,123.00981,20.0,1.0,4.0,60.658,79.7,34.0,69.0,20.98,-2.92,1.487,15.128242658289812,,
826.0,21,1912.0,446.75,162.83,115.685,460.1458,166.5106,123.458534,21.0,1.0,4.0,56.918,79.44,34.0,69.0,21.44,-4.477,0.8716,15.919236943055914,,
826.0,22,1912.0,448.22,162.65,116.488,460.54343,165.77522,123.20232,22.0,1.0,4.0,63.612,70.3,34.0,69.0,21.28,-3.475,1.049,14.377622198253064,,
826.0,23,1912.0,447.81,162.8,116.171,460.2513,165.97958,124.52904,23.0,1.0,4.0,18.374,73.6,34.0,69.0,22.56,-3.738,0.586,15.3216352687303,,
826.0,24,1912.0,447.4,162.96,115.855,460.00375,166.1583,123.97491,24.0,1.0,4.0,28.345,85.3,34.0,69.0,21.23,-3.814,0.9287,15.330250335875183,,
826.0,25,1912.0,446.98,163.11,115.538,459.76895,165.96088,123.05652,25.0,1.0,4.0,55.749,87.75,34.0,69.0,21.81,-2.664,0.6772,15.10671711085172,,
826.0,26,1912.0,447.98,162.86,115.883,460.19775,165.97725,123.90701,26.0,1.0,4.0,55.095,83.1,34.0,69.0,20.25,-4.484,0.655,14.94574852943468,,
826.0,27,1912.0,447.89,162.57,116.29,459.80908,166.3296,124.24927,27.0,1.0,4.0,46.066,80.9,34.0,69.0,22.28,-5.043,0.713,14.8171872883925,,
826.0,28,1912.0,447.9,162.75,115.498,459.28406,166.32959,124.60243,28.0,1.0,4.0,40.192,81.1,34.0,69.0,21.83,-5.332,0.4993,15.010027724045043,,
826.0,29,1912.0,448.27,162.79,115.165,460.25427,166.29997,124.215515,29.0,1.0,4.0,44.386,86.56,34.0,69.0,22.86,-3.285,0.627,15.422530226879962,,
826.0,30,1912.0,447.86,162.14,115.958,460.0868,166.66875,124.80758,30.0,1.0,4.0,9.1018,74.25,34.0,69.0,20.4,-5.46,1.057,15.758149668628588,,
826.0,31,1912.0,447.46,161.49,116.75,460.34598,165.9894,124.20701,31.0,1.0,4.0,31.835,60.47,34.0,69.0,21.58,-6.53,0.88,15.553137273891084,,
826.0,32,1912.0,447.56,161.99,116.493,460.92194,166.53496,125.770325,32.0,1.0,4.0,5.143,63.34,34.0,69.0,21.44,-11.03,1.175,16.889844911094514,,
826.0,33,1912.0,447.67,162.5,116.236,461.31146,166.72899,126.051254,33.0,1.0,4.0,34.355,61.94,34.0,69.0,22.88,-6.754,1.3545,17.32954120674336,,
826.0,34,1912.0,447.37,162.79,117.021,460.62772,167.02765,127.50558,34.0,1.0,4.0,33.132,59.78,34.0,69.0,21.84,-10.88,1.339,17.42559137869645,,
827.0,1,631.0,438.27,537.2,82.769,437.11603,535.6352,78.243515,1.0,1.0,1.0,235.98,66.9,34.0,35.0,-23.12,11.5,0.834,4.925470564943507,,
827.0,2,631.0,438.13,537.93,82.425,437.03046,535.823,78.556816,2.0,1.0,1.0,235.62,77.0,34.0,35.0,-22.47,9.69,2.04,4.539965271833679,,
827.0,3,631.0,438.07,539.41,82.37,437.11844,537.2603,78.52608,3.0,1.0,1.0,235.71,68.9,34.0,35.0,-21.94,10.03,1.278,4.505818182084112,,
827.0,4,631.0,437.71,540.63,83.464,436.4931,538.31134,79.59094,4.0,1.0,1.0,230.92,69.9,34.0,35.0,-21.39,10.54,0.7217,4.6752137458302325,,
827.0,5,631.0,438.01,541.35,83.363,437.3986,538.9193,79.816025,5.0,1.0,1.0,213.8,62.56,34.0,35.0,-20.17,9.836,0.8447,4.34317212422269,,
827.0,6,700.0,438.36,541.39,84.182,439.16635,545.6686,85.185555,6.0,1.0,1.0,173.62,82.25,34.0,60.0,-20.6,16.38,3.148,4.468080227628512,,
827.0,7,700.0,438.47,541.84,85.008,440.43555,545.2819,86.834595,7.0,1.0,1.0,217.68,71.8,34.0,60.0,-19.86,17.28,3.887,4.3642309410163245,,
827.0,8,700.0,438.21,542.94,84.944,440.3691,545.70715,87.32044,8.0,1.0,1.0,193.48,80.44,34.0,60.0,-19.56,14.72,4.17,4.238667126125803,,
827.0,9,700.0,437.8,543.84,85.356,438.63892,547.42957,87.713875,9.0,1.0,1.0,168.79,79.6,34.0,60.0,-19.08,15.516,2.846,4.375885518032304,,
827.0,10,631.0,439.03,544.77,85.348,437.79095,542.327,81.69504,10.0,1.0,1.0,187.21,64.06,34.0,35.0,-18.55,11.266,1.351,4.565918381235015,,
827.0,11,700.0,438.52,545.22,86.27,440.0013,548.587,87.93272,11.0,1.0,1.0,177.04,78.3,34.0,60.0,-18.9,14.82,3.59,4.036777983540817,,
827.0,12,700.0,438.8,545.54,86.273,440.51593,548.60065,88.30141,12.0,1.0,1.0,168.79,83.44,34.0,60.0,-18.42,15.17,3.586,4.052954640197709,,
827.0,13,700.0,439.49,545.42,85.816,441.2798,549.39453,87.93851,13.0,1.0,1.0,109.27,58.88,34.0,60.0,-17.31,14.32,2.832,4.848228693141505,,
827.0,14,631.0,438.78,546.88,86.064,437.8359,542.88904,83.106346,14.0,1.0,1.0,107.58,53.88,34.0,35.0,-16.44,10.53,1.16,5.056362696179509,,
827.0,15,631.0,438.78,547.54,85.959,437.9279,545.37006,82.181404,15.0,1.0,1.0,182.97,52.28,34.0,35.0,-16.28,9.62,1.104,4.439025293103873,,
827.0,16,631.0,438.68,548.48,86.503,438.0282,546.2349,82.28167,16.0,1.0,1.0,140.78,39.1,34.0,35.0,-16.66,8.8,-0.10284,4.825447566692631,,
827.0,17,631.0,438.68,549.53,87.598,437.04153,546.01483,84.00984,17.0,1.0,1.0,140.25,52.16,34.0,35.0,-15.75,13.24,1.193,5.283549588619382,,
827.0,18,631.0,438.04,550.57,87.186,436.6327,548.20087,83.61824,18.0,1.0,1.0,155.88,51.06,34.0,35.0,-14.31,8.85,0.9966,4.508013050613353,,
827.0,19,631.0,437.42,551.03,88.182,436.04514,548.87665,83.90403,19.0,1.0,1.0,163.03,47.56,34.0,35.0,-14.67,11.5,1.135,4.982788733530623,,
827.0,20,631.0,435.27,551.6,88.376,436.46146,548.50977,84.134636,20.0,1.0,1.0,108.47,42.28,34.0,35.0,-14.81,11.17,1.288,5.38128859707377,,
827.0,22,700.0,438.2,553.77,88.605,441.10248,556.6703,91.15546,22.0,1.0,1.0,108.41,55.56,34.0,60.0,-14.96,14.79,2.969,4.831249988564061,,
827.0,24,631.0,437.63,556.0,89.705,436.07452,552.3778,86.23175,24.0,1.0,1.0,150.68,54.78,34.0,35.0,-12.68,12.9,0.91,5.253885841251223,,
827.0,25,631.0,437.21,556.99,89.476,436.26245,553.0273,85.922646,25.0,1.0,1.0,120.97,43.44,34.0,35.0,-13.42,12.68,0.761,5.406215584104677,,
827.0,26,631.0,437.32,557.48,89.264,436.0939,554.73834,85.21329,26.0,1.0,1.0,116.84,35.84,34.0,35.0,-13.08,12.664,0.3667,5.04264536426071,,
827.0,27,631.0,437.33,558.95,89.013,436.47693,555.9656,84.83089,27.0,1.0,1.0,124.47,43.38,34.0,35.0,-13.43,12.45,0.9556,5.208110582255371,,
827.0,28,631.0,437.46,559.55,89.257,436.45303,557.7622,84.96906,28.0,1.0,1.0,135.22,46.8,34.0,35.0,-11.97,11.195,0.668,4.753593047842841,,
827.0,29,631.0,437.74,560.32,89.146,436.75708,557.2953,85.33805,29.0,1.0,1.0,117.85,44.7,34.0,35.0,-12.65,9.49,-0.326,4.961393455361148,,
827.0,30,631.0,438.11,560.96,90.899,436.98724,559.1604,86.307434,30.0,1.0,1.0,150.94,42.06,34.0,35.0,-12.99,14.57,1.073,5.057828438169514,,
827.0,31,631.0,437.5,560.67,90.198,436.77722,557.7244,87.89281,31.0,1.0,1.0,134.3,50.25,34.0,35.0,-9.86,14.09,0.856,3.809576252616564,,
827.0,32,631.0,437.43,561.4,91.319,436.34964,557.1949,88.824356,32.0,1.0,1.0,126.19,57.94,34.0,35.0,-9.83,15.08,-0.02277,5.007323878713673,,
827.0,33,631.0,437.63,562.26,90.261,437.63025,558.7253,88.08801,33.0,1.0,1.0,129.35,57.5,34.0,35.0,-10.26,14.055,0.0528,4.149215551474797,,
827.0,34,631.0,436.31,563.75,91.532,438.08017,562.42163,87.912445,34.0,1.0,1.0,105.29,38.53,34.0,35.0,-7.766,13.77,1.368,4.242551954169192,,
828.0,10,596.0,369.13,290.45,69.2,367.34393,279.14432,71.31419,10.0,1.0,1.0,69.634,63.06,34.0,16.0,7.23,-1.949,-0.574,11.639512260545963,,
828.0,11,596.0,369.78,290.68,71.086,366.61722,278.8447,70.26686,11.0,1.0,1.0,59.147,64.6,34.0,16.0,6.656,-2.05,-0.3088,12.277967818739404,,
828.0,12,596.0,369.32,290.12,71.203,367.04343,278.78436,70.14842,12.0,1.0,1.0,69.305,60.66,34.0,16.0,5.55,-2.008,0.3296,11.609980368239226,,
828.0,28,635.0,371.24,294.82,71.466,377.80338,303.7111,78.14743,28.0,1.0,1.0,67.905,47.72,34.0,34.0,6.82,-2.277,-3.703,12.913989433141872,,
828.0,29,635.0,370.81,294.63,72.14,377.567,304.07117,78.39754,29.0,1.0,1.0,72.384,54.7,34.0,34.0,7.75,-2.678,-3.787,13.188993396787344,,
828.0,30,635.0,370.54,295.06,71.093,377.70105,305.0817,78.562775,30.0,1.0,1.0,64.204,48.2,34.0,34.0,7.117,-4.016,-3.543,14.40529925211986,,
828.0,31,583.0,371.38,295.02,71.796,375.58734,299.9994,63.490498,31.0,1.0,1.0,64.35,29.5,34.0,25.0,6.215,-1.902,-4.445,10.558290472780334,,
828.0,32,635.0,370.85,295.27,71.757,379.11197,306.99628,79.26032,32.0,1.0,1.0,82.279,36.47,34.0,34.0,8.0,-5.473,-3.088,16.18844038015089,,
828.0,33,635.0,370.96,294.91,70.321,380.01044,309.08472,79.64309,33.0,1.0,1.0,72.675,34.2,34.0,34.0,9.81,-5.734,-3.086,19.228481823589195,,
828.0,34,5566.0,371.4,294.42,69.666,382.99792,297.99838,82.47772,34.0,1.0,34.0,64.47,28.12,34.0,29.0,9.73,-12.695,-4.266,17.648136476954193,,
829.0,1,1224.0,493.98,53.598,144.618,494.30637,32.208195,147.73904,1.0,1.0,1.0,90.68,79.25,34.0,12.0,-9.914,-18.42,-1.632,21.61876883628031,,
829.0,2,1224.0,494.39,52.754,144.588,493.94113,31.57767,148.13101,2.0,1.0,1.0,83.179,83.94,34.0,12.0,-12.164,-12.5,-1.533,21.47536626942367,,
829.0,3,1224.0,494.53,52.841,144.487,494.106,31.947273,148.074,3.0,1.0,1.0,95.645,94.5,34.0,12.0,-10.48,-13.695,-2.7,21.20363584271644,,
829.0,4,1889.0,495.9,52.81,144.672,498.8031,61.341278,149.63646,4.0,1.0,4.0,84.832,46.03,34.0,28.0,-6.57,-21.22,-3.941,10.288661575486094,,
829.0,5,1889.0,496.26,52.56,143.679,498.49634,60.99984,149.50714,5.0,1.0,4.0,80.826,25.81,34.0,28.0,-0.787,-29.78,-3.51,10.497586945617538,,
829.0,6,1889.0,495.96,52.466,144.175,499.63483,58.947865,151.44498,6.0,1.0,4.0,37.154,9.5,34.0,28.0,-5.27,-19.45,-2.969,10.410166118152244,,
829.0,7,1889.0,495.65,52.371,144.671,498.47803,60.172684,149.19933,7.0,1.0,4.0,36.445,36.97,34.0,28.0,-4.6,-19.89,-2.68,9.453560149787808,,
829.0,8,1889.0,495.34,52.277,145.167,499.31238,58.35623,149.87247,8.0,1.0,4.0,87.344,21.16,34.0,28.0,-7.305,-12.81,-2.479,8.65322414930991,,
829.0,9,1889.0,495.9,52.247,144.588,498.67584,59.228424,149.61057,9.0,1.0,4.0,83.934,40.4,34.0,28.0,-5.91,-15.37,-2.578,9.037243948144592,,
829.0,10,1889.0,496.12,52.832,145.105,500.3107,57.954052,150.22896,10.0,1.0,4.0,95.409,27.94,34.0,28.0,-6.74,-12.766,-1.425,8.36972814745521,,
829.0,31,2646.0,498.93,49.725,147.236,502.54886,51.34362,152.47035,31.0,1.0,11.0,77.772,41.16,34.0,32.0,-2.965,-10.44,-0.3225,6.566163135842723,,
829.0,34,2646.0,498.54,49.37,145.978,501.25314,53.351673,150.30794,34.0,1.0,11.0,84.089,27.78,34.0,32.0,-0.3987,-15.445,0.3022,6.477903128492174,,
830.0,1,1213.0,695.23,59.678,143.5,699.9893,50.973476,146.70674,1.0,1.0,1.0,80.569,31.73,34.0,16.0,-17.39,-15.16,-0.678,10.42606617973315,,
830.0,2,1162.0,695.09,59.748,144.012,680.8425,56.507664,141.67609,2.0,1.0,1.0,59.575,48.8,34.0,5.0,7.277,1.715,2.748,14.796874979907,,
830.0,3,1162.0,694.96,59.818,144.525,680.424,55.84902,142.17049,3.0,1.0,1.0,59.342,54.53,34.0,5.0,7.535,2.273,1.376,15.25096113628586,,
830.0,4,987.0,694.82,59.888,145.037,700.3046,50.546215,144.42758,4.0,1.0,1.0,73.852,33.72,34.0,7.0,-22.22,-6.184,-1.962,10.849939026677754,,
831.0,4,1150.0,520.95,637.24,144.286,520.2451,636.0067,140.16173,4.0,4.0,1.0,214.08,64.06,34.0,37.0,-17.6,16.03,5.348,4.362054095595334,,
831.0,5,1150.0,521.78,639.05,145.465,521.3639,637.519,140.87294,5.0,4.0,1.0,181.02,57.44,34.0,37.0,-15.15,15.25,6.098,4.858406657907498,,
831.0,6,1150.0,522.71,641.06,145.403,521.3499,639.62085,140.3449,6.0,4.0,1.0,161.49,52.66,34.0,37.0,-15.16,14.375,5.727,5.431887364673509,,
831.0,7,1150.0,523.42,642.9,144.39600000000002,522.3955,641.64825,140.55319,7.0,4.0,1.0,201.39,61.16,34.0,37.0,-15.89,16.2,5.277,4.169372495784003,,
831.0,8,1150.0,525.8,644.62,144.257,524.58826,643.65393,140.76627,8.0,4.0,1.0,214.48,64.75,34.0,37.0,-16.73,14.164,4.816,3.819267076992668,,
831.0,9,1150.0,527.21,645.97,144.415,526.2034,644.6647,141.14366,9.0,4.0,1.0,220.53,59.7,34.0,37.0,-15.55,15.53,4.9,3.6631567050291394,,
831.0,11,1150.0,529.19,648.92,145.2,527.8424,647.75366,142.08865,11.0,4.0,1.0,236.26,63.66,34.0,37.0,-15.95,15.805,5.258,3.585648278638056,,
832.0,11,1091.0,555.05,339.35,131.507,555.5307,337.40955,127.932304,11.0,9.0,1.0,161.82,48.12,34.0,26.0,-22.27,3.186,-3.367,4.095713635609316,,
832.0,12,1091.0,554.1,340.55,132.855,554.52356,337.9243,128.54333,12.0,9.0,1.0,171.99,45.4,34.0,26.0,-22.58,4.555,-3.07,5.065984776181218,,
832.0,19,2410.0,550.77,340.94,132.115,551.9208,338.97772,128.17624,19.0,9.0,8.0,211.29,76.25,34.0,23.0,-21.22,10.12,-2.002,4.548484778033242,,
832.0,20,2410.0,551.18,340.69,130.894,552.33966,338.9909,127.5528,20.0,9.0,8.0,215.64,70.06,34.0,23.0,-22.58,8.7,-2.873,3.9236933577434456,,
832.0,23,1325.0,550.32,341.18,132.686,551.03204,345.8377,135.48618,23.0,9.0,1.0,80.382,63.94,34.0,51.0,-21.0,5.977,-1.472,5.4810745555958,,
832.0,28,1091.0,551.27,340.37,128.863,551.53436,338.39722,125.467964,28.0,9.0,1.0,134.0,43.1,34.0,26.0,-20.84,3.77,-3.75,3.9354817467873024,,
832.0,31,1091.0,548.16,340.02,131.541,549.34467,339.1659,128.34343,31.0,9.0,1.0,131.57,40.47,34.0,26.0,-16.22,6.85,-1.601,3.515307059674844,,
832.0,40,4607.0,545.84,337.33,128.06900000000002,545.4484,335.4688,124.89624,40.0,9.0,26.0,133.42,44.44,34.0,13.0,-5.434,2.346,-1.627,3.699165043303703,,
832.0,41,4607.0,546.76,338.67,129.511,546.44226,336.36026,124.321976,41.0,9.0,26.0,54.333,37.22,34.0,13.0,-7.812,3.771,-1.876,5.68874570074775,,
832.0,42,1325.0,547.67,340.01,130.954,549.5412,347.3043,133.58939,42.0,9.0,1.0,76.862,53.28,34.0,51.0,-18.5,1.767,-5.074,7.978313254197311,,
834.0,23,1757.0,417.83,340.21,100.075,413.32858,347.7054,101.987305,23.0,23.0,3.0,47.598,34.47,34.0,24.0,-0.9053,-3.457,-0.7104,8.949900199970124,,
834.0,24,1757.0,416.14,340.04,100.981,413.00943,347.81927,102.99552,24.0,23.0,3.0,54.518,47.16,34.0,24.0,-0.349,-7.152,0.6147,8.624140599978634,,
834.0,25,1757.0,416.3,339.9,101.452,413.84146,347.61334,102.92253,25.0,23.0,3.0,55.524,44.28,34.0,24.0,-2.166,-2.664,-0.2559,8.228152366607,,
834.0,26,1757.0,416.85,339.38,101.376,414.13986,347.3876,102.7789,26.0,23.0,3.0,50.826,51.4,34.0,24.0,-2.504,-4.812,-0.5337,8.569401670455207,,
