ID (CME),ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
2.0,237.0,291.3,226.51,21.24000000000001,289.95996,225.44984,21.011475,1.0,1.0,1.0,229.96,77.44,99.0,99.0,-5.56,-5.605,-0.8926,1.7239112804390377,237,1.72
2.0,237.0,291.98,226.98,20.919999999999987,290.60168,225.96657,20.809637,2.0,1.0,1.0,242.52,80.75,99.0,99.0,-7.723,-1.645,-0.6924,1.7143472166014333,237,1.71
2.0,237.0,291.7,226.58,20.900000000000006,290.33856,225.55232,20.688269,3.0,1.0,1.0,252.34,84.94,99.0,99.0,-6.344,-1.445,-1.248,1.7188586539797432,237,1.72
2.0,237.0,291.69,227.07,20.840000000000003,290.68555,226.09846,20.659414,4.0,1.0,1.0,272.54,85.7,99.0,99.0,-6.938,0.06042,-1.707,1.409049707248133,237,1.41
2.0,237.0,292.56,227.12,20.72999999999999,291.28845,226.16327,20.67501,5.0,1.0,1.0,246.29,77.94,99.0,99.0,-6.254,-0.4678,-1.995,1.592229755876947,237,1.59
2.0,237.0,292.74,227.17,21.439999999999998,291.42377,226.19388,21.425905,6.0,1.0,1.0,207.15,70.5,99.0,99.0,-5.734,-0.58,-1.523,1.6387404725352366,237,1.64
2.0,237.0,292.42,227.28,21.0,291.03998,226.28201,20.915075,7.0,1.0,1.0,194.14,65.7,99.0,99.0,-4.695,-1.559,-1.58,1.7051837133062757,237,1.71
2.0,237.0,292.66,227.48,21.349999999999994,291.5758,226.4662,21.303476,8.0,1.0,1.0,190.98,64.1,99.0,99.0,-5.523,-1.999,-1.33,1.485073924953242,237,1.49
2.0,237.0,292.27,227.31,21.689999999999998,290.97525,226.30142,21.508545,9.0,1.0,1.0,215.83,73.06,99.0,99.0,-4.617,-2.557,-1.728,1.6512229092175585,237,1.65
2.0,237.0,292.73,227.34,21.830000000000013,291.46136,226.31831,21.779041,10.0,1.0,1.0,178.69,61.44,99.0,99.0,-4.797,-3.223,-1.306,1.6296916043782723,237,1.63
2.0,237.0,292.36,227.23,21.370000000000005,291.12085,226.21233,21.333986,11.0,1.0,1.0,187.96,64.44,99.0,99.0,-5.543,-1.373,-1.355,1.6038833996260295,237,1.60
2.0,237.0,293.24,227.2,21.47,291.9204,226.17615,21.308542,12.0,1.0,1.0,208.73,65.8,99.0,99.0,-6.53,-1.428,-1.534,1.677999305203688,237,1.68
2.0,237.0,292.68,227.97,21.25999999999999,291.5301,226.91911,21.289879,13.0,1.0,1.0,187.89,61.62,99.0,99.0,-5.574,-2.295,-2.164,1.5580540930086562,237,1.56
2.0,237.0,292.44,227.59,21.080000000000013,291.2584,226.53174,21.205128,14.0,1.0,1.0,196.85,66.4,99.0,99.0,-6.883,-0.04846,-1.588,1.5911473231552076,237,1.59
2.0,237.0,292.39,227.86,21.05000000000001,291.0498,226.80334,20.998728,15.0,1.0,1.0,194.02,65.1,99.0,99.0,-5.92,-0.268,-1.975,1.7074235600998362,237,1.71
2.0,237.0,292.17,227.87,21.169999999999987,290.85498,226.86061,21.1428,16.0,1.0,1.0,209.33,70.8,99.0,99.0,-6.867,1.024,-2.588,1.6579763606577755,237,1.66
2.0,237.0,292.42,228.14,21.210000000000008,291.35812,227.09822,20.958897,17.0,1.0,1.0,254.58,80.44,99.0,99.0,-7.64,2.738,-2.611,1.5086243466844373,237,1.51
2.0,237.0,292.64,228.26,21.580000000000013,291.6531,227.30873,21.361938,18.0,1.0,1.0,247.4,77.06,99.0,99.0,-8.11,2.54,-1.867,1.387961548006276,237,1.39
2.0,237.0,292.2,228.42,21.080000000000013,291.23257,227.46945,20.835268,19.0,1.0,1.0,264.3,83.06,99.0,99.0,-8.34,3.865,-1.498,1.3781726521825746,237,1.38
2.0,237.0,292.19,228.29,21.319999999999993,291.29175,227.36064,21.003086,20.0,1.0,1.0,293.96,88.0,99.0,99.0,-9.31,5.137,-2.104,1.3307883210698965,237,1.33
2.0,237.0,291.96,228.42,21.360000000000014,291.08142,227.50215,21.067253,21.0,1.0,1.0,290.21,90.7,99.0,99.0,-9.32,3.066,-2.672,1.3038605158946195,237,1.30
2.0,237.0,292.11,227.7,20.72,291.34576,226.73479,20.618792,22.0,1.0,1.0,284.66,86.56,99.0,99.0,-9.516,5.797,-1.7705,1.2352878939599528,237,1.24
2.0,237.0,291.74,228.6,20.819999999999993,291.1783,227.8433,20.891565,23.0,1.0,1.0,267.64,81.06,99.0,99.0,-9.65,4.47,-2.348,0.9451049302723098,237,0.95
2.0,237.0,290.95,228.29,19.97,290.07748,227.49995,20.22089,24.0,1.0,1.0,252.81,77.56,99.0,99.0,-9.79,3.795,-2.756,1.2035015351049552,237,1.20
2.0,237.0,291.08,228.38,20.370000000000005,290.22186,227.61588,20.459764,25.0,1.0,1.0,264.66,86.75,99.0,99.0,-9.664,3.97,-2.217,1.1525368582808844,237,1.15
2.0,237.0,291.2,227.62,20.169999999999987,290.26123,226.85004,20.193592,26.0,1.0,1.0,283.04,86.75,99.0,99.0,-11.11,6.926,-2.246,1.2143657179630662,237,1.21
2.0,237.0,291.25,228.23,20.69999999999999,290.22342,227.38635,20.576408,27.0,1.0,1.0,292.48,89.5,99.0,99.0,-11.04,6.246,-3.191,1.334498707891484,237,1.33
2.0,237.0,291.47,228.42,20.430000000000007,290.64102,227.53397,20.440626,28.0,1.0,1.0,289.23,90.3,99.0,99.0,-10.875,5.58,-2.998,1.2134125074252207,237,1.21
2.0,237.0,291.22,228.52,20.120000000000005,290.42197,227.64905,19.982449,29.0,1.0,1.0,342.16,101.7,99.0,99.0,-11.68,4.28,-5.086,1.1892544139086065,237,1.19
2.0,237.0,290.93,227.58,20.110000000000014,290.28976,226.72734,20.633146,30.0,1.0,1.0,270.23,82.2,99.0,99.0,-10.83,7.18,-2.734,1.1876944348257332,237,1.19
2.0,237.0,291.45,227.38,19.710000000000008,290.9251,226.60068,20.106936,31.0,1.0,1.0,247.12,80.3,99.0,99.0,-10.586,7.004,-3.031,1.02000875510751,237,1.02
2.0,237.0,291.34,227.53,19.75,291.02484,226.75713,20.360518,32.0,1.0,1.0,261.16,82.75,99.0,99.0,-11.04,6.65,-4.574,1.0341112565019355,237,1.03
2.0,237.0,290.88,227.08,19.28,290.81256,226.31662,20.198858,33.0,1.0,1.0,220.61,71.5,99.0,99.0,-10.35,3.1,-5.03,1.196493711711021,237,1.20
2.0,237.0,292.23,227.31,20.060000000000002,291.8459,226.60664,20.934454,34.0,1.0,1.0,192.05,64.75,99.0,99.0,-9.54,4.355,-3.992,1.1861356995369603,237,1.19
2.0,237.0,292.95,227.49,20.55000000000001,292.2618,226.76947,21.08457,35.0,1.0,1.0,216.19,65.56,99.0,99.0,-9.77,4.863,-3.764,1.1307288825354975,237,1.13
2.0,237.0,292.96,227.53,20.55000000000001,292.27866,226.79333,21.16975,36.0,1.0,1.0,216.65,66.9,99.0,99.0,-11.37,2.012,-4.598,1.179405336175804,237,1.18
2.0,237.0,292.14,227.97,20.69999999999999,291.41486,227.08972,20.815714,37.0,1.0,1.0,217.92,64.2,99.0,99.0,-10.28,3.326,-4.79,1.1463466438194059,237,1.15
2.0,237.0,292.19,227.55,20.629999999999995,291.33792,226.7571,21.066078,38.0,1.0,1.0,210.77,64.1,99.0,99.0,-11.5,2.02,-5.21,1.2429379543983727,237,1.24
2.0,237.0,292.33,227.55,20.569999999999993,291.8358,226.80075,21.501377,39.0,1.0,1.0,197.38,62.94,99.0,99.0,-10.29,0.015,-5.6,1.2934729678771877,237,1.29
2.0,237.0,292.9,227.29,19.22999999999999,292.28165,226.82051,21.086601,40.0,1.0,1.0,157.09,47.5,99.0,99.0,-8.93,-2.08,-4.805,2.0123977876654955,237,2.01
2.0,237.0,292.77,227.47,19.22999999999999,290.9032,226.99155,21.245949,41.0,1.0,1.0,134.19,42.75,99.0,99.0,-8.35,-2.424,-4.906,2.788889924880665,237,2.79
2.0,237.0,291.59,227.84,18.47,290.3754,227.2726,20.914965,42.0,1.0,1.0,116.48,35.06,99.0,99.0,-4.387,-7.527,-4.777,2.7883776234980973,237,2.79
2.0,237.0,291.97,228.01,18.659999999999997,290.44748,227.27586,20.881174,43.0,1.0,1.0,109.0,30.19,99.0,99.0,-5.555,-6.3,-5.555,2.791172267753488,237,2.79
2.0,237.0,291.9,228.39,19.0,290.49265,227.877,21.13469,44.0,1.0,1.0,117.83,34.72,99.0,99.0,2.926,-10.055,-5.098,2.607816024684225,237,2.61
2.0,237.0,292.53,228.4,18.94999999999999,290.71106,227.93228,21.250528,45.0,1.0,1.0,118.28,41.7,99.0,99.0,-7.145,-6.09,-4.652,2.969803663676111,237,2.97
2.0,237.0,292.0,228.11,18.849999999999994,291.35788,227.0624,21.044012,46.0,1.0,1.0,107.88,36.06,99.0,99.0,-5.562,-5.695,-4.625,2.514651568417387,237,2.51
2.0,237.0,292.66,228.35,19.689999999999998,291.2599,227.5118,20.949488,47.0,1.0,1.0,146.18,43.12,99.0,99.0,-5.8,-7.625,-5.562,2.06135132186244,237,2.06
2.0,237.0,292.36,228.33,19.30000000000001,290.95584,227.45695,20.514664,48.0,1.0,1.0,125.43,39.44,99.0,99.0,-8.03,-3.402,-5.094,2.0516554878916575,237,2.05
2.0,237.0,292.05,228.21,19.659999999999997,290.491,227.37187,20.474,49.0,1.0,1.0,129.06,43.56,99.0,99.0,-9.31,-3.914,-5.03,1.9482142841330616,237,1.95
2.0,237.0,292.61,228.52,19.5,290.8743,227.86629,20.527622,50.0,1.0,1.0,127.69,41.72,99.0,99.0,-8.875,-11.36,-7.715,2.1203769072936196,237,2.12
2.0,237.0,291.94,228.92,19.27000000000001,290.69296,228.04015,20.005947,51.0,1.0,1.0,148.98,49.03,99.0,99.0,-0.3647,-10.41,-5.34,1.6943620542578457,237,1.69
2.0,237.0,292.23,228.89,19.659999999999997,291.14185,227.83942,20.05425,52.0,1.0,1.0,157.11,47.1,99.0,99.0,-7.72,-6.61,-5.918,1.563080874875029,237,1.56
2.0,237.0,291.49,228.76,19.879999999999995,290.30258,227.74878,20.366653,53.0,1.0,1.0,149.26,48.06,99.0,99.0,-10.85,-1.293,-3.89,1.633818621270133,237,1.63
2.0,237.0,292.12,228.72,20.069999999999993,291.17508,227.73027,20.289722,54.0,1.0,1.0,165.23,52.9,99.0,99.0,-11.36,0.06995,-4.95,1.3858993601932528,237,1.39
2.0,237.0,292.36,228.87,19.650000000000006,291.5265,227.83112,19.866486,55.0,1.0,1.0,161.56,52.03,99.0,99.0,-10.914,-1.864,-5.207,1.349392490195508,237,1.35
2.0,237.0,291.92,229.34,20.120000000000005,291.09058,228.40318,20.611574,56.0,1.0,1.0,154.15,50.2,99.0,99.0,-11.96,-0.9824,-3.748,1.3443266888208623,237,1.34
2.0,237.0,291.68,229.23,19.400000000000006,290.7754,228.2101,19.802317,57.0,1.0,1.0,149.18,46.97,99.0,99.0,-11.91,-0.3918,-3.94,1.4213923239165813,237,1.42
2.0,237.0,291.91,229.34,19.560000000000002,290.87936,228.39178,19.874699,58.0,1.0,1.0,151.2,48.34,99.0,99.0,-12.89,1.074,-3.508,1.4354007937161641,237,1.44
2.0,237.0,292.18,229.9,19.5,291.29105,229.00793,19.947939,59.0,1.0,1.0,156.6,47.6,99.0,99.0,-13.336,2.117,-3.275,1.3366638826275938,237,1.34
2.0,237.0,292.25,229.77,19.539999999999992,291.6085,228.94582,20.383165,60.0,1.0,1.0,149.54,45.53,99.0,99.0,-12.586,-0.8613,-4.58,1.3422824366075297,237,1.34
2.0,237.0,292.3,229.74,19.439999999999998,291.40518,228.71584,19.663208,61.0,1.0,1.0,151.31,49.8,99.0,99.0,-13.805,2.781,-3.926,1.3781975000935525,237,1.38
2.0,237.0,292.4,229.96,18.97999999999999,291.56274,229.28194,19.951647,62.0,1.0,1.0,127.93,39.38,99.0,99.0,-11.93,-2.947,-5.926,1.4508161716113361,237,1.45
2.0,237.0,293.15,230.18,19.659999999999997,292.28015,229.2815,19.761887,63.0,1.0,1.0,165.28,49.78,99.0,99.0,-13.25,1.98,-3.621,1.2547199820155088,237,1.25
2.0,237.0,291.92,229.79,19.650000000000006,290.9869,228.97003,20.006529,64.0,1.0,1.0,158.1,46.75,99.0,99.0,-13.01,-0.0428,-4.277,1.2923387089849994,237,1.29
2.0,237.0,292.08,230.09,19.75,291.2201,229.28888,20.118534,65.0,1.0,1.0,140.72,41.8,99.0,99.0,-12.414,-2.27,-4.742,1.2316811980199929,237,1.23
2.0,237.0,292.21,230.05,19.120000000000005,291.47192,229.20708,19.870554,66.0,1.0,1.0,129.98,42.6,99.0,99.0,-12.516,-3.38,-4.984,1.348557570041405,237,1.35
2.0,237.0,292.18,230.01,19.53,291.43353,229.09932,19.640928,67.0,1.0,1.0,156.16,50.94,99.0,99.0,-14.47,0.7607,-4.21,1.1827343507668806,237,1.18
2.0,237.0,292.14,230.22,19.349999999999994,291.4289,229.28955,19.477247,68.0,1.0,1.0,165.24,50.75,99.0,99.0,-13.12,2.885,-3.41,1.177961039894358,237,1.18
2.0,237.0,292.3,230.1,19.650000000000006,291.69464,229.12364,19.84986,69.0,1.0,1.0,181.71,52.78,99.0,99.0,-13.16,4.67,-2.861,1.166054715182791,237,1.17
2.0,237.0,291.68,230.13,19.30000000000001,290.91953,229.17896,19.163475,70.0,1.0,1.0,211.02,61.47,99.0,99.0,-13.875,5.402,-5.71,1.225328844892265,237,1.23
2.0,237.0,292.37,230.05,19.44999999999999,291.81577,229.0052,19.64085,71.0,1.0,1.0,174.24,53.97,99.0,99.0,-14.37,2.504,-3.621,1.1979990214520393,237,1.20
2.0,237.0,291.53,230.15,19.340000000000003,290.8436,229.07045,19.434408,72.0,1.0,1.0,164.18,51.28,99.0,99.0,-13.98,1.729,-5.586,1.282764995220876,237,1.28
2.0,237.0,291.34,229.41,18.69999999999999,290.62952,228.31566,19.33722,73.0,1.0,1.0,136.24,45.2,99.0,99.0,-14.27,0.855,-5.793,1.4520369122029688,237,1.45
2.0,237.0,291.7,229.14,19.039999999999992,290.79654,228.13165,19.096169,74.0,1.0,1.0,160.51,49.53,99.0,99.0,-13.7,1.382,-5.38,1.3550515306293522,237,1.36
2.0,237.0,291.56,228.83,18.94999999999999,290.6776,227.824,18.841034,75.0,1.0,1.0,166.92,49.16,99.0,99.0,-12.875,-4.3,-5.94,1.3425868125212723,237,1.34
2.0,237.0,291.11,229.16,19.039999999999992,290.22693,228.1481,18.766903,76.0,1.0,1.0,185.18,54.72,99.0,99.0,-14.64,3.139,-6.41,1.3705240626523296,237,1.37
2.0,237.0,291.25,229.2,18.919999999999987,290.22757,228.22194,18.67527,77.0,1.0,1.0,191.03,54.4,99.0,99.0,-15.13,3.318,-5.188,1.4359168643761946,237,1.44
2.0,237.0,290.58,229.16,18.659999999999997,289.5574,228.12047,18.492178,78.0,1.0,1.0,180.63,54.72,99.0,99.0,-15.33,3.104,-6.3,1.467820699058298,237,1.47
2.0,237.0,290.39,229.18,18.30000000000001,289.46814,228.19066,18.139515,79.0,1.0,1.0,200.38,59.34,99.0,99.0,-15.67,3.648,-5.836,1.3617543575935294,237,1.36
2.0,237.0,291.39,228.67,19.099999999999994,290.4171,227.65662,18.646385,80.0,1.0,1.0,214.33,62.2,99.0,99.0,-15.46,5.59,-6.746,1.4762249160019374,237,1.48
2.0,237.0,290.54,229.03,18.319999999999993,289.5273,228.00053,17.983791,81.0,1.0,1.0,194.78,58.94,99.0,99.0,-16.12,2.719,-6.234,1.4827023513102664,237,1.48
2.0,237.0,290.29,229.1,18.340000000000003,289.16266,228.0318,18.214478,82.0,1.0,1.0,176.66,54.53,99.0,99.0,-7.746,-13.984,-8.125,1.5581086252517788,237,1.56
2.0,237.0,289.95,229.19,17.55000000000001,288.9246,228.12987,17.35825,83.0,1.0,1.0,162.83,46.78,99.0,99.0,-14.945,-3.412,-6.617,1.4873092615189203,237,1.49
2.0,237.0,289.16,228.79,17.889999999999986,288.62503,227.88426,18.216368,84.0,1.0,1.0,159.28,53.7,99.0,99.0,-14.555,-7.08,-6.41,1.1013963500593325,237,1.10
2.0,237.0,289.5,228.71,17.189999999999998,288.74466,227.72816,17.345871,85.0,1.0,1.0,157.96,52.7,99.0,99.0,-15.1,-6.9,-6.72,1.248536771521366,237,1.25
2.0,237.0,289.86,228.85,17.960000000000008,288.7371,227.84337,17.780941,86.0,1.0,1.0,160.87,53.5,99.0,99.0,-8.66,-14.55,-7.51,1.518641001810843,237,1.52
2.0,237.0,289.34,228.91,17.849999999999994,288.48364,227.90038,17.756157,87.0,1.0,1.0,179.44,58.0,99.0,99.0,-15.38,-8.516,-7.0,1.3272119283102295,237,1.33
2.0,237.0,289.85,229.17,18.340000000000003,289.00574,228.18121,18.076986,88.0,1.0,1.0,199.61,63.94,99.0,99.0,-10.84,-13.44,-7.477,1.3265206277687593,237,1.33
2.0,237.0,289.61,229.15,17.669999999999987,288.48334,228.11124,17.467255,89.0,1.0,1.0,178.25,54.56,99.0,99.0,-16.12,-5.688,-7.06,1.5457977319898684,237,1.55
2.0,237.0,289.86,229.18,18.139999999999986,288.77344,228.17255,17.694794,90.0,1.0,1.0,194.77,58.03,99.0,99.0,-12.72,-11.45,-7.164,1.547183414639661,237,1.55
2.0,237.0,289.8,229.27,18.28,288.60312,228.28436,17.881836,91.0,1.0,1.0,183.1,55.5,99.0,99.0,-16.4,1.794,-6.344,1.600794338725649,237,1.60
2.0,237.0,289.85,228.68,17.75999999999999,288.81628,227.77301,17.476786,92.0,1.0,1.0,187.54,59.53,99.0,99.0,-16.23,2.643,-6.336,1.4040719597997968,237,1.40
2.0,237.0,289.81,229.2,18.330000000000013,287.3818,227.87831,16.830479,93.0,1.0,1.0,194.89,52.7,99.0,99.0,-16.55,4.164,-5.54,3.145088699153178,237,3.15
2.0,237.0,289.32,229.17,18.539999999999992,287.12274,227.85722,17.33228,94.0,1.0,1.0,190.11,56.88,99.0,99.0,-15.984,-5.0,-6.37,2.830182049692173,237,2.83
2.0,237.0,289.73,229.7,18.27000000000001,288.47107,228.67152,17.699524,95.0,1.0,1.0,187.74,57.03,99.0,99.0,-12.7,-12.22,-7.293,1.7228228933573142,237,1.72
2.0,237.0,289.56,229.12,18.659999999999997,288.33505,228.14923,18.036062,96.0,1.0,1.0,240.49,69.75,99.0,99.0,-11.19,-14.68,-7.86,1.6829128091627243,237,1.68
2.0,237.0,289.8,229.3,18.629999999999995,288.6182,228.26096,18.096937,97.0,1.0,1.0,196.28,57.84,99.0,99.0,-16.12,-9.62,-7.387,1.6614486220070175,237,1.66
2.0,237.0,290.39,228.99,18.379999999999995,289.02545,227.9641,17.720385,98.0,1.0,1.0,206.09,61.06,99.0,99.0,-16.34,-6.363,-6.29,1.8301801716566133,237,1.83
2.0,237.0,290.42,228.72,18.539999999999992,289.1805,227.68102,17.967115,99.0,1.0,1.0,192.98,58.44,99.0,99.0,-11.11,-14.05,-7.598,1.7158196040449774,237,1.72
3.0,362.0,316.53,152.07,36.44,315.12,151.59251,36.842968,1.0,1.0,1.0,240.35,76.75,99.0,13.0,-7.246,-2.068,-0.7334,1.5422321190806203,362,1.54
3.0,362.0,316.55,152.28,36.28,315.36215,151.56891,35.97424,2.0,1.0,1.0,297.32,93.9,99.0,13.0,-8.8,1.287,-0.2448,1.4177890492594727,362,1.42
3.0,362.0,316.82,151.7,36.53,315.7037,150.93425,36.45508,3.0,1.0,1.0,302.48,92.1,99.0,13.0,-7.77,1.33,-0.629,1.3557698030638983,362,1.36
3.0,362.0,317.03,152.4,36.24000000000001,316.0401,151.60562,35.832623,4.0,1.0,1.0,325.4,99.25,99.0,13.0,-9.28,5.25,-0.5728,1.33300323125227,362,1.33
3.0,362.0,316.97,151.81,36.03999999999999,316.1675,151.03693,35.87157,5.0,1.0,1.0,305.49,93.1,99.0,13.0,-9.195,4.95,-1.039,1.1269481531108683,362,1.13
3.0,362.0,316.78,151.89,36.16999999999999,315.81735,151.01204,35.871487,6.0,1.0,1.0,320.51,98.4,99.0,13.0,-8.53,5.266,-0.758,1.3366446032019645,362,1.34
3.0,362.0,316.31,152.14,35.56999999999999,315.21735,151.1959,35.089993,7.0,1.0,1.0,310.71,99.3,99.0,13.0,-7.223,3.553,-0.3367,1.5217146751441153,362,1.52
3.0,362.0,317.55,152.16,35.5,316.42783,151.34285,35.505775,8.0,1.0,1.0,261.81,74.3,99.0,13.0,-7.664,2.887,-0.104,1.3881761350870019,362,1.39
3.0,362.0,317.13,151.81,35.55000000000001,315.81604,150.96996,35.130234,9.0,1.0,1.0,261.74,75.94,99.0,13.0,-6.023,0.7085,-1.446,1.6150422836433906,362,1.62
3.0,362.0,316.97,151.98,35.47999999999999,315.60916,151.24178,35.00506,10.0,1.0,1.0,267.37,83.3,99.0,13.0,-7.504,2.342,-1.053,1.6193894768091186,362,1.62
3.0,362.0,316.23,152.02,35.21000000000001,315.11185,151.24736,34.901077,11.0,1.0,1.0,256.33,78.9,99.0,13.0,-7.09,2.057,-1.3955,1.393795326448282,362,1.39
3.0,362.0,316.13,150.4,35.870000000000005,314.9644,149.51157,35.501152,12.0,1.0,1.0,268.26,79.75,99.0,13.0,-8.016,1.475,-1.511,1.5112842459325664,362,1.51
3.0,362.0,315.73,149.82,35.099999999999994,314.4771,148.93321,34.718582,13.0,1.0,1.0,253.23,79.8,99.0,13.0,-8.24,3.268,-2.516,1.5816556530496795,362,1.58
3.0,373.0,317.91,150.21,36.03999999999999,317.36206,148.8214,36.88999,14.0,1.0,1.0,173.28,53.97,99.0,99.0,-7.062,0.999,-1.086,1.7178274662200634,373,1.72
3.0,373.0,317.6,150.83,35.81,316.38904,149.98601,36.389877,15.0,1.0,1.0,160.32,50.78,99.0,99.0,-4.695,-3.27,-1.535,1.5858753345799375,373,1.59
3.0,373.0,317.37,150.86,35.91999999999999,316.30243,149.8678,35.919323,16.0,1.0,1.0,202.52,62.38,99.0,99.0,-5.41,-2.371,-2.49,1.4574522301705217,373,1.46
3.0,373.0,316.56,151.68,35.81,315.54364,150.66566,35.55055,17.0,1.0,1.0,223.29,66.06,99.0,99.0,-5.938,-0.884,-2.314,1.4591735975202027,373,1.46
3.0,373.0,316.11,151.49,35.849999999999994,315.11267,150.45795,35.344627,18.0,1.0,1.0,254.15,72.9,99.0,99.0,-6.938,-0.1632,-1.833,1.5215768795986138,373,1.52
3.0,373.0,315.99,151.78,36.09,315.0754,150.66977,35.571365,19.0,1.0,1.0,244.97,72.1,99.0,99.0,-7.43,1.381,-1.56,1.5290801405175007,373,1.53
3.0,373.0,316.5,151.54,35.91999999999999,315.6345,150.42792,35.496986,20.0,1.0,1.0,249.39,72.5,99.0,99.0,-7.555,1.515,-2.422,1.4713099675445576,373,1.47
3.0,373.0,316.7,151.47,35.43000000000001,315.91153,150.34564,34.87602,21.0,1.0,1.0,259.45,78.56,99.0,99.0,-7.9,0.575,-3.107,1.480798497736927,373,1.48
3.0,373.0,316.35,150.58,35.31,315.63287,149.41287,34.717476,22.0,1.0,1.0,270.59,77.8,99.0,99.0,-8.016,2.527,-2.85,1.4924987652845934,373,1.49
3.0,373.0,316.22,151.38,36.25,315.43906,150.30139,35.51454,23.0,1.0,1.0,330.67,96.5,99.0,99.0,-9.94,4.492,-3.01,1.521239043444543,373,1.52
3.0,373.0,316.24,151.6,35.639999999999986,315.36124,150.47917,34.972847,24.0,1.0,1.0,305.0,88.9,99.0,99.0,-9.445,2.998,-3.629,1.5727594068734552,373,1.57
3.0,373.0,316.18,151.72,35.66,315.3782,150.62761,34.841972,25.0,1.0,1.0,323.44,94.8,99.0,99.0,-8.79,1.971,-3.025,1.5828357340179078,373,1.58
3.0,373.0,316.03,151.71,35.56,315.0988,150.60095,34.648293,26.0,1.0,1.0,328.02,94.44,99.0,99.0,-9.95,4.33,-3.225,1.7112378549894731,373,1.71
3.0,373.0,315.8,151.74,35.58000000000001,314.86633,150.68149,34.54127,27.0,1.0,1.0,330.86,93.06,99.0,99.0,-9.35,3.248,-3.932,1.7524677177911352,373,1.75
3.0,373.0,315.89,151.88,35.68000000000001,315.0233,150.84953,34.640835,28.0,1.0,1.0,370.04,104.1,99.0,99.0,-9.33,2.553,-3.91,1.7008530824633241,373,1.70
3.0,373.0,315.79,151.84,35.68000000000001,314.7961,150.79002,34.63379,29.0,1.0,1.0,396.17,111.6,99.0,99.0,-9.055,0.665,-5.426,1.7846149653356667,373,1.78
3.0,373.0,315.55,151.89,35.84,314.66833,150.82664,34.797886,30.0,1.0,1.0,375.35,101.94,99.0,99.0,-9.52,4.273,-3.887,1.730340448436654,373,1.73
3.0,373.0,316.35,151.81,35.629999999999995,315.45462,150.70569,34.664078,31.0,1.0,1.0,333.02,90.2,99.0,99.0,-9.21,4.273,-3.805,1.7187819031465459,373,1.72
3.0,373.0,316.32,151.98,35.629999999999995,315.49402,150.88416,34.81204,32.0,1.0,1.0,323.7,92.7,99.0,99.0,-10.08,4.81,-4.973,1.597550258239149,373,1.60
3.0,373.0,315.85,152.06,35.46000000000001,315.00507,150.98834,34.627453,33.0,1.0,1.0,340.99,94.25,99.0,99.0,-10.266,2.559,-5.824,1.5985919953850274,373,1.60
3.0,373.0,316.04,151.9,35.56,315.24234,150.8254,34.661934,34.0,1.0,1.0,349.15,99.75,99.0,99.0,-11.06,6.19,-4.793,1.6116914022094988,373,1.61
3.0,373.0,316.25,151.72,35.41999999999999,315.40146,150.63014,34.44903,35.0,1.0,1.0,370.09,101.56,99.0,99.0,-11.42,7.184,-4.695,1.6883713134556542,373,1.69
3.0,373.0,316.32,152.53,35.19999999999999,315.63565,151.43768,34.21711,36.0,1.0,1.0,376.65,99.5,99.0,99.0,-13.21,3.326,-4.99,1.6209783024457718,373,1.62
3.0,373.0,316.24,152.28,35.629999999999995,315.32437,151.22078,34.553055,37.0,1.0,1.0,367.32,103.6,99.0,99.0,-12.61,6.953,-5.023,1.766390624501005,373,1.77
3.0,373.0,316.11,152.18,35.69,315.22885,151.13127,34.54861,38.0,1.0,1.0,399.75,110.0,99.0,99.0,-14.695,5.316,-5.84,1.7829837541323814,373,1.78
3.0,373.0,316.11,152.56,35.44,315.2301,151.5005,34.4505,39.0,1.0,1.0,397.44,111.44,99.0,99.0,-13.516,2.822,-6.08,1.6958403551042371,373,1.70
3.0,373.0,316.26,152.77,35.19999999999999,315.334,151.6522,33.98189,40.0,1.0,1.0,397.3,106.6,99.0,99.0,-14.84,4.098,-5.926,1.894926070352083,373,1.89
3.0,373.0,316.37,152.47,35.69,315.45636,151.37128,34.459976,41.0,1.0,1.0,383.35,104.2,99.0,99.0,-15.09,5.47,-5.688,1.8854396645281295,373,1.89
3.0,373.0,315.98,152.57,34.97999999999999,315.01932,151.55391,33.822598,42.0,1.0,1.0,390.11,102.5,99.0,99.0,-15.98,3.143,-6.96,1.8151926454522693,373,1.82
3.0,373.0,316.14,152.52,35.09,315.26355,151.49915,34.036007,43.0,1.0,1.0,402.8,106.8,99.0,99.0,-15.15,5.395,-6.473,1.7091520029093437,373,1.71
3.0,373.0,315.4,152.73,35.16999999999999,314.4689,151.7026,34.154655,44.0,1.0,1.0,397.61,109.2,99.0,99.0,-13.016,-8.72,-6.883,1.7185527163939138,373,1.72
3.0,373.0,315.98,152.75,35.21000000000001,315.0533,151.73099,34.220043,45.0,1.0,1.0,426.23,114.6,99.0,99.0,-15.984,5.973,-6.03,1.6962220172928757,373,1.70
3.0,373.0,315.79,152.37,34.91,314.82413,151.38928,33.80603,46.0,1.0,1.0,415.11,109.75,99.0,99.0,-16.08,7.19,-5.906,1.7645017246236872,373,1.76
