ID (GT),Track Length (GT),Track Coverage,Missing Time Points,Dino Data
2038,5.0,5,[],"7339,1,11.0;6279,4,14.0"
2039,11.0,11,[],"3782,1,28.0;2914,2,22.0;3782,3,28.0"
2040,11.0,10,[77.0],"6380,1,24.0;4499,2,21.0;5705,3,17.0;7926,4,23.0;6380,5,24.0"
2041,40.0,40,[],"5977,1,48.0;9480,29,15.0"
2042,40.0,38,"[84.0, 85.0]","2490,1,25.0;1433,9,39.0;7724,11,8.0;6146,13,25.0;7511,24,25.0;1182,25,78.0;9624,27,6.0;10051,28,9.0;8447,29,14.0;10051,33,9.0"
2043,4.0,2,"[62.0, 63.0]","7271,1,13.0;4076,2,24.0;4732,3,30.0;5691,4,33.0"
2044,5.0,5,[],"3383,1,39.0"
2045,13.0,13,[],"7031,1,31.0"
2046,22.0,22,[],"5914,1,23.0;1687,8,68.0;8247,9,16.0"
2047,15.0,15,[],"5986,1,37.0"
2048,10.0,10,[],"4128,1,32.0"
2049,33.0,33,[],"4321,1,23.0;5088,2,38.0;7877,22,15.0;8250,25,18.0;9821,27,14.0;9129,30,13.0;9821,31,14.0;2039,33,75.0"
2050,21.0,21,[],"5079,1,31.0;1419,7,51.0;4565,10,25.0;1419,12,51.0"
2051,9.0,9,[],"1814,1,54.0"
2052,36.0,36,[],"5158,1,34.0;520,16,63.0;5941,17,23.0;520,19,63.0;7793,20,31.0"
2053,6.0,6,[],"5327,1,27.0"
2054,9.0,9,[],"6668,1,18.0"
2055,6.0,6,[],"7268,1,12.0"
2056,11.0,11,[],"6565,1,34.0;6051,9,18.0"
2057,21.0,21,[],"7452,1,21.0"
2058,17.0,17,[],"7070,1,22.0;4586,15,37.0"
2059,18.0,18,[],"3915,1,28.0;6710,7,25.0;6894,13,23.0"
2060,9.0,9,[],"4885,1,26.0;7609,7,18.0;7939,8,29.0;6385,9,21.0"
2061,39.0,39,[],"3809,1,31.0;7520,2,6.0;7615,3,33.0;9609,27,5.0;7615,29,33.0;9218,36,16.0"
2062,39.0,37,"[74.0, 79.0]","6218,1,20.0;8543,15,10.0;5351,17,19.0;7520,18,6.0;6741,19,39.0;7565,20,29.0"
2063,39.0,38,[99.0],"51,1,35.0;7290,5,8.0;5914,6,23.0;4532,8,17.0;8256,9,14.0;7943,19,7.0;8875,20,14.0;8665,21,9.0;8556,22,11.0;9674,27,4.0;8041,28,26.0"
2064,17.0,17,[],"8891,1,13.0;9362,3,17.0"
2065,11.0,11,[],"7392,1,29.0"
2066,14.0,14,[],"5093,1,38.0;5427,6,28.0;4643,7,18.0;7407,8,6.0;7968,10,14.0;8480,11,9.0;7968,12,14.0"
2067,5.0,5,[],"7443,1,5.0"
2068,39.0,39,[],"6778,1,29.0;7292,25,21.0;8713,34,22.0"
2069,10.0,10,[],"7471,1,28.0"
2070,18.0,18,[],"5501,1,16.0;440,8,31.0;5038,9,22.0;7636,15,34.0"
2071,37.0,37,[],"4774,1,25.0;5068,15,46.0"
2072,28.0,24,"[63.0, 69.0, 85.0, 86.0]","7518,1,11.0;5042,2,38.0;7518,4,11.0;7830,9,26.0;6246,10,35.0;6321,12,19.0;6246,14,35.0;9116,26,9.0"
2073,26.0,26,[],"7521,1,31.0"
2074,20.0,20,[],"4413,1,32.0;7108,2,5.0;6376,3,23.0;5180,4,31.0;6376,6,23.0;5180,8,31.0;6376,9,23.0;7117,10,14.0;6253,11,16.0;6114,12,20.0;8083,13,17.0"
2075,8.0,6,"[63.0, 64.0]","1433,1,39.0;1170,2,56.0;7724,3,8.0;1433,4,39.0;7724,8,8.0"
2076,5.0,5,[],"7309,1,11.0"
2077,14.0,14,[],"4950,1,23.0;7149,2,16.0"
2078,13.0,13,[],"2941,1,54.0"
2079,18.0,18,[],"7161,1,22.0;6490,5,39.0;4492,14,32.0;6038,15,30.0;8829,16,6.0"
2080,20.0,20,[],"6114,1,20.0;8083,12,17.0;8778,13,9.0"
2081,4.0,4,[],"6466,1,17.0"
2082,30.0,30,[],"7580,1,33.0"
2083,8.0,8,[],"6888,1,18.0"
2084,12.0,12,[],"9241,1,11.0;9557,2,6.0;8521,3,12.0;8580,7,22.0"
2085,7.0,7,[],"6808,1,11.0;7412,6,4.0"
2086,4.0,4,[],"6197,1,23.0;3483,2,43.0;3307,3,36.0;7081,4,10.0"
2087,13.0,11,"[66.0, 72.0]","4322,1,40.0;5093,6,38.0;5427,7,28.0;5093,12,38.0"
2088,38.0,38,[],"3339,1,28.0;6575,2,14.0;7685,3,19.0;1399,21,74.0;8898,23,20.0"
2089,4.0,4,[],"5645,1,15.0"
2090,31.0,31,[],"6971,1,21.0;8235,11,27.0"
2091,22.0,22,[],"717,1,65.0;7139,6,10.0;4869,10,29.0;7658,11,15.0;4869,12,29.0;7658,14,15.0;8971,15,16.0;6468,16,26.0;9047,17,18.0;9215,18,5.0;8971,19,16.0"
2092,6.0,6,[],"7491,1,9.0"
2093,7.0,7,[],"6276,1,13.0"
2094,17.0,17,[],"7012,1,36.0"
2095,5.0,4,[65.0],"3967,1,16.0;7242,2,9.0"
2096,19.0,19,[],"5442,1,14.0;6126,9,23.0;7646,10,26.0;8360,11,7.0;7646,17,26.0"
2097,11.0,11,[],"7551,1,22.0"
2098,18.0,18,[],"7415,1,20.0;3446,7,42.0;8151,8,13.0;7416,18,8.0"
2099,34.0,34,[],"6485,1,39.0"
2100,23.0,23,[],"6763,1,19.0;5534,10,26.0;6763,12,19.0;6502,16,15.0;6763,17,19.0;9323,18,10.0;9322,23,6.0"
2101,6.0,6,[],"10671,1,6.0"
2102,14.0,14,[],"6120,1,19.0;7109,2,10.0;4339,3,35.0;7109,5,10.0;4339,6,35.0"
2103,37.0,37,[],"7448,1,30.0;7476,12,14.0;7448,16,30.0;8267,19,25.0"
2104,14.0,14,[],"298,1,40.0;6970,2,18.0;5395,4,29.0;7426,5,6.0;6845,6,11.0;7425,7,12.0;8369,8,8.0"
2105,4.0,4,[],"7490,1,5.0"
2106,22.0,22,[],"5987,1,31.0"
2107,28.0,28,[],"2966,1,29.0;7410,3,4.0;7011,5,25.0;6576,22,25.0"
2108,18.0,18,[],"7082,1,22.0;3087,2,46.0;7082,4,22.0;8157,7,8.0;8052,9,25.0;7082,12,22.0"
2109,15.0,15,[],"5740,1,29.0;8374,12,24.0"
2110,10.0,10,[],"4603,1,19.0;8273,10,6.0"
2111,12.0,10,"[65.0, 66.0]","6697,1,6.0;7697,2,4.0;7277,4,5.0;7857,5,4.0;6534,6,12.0;6356,7,9.0;6534,8,12.0"
2112,7.0,7,[],"7595,1,22.0"
2113,8.0,8,[],"6502,1,15.0;5401,7,25.0;2372,8,39.0"
2114,14.0,14,[],"5142,1,29.0"
2115,6.0,6,[],"9087,1,17.0"
2116,13.0,13,[],"7675,1,25.0;5898,8,16.0;6834,9,8.0;8589,10,4.0;8588,11,4.0"
2117,6.0,6,[],"412,1,67.0"
2118,16.0,16,[],"5938,1,23.0;5332,11,34.0;8217,12,8.0"
2119,7.0,7,[],"6363,1,35.0"
2120,29.0,29,[],"5042,1,38.0;7721,3,15.0;5042,7,38.0"
2121,23.0,23,[],"7213,1,34.0;6536,18,38.0"
2122,6.0,6,[],"2996,1,28.0;2920,2,42.0;7895,3,17.0"
2123,5.0,5,[],"5401,1,25.0;5971,4,33.0"
2124,17.0,17,[],"7360,1,13.0;7239,8,10.0;6750,9,24.0;7239,15,10.0"
2125,9.0,9,[],"7432,1,4.0;5133,3,29.0"
2126,10.0,10,[],"6713,1,20.0"
2127,24.0,24,[],"3953,1,50.0;8336,13,6.0;7887,14,19.0;8864,15,7.0;7546,16,17.0;9169,18,17.0"
2128,15.0,15,[],"7267,1,13.0;8791,11,23.0"
2129,17.0,17,[],"7259,1,19.0;8078,11,4.0;8754,12,13.0"
2130,16.0,16,[],"1439,1,34.0;7043,3,23.0"
2131,16.0,16,[],"7030,1,10.0;8023,4,16.0"
2132,8.0,8,[],"575,1,54.0;6928,4,8.0;6447,5,15.0;6702,6,10.0;7531,7,4.0;4539,8,24.0"
2133,11.0,10,[74.0],"7512,1,21.0"
2134,36.0,36,[],"7032,1,17.0;7047,9,16.0;8719,10,26.0;1633,11,72.0"
2135,6.0,6,[],"3383,1,39.0"
2136,4.0,4,[],"6646,1,11.0;5298,4,18.0"
2137,28.0,27,[71.0],"7710,1,27.0;5686,5,16.0;7710,6,27.0;6831,9,34.0;6277,23,35.0"
2138,36.0,35,[65.0],"7609,1,18.0;7652,3,12.0;7251,4,37.0"
2139,6.0,6,[],"5928,1,15.0"
2140,13.0,13,[],"10052,1,13.0"
2141,18.0,18,[],"7664,1,26.0;6523,2,17.0;7427,3,21.0"
2142,30.0,30,[],"2326,1,17.0;3989,2,43.0;6877,10,9.0;8801,13,9.0;6877,14,9.0;9108,15,16.0"
2143,23.0,23,[],"7511,1,25.0"
2144,8.0,8,[],"3087,1,46.0;7082,4,22.0;7556,6,14.0;8157,7,8.0"
2145,8.0,8,[],"7333,1,25.0"
2146,15.0,15,[],"3309,1,51.0;5282,10,33.0"
2147,11.0,11,[],"7227,1,5.0;3323,2,42.0"
2148,10.0,10,[],"4272,1,25.0"
2149,31.0,31,[],"7450,1,28.0;9319,25,13.0;5171,26,46.0"
2150,12.0,12,[],"7201,1,17.0;8484,9,9.0"
2151,29.0,29,[],"6584,1,26.0;9384,23,11.0"
2152,20.0,20,[],"5042,1,38.0;7721,3,15.0;5042,5,38.0;4114,6,55.0"
2153,28.0,28,[],"7015,1,38.0"
2154,12.0,11,[69.0],"7044,1,14.0;7110,4,21.0;3593,5,50.0"
2155,34.0,33,[65.0],"6562,1,5.0;7898,2,20.0;3989,12,43.0;8355,13,24.0;9117,14,4.0;8355,17,24.0"
2156,20.0,20,[],"8319,1,11.0;7618,2,27.0"
2157,8.0,8,[],"4839,1,33.0"
2158,22.0,22,[],"3017,1,47.0;7392,10,29.0;8272,13,18.0;8642,16,4.0;8272,18,18.0"
2159,26.0,26,[],"4431,1,51.0"
2160,8.0,8,[],"5797,1,28.0;8370,2,10.0;9423,3,8.0"
2161,5.0,5,[],"1155,1,56.0"
2162,17.0,16,[65.0],"6772,1,23.0"
2163,9.0,9,[],"6786,1,26.0"
2164,19.0,19,[],"3349,1,45.0"
2165,35.0,35,[],"3908,1,30.0;4544,7,37.0;9224,26,13.0;9712,32,10.0"
2166,5.0,5,[],"7236,1,10.0"
2167,7.0,7,[],"6761,1,12.0"
2168,6.0,6,[],"4421,1,32.0;7935,5,12.0;6278,6,20.0"
2169,20.0,20,[],"6649,1,40.0;8041,16,26.0"
2170,8.0,8,[],"4441,1,38.0"
2171,6.0,6,[],"4556,1,37.0"
2172,4.0,4,[],"4287,1,19.0"
2173,35.0,35,[],"3555,1,32.0;8271,13,26.0"
2174,32.0,32,[],"7361,1,27.0;7911,12,22.0;9719,25,6.0;9820,26,7.0;10416,27,7.0;9822,28,7.0;8456,29,16.0;10721,30,5.0"
2175,13.0,13,[],"7056,1,14.0;5336,2,43.0;8556,13,11.0"
2176,6.0,6,[],"7639,1,12.0"
2177,15.0,15,[],"5093,1,38.0;5427,2,28.0;4643,3,18.0;5907,4,18.0;4643,5,18.0;4322,6,40.0;7982,10,16.0"
2178,18.0,17,[78.0],"2437,1,36.0;6676,13,43.0;4400,15,26.0;9243,16,6.0"
2179,28.0,28,[],"4383,1,57.0;8638,24,14.0;4383,26,57.0;3896,27,31.0"
2180,34.0,34,[],"6352,1,22.0;9020,14,22.0"
2181,16.0,16,[],"7660,1,19.0"
2182,6.0,6,[],"7891,1,11.0"
2183,9.0,9,[],"7391,1,8.0;7599,2,11.0;6640,3,10.0;6797,4,17.0"
2184,18.0,18,[],"7458,1,11.0;8447,7,14.0;8250,8,18.0;8565,13,13.0"
2185,7.0,7,[],"5450,1,22.0;5690,2,16.0;3982,3,17.0;7920,4,25.0"
2186,8.0,8,[],"7911,1,22.0;5889,8,20.0"
2187,25.0,24,[71.0],"6928,1,8.0;6447,4,15.0;5986,6,37.0;7530,7,24.0"
2188,15.0,15,[],"7832,1,27.0;7824,8,15.0"
2189,13.0,13,[],"7793,1,31.0"
2190,5.0,5,[],"6103,1,16.0;5324,2,22.0"
2191,8.0,8,[],"6501,1,24.0"
2192,33.0,33,[],"2271,1,70.0;8686,33,14.0"
2193,18.0,18,[],"6478,1,17.0;8241,13,23.0;6013,18,26.0"
2194,10.0,10,[],"7764,1,19.0;7687,8,10.0;8381,9,21.0;7608,10,13.0"
2195,8.0,8,[],"6195,1,19.0"
2196,21.0,21,[],"6567,1,27.0;6398,6,33.0;6567,8,27.0"
2197,25.0,23,"[87.0, 89.0]","2273,1,50.0;9219,22,17.0;9397,23,15.0;8617,24,19.0"
2198,25.0,25,[],"6748,1,40.0"
2199,5.0,5,[],"5836,1,28.0"
2200,34.0,33,[77.0],"7939,1,29.0;8157,9,8.0;8876,10,23.0;7082,12,22.0;8876,15,23.0"
2201,24.0,21,"[85.0, 86.0, 87.0]","6866,1,28.0"
2202,15.0,15,[],"7795,1,11.0;6669,7,19.0"
2203,10.0,10,[],"7038,1,10.0;7413,4,14.0"
2204,11.0,10,[87.0],"6698,1,28.0;5452,4,42.0;9913,9,6.0"
2205,29.0,29,[],"7362,1,18.0;3953,3,50.0;5512,5,20.0;751,10,66.0;6226,11,22.0;3953,12,50.0;5171,13,46.0;4046,14,43.0;7362,15,18.0;9066,16,21.0"
2206,7.0,7,[],"7167,1,12.0"
2207,4.0,2,"[68.0, 69.0]","2448,1,26.0;7982,2,16.0;7999,4,15.0"
2208,5.0,5,[],"7952,1,6.0"
2209,4.0,4,[],"7776,1,6.0"
2210,4.0,4,[],"6469,1,12.0;7562,3,6.0;7589,4,14.0"
2211,18.0,18,[],"7564,1,26.0"
2212,6.0,6,[],"7579,1,8.0"
2213,26.0,26,[],"6278,1,20.0;6373,2,36.0;5332,3,34.0;6373,5,36.0"
2214,9.0,9,[],"7846,1,10.0"
2215,24.0,24,[],"3723,1,54.0;3185,3,74.0"
2216,6.0,5,[71.0],"6960,1,22.0;5520,4,23.0;3492,6,32.0"
2217,9.0,9,[],"8043,1,17.0"
2218,15.0,15,[],"7748,1,13.0;6850,2,27.0;8454,6,14.0;8672,7,18.0;8454,10,14.0;278,12,55.0;8771,13,13.0;837,15,65.0"
2219,15.0,14,[67.0],"5401,1,25.0;6981,2,5.0;5843,3,17.0;7509,4,21.0"
2220,33.0,33,[],"7808,1,34.0"
2221,12.0,12,[],"3917,1,39.0"
2222,5.0,5,[],"3556,1,26.0"
2223,5.0,5,[],"7314,1,7.0"
2224,11.0,11,[],"5797,1,28.0"
2225,7.0,7,[],"7856,1,5.0;6711,2,15.0;8061,3,30.0;8103,4,10.0;8432,5,4.0"
2226,15.0,15,[],"9574,1,10.0;6504,3,43.0;9519,4,9.0;9990,7,8.0;10537,8,7.0;9904,9,7.0;10729,10,5.0;10728,11,4.0;10729,12,5.0;10462,15,4.0"
2227,30.0,28,"[74.0, 81.0]","7241,1,22.0;3009,2,78.0;4054,3,32.0;7182,4,7.0;1013,5,38.0;2858,6,39.0;8646,7,11.0;4054,9,32.0;6392,15,37.0;9281,16,18.0"
2228,30.0,30,[],"27,1,59.0;6643,4,25.0;7344,16,22.0;9281,19,18.0"
2229,9.0,9,[],"4586,1,37.0;7889,2,21.0"
2230,7.0,7,[],"7117,1,14.0;8422,2,16.0"
2231,20.0,20,[],"6057,1,30.0"
2232,4.0,4,[],"7984,1,5.0"
2233,7.0,7,[],"5495,1,24.0"
2234,32.0,32,[],"6560,1,15.0;3017,4,47.0;8080,6,12.0;8345,15,12.0;9029,17,18.0"
2235,5.0,5,[],"6430,1,28.0"
2236,21.0,21,[],"8140,1,10.0;6236,9,28.0;6052,10,41.0;8229,11,4.0;8681,12,19.0"
2237,4.0,2,"[68.0, 69.0]","6363,1,35.0"
2238,23.0,22,[74.0],"5572,1,38.0;7468,4,4.0;7694,5,9.0;4727,6,24.0;8384,7,17.0;8425,8,21.0;9694,19,9.0;9959,20,5.0;10125,21,7.0"
2239,30.0,29,[90.0],"7608,1,13.0;8381,8,21.0;10393,24,7.0"
2240,17.0,17,[],"7832,1,27.0;8276,3,8.0;8396,4,16.0"
2241,11.0,11,[],"6962,1,22.0"
2242,20.0,20,[],"7993,1,6.0;8223,2,26.0"
2243,16.0,16,[],"2975,1,58.0;1814,5,54.0;6209,6,15.0;5613,8,29.0;6843,9,27.0"
2244,13.0,13,[],"7463,1,23.0"
2245,29.0,28,[78.0],"7800,1,30.0;4539,10,24.0;8749,11,4.0;7800,12,30.0"
2246,18.0,18,[],"5983,1,19.0;8307,6,15.0;7830,7,26.0;6317,8,11.0;8989,9,4.0;8650,10,17.0"
2247,32.0,32,[],"4886,1,26.0;6500,2,6.0;7348,3,36.0"
2248,29.0,28,[81.0],"6804,1,37.0;5775,14,41.0;6804,15,37.0"
2249,11.0,11,[],"6636,1,22.0;7289,2,8.0;8110,3,14.0;8387,4,9.0"
2250,22.0,22,[],"4311,1,36.0;6758,4,7.0;8227,7,19.0"
2251,5.0,5,[],"4498,1,24.0"
2252,10.0,10,[],"5823,1,24.0"
2253,5.0,5,[],"8092,1,18.0"
2254,9.0,9,[],"1433,1,39.0;7311,2,28.0"
2255,10.0,10,[],"6279,1,14.0;8344,2,8.0;8392,3,16.0;8342,7,17.0;8392,8,16.0"
2256,8.0,8,[],"7981,1,17.0"
2257,6.0,6,[],"8690,1,20.0"
2258,23.0,23,[],"7928,1,17.0;7259,17,19.0;8754,19,13.0;7259,21,19.0"
2259,31.0,31,[],"7664,1,26.0;9970,23,13.0"
2260,7.0,7,[],"7258,1,12.0;9705,2,6.0"
2261,5.0,5,[],"1684,1,40.0;7624,2,16.0;1684,4,40.0;4332,5,26.0"
2262,7.0,7,[],"9584,1,12.0"
2263,8.0,8,[],"7281,1,12.0"
2264,11.0,11,[],"6899,1,21.0;9960,2,7.0;10190,3,11.0"
2265,31.0,31,[],"8210,1,13.0;7983,6,29.0"
2266,30.0,30,[],"7350,1,6.0;8251,2,5.0;2039,4,75.0;7512,5,21.0;2039,8,75.0;9821,22,14.0"
2267,9.0,7,"[74.0, 75.0]","5747,1,25.0;4767,6,46.0;7235,8,9.0"
2268,31.0,31,[],"6794,1,36.0;8389,4,11.0;6794,6,36.0"
2269,7.0,5,"[74.0, 75.0]","5409,1,27.0;7552,2,6.0;6970,3,18.0;8239,4,5.0;5656,5,17.0;8332,6,5.0;6970,7,18.0"
2270,8.0,8,[],"8186,1,16.0"
2271,8.0,8,[],"4779,1,38.0"
2272,7.0,7,[],"8237,1,5.0;8238,6,9.0;8473,7,14.0"
2273,18.0,18,[],"1399,1,74.0"
2274,8.0,8,[],"7453,1,16.0"
2275,15.0,15,[],"7246,1,22.0"
2276,13.0,13,[],"8335,1,7.0;8171,8,17.0"
2277,30.0,30,[],"7636,1,34.0"
2278,7.0,7,[],"4747,1,38.0"
2279,16.0,16,[],"6553,1,28.0"
2280,8.0,8,[],"6279,1,14.0;8344,2,8.0"
2281,6.0,6,[],"7670,1,19.0;6231,3,26.0"
2282,22.0,22,[],"1014,1,50.0;5939,4,15.0;6453,5,29.0;9275,15,12.0"
2283,7.0,6,[70.0],"7172,1,10.0;6614,2,15.0;4827,3,26.0;7451,4,6.0;6190,5,29.0;7455,6,10.0"
2284,6.0,6,[],"5324,1,22.0;5657,4,43.0"
2285,4.0,4,[],"4559,1,28.0;8347,2,11.0;6654,3,20.0"
2286,6.0,6,[],"3861,1,22.0"
2287,30.0,30,[],"7556,1,14.0;4929,8,41.0;7939,15,29.0;3568,17,76.0;9920,19,13.0"
2288,4.0,3,[73.0],"5088,1,38.0;8446,2,4.0;7106,3,19.0"
2289,11.0,11,[],"9090,1,17.0;7361,5,27.0"
2290,5.0,5,[],"7603,1,7.0;6654,4,20.0"
2291,14.0,14,[],"8342,1,17.0"
2292,30.0,29,[83.0],"5395,1,29.0;8475,2,11.0;7425,3,12.0;8596,4,10.0;7425,6,12.0;8596,11,10.0;8818,12,12.0;8190,13,14.0;9558,14,17.0"
2293,30.0,29,[98.0],"8178,1,29.0;9035,21,19.0;9087,29,17.0"
2294,24.0,24,[],"7840,1,29.0;7937,4,23.0;9460,22,12.0"
2295,6.0,6,[],"4197,1,37.0;5492,2,38.0;8508,3,16.0;8628,4,12.0"
2296,6.0,6,[],"8101,1,4.0;8059,2,16.0"
2297,11.0,11,[],"7212,1,17.0;4791,2,42.0;9345,3,10.0;8964,4,19.0;9345,7,10.0"
2298,10.0,10,[],"6757,1,18.0;8484,2,9.0;6591,3,25.0"
2299,10.0,10,[],"7684,1,16.0;8333,4,13.0"
2300,19.0,19,[],"8364,1,27.0;3087,2,46.0;8243,15,16.0"
2301,30.0,29,[72.0],"6960,1,22.0;5520,2,23.0;3492,3,32.0;8681,5,19.0;8572,6,28.0;9633,23,12.0"
2302,29.0,29,[],"5552,1,32.0;5690,4,16.0;7920,5,25.0;8973,6,24.0"
2303,13.0,11,"[73.0, 83.0]","8047,1,10.0;8537,2,21.0;3483,3,43.0;7081,4,10.0;8537,6,21.0;7081,10,10.0;152,11,81.0;9519,12,9.0;6759,13,40.0"
2304,9.0,9,[],"8315,1,11.0"
2305,14.0,14,[],"304,1,68.0"
2306,26.0,26,[],"1719,1,35.0;3301,2,36.0;7421,3,31.0"
2307,16.0,13,"[84.0, 85.0, 86.0]","4556,1,37.0;8702,6,6.0;9066,7,21.0;751,9,66.0;4556,10,37.0;9066,13,21.0;7087,15,31.0;7546,16,17.0"
2308,8.0,8,[],"8380,1,8.0;7626,8,10.0"
2309,29.0,29,[],"8307,1,15.0;7830,6,26.0;8038,7,18.0;7830,12,26.0"
2310,10.0,10,[],"4215,1,46.0"
2311,29.0,26,"[72.0, 73.0, 74.0]","7081,1,10.0;8537,2,21.0;3483,3,43.0;7081,4,10.0;8537,5,21.0;6759,21,40.0;8120,23,16.0"
2312,17.0,17,[],"6159,1,31.0"
2313,4.0,4,[],"7287,1,24.0"
2314,8.0,8,[],"7404,1,24.0"
2315,11.0,11,[],"7251,1,37.0;7652,2,12.0"
2316,18.0,18,[],"8366,1,25.0;7839,2,17.0;7049,3,16.0;7839,4,17.0;8992,11,10.0;7049,12,16.0;8116,13,20.0"
2317,6.0,6,[],"7417,1,12.0;8166,6,4.0"
2318,15.0,15,[],"5564,1,39.0"
2319,15.0,14,[72.0],"4996,1,17.0;5331,3,33.0;6278,15,20.0"
2320,11.0,10,[72.0],"6591,1,25.0;7680,3,15.0;6591,8,25.0;7201,9,17.0;6591,10,25.0"
2321,21.0,21,[],"7347,1,20.0;8883,6,17.0"
2322,20.0,20,[],"6646,1,11.0;5298,2,18.0;8599,3,19.0"
2323,10.0,9,[71.0],"8435,1,17.0;5145,2,42.0;8435,3,17.0;5145,4,42.0"
2324,5.0,5,[],"7813,1,10.0"
2325,17.0,17,[],"7938,1,15.0;7704,10,19.0"
2326,21.0,21,[],"7448,1,30.0;7476,4,14.0;7448,10,30.0"
2327,29.0,29,[],"4938,1,50.0;9564,18,15.0;9383,29,15.0"
2328,6.0,6,[],"2755,1,49.0"
2329,19.0,19,[],"6490,1,39.0"
2330,14.0,12,"[83.0, 84.0]","6721,1,11.0;4567,2,37.0;7877,9,15.0"
2331,13.0,13,[],"8135,1,5.0;7379,2,11.0;8135,7,5.0;6430,8,28.0;9180,9,11.0;7524,10,9.0;7212,11,17.0;9345,12,10.0;8964,13,19.0"
2332,5.0,5,[],"5941,1,23.0"
2333,4.0,4,[],"5753,1,31.0"
2334,6.0,6,[],"6453,1,29.0;8310,2,9.0"
2335,28.0,26,"[98.0, 99.0]","8437,1,27.0;8435,27,17.0;10671,28,6.0"
2336,12.0,12,[],"7353,1,16.0"
2337,17.0,17,[],"8437,1,27.0;5145,2,42.0;5753,3,31.0;9043,12,12.0;5753,13,31.0;7796,16,22.0"
2338,5.0,5,[],"7392,1,29.0;8272,4,18.0;4383,5,57.0"
2339,10.0,10,[],"8416,1,11.0;7622,2,6.0;8542,3,8.0;7124,4,29.0"
2340,9.0,9,[],"8583,1,17.0"
2341,21.0,21,[],"4761,1,40.0;7501,8,20.0;9260,9,15.0"
2342,17.0,17,[],"8664,1,11.0;8312,7,14.0;9296,10,20.0"
2343,5.0,5,[],"8516,1,9.0;7796,4,22.0"
2344,6.0,6,[],"7624,1,16.0;1684,2,40.0;4332,3,26.0;8662,4,13.0"
2345,18.0,18,[],"5509,1,48.0"
2346,28.0,28,[],"7075,1,32.0;8231,24,14.0"
2347,19.0,19,[],"7930,1,23.0"
2348,14.0,14,[],"7884,1,17.0"
2349,12.0,12,[],"781,1,61.0;5078,2,36.0;781,5,61.0"
2350,16.0,16,[],"8499,1,15.0;669,13,54.0;8499,14,15.0;9921,15,4.0;8499,16,15.0"
2351,12.0,12,[],"7668,1,19.0;8522,11,5.0;9133,12,8.0"
2352,26.0,26,[],"8529,1,26.0"
2353,9.0,9,[],"6023,1,26.0;9189,9,11.0"
2354,25.0,25,[],"4217,1,28.0;8869,7,15.0;9144,9,12.0;8764,10,19.0"
2355,9.0,9,[],"6384,1,24.0"
2356,23.0,23,[],"7625,1,16.0;7471,4,28.0;8787,10,19.0"
2357,4.0,1,"[72.0, 73.0, 75.0]","5834,1,31.0;6279,3,14.0;8893,4,12.0"
2358,28.0,28,[],"7156,1,33.0"
2359,28.0,28,[],"8541,1,15.0;8387,9,9.0;8619,10,23.0;9851,28,10.0"
2360,6.0,6,[],"8422,1,16.0;8595,2,8.0"
2361,8.0,7,[78.0],"8571,1,24.0"
2362,19.0,19,[],"5122,1,25.0;8653,2,23.0"
2363,9.0,9,[],"7397,1,20.0;8908,9,14.0"
2364,17.0,17,[],"7611,1,5.0;6913,2,17.0;4752,11,32.0;8741,12,13.0"
2365,27.0,27,[],"8579,1,10.0;4556,4,37.0;8702,5,6.0;751,6,66.0;4556,7,37.0;6226,8,22.0;9991,15,13.0"
2366,4.0,4,[],"5484,1,18.0"
2367,21.0,21,[],"7078,1,28.0"
2368,27.0,27,[],"8041,1,26.0;4336,9,24.0;6649,10,40.0"
2369,11.0,10,[82.0],"7748,1,13.0;5768,4,28.0"
2370,4.0,4,[],"8572,1,28.0;8681,3,19.0;8020,4,7.0"
2371,7.0,7,[],"8507,1,12.0"
2372,9.0,9,[],"777,1,73.0"
2373,11.0,11,[],"5065,1,39.0;5525,6,19.0;6926,10,11.0;6495,11,20.0"
2374,18.0,18,[],"8608,1,13.0;6635,2,17.0;8603,3,5.0;7103,6,15.0;8946,7,14.0"
2375,20.0,18,"[82.0, 84.0]","6317,1,11.0;4776,3,55.0;4054,6,32.0;8450,14,21.0;7007,15,19.0;8450,17,21.0"
2376,27.0,27,[],"7428,1,31.0"
2377,27.0,21,"[74.0, 75.0, 76.0, 77.0, 78.0, 98.0]","8239,1,5.0;8332,2,5.0;6970,3,18.0;8960,4,11.0;7675,5,25.0;8773,7,10.0;6172,13,48.0;9346,23,8.0;6172,26,48.0;7675,27,25.0"
2378,18.0,18,[],"3500,1,49.0;3723,2,54.0"
2379,16.0,16,[],"8696,1,18.0"
2380,7.0,7,[],"6927,1,9.0;8085,2,12.0;7411,3,8.0;6005,4,34.0"
2381,10.0,10,[],"7355,1,17.0"
2382,19.0,19,[],"6252,1,33.0;5180,18,31.0"
2383,14.0,14,[],"2321,1,45.0;6432,5,34.0;1002,9,57.0;7497,10,21.0;1002,12,57.0"
2384,16.0,16,[],"8470,1,8.0;7203,2,8.0;6686,3,9.0;8232,4,17.0"
2385,9.0,9,[],"7986,1,4.0;8519,2,14.0"
2386,4.0,4,[],"5547,1,29.0"
2387,26.0,26,[],"8792,1,6.0;8783,6,15.0;7295,7,16.0;8783,9,15.0;7142,10,25.0;5068,25,46.0;10313,26,6.0"
2388,18.0,18,[],"8052,1,25.0"
