ID (GT),ID (Dino),Track Length (GT),Track Length (Dino),Match,Identical Match
[855],[891 961 980],[6.0],[13.0 23.0],True,False
[856],[2820],[14.0],[19.0],True,False
[857],[858 910 1140 1559 2230],[30.0],[22.0 23.0 26.0 45.0],False,False
[858],[1586],[15.0],[42.0],True,False
[859],[2892 2970],[7.0],[9.0],True,False
[860],[1816],[8.0],[33.0],True,False
[861],[1647 3286 3318 3390 3522 3789],[7.0],[4.0 10.0 11.0 18.0 20.0],False,False
[862],[3606],[7.0],[30.0],True,False
[863],[669 1435 4320 5176 5642],[37.0],[4.0 9.0 14.0 45.0 54.0],True,False
[864],[2934],[6.0],[6.0],True,True
[865],[179 1787],[5.0],[21.0 48.0],True,False
[866],[1552],[4.0],[21.0],True,False
[867],[1710 1712 2633 2693 3237],[7.0],[5.0 10.0 11.0 14.0],True,False
[868],[2674],[4.0],[12.0],True,False
[869],[603],[9.0],[23.0],True,False
[870],[342 2389 2418 2665 3190],[20.0],[10.0 18.0 20.0 21.0],True,False
[871],[1684 3627],[18.0],[15.0 40.0],True,False
[872],[784],[14.0],[28.0],True,False
[873],[773 1170 1913 4808 6528 7353],[47.0],[5.0 14.0 15.0 16.0 32.0 56.0],True,False
[874],[1872 4071 6706 7855 8064],[73.0],[5.0 20.0 22.0 37.0 52.0],True,False
[875],[2526 5467],[23.0],[29.0 33.0],True,False
[876],[2828],[10.0],[12.0],True,False
[877],[173 178 1333 2800 3856 4049 5080],[47.0],[6.0 7.0 8.0 25.0 33.0 42.0 71.0],True,False
[878],[1628 1992 2563],[9.0],[15.0 20.0],True,False
[879],[311 569 2673 4651],[24.0],[20.0 26.0 38.0 44.0],True,False
[880],[1709 2686 3101 3249 3545],[16.0],[10.0 17.0 18.0],False,False
[881],[2220 3031],[18.0],[6.0 24.0],True,False
[882],[162 1737 3524],[16.0],[13.0 18.0 65.0],True,False
[883],[167 1777 3181 3498],[6.0],[9.0 19.0 26.0 27.0],True,False
[884],[38 608 1647 2960 3390 3491],[12.0],[4.0 11.0 20.0 27.0 29.0 52.0],True,False
[885],[4437],[23.0],[27.0],True,False
[886],[2734 3184 3227 3584],[7.0],[4.0 7.0 12.0 37.0],True,False
[887],[200 218 747 782],[51.0],[27.0 40.0 44.0 59.0],False,False
[888],[194 1378 2118],[7.0],[10.0 28.0 41.0],False,False
[889],[2101 2713 3346],[15.0],[9.0 22.0 25.0],True,False
[890],[233],[13.0],[31.0],True,False
[891],[547 1006 1289 3016 3241],[14.0],[12.0 19.0 31.0 36.0],False,False
[892],[1160 1994 2763 2909],[25.0],[8.0 11.0 20.0 40.0],True,False
[893],[409 1723 1825 2477 2478 3829 4082 4096],[35.0],[7.0 9.0 10.0 16.0 22.0 26.0 35.0],True,False
[894],[335 404 1202 3194],[9.0],[7.0 31.0 73.0],True,False
[895],[153 719 1114 1125 2249 2338 2346 3008 3483 3487 3586 3647 3991],[14.0],[4.0 7.0 8.0 11.0 13.0 16.0 21.0 25.0 43.0 69.0],False,False
[896],[195 2806],[10.0],[16.0 18.0],True,False
[897],[1346 2987 5455 5729 5818],[23.0],[8.0 22.0 26.0 32.0],True,False
[898],[1827 2794],[9.0],[12.0 16.0],True,False
[899],[2167],[4.0],[8.0],True,False
[900],[4539 5452 5563 7169 7421 8648],[22.0],[4.0 5.0 20.0 24.0 31.0 42.0],True,False
[901],[267],[19.0],[33.0],True,False
[902],[1148 2691],[21.0],[14.0 31.0],True,False
[903],[2766],[17.0],[23.0],True,False
[904],[3889 5028 6706 7282],[22.0],[9.0 11.0 22.0 31.0],True,False
[905],[3712 4236 6016],[27.0],[15.0 32.0],True,False
[906],[972 1077 3501 4743 4855 5183 6466 6535 6579 6620 6913],[26.0],[5.0 8.0 17.0 18.0 27.0 34.0 35.0 41.0 56.0 63.0],True,False
[907],[3069],[9.0],[13.0],True,False
[908],[3025 3153],[21.0],[17.0 60.0],True,False
[909],[3182 6051 6565],[35.0],[18.0 34.0 52.0],True,False
[910],[1054 1064 2322],[5.0],[12.0 14.0 15.0],True,False
[911],[2668],[10.0],[15.0],True,False
[912],[1591],[12.0],[29.0],True,False
[913],[2375 2586 3535 4021 4827 5051],[31.0],[4.0 7.0 14.0 21.0 23.0 26.0],True,False
[914],[5381],[23.0],[27.0],True,False
[915],[2311],[5.0],[9.0],True,False
[916],[1324 2243 3567],[33.0],[28.0 35.0 74.0],True,False
[917],[4188 4233 5739 6343],[21.0],[10.0 19.0 22.0 23.0],True,False
[918],[2689],[12.0],[17.0],True,False
[919],[659],[7.0],[21.0],True,False
[920],[532 1609 3947],[12.0],[13.0 26.0 33.0],True,False
[921],[267 1260 3054],[19.0],[15.0 27.0 33.0],True,False
[922],[3184 3227 3500 3584],[26.0],[4.0 12.0 37.0 49.0],False,False
[923],[757 1916 4566 4685],[50.0],[20.0 26.0 33.0 42.0],True,False
[924],[2161],[9.0],[20.0],True,False
[925],[786],[6.0],[13.0],True,False
[926],[22 1483 2358 3130 3925 3996],[16.0],[11.0 13.0 37.0 45.0],False,False
[927],[969],[4.0],[29.0],True,False
[928],[414 2353 2749],[26.0],[5.0 16.0 42.0],True,False
[929],[2368],[4.0],[8.0],True,False
[930],[1012 2513 2956 3100 3314 3797 3921 4508 5796 6647],[38.0],[9.0 10.0 18.0 19.0 23.0 26.0 35.0 44.0],True,False
[931],[3045 3596],[20.0],[9.0 23.0],True,False
[932],[1338 2322 2405 2714],[10.0],[13.0 15.0 19.0 29.0],True,False
[933],[3252],[13.0],[61.0],True,False
[934],[3254],[16.0],[22.0],True,False
[935],[2325 3543],[11.0],[11.0 16.0],True,False
[936],[345],[8.0],[15.0],True,False
[937],[298 1205],[9.0],[16.0 40.0],True,False
[938],[1148 3342],[5.0],[6.0 14.0],True,False
[939],[1831 2673 2975 3193 4306 4793 5582],[38.0],[4.0 5.0 11.0 16.0 20.0 35.0 58.0],False,False
[940],[446 1654 2041 2239 2344 2650 2833 4046 4900 5626 6035 7912 9821 10332],[82.0],[7.0 8.0 14.0 16.0 22.0 23.0 25.0 34.0 37.0 40.0 43.0 49.0 71.0],False,False
[941],[2601],[4.0],[6.0],True,False
[942],[534 537 1696],[19.0],[18.0 23.0 60.0],True,False
[943],[1527],[11.0],[22.0],True,False
[944],[1287 1641 2639 2782 3242],[31.0],[7.0 12.0 19.0 26.0],True,False
[945],[2754 2833],[16.0],[9.0 23.0],True,False
[946],[724 2208 2572],[24.0],[7.0 14.0 55.0],True,False
[947],[351 2418 2586 2912],[20.0],[10.0 14.0 16.0 21.0],True,False
[948],[2525 2852],[10.0],[11.0 16.0],True,False
[949],[547 1289 2885 3241 3253],[14.0],[6.0 12.0 19.0 31.0],True,False
[950],[1282 1504 2613 2614 2615 3476 3731 3732],[35.0],[6.0 13.0 18.0 22.0 33.0 42.0 44.0],False,False
[951],[994 1312 1723 2199 3334],[27.0],[10.0 17.0 25.0 26.0 44.0],True,False
[952],[2788 3827],[12.0],[8.0 40.0],True,False
[953],[397 2344],[37.0],[49.0 57.0],True,False
[954],[1743],[56.0],[75.0],True,False
[955],[2494],[7.0],[17.0],True,False
[956],[2182],[7.0],[12.0],True,False
[957],[179 1787 1909 2776 3012 5578 6104],[43.0],[5.0 16.0 18.0 21.0 47.0 48.0 55.0],True,False
[958],[564],[11.0],[68.0],True,False
[959],[3318 3737 4151 4237],[18.0],[10.0 18.0 26.0 28.0],True,False
[960],[867],[5.0],[47.0],True,False
[961],[3164],[7.0],[17.0],True,False
[962],[377 423 504 1699 2235 3610],[10.0],[9.0 12.0 17.0 19.0 24.0],False,False
[963],[2985 3593 4272 5004 5227],[25.0],[8.0 13.0 20.0 25.0 50.0],True,False
[964],[3298 4922],[18.0],[13.0 28.0],True,False
[965],[307 835 2367 3384 4149 5061 5624],[27.0],[5.0 8.0 26.0 30.0 32.0 57.0],True,False
[966],[781 2239 2453],[28.0],[28.0 61.0 71.0],False,False
[967],[3073],[12.0],[22.0],True,False
[968],[1012 1301 2467 3269 4619],[7.0],[7.0 11.0 18.0 26.0 51.0],False,False
[969],[3359],[38.0],[46.0],True,False
[970],[3732],[26.0],[33.0],True,False
[971],[2114 2916],[17.0],[14.0],True,False
[972],[216 583 1369 2379 2992 3109 3222 3223 3643 3724],[25.0],[4.0 6.0 8.0 17.0 21.0 24.0 27.0 32.0 54.0],True,False
[973],[1432 2042],[18.0],[7.0 43.0],True,False
[974],[1096 3043],[29.0],[38.0 44.0],True,False
[975],[1291 2203 2968],[5.0],[9.0 15.0 19.0],True,False
[976],[751 3184],[30.0],[12.0 66.0],True,False
[977],[3412],[27.0],[27.0],True,True
[978],[2983 3027 3830 4767],[26.0],[7.0 9.0 16.0 46.0],True,False
[979],[3268],[11.0],[12.0],True,False
[980],[1004],[20.0],[33.0],True,False
[981],[1567 2075 3964],[22.0],[15.0 17.0 28.0],True,False
[982],[3060 3239 3503 3504 3678 3835],[29.0],[6.0 8.0 13.0 18.0 32.0 36.0],True,False
[983],[30 74 412 3301 4240],[36.0],[22.0 27.0 33.0 36.0 67.0],True,False
[984],[1418 3110 3291 5077],[28.0],[4.0 12.0 13.0 47.0],True,False
[985],[3077 3276 3441],[4.0],[5.0 16.0 29.0],True,False
[986],[474 2525],[5.0],[16.0],False,False
[987],[2756 2919 4449],[32.0],[13.0 21.0 37.0],True,False
[988],[1155],[16.0],[56.0],False,False
[989],[3383],[17.0],[39.0],True,False
[990],[1346 1863 2220 2620 2935 4298],[21.0],[5.0 16.0 19.0 24.0 32.0 33.0],False,False
[991],[2075 3361 3788],[15.0],[27.0 28.0 46.0],True,False
[992],[336 2577 5459],[25.0],[8.0 20.0 29.0],True,False
[993],[275 4221 4644 4649 4806 6054],[15.0],[4.0 14.0 15.0 27.0 29.0 62.0],True,False
[994],[2907],[14.0],[22.0],True,False
[995],[1756],[12.0],[20.0],True,False
[996],[584],[7.0],[15.0],True,False
[997],[454 3596],[6.0],[9.0 26.0],False,False
[998],[189 532 1609 2371],[12.0],[12.0 13.0 18.0 26.0],True,False
[999],[450 3088 3408 3412],[13.0],[6.0 15.0 17.0 27.0],False,False
[1000],[575 934 991 3301 3752],[22.0],[10.0 21.0 36.0 54.0],False,False
[1001],[22 593 1483 3130 3925 3996],[15.0],[11.0 13.0 26.0 37.0],True,False
[1002],[2827],[15.0],[27.0],True,False
[1003],[549 1038 3891],[19.0],[12.0 26.0 49.0],True,False
[1004],[3467],[5.0],[16.0],True,False
[1005],[27 992 2257 2508 3405],[10.0],[14.0 19.0 25.0 48.0 59.0],True,False
[1006],[1777],[8.0],[27.0],True,False
[1007],[4186],[10.0],[19.0],True,False
[1008],[983],[5.0],[23.0],True,False
[1009],[445 1104 1695 3256 4111 4516 4557 4742 4746 5240],[36.0],[6.0 7.0 9.0 12.0 22.0 23.0 34.0 36.0],False,False
[1010],[2342 2517 3809 3909 5303 5307 6040 6384 6741 7153],[70.0],[4.0 8.0 13.0 14.0 24.0 31.0 33.0 37.0 39.0],True,False
[1011],[1324 2264 2337 2959 2999 4335],[24.0],[6.0 9.0 12.0 15.0 27.0 35.0],False,False
[1012],[4235],[12.0],[23.0],True,False
[1013],[2749 3262],[12.0],[13.0 16.0],True,False
[1014],[3613],[10.0],[21.0],True,False
[1015],[3439],[15.0],[19.0],True,False
[1016],[2780 3388],[5.0],[11.0 20.0],False,False
[1017],[3010],[15.0],[17.0],True,False
[1018],[3616 4727],[4.0],[24.0 32.0],True,False
[1019],[2802],[16.0],[23.0],True,False
[1020],[1582 2949],[13.0],[13.0 22.0],False,False
[1021],[3572],[11.0],[52.0],True,False
[1022],[1124 2040 4929],[37.0],[41.0 42.0],True,False
[1023],[1096 2351 2744 3941],[29.0],[16.0 18.0 29.0 38.0],True,False
[1024],[691 1250 2716 4089],[23.0],[20.0 21.0 31.0 55.0],False,False
[1025],[838],[10.0],[22.0],True,False
[1026],[2674 3532 3611 3767 3965],[14.0],[11.0 12.0 13.0 16.0 35.0],True,False
[1027],[3589],[10.0],[44.0],True,False
[1028],[556 1104 2972],[9.0],[19.0 23.0 24.0],True,False
[1029],[335 363 404 1470 3194],[13.0],[15.0 31.0 32.0 73.0],True,False
[1030],[3616],[4.0],[32.0],True,False
[1031],[1631 3195 3975],[14.0],[10.0 29.0 32.0],True,False
[1032],[168 203 1419 1442 2346 3001 3483 4048 5079 6759 8120 10726],[74.0],[6.0 9.0 13.0 15.0 16.0 21.0 26.0 31.0 40.0 43.0 51.0],False,False
[1033],[350 889 3204],[12.0],[23.0 31.0 35.0],False,False
[1034],[2525 2852],[5.0],[11.0 16.0],False,False
[1035],[1458 2908],[9.0],[8.0 40.0],True,False
[1036],[1338 2322],[6.0],[15.0 19.0],False,False
[1037],[1310],[6.0],[31.0],True,False
[1038],[3318 3796 4237 5127],[16.0],[8.0 10.0 13.0 18.0],True,False
[1039],[2839 3080 3875 4490 4702],[23.0],[6.0 13.0 15.0],False,False
[1040],[693 3540],[4.0],[5.0 26.0],True,False
[1041],[2919],[21.0],[37.0],True,False
[1042],[3642],[16.0],[16.0],True,True
[1043],[1020 3593],[46.0],[13.0 50.0],True,False
[1044],[2921 3633 4114],[15.0],[7.0 15.0 55.0],False,False
[1045],[2797],[13.0],[18.0],True,False
[1046],[1114 1130],[19.0],[21.0 26.0],False,False
[1047],[3179],[15.0],[19.0],True,False
[1048],[276 3865 3957 4021],[18.0],[12.0 23.0 30.0 70.0],True,False
[1049],[1346 2572 3353 5359 5852],[26.0],[5.0 13.0 26.0 32.0 55.0],False,False
[1050],[3038],[12.0],[28.0],True,False
[1051],[3835 4464],[24.0],[20.0 36.0],True,False
[1052],[196 3029 3031 3165],[5.0],[5.0 6.0 7.0 25.0],False,False
[1053],[3638],[5.0],[10.0],True,False
[1054],[3618 3904],[4.0],[7.0 11.0],False,False
[1055],[524 1659 2909 3723 4786 5495 5542],[65.0],[6.0 8.0 11.0 24.0 35.0 40.0 54.0],True,False
[1056],[1050 1615 5467],[19.0],[29.0 33.0 59.0],False,False
[1057],[3919 3920 4431],[12.0],[14.0 17.0 51.0],False,False
[1058],[1399 2732],[30.0],[14.0 74.0],True,False
[1059],[1816],[9.0],[33.0],True,False
[1060],[403 881 3874 4056],[18.0],[15.0 26.0 30.0 35.0],True,False
[1061],[2586],[6.0],[14.0],True,False
[1062],[2437 3728 4527 5256],[18.0],[4.0 6.0 16.0 36.0],True,False
[1063],[2730 2976 3225 3729 3730 4018],[10.0],[4.0 7.0 13.0 29.0 32.0 35.0],True,False
[1064],[3190],[7.0],[21.0],False,False
[1065],[727 3499 4565],[14.0],[21.0 25.0 54.0],True,False
[1066],[1979 4559 5827 6107],[36.0],[15.0 28.0 44.0],False,False
[1067],[1642 2710 3098 4038],[26.0],[19.0 21.0 27.0 47.0],True,False
[1068],[350 889],[7.0],[31.0 35.0],True,False
[1069],[1504 2511],[10.0],[23.0 44.0],False,False
[1070],[2422],[5.0],[16.0],True,False
[1071],[168 580 1696 4694],[17.0],[23.0 26.0 27.0 36.0],True,False
[1072],[1184],[7.0],[23.0],True,False
[1073],[2893],[9.0],[27.0],True,False
[1074],[1053],[20.0],[39.0],True,False
[1075],[994 1525 1723 2199 4097 5956],[26.0],[17.0 22.0 26.0 27.0 30.0 44.0],True,False
[1076],[1342 5038],[16.0],[22.0 38.0],False,False
[1077],[5007],[4.0],[9.0],True,False
[1078],[2288],[7.0],[50.0],True,False
[1079],[3758],[4.0],[15.0],True,False
[1080],[3225 3729 3730 4018],[5.0],[4.0 13.0 32.0 35.0],True,False
[1081],[3843],[19.0],[21.0],True,False
[1082],[3610 3860],[11.0],[5.0 19.0],False,False
[1083],[2632 2872 3153],[21.0],[26.0 57.0 60.0],True,False
[1084],[3787],[7.0],[19.0],True,False
[1085],[1895 3192 3571 3931],[10.0],[6.0 7.0 17.0 21.0],True,False
[1086],[727],[15.0],[54.0],True,False
[1087],[204 777 3347 4103 5351 5454 5488],[43.0],[6.0 18.0 19.0 21.0 38.0 59.0 73.0],True,False
[1088],[2772 5063 5656],[36.0],[12.0 17.0 45.0],False,False
[1089],[619 2727],[15.0],[17.0 47.0],True,False
[1090],[2903],[4.0],[22.0],True,False
[1091],[2265 2266 2966 3520 3621 4494],[23.0],[12.0 14.0 17.0 29.0 33.0 49.0],True,False
[1092],[2648 2735 3580 3949],[19.0],[4.0 13.0 14.0 17.0],True,False
[1093],[653],[16.0],[28.0],True,False
[1094],[1567 2914 3361 3782 3964 7357],[42.0],[15.0 17.0 22.0 24.0 28.0 46.0],False,False
[1095],[2257 3233 3394 3513 4265 4720],[12.0],[8.0 14.0 20.0 37.0],False,False
[1096],[114 972 2853 3987],[36.0],[15.0 26.0 42.0 56.0],True,False
[1097],[560 2648 3949],[10.0],[13.0 17.0 60.0],False,False
[1098],[835 3384],[34.0],[30.0 57.0],True,False
[1099],[3782 3788 3955 4254 4255 4457],[26.0],[4.0 15.0 17.0 27.0 28.0 36.0],True,False
[1100],[127 132 4287 4931],[18.0],[5.0 19.0 33.0 34.0],True,False
[1101],[1949 3800],[8.0],[11.0 14.0],False,False
[1102],[2296 3980],[18.0],[15.0 21.0],True,False
[1103],[1037 1981 3067],[6.0],[5.0 23.0 32.0],True,False
[1104],[725 3323 3677 5314],[38.0],[21.0 27.0 42.0 48.0],True,False
[1105],[3500 3584 3852 5032],[24.0],[7.0 37.0 38.0 49.0],False,False
[1106],[1840 3389 3591 4074],[44.0],[11.0 24.0 26.0 66.0],True,False
[1107],[3261],[14.0],[36.0],True,False
[1108],[3658 4016],[28.0],[11.0 52.0],True,False
[1109],[2467 3097 3314 4508 4509 4621 5440],[32.0],[11.0 17.0 18.0 19.0 21.0 22.0],True,False
[1110],[6277],[12.0],[35.0],True,False
[1111],[642],[4.0],[26.0],True,False
[1112],[3517],[5.0],[10.0],True,False
[1113],[3087],[6.0],[46.0],True,False
[1114],[6145],[5.0],[8.0],True,False
[1115],[2006 4006],[11.0],[19.0 22.0],True,False
[1116],[1304 2592],[12.0],[14.0 57.0],False,False
[1117],[3910],[5.0],[12.0],True,False
[1118],[3976],[8.0],[8.0],True,True
[1119],[2785 3064 3121 4260],[10.0],[8.0 9.0 19.0 20.0],True,False
[1120],[1140 1260],[13.0],[22.0 27.0],True,False
[1121],[114 2853 3007],[13.0],[15.0 21.0 26.0],True,False
[1122],[1767 4782],[15.0],[7.0 22.0],True,False
[1123],[2304 2535 2685],[4.0],[7.0 12.0 18.0],False,False
[1124],[3914],[9.0],[10.0],True,False
[1125],[3008],[9.0],[25.0],True,False
[1126],[2780 3373 3375 3699 3701],[10.0],[5.0 7.0 12.0 20.0],True,False
[1127],[2346 2515 4288],[29.0],[8.0 13.0 37.0],True,False
[1128],[3134 3261],[19.0],[28.0 36.0],False,False
[1129],[644 3890],[6.0],[5.0 31.0],False,False
[1130],[2947 4197],[6.0],[11.0 37.0],True,False
[1131],[693 3540],[8.0],[5.0 26.0],True,False
[1132],[634 1037],[11.0],[26.0 32.0],True,False
[1133],[179 1787 5137 5821],[17.0],[4.0 7.0 21.0 48.0],True,False
[1134],[4209 4450 5757 6158 6614 6962],[24.0],[8.0 15.0 16.0 22.0 23.0 28.0],False,False
[1135],[1916],[11.0],[26.0],True,False
[1136],[1058 1975 1976 2552],[12.0],[16.0 35.0 37.0 45.0],True,False
[1137],[3950],[6.0],[9.0],True,False
[1138],[2239 3937 4290 8822],[66.0],[11.0 12.0 18.0 71.0],True,False
[1139],[3650],[4.0],[47.0],True,False
[1140],[161 3839],[4.0],[26.0 41.0],True,False
[1141],[2431 3160 4099],[8.0],[7.0 9.0 18.0],True,False
[1142],[3760],[10.0],[13.0],True,False
[1143],[1332 3988],[4.0],[24.0 37.0],True,False
[1144],[2301],[13.0],[22.0],True,False
[1145],[1342 3164 4198],[10.0],[8.0 17.0 38.0],True,False
[1146],[826 5514],[25.0],[31.0 51.0],True,False
[1147],[696],[6.0],[34.0],True,False
[1148],[1487],[16.0],[66.0],True,False
[1149],[4048],[21.0],[21.0],True,True
[1150],[3518],[11.0],[28.0],True,False
[1151],[5233 7932 8033 8084 8879 9562 9914 10227],[32.0],[5.0 9.0 10.0 13.0 23.0 41.0],False,False
[1152],[3520 7926 10277],[51.0],[4.0 23.0 49.0],False,False
[1153],[626],[4.0],[52.0],True,False
[1154],[593 626 2358 3017 3925 4263 5453],[31.0],[4.0 13.0 17.0 26.0 45.0 47.0 52.0],False,False
[1155],[566 3112 4366],[12.0],[8.0 30.0 51.0],True,False
[1156],[3989],[29.0],[43.0],True,False
[1157],[2006 4004 4511],[9.0],[19.0 22.0 29.0],True,False
[1158],[2948],[11.0],[21.0],True,False
[1159],[447 3639 3723 3900],[7.0],[4.0 6.0 27.0 54.0],True,False
[1160],[46 669 1779 2642 2962 3192 4175 5046],[25.0],[5.0 6.0 7.0 16.0 18.0 21.0 44.0 54.0],True,False
[1161],[5065],[17.0],[39.0],False,False
[1162],[4681 5736],[4.0],[4.0 10.0],True,False
[1163],[1828 3800],[25.0],[11.0 63.0],True,False
[1164],[3828 4393],[15.0],[11.0 56.0],True,False
[1165],[2741],[18.0],[47.0],True,False
[1166],[2288],[25.0],[50.0],True,False
[1167],[739 1158 1258],[19.0],[23.0 27.0 58.0],True,False
[1168],[1840 3389 4075],[22.0],[23.0 24.0 66.0],True,False
[1169],[3009 4164 5177 6643 7344 9645],[62.0],[6.0 7.0 10.0 22.0 25.0 78.0],True,False
[1170],[756 764 3185 3741 3852 4521],[13.0],[5.0 17.0 21.0 22.0 38.0 74.0],True,False
[1171],[1037 4748],[10.0],[7.0 32.0],True,False
[1172],[1732],[29.0],[45.0],True,False
[1173],[2730 3225 3412],[20.0],[27.0 29.0 32.0],True,False
[1174],[3307 4288],[5.0],[8.0 36.0],False,False
[1175],[3640],[19.0],[50.0],True,False
[1176],[195 201 482 720],[8.0],[18.0 22.0 26.0],True,False
[1177],[1953 2059 3446 4060 4062 5923 6219],[42.0],[13.0 15.0 18.0 29.0 40.0 42.0],True,False
[1178],[4091],[22.0],[26.0],True,False
[1179],[1599],[12.0],[75.0],True,False
[1180],[2852 3044 3696],[19.0],[5.0 11.0 22.0],True,False
[1181],[3841],[5.0],[8.0],True,False
[1182],[4148 5218 7276 7840 7937 9460],[72.0],[12.0 20.0 23.0 29.0 30.0 34.0],True,False
[1183],[2975 4187 4308 4793 5186 5387 5520 5900],[21.0],[4.0 7.0 8.0 10.0 18.0 23.0 58.0],True,False
[1184],[4150 4957],[12.0],[4.0 44.0],True,False
[1185],[1310],[6.0],[31.0],True,False
[1186],[2770],[5.0],[19.0],True,False
[1187],[1342 3164 4199 4247 5844],[22.0],[9.0 11.0 17.0 38.0 42.0],False,False
[1188],[5493],[6.0],[20.0],True,False
[1189],[4097 5324 5829 6071 6640 7599],[25.0],[10.0 11.0 19.0 22.0 30.0],False,False
[1190],[2628 3249 4280 4614],[16.0],[5.0 14.0 17.0 18.0],True,False
[1191],[194],[4.0],[28.0],True,False
[1192],[564 813 2575 3769 4159 4446 6591 7201 8821 8824],[60.0],[4.0 5.0 8.0 15.0 17.0 20.0 25.0 68.0],False,False
[1193],[746 1541],[22.0],[43.0 51.0],True,False
[1194],[3837 4038],[23.0],[19.0 47.0],True,False
[1195],[3007],[12.0],[21.0],True,False
[1196],[3911],[10.0],[14.0],True,False
[1197],[3653 3727 5185],[15.0],[10.0 12.0 46.0],True,False
[1198],[4073],[5.0],[13.0],True,False
[1199],[2367 4149 5507 6756 6956],[40.0],[4.0 6.0 23.0 26.0],True,False
[1200],[3303],[4.0],[35.0],True,False
[1201],[3077 3710],[9.0],[12.0 16.0],True,False
[1202],[272 2161 4017 4323 5620],[17.0],[9.0 14.0 20.0 28.0 40.0],True,False
[1203],[2508 3124 4537 4925 4992 5857],[33.0],[5.0 11.0 19.0 20.0 23.0],True,False
[1204],[3190],[8.0],[21.0],True,False
[1205],[4183],[23.0],[25.0],True,False
[1206],[304 4145],[35.0],[23.0 68.0],True,False
[1207],[757 3290 4586 4694 4858 5514],[32.0],[14.0 27.0 31.0 37.0 42.0 44.0],True,False
[1208],[2006 3707 4003 4004 4420 4511],[13.0],[12.0 19.0 22.0 29.0 47.0],True,False
[1209],[3825],[4.0],[8.0],True,False
[1210],[3256 4894],[26.0],[34.0 36.0],True,False
[1211],[7093 7608 7764 7902 8090],[6.0],[7.0 11.0 13.0 15.0 19.0],False,False
[1212],[4426],[11.0],[21.0],True,False
[1213],[561 1369 2229],[13.0],[13.0 21.0 30.0],True,False
[1214],[2358 3996 4539],[5.0],[13.0 24.0 45.0],True,False
[1215],[3574 3747 4707 4995 5282 6100],[32.0],[4.0 12.0 16.0 23.0 33.0 51.0],True,False
[1216],[285 1550 2218 2396 4221 4249 4416],[32.0],[4.0 13.0 15.0 17.0 22.0 27.0],False,False
[1217],[2101 4295 4296],[23.0],[15.0 22.0 31.0],True,False
[1218],[2975 3768 3783 4230],[27.0],[4.0 7.0 9.0 58.0],False,False
[1219],[1327 1973 2263 3137 3846 5552],[20.0],[8.0 11.0 12.0 23.0 32.0 47.0],True,False
[1220],[2383 3449],[4.0],[12.0 13.0],True,False
[1221],[1620],[12.0],[24.0],True,False
[1222],[2088 2390 3962],[4.0],[5.0 15.0 17.0],True,False
[1223],[821 4066],[4.0],[12.0 47.0],True,False
[1224],[3520 3621 3995 4234 4388 4424 4771 5233 8756],[46.0],[8.0 12.0 16.0 21.0 33.0 41.0 49.0],False,False
[1225],[38 983 4154],[17.0],[20.0 23.0 52.0],True,False
[1226],[1293 2785 2786 3334 4260],[10.0],[10.0 19.0 20.0 21.0 22.0],True,False
[1227],[4215],[16.0],[46.0],True,False
[1228],[4076 4231 4613 4875 7484 7938],[44.0],[11.0 14.0 15.0 24.0 29.0 47.0],False,False
[1229],[3307],[23.0],[36.0],True,False
[1230],[451 1412],[23.0],[34.0 40.0],False,False
[1231],[2514 2985 4240 5109],[17.0],[20.0 22.0 27.0],False,False
[1232],[3570],[15.0],[25.0],True,False
[1233],[1654 2372 2918 4839],[17.0],[23.0 33.0 36.0 39.0],True,False
[1234],[350 889 4354 4531 4958 5604],[36.0],[5.0 13.0 24.0 31.0 32.0 35.0],True,False
[1235],[992 2788 4000 4168],[21.0],[15.0 19.0 25.0 40.0],True,False
[1236],[4903 5031],[9.0],[7.0],True,False
[1237],[4302],[6.0],[10.0],True,False
[1238],[1967 2615],[7.0],[20.0 42.0],True,False
[1239],[3245],[4.0],[11.0],True,False
[1240],[1460],[10.0],[26.0],True,False
[1241],[3833],[7.0],[16.0],True,False
[1242],[577],[9.0],[30.0],True,False
[1243],[4383],[17.0],[57.0],True,False
[1244],[3185 4370 4468 4680 6816],[50.0],[5.0 17.0 74.0],True,False
[1245],[178 9064],[70.0],[19.0 71.0],True,False
[1246],[4037],[6.0],[11.0],True,False
[1247],[2379],[18.0],[54.0],True,False
[1248],[3681 4665 5413 5554 5840],[25.0],[5.0 10.0 11.0 16.0 21.0],True,False
[1249],[3320 5419 6503],[40.0],[12.0 14.0 43.0],True,False
[1250],[1463 4213],[4.0],[11.0 19.0],True,False
[1251],[537 3953 4586 7070 7362 7889 7890],[48.0],[7.0 18.0 21.0 22.0 37.0 50.0 60.0],True,False
[1252],[351 4069 4360],[11.0],[21.0 46.0],True,False
[1253],[3503],[5.0],[32.0],True,False
[1254],[4354],[11.0],[24.0],True,False
[1255],[4332],[11.0],[26.0],True,False
[1256],[5972],[7.0],[23.0],True,False
[1257],[2351],[4.0],[16.0],True,False
[1258],[4994 6117],[18.0],[9.0 39.0],True,False
[1259],[1330 1398 3261 3503 3787 5239 6273 7163],[37.0],[8.0 12.0 18.0 19.0 24.0 32.0 36.0 46.0],True,False
[1260],[66 1014 3192],[23.0],[21.0 32.0 50.0],True,False
[1261],[1141 4292],[16.0],[25.0 32.0],True,False
