ID (GT),ID (Dino),Track Length (GT),Track Length (Dino),Match,Identical Match
[447],[39 45 409 1029 1310],[25.0],[15.0 16.0 22.0 31.0],True,False
[448],[241 1416 3076],[58.0],[22.0 38.0 41.0],False,False
[449],[651 661],[9.0],[21.0 24.0],False,False
[450],[146 1081 1332],[12.0],[7.0 21.0 24.0],True,False
[451],[558],[16.0],[16.0],True,True
[452],[229 1164 1652 2029],[35.0],[7.0 16.0 23.0 29.0],True,False
[453],[600 933 987],[11.0],[6.0 7.0 10.0],True,False
[454],[236 796],[19.0],[5.0 21.0],True,False
[455],[632 2354 2355],[39.0],[8.0 10.0 31.0],True,False
[456],[1994],[9.0],[40.0],True,False
[457],[349 885 893 897 912 927 1235 1477 1815 2064],[23.0],[4.0 5.0 7.0 9.0 10.0 12.0 23.0 32.0],False,False
[458],[464 1009 1010 1642 2539],[28.0],[5.0 8.0 21.0 22.0],True,False
[459],[69 463 548 615 1642 3098 4038],[27.0],[5.0 17.0 19.0 21.0 26.0 33.0 47.0],False,False
[460],[262],[4.0],[6.0],True,False
[461],[431 1327 2260],[42.0],[12.0 35.0 47.0],True,False
[462],[357],[8.0],[8.0],True,True
[463],[481 771 1436 1915],[12.0],[5.0 7.0 11.0 13.0],True,False
[464],[364 405 460 899 1566 1810],[19.0],[8.0 11.0 12.0 16.0 22.0],True,False
[465],[584],[6.0],[15.0],True,False
[466],[543],[18.0],[23.0],True,False
[467],[589 2203 3064],[11.0],[7.0 9.0 15.0],False,False
[468],[492],[6.0],[10.0],True,False
[469],[728 1618],[10.0],[10.0 11.0],True,False
[470],[152 8046],[70.0],[8.0 81.0],True,False
[471],[781],[4.0],[61.0],True,False
[472],[423 896],[13.0],[11.0 17.0],False,False
[473],[887 2076 2183],[23.0],[14.0 19.0 23.0],True,False
[474],[552 650 669 1435 2035 2921 4114 5055 5734],[50.0],[7.0 8.0 15.0 29.0 45.0 54.0 55.0],True,False
[475],[1199],[4.0],[12.0],True,False
[476],[531],[10.0],[10.0],True,True
[477],[444 731 732 1958],[39.0],[6.0 8.0 17.0 57.0],False,False
[478],[598],[4.0],[48.0],True,False
[479],[51 576],[14.0],[35.0 54.0],True,False
[480],[329],[6.0],[7.0],True,False
[481],[260 1162 1444],[16.0],[7.0 12.0],False,False
[482],[1171],[4.0],[4.0],True,True
[483],[54 634 1510 1622],[7.0],[6.0 18.0 26.0],False,False
[484],[3178 4420],[20.0],[9.0 47.0],True,False
[485],[590],[18.0],[22.0],True,False
[486],[1131 1174],[20.0],[19.0 42.0],True,False
[487],[350 381 876],[14.0],[11.0 20.0 35.0],True,False
[488],[343 977 1945 2232],[10.0],[6.0 7.0 11.0 18.0],False,False
[489],[855],[7.0],[8.0],True,False
[490],[1236 2568],[36.0],[9.0 44.0],True,False
[491],[276 981 1883 2646 3426 3957],[62.0],[7.0 12.0 20.0 48.0 70.0],False,False
[492],[912 1238 1477 2064],[11.0],[6.0 7.0 9.0],True,False
[493],[728 1114 2041 2247],[16.0],[10.0 16.0 21.0 22.0],False,False
[494],[86 576 1058 1975 2320 2552],[34.0],[15.0 30.0 35.0 37.0 45.0 54.0],True,False
[495],[972],[28.0],[56.0],True,False
[496],[2162],[16.0],[39.0],True,False
[497],[1087 1091],[12.0],[6.0 11.0],True,False
[498],[55 982 994 1526 2477 2727 3829],[35.0],[7.0 9.0 13.0 16.0 17.0 27.0 44.0],False,False
[499],[282 976 1633 2422 2898 3387 3414 3459 3725 4251 4498 5365 5547],[43.0],[4.0 5.0 8.0 14.0 15.0 16.0 19.0 22.0 24.0 29.0 37.0 72.0],False,False
[500],[365 499],[10.0],[11.0 19.0],True,False
[501],[1186 1481],[21.0],[11.0 25.0],True,False
[502],[527 1362 1426],[4.0],[4.0 17.0],False,False
[503],[94 119],[13.0],[12.0 19.0],True,False
[504],[804 1176 1430],[12.0],[6.0 7.0 8.0],True,False
[505],[969],[15.0],[29.0],True,False
[506],[979],[10.0],[10.0],True,True
[507],[124 644 1533],[32.0],[23.0 28.0 31.0],True,False
[508],[980],[6.0],[23.0],True,False
[509],[523 978 1252],[12.0],[10.0 13.0 41.0],True,False
[510],[805 814 2373 3074 3848 4311],[43.0],[9.0 11.0 27.0 36.0 39.0],True,False
[511],[1118 2344],[26.0],[32.0 49.0],False,False
[512],"[86 469 576 577 1058 1687 1975 2316 2320 2552 2617 4780 6246 6317 6594
 6595 7057 8299 8497]",[75.0],"[5.0 6.0 9.0 10.0 11.0 15.0 16.0 18.0 25.0 30.0 34.0 35.0 37.0 45.0 54.0
 68.0]",True,False
[513],[846 863 875 1479 1765],[28.0],[4.0 7.0 9.0 13.0 25.0],True,False
[514],[1133],[13.0],[16.0],True,False
[515],[19 462 618],[4.0],[6.0 8.0 15.0],True,False
[516],[1332],[13.0],[24.0],False,False
[517],[392 1271],[9.0],[12.0 13.0],True,False
[518],[216 224 759 2154 2763 3222 3723 4349 4786],[37.0],[5.0 6.0 7.0 8.0 17.0 21.0 27.0 32.0 54.0],True,False
[519],[1287],[4.0],[19.0],True,False
[520],[337],[9.0],[15.0],True,False
[521],[942],[8.0],[15.0],True,False
[522],[29 37 1288 2639 3241 3242 3574],[30.0],[4.0 7.0 19.0 23.0 26.0 28.0 73.0],False,False
[523],[948],[9.0],[10.0],True,False
[524],[201],[20.0],[26.0],True,False
[525],[250],[13.0],[18.0],True,False
[526],[742 745 746 1541 1744 2010 2342],[21.0],[8.0 9.0 16.0 33.0 41.0 43.0 51.0],True,False
[527],[1326],[4.0],[14.0],False,False
[528],[1291 2786 3721 4260 4340],[19.0],[4.0 8.0 19.0 20.0 21.0],False,False
[529],[89 2309],[6.0],[29.0 85.0],True,False
[530],[473 1056],[15.0],[8.0 39.0],True,False
[531],[863 881 1237 1765 1953 2059 2287 3874 4216 4408],[43.0],[9.0 13.0 18.0 21.0 25.0 26.0 27.0 30.0 40.0],False,False
[532],[26],[23.0],[51.0],True,False
[533],[643],[7.0],[10.0],True,False
[534],[717 1103],[8.0],[21.0 65.0],False,False
[535],[463 548],[4.0],[26.0 33.0],False,False
[536],[1474 1588],[10.0],[9.0 20.0],True,False
[537],[1541 2741 2940 2941 4101 4635 5487],[60.0],[5.0 28.0 43.0 47.0 48.0 52.0 54.0],True,False
[538],[1382 1559],[12.0],[16.0 26.0],True,False
[539],[1628 1751],[6.0],[10.0 20.0],False,False
[540],[1080],[7.0],[8.0],True,False
[541],[978],[11.0],[13.0],True,False
[542],[624],[4.0],[11.0],True,False
[543],[1232],[7.0],[9.0],True,False
[544],[636],[16.0],[21.0],True,False
[545],[1014 1304 2592 2644],[21.0],[14.0 50.0 57.0],False,False
[546],[660],[6.0],[13.0],True,False
[547],[1036 1400 1985 2253],[19.0],[7.0 13.0 15.0 20.0],True,False
[548],[691],[10.0],[20.0],False,False
[549],[1021 1650 1657],[10.0],[5.0 7.0 10.0],True,False
[550],[695 1124 1539 2040],[21.0],[4.0 19.0 41.0 42.0],True,False
[551],[1396 2043],[5.0],[4.0 21.0],False,False
[552],[99 664],[16.0],[15.0 17.0],True,False
[553],[1563],[17.0],[24.0],True,False
[554],[1576],[19.0],[19.0],True,True
[555],[936 1245],[23.0],[8.0 26.0],True,False
[556],[539 837],[5.0],[11.0 65.0],False,False
[557],[1342],[16.0],[38.0],True,False
[558],[39 1310],[21.0],[15.0 31.0],True,False
[559],[1182],[11.0],[78.0],True,False
[560],[104 1732],[7.0],[29.0 45.0],True,False
[561],[798 5089],[20.0],[24.0 53.0],True,False
[562],[58 3125 3128],[26.0],[12.0 21.0],True,False
[563],[53 88 577 1325 1643 2119],[9.0],[4.0 5.0 6.0 11.0 30.0],False,False
[564],[167 706 1738],[7.0],[8.0 11.0 19.0],False,False
[565],[1477 2062],[4.0],[5.0 7.0],True,False
[566],[822 1154 1158 1160],[20.0],[10.0 11.0 20.0 58.0],True,False
[567],[556 725 1094 1784],[12.0],[5.0 6.0 24.0 27.0],True,False
[568],[1336],[4.0],[8.0],True,False
[569],[1304],[10.0],[57.0],True,False
[570],[436 1319],[14.0],[18.0 20.0],False,False
[571],[1057],[17.0],[39.0],True,False
[572],[655],[7.0],[30.0],True,False
[573],[1775],[8.0],[20.0],True,False
[574],[103 1351 2012],[12.0],[4.0 12.0 25.0],True,False
[575],[454 531 562 773 954 1175 2129 3111],[35.0],[6.0 10.0 11.0 12.0 18.0 19.0 26.0 32.0],False,False
[576],[1698 2051 2559 2809],[35.0],[24.0 26.0 27.0],True,False
[577],[1837],[19.0],[20.0],True,False
[578],[331 881 1953 2059 3373 3775],[50.0],[12.0 18.0 22.0 26.0 40.0 47.0],True,False
[579],[216 764 1675 2154 2359],[20.0],[15.0 17.0 22.0 32.0],True,False
[580],[468 1013 2539 2888],[21.0],[4.0 22.0 38.0],False,False
[581],[917 966],[17.0],[9.0 36.0],True,False
[582],[1086 1398],[34.0],[28.0 46.0],True,False
[583],[115 124 517 1315],[13.0],[6.0 13.0 28.0],True,False
[584],[1727 1836],[8.0],[10.0 20.0],False,False
[585],[1054 1869 2405 2873],[12.0],[4.0 5.0 13.0 14.0],False,False
[586],[1164 1653 1838],[22.0],[6.0 20.0 29.0],False,False
[587],[2794],[4.0],[16.0],True,False
[588],[377 902 1224 1269],[9.0],[7.0 10.0 13.0 24.0],True,False
[589],[597 983 1307 1626 2266],[10.0],[6.0 7.0 10.0 14.0 23.0],False,False
[590],[209 561 761 1155 1253 1675 1881 3216 4313 6088],[67.0],[9.0 12.0 15.0 16.0 17.0 23.0 30.0 36.0 56.0],True,False
[591],[171],[8.0],[16.0],True,False
[592],[1851],[7.0],[12.0],True,False
[593],[693 947 1357 2126 2361],[29.0],[8.0 16.0 26.0],True,False
[594],[588 591 2303 3064 3552],[21.0],[7.0 8.0 9.0 13.0],True,False
[595],[2508 3405 3555 4392],[26.0],[15.0 19.0 32.0 48.0],False,False
[596],[275 1168 1182 1552 2575 3492 4803 7730 7810 8518 9508],[84.0],[6.0 8.0 10.0 17.0 21.0 25.0 32.0 45.0 62.0 78.0],False,False
[597],[686 1046 1049 1120 1617 3246],[31.0],[6.0 12.0 18.0 20.0 25.0],True,False
[598],[627 935 1326],[19.0],[12.0 14.0 18.0],True,False
[599],[423 1268 1942 1944],[13.0],[5.0 10.0 17.0 26.0],True,False
[600],[1745 2011],[11.0],[4.0 13.0],True,False
[601],[627 1326 1640],[7.0],[12.0 14.0 26.0],True,False
[602],[427 934 992],[6.0],[14.0 21.0 25.0],True,False
[603],[836],[9.0],[15.0],True,False
[604],[1838],[11.0],[20.0],True,False
[605],[36 1017 1835 2016 2403],[28.0],[10.0 16.0 31.0 35.0 47.0],True,False
[606],[184 204 1586 1790 3347],[44.0],[10.0 12.0 21.0 42.0 59.0],True,False
[607],[28 1638 1648 1712 2263 4154 4607],[38.0],[9.0 14.0 15.0 20.0 22.0 23.0 69.0],True,False
[608],[569 871 958 1548],[16.0],[5.0 10.0 29.0 38.0],True,False
[609],[1615],[20.0],[59.0],True,False
[610],[1510 1622 1683 1691],[18.0],[5.0 6.0 18.0 22.0],True,False
[611],[837],[54.0],[65.0],True,False
[612],[126 1777 1957 3011 3325],[39.0],[4.0 11.0 19.0 23.0 27.0],True,False
[613],[553 1321],[4.0],[10.0 12.0],True,False
[614],[747 1155 1881 2806 3327],[22.0],[11.0 16.0 23.0 27.0 56.0],True,False
[615],[1901],[16.0],[24.0],True,False
[616],[1237],[17.0],[21.0],True,False
[617],[1380 1790 2107],[8.0],[4.0 8.0 10.0],False,False
[618],[529 1155 1882],[13.0],[21.0 22.0 56.0],True,False
[619],[102 659],[10.0],[8.0 21.0],False,False
[620],[1186 1481],[5.0],[11.0 25.0],True,False
[621],[151 161],[21.0],[8.0 26.0],True,False
[622],[28 1647],[19.0],[20.0 22.0],True,False
[623],[738 1346 1988 2620],[40.0],[7.0 24.0 32.0 33.0],False,False
[624],[433],[8.0],[24.0],False,False
[625],[97 1347 1658],[15.0],[9.0 19.0],True,False
[626],[909 1474 2288 2577 2680 2932],[18.0],[5.0 10.0 15.0 20.0 50.0],False,False
[627],[2014],[10.0],[46.0],True,False
[628],[857],[23.0],[28.0],True,False
[629],[333 858 865 910 1559 1797 2230],[33.0],[11.0 23.0 26.0 29.0 42.0 45.0],True,False
[630],[38 1710 1711],[7.0],[10.0 11.0 52.0],True,False
[631],[212 742 1964 2209 2282 2341 2491 2940 2942 3038 4321 5410],[37.0],[5.0 9.0 11.0 12.0 14.0 18.0 23.0 28.0 44.0 48.0 58.0],False,False
[632],[36 1835],[20.0],[10.0 35.0],True,False
[633],[1271 1592 2066 3671 4055 4061],[9.0],[7.0 11.0 12.0 13.0 21.0 51.0],True,False
[634],[129 2038],[31.0],[4.0 35.0],True,False
[635],[276 828 1458],[15.0],[19.0 40.0 70.0],True,False
[636],[37 1327],[6.0],[47.0 73.0],True,False
[637],[180 1767 2040],[20.0],[22.0 42.0],True,False
[638],[975 1494],[22.0],[21.0 32.0],True,False
[639],[1201],[8.0],[15.0],True,False
[640],[295 871],[16.0],[15.0 29.0],True,False
[641],[1977],[22.0],[56.0],True,False
[642],[512 576 1643 2320],[18.0],[11.0 30.0 37.0 54.0],True,False
[643],[2043],[20.0],[21.0],True,False
[644],[1381],[5.0],[18.0],True,False
[645],[2113 2916 3599],[20.0],[7.0 14.0 17.0],False,False
[646],[178],[4.0],[71.0],True,False
[647],[2721],[7.0],[23.0],True,False
[648],[690 1424],[12.0],[7.0 14.0],True,False
[649],[1458 3426],[5.0],[7.0 40.0],False,False
[650],[598 1298 1487 1687 4336 6465 6649 7942],[68.0],[4.0 24.0 36.0 37.0 40.0 48.0 66.0 68.0],True,False
[651],[350 876 910 2417 3366],[36.0],[5.0 6.0 11.0 35.0 45.0],True,False
[652],[2136],[15.0],[17.0],True,False
[653],[2084 2277 2390],[4.0],[4.0 8.0 17.0],True,False
[654],[604 1309 1507 2090 2298],[7.0],[4.0 5.0 23.0 30.0],False,False
[655],[162 523 1737 2515 3307 3487],[39.0],[18.0 36.0 37.0 41.0 65.0 69.0],True,False
[656],[171 1103 1866 2109],[34.0],[14.0 16.0 21.0 31.0],True,False
[657],[1114 1130 1421 3938],[26.0],[6.0 21.0 23.0 26.0],True,False
[658],[2010],[12.0],[16.0],True,False
[659],[3032 3034 3158 5358],[46.0],[7.0 14.0 19.0 52.0],True,False
[660],[570 881 2059 3373 3775 3877],[22.0],[8.0 10.0 12.0 18.0 26.0 47.0],True,False
[661],[163 742 1494 2282 3810 4442],[34.0],[8.0 9.0 14.0 16.0 32.0 47.0],True,False
[662],[501 884 2194],[7.0],[6.0 8.0 16.0],True,False
[663],[519 1922 2348 2351 2744 2849 2851 3326 3844 3941],[32.0],[5.0 8.0 9.0 11.0 12.0 16.0 18.0 29.0],True,False
[664],[446 2247],[24.0],[16.0 40.0],True,False
[665],[2271],[24.0],[70.0],True,False
[666],[4869 4877 5029],[18.0],[4.0 5.0 29.0],True,False
[667],[917 966],[5.0],[9.0 36.0],True,False
[668],[1301 1684 3100 3314 4280 5442 6126 7646],[70.0],[14.0 18.0 23.0 26.0 35.0 40.0 51.0],True,False
[669],[1981],[17.0],[23.0],True,False
[670],[68],[8.0],[20.0],True,False
[671],[37 46 60 1849],[8.0],[6.0 9.0 44.0 73.0],False,False
[672],[1764 2254 2451],[5.0],[4.0 5.0 10.0],False,False
[673],[55 511 1983 2354],[12.0],[8.0 14.0 17.0 27.0],True,False
[674],[241 398],[4.0],[11.0 22.0],False,False
[675],[2006],[9.0],[19.0],True,False
[676],[1305 2090],[31.0],[30.0 51.0],True,False
[677],[2413],[4.0],[47.0],True,False
[678],[31 2200],[6.0],[6.0 10.0],True,False
[679],[1732],[7.0],[45.0],True,False
[680],[266],[8.0],[14.0],True,False
[681],[1006],[6.0],[19.0],False,False
[682],[2941 2944 4101],[38.0],[26.0 28.0 54.0],True,False
[683],[2357 3213 3330 4392],[16.0],[8.0 11.0 15.0 23.0],False,False
[684],[1435],[6.0],[45.0],True,False
[685],[2230],[21.0],[23.0],True,False
[686],[223],[4.0],[11.0],True,False
[687],[6356 6697 6888 7146],[7.0],[5.0 6.0 9.0 18.0],True,False
[688],[1165 1167 1757],[9.0],[7.0 9.0 10.0],True,False
[689],[1628 3056],[24.0],[15.0 20.0],True,False
[690],[2513 2956 3314],[5.0],[9.0 18.0 23.0],False,False
[691],[2511],[15.0],[23.0],True,False
[692],[167 525 1738 1897 3180 3501],[15.0],[4.0 11.0 13.0 16.0 19.0 35.0],True,False
[693],[275 1472 5395],[53.0],[29.0 36.0 62.0],True,False
[694],[535 4586],[19.0],[35.0 37.0],True,False
[695],[530 717 975],[43.0],[21.0 37.0 65.0],True,False
[696],[1050 2921 3014],[26.0],[15.0 16.0 33.0],True,False
[697],[1002 1281],[39.0],[27.0 57.0],True,False
[698],[198 526 757 1614 1916],[15.0],[11.0 18.0 19.0 26.0 42.0],False,False
[699],[1909],[24.0],[47.0],True,False
[700],[1 590 1293 2784 2785 3064 3400 4260 4329],[17.0],[5.0 9.0 14.0 17.0 19.0 20.0 22.0],True,False
[701],[2187],[8.0],[9.0],True,False
[702],[2294],[19.0],[22.0],True,False
[703],[37 626 638 1642 2313 2642],[13.0],[7.0 14.0 18.0 21.0 52.0 73.0],True,False
[704],[598 1281 1504],[16.0],[27.0 44.0 48.0],True,False
[705],[1206],[20.0],[81.0],True,False
[706],[1227 2060 2380],[21.0],[4.0 6.0 24.0],True,False
[707],[37 638 1010 1439 1973 2313 3489],[25.0],[7.0 8.0 11.0 14.0 16.0 34.0 73.0],False,False
[708],[1121 1611 2147 3001 3991 4178],[34.0],[8.0 9.0 14.0 16.0 62.0],True,False
[709],[1474 2287 2421],[4.0],[6.0 20.0 27.0],False,False
[710],[1 590 969 2785 3121 3211 3400 3721 4260],[16.0],[4.0 8.0 14.0 17.0 19.0 20.0 22.0 29.0],False,False
[711],[955],[9.0],[15.0],True,False
[712],[1004 1015],[9.0],[13.0 33.0],True,False
[713],[445 1104 2151],[23.0],[23.0 26.0 34.0],False,False
[714],[318 1185 1458],[32.0],[11.0 30.0 40.0],True,False
[715],[1264 1886],[25.0],[8.0 34.0],True,False
[716],[116 518],[31.0],[16.0 37.0],True,False
[717],[32 1843 2513],[6.0],[9.0 11.0 17.0],True,False
[718],[324 403 1636],[5.0],[9.0 12.0 35.0],True,False
[719],[908 2279],[14.0],[19.0 21.0],True,False
[720],[5 1030 1503 2268 2981 4602],[44.0],[12.0 15.0 16.0 19.0 33.0 49.0],False,False
[721],[2310],[8.0],[26.0],True,False
[722],[1318 2331 2472 2475 2604],[13.0],[4.0 13.0 17.0 31.0],False,False
[723],[928 965 2064],[7.0],[9.0 11.0 17.0],True,False
[724],[1350 1743 2957],[11.0],[7.0 26.0 75.0],False,False
[725],[1250 2716],[19.0],[21.0 55.0],True,False
[726],[416 773 2365 2691],[4.0],[5.0 8.0 31.0 32.0],False,False
[727],[1240 1640 1650 2260 2271],[27.0],[10.0 12.0 13.0 26.0 70.0],False,False
[728],[587 2084 2088],[12.0],[8.0 14.0 15.0],True,False
[729],[342 1387],[4.0],[4.0 20.0],True,False
[730],[3955 4254 4457],[10.0],[4.0 17.0 36.0],True,False
[731],[548 1058 1349 1976 2476 2686 3101 4282],[31.0],[7.0 10.0 14.0 15.0 16.0 18.0 33.0 35.0],False,False
[732],[27 2508 3213 3405 4392 4539 4992 5103 5111 5560 5693],[90.0],[8.0 9.0 15.0 19.0 20.0 23.0 24.0 29.0 48.0 53.0 59.0],True,False
[733],[451 1412 1989 3650 8444 8578],[90.0],[10.0 28.0 29.0 34.0 40.0 47.0],False,False
[734],[750 766 1661],[16.0],[5.0 7.0 21.0],True,False
[735],[189],[5.0],[18.0],True,False
[736],[10],[7.0],[19.0],True,False
[737],[66 468 1014],[19.0],[32.0 38.0 50.0],True,False
[738],[2109],[16.0],[31.0],True,False
[739],[975 1494 2518 2947],[15.0],[6.0 11.0 21.0 32.0],True,False
[740],[1113 1668 1883],[8.0],[12.0 13.0 16.0],True,False
[741],[1980],[19.0],[27.0],True,False
[742],[1141 2373 5511 5514],[45.0],[12.0 31.0 32.0 39.0],True,False
[743],[58 1725 2535],[15.0],[14.0 18.0 21.0],False,False
[744],[821 2413 2822],[32.0],[20.0 47.0],True,False
[745],[163 2941 4197],[30.0],[37.0 47.0 54.0],True,False
[746],[1439 2395 3241 4762],[34.0],[13.0 19.0 34.0 47.0],True,False
[747],[1605 1896 2433],[28.0],[6.0 11.0 35.0],True,False
[748],[482],[11.0],[22.0],True,False
[749],[81 2476 2602 2625 2686],[23.0],[8.0 10.0 15.0 17.0 29.0],True,False
[750],[465],[6.0],[38.0],True,False
[751],[194 1377 1819 2324 3665 4250 4989],[28.0],[6.0 10.0 18.0 22.0 28.0 32.0],True,False
[752],[173 523 1419 1610 2738 2797 2800 3482 3856],[19.0],[5.0 7.0 8.0 11.0 18.0 25.0 41.0 42.0 51.0],False,False
[753],[1948 2579],[5.0],[5.0 9.0],True,False
[754],[2021],[37.0],[64.0],True,False
[755],[2323 2832],[11.0],[9.0 11.0],False,False
[756],[146 1338 2284 2714 3988],[52.0],[6.0 19.0 21.0 29.0 37.0],True,False
[757],[1305 2728 3632 4315 4552],[34.0],[4.0 5.0 24.0 49.0 51.0],True,False
[758],[2484],[6.0],[13.0],True,False
[759],[1841 2614],[4.0],[6.0 13.0],True,False
[760],[1412 1415 1418 4290 4454 4694 4858 5077],[71.0],[4.0 11.0 12.0 27.0 40.0 44.0 47.0],True,False
[761],[3463],[6.0],[13.0],True,False
[762],[520 751 2834 5171 6226 7087 8042],[86.0],[18.0 22.0 31.0 37.0 46.0 63.0 66.0],True,False
[763],[423 2661],[15.0],[17.0 20.0],True,False
[764],[83 1034],[4.0],[12.0],True,False
[765],[488 2031],[19.0],[22.0 35.0],True,False
[766],[188 2359 2458 2805 3323],[16.0],[8.0 9.0 11.0 15.0 42.0],True,False
[767],[253 1258 1748 1883 2646 2690 2704 2808 3057 3208],[20.0],[4.0 8.0 10.0 12.0 15.0 22.0 23.0 29.0 48.0],False,False
[768],[548 631 1011 1968],[7.0],[8.0 9.0 14.0 33.0],False,False
[769],[1840 2257 2357 2789 3213],[10.0],[11.0 14.0 21.0 23.0 66.0],True,False
[770],[240 415 452 583 764 1675 2359 3109 3222 3724],[27.0],[4.0 15.0 17.0 19.0 21.0 22.0 24.0 27.0 32.0],True,False
[771],[59 2523],[13.0],[11.0 73.0],True,False
[772],[2499],[7.0],[17.0],True,False
[773],[644 1533 3890 4098 4270],[14.0],[4.0 5.0 23.0 29.0 31.0],True,False
[774],[2313 2644 2695],[6.0],[4.0 7.0 14.0],True,False
[775],[1047 2462 4380],[33.0],[15.0 17.0 19.0],True,False
[776],[920 1470],[9.0],[13.0 32.0],True,False
[777],[1272 4534],[22.0],[5.0 32.0],True,False
[778],[361],[8.0],[15.0],True,False
[779],[1064],[7.0],[12.0],True,False
[780],[2549],[16.0],[18.0],True,False
[781],[1687],[21.0],[68.0],True,False
[782],[741],[8.0],[17.0],True,False
[783],[2635],[24.0],[30.0],True,False
[784],[1999],[18.0],[25.0],True,False
[785],[234 2506 2519],[7.0],[11.0 18.0 59.0],True,False
[786],[2476 2625 3101 4036],[20.0],[7.0 15.0 18.0 29.0],True,False
[787],[964 1812 2174 2175],[7.0],[8.0 10.0 11.0 21.0],True,False
[788],[124 644 1044 3717 3890 4270],[21.0],[5.0 6.0 13.0 28.0 29.0 31.0],False,False
[789],[699],[7.0],[21.0],True,False
[790],[1173 1433 1915],[5.0],[13.0 39.0],True,False
[791],[1684 3627],[20.0],[15.0 40.0],True,False
[792],[51 1975 2476 2625 2686 3101 5326],[37.0],[6.0 10.0 15.0 18.0 29.0 35.0 37.0],True,False
[793],[2035 2125],[10.0],[10.0 15.0],True,False
[794],[2699 3099],[8.0],[4.0 31.0],True,False
[795],[1945 2232 2287],[27.0],[6.0 18.0 27.0],False,False
[796],[124 644 2746 2748 3717 3890],[15.0],[5.0 6.0 10.0 14.0 28.0 31.0],True,False
[797],[923],[10.0],[19.0],True,False
[798],[529 1253 1882],[14.0],[16.0 21.0 22.0],True,False
[799],[2153 2796],[10.0],[4.0 11.0],False,False
[800],[777 2952],[23.0],[37.0 73.0],True,False
[801],[2489],[7.0],[16.0],True,False
[802],[1863],[12.0],[19.0],True,False
[803],[439 940 3261],[20.0],[14.0 27.0 36.0],True,False
[804],[550 4549],[26.0],[7.0 41.0],True,False
[805],[555 1400 1425 5398 6093],[43.0],[6.0 10.0 20.0 63.0],False,False
[806],[146],[5.0],[21.0],True,False
[807],[1601 4524],[9.0],[5.0 26.0],True,False
[808],[518 3567 3568 7939 9563 10288],[83.0],[5.0 17.0 29.0 37.0 74.0 76.0],False,False
[809],[421 1941],[7.0],[9.0 19.0],True,False
[810],[1769],[12.0],[18.0],True,False
[811],[2731],[8.0],[8.0],True,True
[812],[2329],[4.0],[65.0],True,False
[813],[300 2773 2835],[6.0],[5.0 6.0 16.0],True,False
[814],[1474],[7.0],[20.0],True,False
[815],[2745],[22.0],[24.0],True,False
[816],[768],[8.0],[15.0],True,False
[817],[891 1184 3355],[46.0],[13.0 23.0 35.0],True,False
[818],[2514 2985 3028 4598 4610 4906 5109 6794],[46.0],[7.0 15.0 19.0 20.0 22.0 27.0 33.0 36.0],False,False
[819],[2323 2832],[6.0],[9.0 11.0],False,False
[820],[698 2309 3009],[27.0],[11.0 29.0 78.0],True,False
[821],[486 1883 2047 2690 2704 2808],[10.0],[4.0 7.0 10.0 12.0 26.0 29.0],False,False
[822],[1273 2732],[6.0],[10.0 14.0],True,False
[823],[141 2699 4236],[32.0],[16.0 31.0 32.0],True,False
[824],[746 4397],[20.0],[12.0 51.0],True,False
[825],[537 814 825 1373 2557],[21.0],[5.0 27.0 31.0 60.0],True,False
[826],[2077],[14.0],[17.0],True,False
[827],[2012 2790 2793 3149],[5.0],[12.0 16.0 26.0 37.0],True,False
[828],[2822 4227 5846 6430],[55.0],[20.0 21.0 28.0 50.0],True,False
[829],[465 1242 5703],[35.0],[21.0 38.0 62.0],False,False
[830],[451 1989 5078],[7.0],[29.0 34.0 36.0],False,False
[831],[295],[8.0],[15.0],True,False
[832],[679 2831],[15.0],[9.0 37.0],True,False
[833],[2283 2517 3809 3909],[35.0],[13.0 16.0 31.0 37.0],True,False
[834],[173 3001],[6.0],[9.0 25.0],True,False
[835],[1922 2736 2849 2851 3183 3326],[16.0],[5.0 7.0 9.0 11.0 12.0],True,False
[836],[1617 1766 2141 4550 4784 5278 5695 5699 6392 7344 10384],[86.0],[5.0 7.0 9.0 12.0 19.0 22.0 34.0 37.0 41.0 43.0],True,False
[837],[1297 2319],[14.0],[6.0 29.0],True,False
[838],[1300 2697],[6.0],[6.0 17.0],True,False
[839],[656 1980 3550 3680 4473 4666 4751],[22.0],[4.0 6.0 8.0 16.0 27.0],False,False
[840],[2781],[8.0],[8.0],True,True
[841],[2826],[10.0],[13.0],True,False
[842],[3311 3451],[22.0],[4.0 44.0],True,False
[843],[1086],[17.0],[28.0],True,False
[844],[652],[5.0],[18.0],True,False
[845],[1625 2512 4003],[21.0],[12.0 15.0 41.0],True,False
[846],[2639 2885 3176],[12.0],[7.0 12.0],False,False
[847],[1322 1781 3175],[16.0],[7.0 12.0 31.0],True,False
[848],[17 1968 2613 2615 3473],[17.0],[6.0 9.0 26.0 42.0 63.0],True,False
[849],[1183 1383],[4.0],[15.0],True,False
[850],[1282 1504 2511 3736],[26.0],[18.0 20.0 23.0 44.0],True,False
[851],[2129],[14.0],[18.0],True,False
[852],[2389],[14.0],[18.0],True,False
[853],[326 336 888 1632 3459],[19.0],[16.0 17.0 28.0 29.0 37.0],True,False
[854],[2570 4437 5360],[12.0],[19.0 27.0],True,False
