ID (CME),ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
0.0,240.0,334.818,468.364,4.455,334.95096,468.51212,9.1827755,0.0,0.0,0.0,1.0,9.15,10.0,10.0,4.731963553790356,,
0.0,240.0,332.909,468.182,4.273,332.86465,468.2225,8.527848,1.0,0.0,0.0,1.0,8.95,10.0,10.0,4.255271868588893,,
0.0,240.0,329.455,469.364,3.909,329.53915,469.50098,7.470022,2.0,0.0,0.0,1.0,9.51,10.0,10.0,3.5646489907680983,,
0.0,240.0,326.727,470.273,3.636,326.7831,470.18256,7.1367235,3.0,0.0,0.0,1.0,8.88,10.0,10.0,3.5023408781916494,,
0.0,240.0,323.818,471.636,3.545,323.8067,471.6364,6.6129227,4.0,0.0,0.0,1.0,9.29,10.0,10.0,3.0679435365037753,240,3.07
0.0,240.0,319.818,472.636,3.545,319.84805,472.65106,6.7361436,5.0,0.0,0.0,1.0,9.11,10.0,10.0,3.1913206172243114,240,3.19
0.0,240.0,319.909,472.273,3.364,319.95352,472.44745,6.244328,6.0,0.0,0.0,1.0,10.625,10.0,10.0,2.8859494487055724,240,2.89
0.0,240.0,320.364,471.545,3.455,320.35287,471.5449,6.925858,7.0,0.0,0.0,1.0,8.734,10.0,10.0,3.470875846679624,240,3.47
0.0,240.0,320.636,471.273,3.364,319.96664,471.31848,7.5644393,8.0,0.0,0.0,1.0,8.51,10.0,10.0,4.253680941606287,,
0.0,240.0,320.273,471.455,3.364,319.4217,471.39206,8.12425,9.0,0.0,0.0,1.0,8.58,10.0,10.0,4.836181675257874,,
1.0,1513.0,508.182,399.364,2.455,507.571,399.2272,6.1343365,23.0,23.0,23.0,1.0,9.664,29.0,5.0,3.732231546974576,,
1.0,1513.0,505.0,405.0,3.0,504.9019,405.30945,6.3577747,24.0,23.0,23.0,1.0,9.914,29.0,5.0,3.373430575609954,1513,3.37
1.0,1513.0,504.545,404.727,2.909,504.6321,404.77145,6.131361,25.0,23.0,23.0,1.0,9.57,29.0,5.0,3.223844386260137,1513,3.22
1.0,1513.0,504.909,404.455,3.091,504.64038,404.83316,7.0354857,26.0,23.0,23.0,1.0,9.02,29.0,5.0,3.9716657874882313,,
1.0,1513.0,504.818,404.455,2.909,504.9481,404.45386,4.5703173,27.0,23.0,23.0,1.0,13.6,29.0,5.0,1.666404056907957,1513,1.67
1.0,1295.0,504.818,404.0,3.091,504.7067,404.2428,6.501636,28.0,23.0,17.0,1.0,9.516,29.0,42.0,3.421078405195647,1295,3.42
1.0,1295.0,504.818,403.909,3.182,504.71063,404.2192,6.6586404,29.0,23.0,17.0,1.0,9.766,29.0,42.0,3.4921026370672683,1295,3.49
1.0,1295.0,505.182,402.636,3.182,505.17648,402.61035,7.087206,30.0,23.0,17.0,1.0,8.45,29.0,42.0,3.905294136852691,,
1.0,1295.0,506.091,402.455,3.273,506.17987,402.53183,6.562837,31.0,23.0,17.0,1.0,9.086,29.0,42.0,3.291933810447744,1295,3.29
1.0,1295.0,505.636,403.364,3.545,505.39194,403.47726,7.409397,32.0,23.0,17.0,1.0,8.54,29.0,42.0,3.873752352023685,,
1.0,1295.0,506.727,402.455,3.727,506.59723,402.48856,7.339005,33.0,23.0,17.0,1.0,9.445,29.0,42.0,3.6144912016112296,,
1.0,1295.0,505.909,402.364,3.727,505.80206,402.29572,7.910122,34.0,23.0,17.0,1.0,8.67,29.0,42.0,4.185045757083667,,
1.0,1295.0,506.273,401.636,3.636,506.2542,401.5862,7.177754,35.0,23.0,17.0,1.0,9.625,29.0,42.0,3.5421539882557336,,
1.0,1295.0,506.909,401.909,3.455,506.8441,401.9297,6.756579,36.0,23.0,17.0,1.0,9.516,29.0,42.0,3.3022816950164926,1295,3.30
1.0,1295.0,507.273,401.636,3.455,507.28674,401.6816,7.194686,37.0,23.0,17.0,1.0,9.305,29.0,42.0,3.739989241454579,,
1.0,1295.0,507.545,402.364,3.545,507.39023,402.4157,6.7856474,38.0,23.0,17.0,1.0,10.0,29.0,42.0,3.2447530282021124,1295,3.24
1.0,1295.0,507.727,401.818,3.727,507.7122,401.84903,7.630593,39.0,23.0,17.0,1.0,9.68,29.0,42.0,3.90374438335158,,
1.0,1295.0,508.545,402.091,3.545,508.37082,402.06946,6.928335,40.0,23.0,17.0,1.0,11.36,29.0,42.0,3.387884054424681,1295,3.39
1.0,1295.0,508.455,402.091,3.727,508.30396,402.10248,7.0417657,41.0,23.0,17.0,1.0,10.516,29.0,42.0,3.3182249046585857,1295,3.32
1.0,1481.0,508.636,402.364,3.636,508.53043,402.27948,5.925802,42.0,23.0,21.0,1.0,12.84,29.0,47.0,2.2937920251199757,1481,2.29
1.0,1481.0,509.273,402.182,3.545,509.09244,402.08224,7.092689,43.0,23.0,21.0,1.0,11.25,29.0,47.0,3.553681360493792,,
1.0,1481.0,509.636,402.455,3.545,509.43866,402.4922,7.082796,44.0,23.0,21.0,1.0,11.69,29.0,47.0,3.5434908569398065,,
1.0,1481.0,509.545,402.727,3.273,509.41016,402.64078,6.126833,45.0,23.0,21.0,1.0,11.65,29.0,47.0,2.8583174256700383,1481,2.86
1.0,1481.0,509.455,404.091,3.273,509.19147,404.23358,5.493375,46.0,23.0,21.0,1.0,12.875,29.0,47.0,2.2405004480974795,1481,2.24
1.0,1481.0,509.182,403.091,3.364,509.00726,403.36484,5.6803036,47.0,23.0,21.0,1.0,12.28,29.0,47.0,2.3389708806594793,1481,2.34
1.0,1481.0,508.909,402.727,3.273,508.62744,402.82227,5.888707,48.0,23.0,21.0,1.0,11.586,29.0,47.0,2.6325416457007877,1481,2.63
1.0,1481.0,508.0,402.091,3.273,507.87094,402.13092,6.001775,49.0,23.0,21.0,1.0,12.2,29.0,47.0,2.732116961373542,1481,2.73
1.0,2738.0,507.727,402.0,3.364,507.26886,403.11273,0.5620303,50.0,23.0,50.0,1.0,3.146,29.0,1.0,3.0494416722111684,2738,3.05
1.0,1481.0,506.818,401.364,3.636,506.59537,401.58267,6.4103847,51.0,23.0,21.0,1.0,9.12,29.0,47.0,2.7918795012310422,1481,2.79
2.0,136.0,64.545,219.091,2.364,64.42381,219.338,6.1263437,0.0,0.0,0.0,1.0,8.945,24.0,21.0,3.7723899762656674,,
2.0,136.0,64.091,219.545,2.273,64.03383,219.70302,5.7826476,1.0,0.0,0.0,1.0,10.18,24.0,21.0,3.5136683118196808,,
2.0,136.0,62.727,220.818,2.091,62.6865,221.11826,5.515615,2.0,0.0,0.0,1.0,8.7,24.0,21.0,3.4379913053736755,136,3.44
2.0,45.0,62.636,220.545,2.182,62.55162,220.69542,0.47864708,3.0,0.0,0.0,1.0,11.95,24.0,7.0,1.7120623034435793,45,1.71
2.0,136.0,62.818,220.091,2.273,62.803356,220.30367,5.8823867,4.0,0.0,0.0,1.0,8.87,24.0,21.0,3.615676330338888,,
2.0,136.0,62.909,218.727,2.364,62.818836,218.90419,5.7777514,5.0,0.0,0.0,1.0,8.91,24.0,21.0,3.4195357088350398,136,3.42
2.0,136.0,62.455,218.818,2.455,62.386223,218.72902,5.4153085,6.0,0.0,0.0,1.0,10.28,24.0,21.0,2.9624439456808718,136,2.96
2.0,136.0,61.727,219.364,2.636,61.63917,219.61241,6.1633797,7.0,0.0,0.0,1.0,8.57,24.0,21.0,3.5372064097211084,,
2.0,136.0,61.364,219.364,2.455,61.308266,219.40639,5.0382395,8.0,0.0,0.0,1.0,11.48,24.0,21.0,2.5841883648867876,136,2.58
2.0,136.0,55.545,222.636,2.091,55.53057,222.53638,4.9027753,9.0,0.0,0.0,1.0,9.445,24.0,21.0,2.8135764974477033,136,2.81
2.0,136.0,50.091,225.545,1.909,50.168083,225.60788,4.2381144,10.0,0.0,0.0,1.0,11.32,24.0,21.0,2.3312377767135555,136,2.33
2.0,136.0,44.909,229.455,1.818,44.905273,229.46423,4.1454763,11.0,0.0,0.0,1.0,12.18,24.0,21.0,2.3274975854962108,136,2.33
2.0,136.0,39.545,232.364,2.0,39.55106,233.08942,3.0711372,12.0,0.0,0.0,1.0,14.266,24.0,21.0,1.2936791724472567,136,1.29
2.0,882.0,34.364,235.0,1.818,32.805565,233.54474,2.3146844,13.0,0.0,7.0,1.0,17.27,24.0,15.0,2.189337048064636,882,2.19
2.0,882.0,29.909,237.364,1.727,29.774458,237.42522,4.0659122,14.0,0.0,7.0,1.0,11.17,24.0,15.0,2.34357840011228,882,2.34
2.0,882.0,31.091,238.0,1.636,31.071404,237.83542,2.8752425,15.0,0.0,7.0,1.0,14.016,24.0,15.0,1.2502769906793658,882,1.25
2.0,882.0,30.818,238.727,1.545,30.85438,238.74585,2.9165757,16.0,0.0,7.0,1.0,13.586,24.0,15.0,1.372187570170525,882,1.37
2.0,882.0,30.727,239.455,1.455,31.999573,240.46202,7.0039434,17.0,0.0,7.0,1.0,11.01,24.0,15.0,5.781375630170775,,
2.0,962.0,30.636,239.909,1.364,30.409607,240.43307,1.7553314,18.0,0.0,9.0,1.0,12.586,24.0,12.0,0.6921296265692963,962,0.69
2.0,962.0,29.818,240.273,1.364,29.64184,240.59186,3.1183927,19.0,0.0,9.0,1.0,10.78,24.0,12.0,1.7918141061542323,962,1.79
2.0,962.0,23.909,239.0,1.0,23.959105,238.94255,3.0289016,20.0,0.0,9.0,1.0,10.34,24.0,12.0,2.0303331539448295,962,2.03
2.0,962.0,17.091,237.273,0.455,17.217768,237.4909,2.6919265,21.0,0.0,9.0,1.0,9.34,24.0,12.0,2.25108656035841,962,2.25
2.0,962.0,11.273,236.0,0.273,11.472068,236.01672,2.3817456,22.0,0.0,9.0,1.0,8.96,24.0,12.0,2.1181868738483294,962,2.12
2.0,962.0,5.091,236.818,-0.273,5.0497193,236.74,1.8921765,23.0,0.0,9.0,1.0,6.723,24.0,12.0,2.1669742435812984,962,2.17
3.0,510.0,329.091,12.455,9.727,335.0198,12.963527,8.048468,6.0,6.0,1.0,1.0,10.55,13.0,53.0,6.182777597872384,,
3.0,592.0,325.545,17.273,9.182,326.01312,17.287247,17.05836,7.0,6.0,2.0,1.0,8.35,13.0,17.0,7.8902716151605965,,
3.0,592.0,326.0,18.091,9.273,326.32184,17.891556,17.192034,8.0,6.0,2.0,1.0,7.62,13.0,17.0,7.928080372189223,,
3.0,592.0,326.091,17.545,9.182,326.05585,17.42199,16.831274,9.0,6.0,2.0,1.0,8.19,13.0,17.0,7.650343764150471,,
3.0,592.0,325.909,18.182,9.0,325.99625,18.096598,16.952583,10.0,6.0,2.0,1.0,9.23,13.0,17.0,7.9535201285967085,,
3.0,592.0,326.636,18.364,9.182,326.7317,18.469612,16.936047,11.0,6.0,2.0,1.0,8.92,13.0,17.0,7.755356681852419,,
3.0,630.0,326.818,18.636,9.182,324.09473,12.19074,10.247866,12.0,6.0,3.0,1.0,10.24,13.0,8.0,7.077686506935423,,
3.0,508.0,326.182,18.0,9.273,326.57108,13.981348,9.690381,13.0,6.0,1.0,1.0,11.39,13.0,18.0,4.058959724198428,,
3.0,508.0,325.909,17.909,9.091,320.50433,16.46788,10.210266,14.0,6.0,1.0,1.0,15.3,13.0,18.0,5.704387876192861,,
3.0,592.0,326.273,16.909,9.273,326.11368,16.853363,17.376152,15.0,6.0,2.0,1.0,7.812,13.0,17.0,8.10490904781004,,
3.0,592.0,326.0,16.636,9.364,326.24524,16.448555,16.88971,16.0,6.0,2.0,1.0,8.516,13.0,17.0,7.532037525777803,,
3.0,592.0,325.636,16.364,9.273,326.03976,16.136427,16.522327,17.0,6.0,2.0,1.0,6.816,13.0,17.0,7.264127859616596,,
3.0,592.0,326.182,15.818,9.364,326.57678,15.907797,16.742956,18.0,6.0,2.0,1.0,7.258,13.0,17.0,7.390054559984314,,
4.0,303.0,351.909,384.636,8.727,347.78168,386.30453,10.977965,0.0,0.0,0.0,1.0,8.72,23.0,32.0,4.988547501480255,,
4.0,482.0,351.545,384.182,8.727,351.49918,384.08533,16.638258,1.0,0.0,0.0,1.0,10.266,23.0,59.0,7.9119812755000885,,
4.0,482.0,351.818,384.636,8.636,351.97354,384.72827,16.30135,2.0,0.0,0.0,1.0,9.46,23.0,59.0,7.667483098579352,,
4.0,482.0,352.727,383.818,8.909,352.74432,383.51337,16.17773,3.0,0.0,0.0,1.0,7.6,23.0,59.0,7.275131286251815,,
4.0,482.0,353.455,383.455,9.0,353.92987,383.35464,16.205248,4.0,0.0,0.0,1.0,8.125,23.0,59.0,7.221576862985259,,
4.0,482.0,349.364,385.455,9.0,349.3674,385.48306,16.630144,5.0,0.0,0.0,1.0,8.57,23.0,59.0,7.630196352934571,,
4.0,482.0,345.182,388.182,8.727,345.23834,388.3497,16.866812,6.0,0.0,0.0,1.0,10.67,23.0,59.0,8.141734267399299,,
4.0,482.0,345.455,387.545,8.818,345.47278,387.70206,16.417883,7.0,0.0,0.0,1.0,9.79,23.0,59.0,7.601526529960216,,
4.0,482.0,346.636,388.636,8.818,346.61996,388.57355,16.720762,8.0,0.0,0.0,1.0,9.05,23.0,59.0,7.903025022910152,,
4.0,482.0,346.545,388.455,9.0,346.56186,388.48962,16.611044,9.0,0.0,0.0,1.0,9.12,23.0,59.0,7.611141410717317,,
4.0,482.0,345.818,388.273,8.818,345.62534,388.02267,16.633371,10.0,0.0,0.0,1.0,9.984,23.0,59.0,7.821752159979311,,
4.0,482.0,345.818,388.364,8.909,345.95822,388.4249,16.725857,11.0,0.0,0.0,1.0,10.15,23.0,59.0,7.818351732740668,,
4.0,482.0,346.182,388.0,9.0,346.05942,387.98407,16.993782,12.0,0.0,0.0,1.0,8.914,23.0,59.0,7.99473766203895,,
4.0,482.0,346.273,388.545,9.182,346.47345,388.54434,17.053068,13.0,0.0,0.0,1.0,8.59,23.0,59.0,7.873620012340193,,
4.0,482.0,346.364,389.091,9.0,346.50598,389.0896,16.902184,14.0,0.0,0.0,1.0,9.27,23.0,59.0,7.903459511521267,,
4.0,482.0,347.364,389.0,9.0,347.43152,388.81104,16.66663,15.0,0.0,0.0,1.0,8.31,23.0,59.0,7.669255530291061,,
4.0,482.0,347.636,388.545,9.0,347.63486,388.4011,16.573343,16.0,0.0,0.0,1.0,9.02,23.0,59.0,7.574710074006068,,
4.0,482.0,347.727,388.636,9.0,347.68118,388.5389,15.693422,17.0,0.0,0.0,1.0,7.145,23.0,59.0,6.694283079799061,,
4.0,482.0,347.455,387.545,9.182,347.44363,387.4418,16.553123,18.0,0.0,0.0,1.0,7.03,23.0,59.0,7.37185416282966,,
4.0,1367.0,348.455,387.818,9.091,348.42664,386.7434,12.834825,19.0,0.0,19.0,1.0,1.535,23.0,11.0,3.8950988537166746,,
4.0,482.0,349.455,387.273,9.0,349.51987,387.12714,16.392084,20.0,0.0,0.0,1.0,7.902,23.0,59.0,7.393807484615489,,
4.0,482.0,350.0,387.636,9.273,349.91785,387.62628,17.292057,21.0,0.0,0.0,1.0,8.05,23.0,59.0,8.019483666056624,,
4.0,482.0,350.455,387.455,9.545,350.4988,387.4364,17.28553,22.0,0.0,0.0,1.0,7.184,23.0,59.0,7.740676267671968,,
5.0,464.0,107.727,251.636,9.182,107.58557,251.54382,17.253305,0.0,0.0,0.0,1.0,9.41,15.0,35.0,8.073070295762635,,
5.0,464.0,106.636,256.818,9.091,106.649826,256.84775,16.929522,1.0,0.0,0.0,1.0,9.586,15.0,35.0,7.838590649170295,,
5.0,464.0,105.909,261.636,8.909,105.94485,261.582,16.952702,2.0,0.0,0.0,1.0,9.445,15.0,35.0,8.043963145570967,,
5.0,464.0,104.636,266.909,8.636,104.53761,266.6684,16.266825,3.0,0.0,0.0,1.0,10.68,15.0,35.0,7.635251085113377,,
5.0,464.0,102.455,271.909,8.364,102.681,271.804,15.732488,4.0,0.0,0.0,1.0,9.3,15.0,35.0,7.372700753871948,,
5.0,464.0,101.455,276.727,8.455,101.2983,276.79633,15.84176,5.0,0.0,0.0,1.0,9.29,15.0,35.0,7.388747176382476,,
5.0,464.0,100.545,279.818,8.455,100.52618,279.72946,16.286985,6.0,0.0,0.0,1.0,11.08,15.0,35.0,7.832508063463773,,
5.0,464.0,100.182,283.182,8.364,100.16832,283.05652,15.775357,7.0,0.0,0.0,1.0,9.5,15.0,35.0,7.412431784121119,,
5.0,464.0,100.0,283.818,8.0,100.09308,283.83405,15.907539,8.0,0.0,0.0,1.0,11.65,15.0,35.0,7.908103092741078,,
5.0,464.0,100.091,283.818,8.0,100.219536,283.75775,15.734813,9.0,0.0,0.0,1.0,11.164,15.0,35.0,7.736115544041791,,
5.0,464.0,100.818,283.636,8.182,100.85957,283.5615,15.878982,10.0,0.0,0.0,1.0,11.3,15.0,35.0,7.697454788644361,,
5.0,464.0,100.182,284.455,8.091,100.23312,284.54865,15.887094,11.0,0.0,0.0,1.0,10.58,15.0,35.0,7.79682404788873,,
5.0,464.0,99.091,284.364,8.182,99.11178,284.28058,15.617069,12.0,0.0,0.0,1.0,10.016,15.0,35.0,7.435565999946541,,
5.0,464.0,100.091,284.091,8.091,100.2594,284.21637,15.802077,13.0,0.0,0.0,1.0,10.484,15.0,35.0,7.71393444986597,,
5.0,464.0,100.0,283.182,8.091,100.156,283.19516,16.049858,14.0,0.0,0.0,1.0,11.34,15.0,35.0,7.960397593698698,,
6.0,328.0,322.636,501.909,5.909,322.45474,502.10013,12.554562,0.0,0.0,0.0,1.0,8.8,8.0,8.0,6.650780417390429,,
6.0,328.0,322.0,502.364,5.727,321.9667,502.52304,12.127999,1.0,0.0,0.0,1.0,9.14,8.0,8.0,6.403061049966727,,
6.0,328.0,321.636,502.545,5.818,321.68,502.50555,12.285431,2.0,0.0,0.0,1.0,9.305,8.0,8.0,6.467700985841956,,
6.0,328.0,321.818,502.455,6.0,321.86407,502.52505,12.602905,3.0,0.0,0.0,1.0,8.75,8.0,8.0,6.603437278147268,,
6.0,328.0,322.182,501.364,6.091,322.2892,501.36542,12.613211,4.0,0.0,0.0,1.0,9.27,8.0,8.0,6.523092072393351,,
6.0,328.0,323.091,501.182,5.909,323.06836,501.063,12.54878,5.0,0.0,0.0,1.0,8.68,8.0,8.0,6.640884882152379,,
6.0,328.0,318.909,505.818,6.364,318.97852,505.68103,13.476376,6.0,0.0,0.0,1.0,11.125,8.0,8.0,7.114034451468168,,
6.0,328.0,313.455,509.545,6.818,313.47052,509.44565,14.151654,7.0,0.0,0.0,1.0,12.08,8.0,8.0,7.334343343791319,,
7.0,411.0,254.273,322.0,8.364,254.42674,321.85922,15.840077,0.0,0.0,0.0,1.0,10.24,9.0,9.0,7.478982705283453,,
7.0,411.0,253.727,322.909,8.545,253.7667,322.70218,16.588333,1.0,0.0,0.0,1.0,10.87,9.0,9.0,8.046089506790798,,
7.0,411.0,253.818,322.636,8.636,253.74734,322.62378,16.643394,2.0,0.0,0.0,1.0,10.16,9.0,9.0,8.007715082046566,,
7.0,411.0,253.545,322.545,8.455,253.52542,322.4831,16.455463,3.0,0.0,0.0,1.0,9.805,9.0,9.0,8.000726417067954,,
7.0,411.0,248.273,325.182,8.636,248.21974,325.23596,16.174694,4.0,0.0,0.0,1.0,8.91,9.0,9.0,7.53907524400944,,
7.0,411.0,242.727,327.727,8.455,242.67203,327.77396,16.18526,5.0,0.0,0.0,1.0,9.36,9.0,9.0,7.730598075834754,,
7.0,411.0,237.182,330.818,8.273,237.14742,330.8782,16.05509,6.0,0.0,0.0,1.0,10.69,9.0,9.0,7.782399667486887,,
7.0,411.0,232.273,333.636,7.909,232.06256,333.95197,14.79478,7.0,0.0,0.0,1.0,9.14,9.0,9.0,6.896237252509516,,
7.0,411.0,232.364,333.364,7.818,232.35852,333.56302,15.271152,8.0,0.0,0.0,1.0,9.47,9.0,9.0,7.455810735654709,,
8.0,128.0,121.273,32.091,2.364,121.50247,32.086296,5.585335,0.0,0.0,0.0,1.0,9.75,11.0,8.0,3.2295011674778817,128,3.23
8.0,128.0,118.091,35.364,2.909,118.37899,35.494213,6.2078247,1.0,0.0,0.0,1.0,9.23,11.0,8.0,3.313930908573547,128,3.31
8.0,128.0,117.545,35.0,2.909,117.65365,34.910385,6.39988,2.0,0.0,0.0,1.0,8.53,11.0,8.0,3.493719915094082,128,3.49
8.0,128.0,117.364,35.0,3.182,117.641754,34.90018,6.7454996,3.0,0.0,0.0,1.0,9.11,11.0,8.0,3.575701429945761,,
8.0,128.0,117.0,35.091,3.273,117.35711,35.004322,6.7983675,4.0,0.0,0.0,1.0,8.2,11.0,8.0,3.5444684563189806,,
8.0,128.0,116.818,35.909,3.273,117.11207,35.850475,6.870474,5.0,0.0,0.0,1.0,8.97,11.0,8.0,3.609947578733104,,
8.0,128.0,116.455,36.182,3.273,116.30379,36.122204,6.9683,6.0,0.0,0.0,1.0,9.47,11.0,8.0,3.698875790793197,,
8.0,243.0,109.909,37.909,3.364,109.93025,37.777138,7.010806,7.0,0.0,0.0,1.0,8.625,11.0,16.0,3.649251039758706,,
8.0,243.0,104.545,39.455,3.545,104.60442,39.399673,7.1065636,8.0,0.0,0.0,1.0,9.45,11.0,16.0,3.562488889831653,,
8.0,243.0,99.091,40.364,3.909,99.16061,40.168396,7.7689824,9.0,0.0,0.0,1.0,9.19,11.0,16.0,3.8655621331477468,,
8.0,243.0,94.273,42.0,4.273,94.290375,41.948368,8.347078,10.0,0.0,0.0,1.0,9.51,11.0,16.0,4.074442207730157,,
9.0,357.0,55.818,293.091,7.182,55.72171,293.0884,14.396621,0.0,0.0,0.0,1.0,10.2,10.0,10.0,7.215264007487251,,
9.0,357.0,55.909,292.545,7.0,55.83161,292.51834,14.239365,1.0,0.0,0.0,1.0,9.805,10.0,10.0,7.239827730749192,,
9.0,357.0,55.636,292.727,7.0,55.68637,292.66934,14.36534,2.0,0.0,0.0,1.0,10.16,10.0,10.0,7.3657379214916405,,
9.0,357.0,55.545,292.545,6.909,55.566017,292.55145,14.253315,3.0,0.0,0.0,1.0,10.12,10.0,10.0,7.344347904069769,,
9.0,357.0,56.091,292.909,6.909,56.093525,292.84494,13.930847,4.0,0.0,0.0,1.0,9.11,10.0,10.0,7.022139656161361,,
9.0,357.0,55.364,293.455,6.727,55.408745,293.43686,13.95766,5.0,0.0,0.0,1.0,9.375,10.0,10.0,7.230821198883637,,
9.0,357.0,55.273,292.182,6.727,55.349705,292.17636,14.036226,6.0,0.0,0.0,1.0,11.07,10.0,10.0,7.309630646325503,,
9.0,357.0,54.364,292.273,6.727,54.407074,292.2793,13.687998,7.0,0.0,0.0,1.0,10.21,10.0,10.0,6.961134118480982,,
9.0,357.0,54.818,291.909,7.0,54.80674,291.90433,14.129076,8.0,0.0,0.0,1.0,10.555,10.0,10.0,7.129086421854907,,
9.0,357.0,55.0,292.545,6.909,55.17367,292.5521,14.048309,9.0,0.0,0.0,1.0,10.79,10.0,10.0,7.141424555113707,,
10.0,359.0,380.818,348.182,6.727,380.86456,348.4161,13.499237,0.0,0.0,0.0,1.0,8.83,11.0,8.0,6.776441885515509,,
10.0,359.0,380.909,347.909,6.818,380.96613,348.21103,13.564363,1.0,0.0,0.0,1.0,9.78,11.0,8.0,6.7533621023582775,,
10.0,359.0,380.364,348.364,6.818,380.5306,348.39893,13.508849,2.0,0.0,0.0,1.0,9.45,11.0,8.0,6.693013970230528,,
10.0,561.0,380.909,348.818,6.818,380.5837,347.3482,6.864723,3.0,0.0,1.0,1.0,2.518,11.0,5.0,1.5060926826490042,561,1.51
10.0,359.0,381.091,348.636,6.727,381.18185,346.17126,6.6021013,4.0,0.0,0.0,1.0,3.207,11.0,8.0,2.469574189078295,359,2.47
10.0,562.0,380.455,349.182,6.636,380.25223,349.3244,12.586831,5.0,0.0,1.0,1.0,11.71,11.0,14.0,5.955987157764949,,
10.0,605.0,375.455,352.364,6.455,375.6497,348.70276,6.237177,6.0,0.0,2.0,1.0,3.385,11.0,6.0,3.672878065894475,,
10.0,605.0,369.909,354.909,6.455,368.82422,354.4159,7.623452,7.0,0.0,2.0,1.0,4.566,11.0,6.0,1.6688844581647642,605,1.67
10.0,841.0,364.273,358.636,6.182,364.0758,357.38797,6.507041,8.0,0.0,6.0,1.0,3.477,11.0,3.0,1.3046525869292078,841,1.30
10.0,562.0,358.091,361.091,6.273,358.675,360.75793,12.646453,9.0,0.0,1.0,1.0,11.96,11.0,14.0,6.4088138347208226,,
10.0,562.0,353.818,364.727,6.273,354.37308,364.4069,12.454098,10.0,0.0,1.0,1.0,12.81,11.0,14.0,6.214221616743647,,
11.0,38.0,16.727,190.091,5.091,18.200678,190.38281,3.1911383,0.0,0.0,0.0,1.0,3.648,7.0,3.0,2.4220558215926586,38,2.42
11.0,539.0,13.909,189.727,5.909,13.368052,190.14778,5.789496,1.0,0.0,1.0,1.0,3.328,7.0,4.0,0.6956735966816671,539,0.70
11.0,539.0,9.909,188.455,6.545,9.929084,188.25766,7.5017715,2.0,0.0,1.0,1.0,4.46,7.0,4.0,0.9771172631103499,539,0.98
11.0,294.0,5.727,185.545,7.273,5.95488,186.80823,14.146042,3.0,0.0,0.0,1.0,11.734,7.0,5.0,6.99187998045333,,
11.0,38.0,2.364,182.455,7.909,2.5786939,183.5412,10.41765,4.0,0.0,0.0,1.0,3.46,7.0,3.0,2.742124857331845,38,2.74
11.0,691.0,2.273,182.364,7.727,2.5098288,182.19365,15.679551,5.0,0.0,4.0,1.0,11.695,7.0,3.0,7.957900125699646,,
11.0,691.0,2.182,182.727,7.909,2.0407057,182.68753,15.871571,6.0,0.0,4.0,1.0,13.3,7.0,3.0,7.963922330745917,,
12.0,289.0,44.091,144.909,9.727,44.973515,141.99048,10.586758,1.0,1.0,0.0,1.0,9.26,10.0,50.0,3.167929218620422,289,3.17
12.0,289.0,38.455,148.091,9.545,39.309055,145.76637,11.40813,2.0,1.0,0.0,1.0,10.87,10.0,50.0,3.0991237433870022,289,3.10
12.0,289.0,32.455,151.727,9.727,34.59583,149.82115,10.957342,3.0,1.0,0.0,1.0,9.805,10.0,50.0,3.1191599427352332,289,3.12
12.0,289.0,27.273,155.545,9.727,30.535471,153.36407,10.192923,4.0,1.0,0.0,1.0,8.32,10.0,50.0,3.951867524686267,,
12.0,289.0,21.364,159.364,9.455,27.177227,155.94849,9.969124,5.0,1.0,0.0,1.0,8.805,10.0,50.0,6.7619257760644675,,
12.0,528.0,15.909,162.545,9.182,15.953586,162.42766,17.217539,6.0,1.0,1.0,1.0,9.64,10.0,10.0,8.036519371439166,,
12.0,528.0,10.545,165.636,9.182,10.491599,165.53354,17.16122,7.0,1.0,1.0,1.0,8.85,10.0,10.0,7.980056486441747,,
12.0,528.0,4.091,169.727,8.909,4.203531,169.60397,16.75326,8.0,1.0,1.0,1.0,9.805,10.0,10.0,7.846031771186056,,
12.0,528.0,3.455,169.545,8.909,3.571899,169.5167,16.942108,9.0,1.0,1.0,1.0,9.31,10.0,10.0,8.03400836481174,,
12.0,528.0,3.0,170.0,9.091,3.0079262,170.10646,17.235771,10.0,1.0,1.0,1.0,11.22,10.0,10.0,8.145470594059464,,
13.0,550.0,362.273,299.273,9.636,362.4352,299.50928,12.433059,1.0,1.0,1.0,1.0,1.937,26.0,9.0,2.8117034210387453,550,2.81
13.0,551.0,355.818,298.818,9.273,359.43256,304.6568,11.840192,2.0,1.0,1.0,1.0,3.129,26.0,4.0,7.331241654621964,,
13.0,550.0,355.545,298.727,9.091,360.51654,302.06174,11.577185,3.0,1.0,1.0,1.0,2.729,26.0,9.0,6.482115140401714,,
13.0,548.0,348.636,299.182,8.727,348.72025,299.21646,16.66437,4.0,1.0,1.0,1.0,10.11,26.0,49.0,7.937891916056808,,
13.0,548.0,342.727,300.182,8.455,342.6951,300.35437,16.187767,5.0,1.0,1.0,1.0,10.234,26.0,49.0,7.734753680834899,,
