ID (GT),t,x (GT),y (GT),z (GT),ID (Dino),x (Dino),y (Dino),z (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
1792.0,49.0,92.364,58.455,3.909,662.0,92.130455,58.279594,3.0749507,0.8837130567619169,49,0.88
1792.0,50.0,92.727,58.091,4.0,697.0,92.67067,57.894474,3.0790198,0.9433981483806503,50,0.94
1792.0,51.0,92.364,57.636,3.727,725.0,91.94646,57.5123,2.9144096,0.9219243460133602,51,0.92
1792.0,52.0,87.636,60.909,4.182,659.0,87.81253,60.872696,3.1963155,1.0020253264545018,52,1.00
1792.0,53.0,82.545,63.909,4.455,836.0,82.707,63.99314,3.6243458,0.8504763015967213,53,0.85
1792.0,54.0,78.364,66.182,4.545,916.0,78.039734,66.225296,4.304209,0.4062059675251033,54,0.41
1792.0,55.0,73.636,69.636,4.727,819.0,74.17696,69.54511,3.84748,1.0365587991522716,55,1.04
1792.0,56.0,73.364,68.909,4.818,752.0,73.536385,68.92459,3.6258154,1.2046840900427613,56,1.20
1792.0,57.0,72.818,68.455,4.636,917.0,73.054085,68.29462,3.6925542,0.9856712683053324,57,0.99
1792.0,58.0,72.818,68.727,4.545,806.0,72.83684,68.4152,3.612664,0.9832723948611609,58,0.98
1793.0,17.0,31.364,103.636,1.0,140.0,31.482523,103.55257,1.3872453,0.4134817877501846,17,0.41
1793.0,18.0,32.0,102.909,0.727,129.0,31.941536,103.03579,1.0473264,0.3494320333526393,18,0.35
1793.0,19.0,31.727,103.0,0.818,123.0,31.541143,102.72989,0.76829326,0.33162176730490484,19,0.33
1793.0,20.0,31.545,102.182,0.727,120.0,30.640415,101.525154,1.6491296,1.4491527487249796,20,1.45
1793.0,21.0,32.636,103.545,0.818,108.0,32.38859,103.16945,0.8750346,0.4533237873718564,21,0.45
1793.0,22.0,29.636,107.636,0.727,147.0,28.070673,109.18947,0.93298805,2.214937636722943,22,2.21
1793.0,23.0,26.273,110.091,0.818,131.0,26.20321,110.22831,1.5507207,0.7487351363522952,23,0.75
1793.0,24.0,22.091,112.909,1.091,133.0,23.756262,112.21148,1.4560467,1.8419801226465233,24,1.84
1793.0,25.0,17.273,115.909,1.455,125.0,17.292543,115.657585,1.4820257,0.2536174669349378,25,0.25
1793.0,26.0,13.364,120.364,1.818,142.0,13.34258,120.16909,1.5256164,0.35204672140067267,26,0.35
1793.0,27.0,9.545,124.273,2.364,145.0,9.302939,124.18592,1.8007075,0.6192534979128094,27,0.62
1793.0,28.0,9.364,124.636,2.364,157.0,9.345462,124.562744,1.400922,0.9660379563267687,28,0.97
1793.0,29.0,9.545,125.182,2.636,652.0,9.721567,125.30709,2.0504293,0.6242727435083888,29,0.62
1793.0,30.0,9.182,124.455,2.727,570.0,9.338289,124.48779,2.1544492,0.5944037804402322,30,0.59
1794.0,17.0,302.273,227.909,7.0,960.0,302.37695,227.95099,5.84145,1.163961711182975,17,1.16
1794.0,18.0,302.455,228.182,7.182,977.0,302.50317,228.33372,5.553714,1.6360484727220055,18,1.64
1794.0,19.0,302.636,228.273,7.273,988.0,302.85776,228.05353,5.4834228,1.8165712574132136,19,1.82
1794.0,20.0,302.909,228.636,7.182,1016.0,303.36508,228.60283,5.7672133,1.4868525891280808,20,1.49
1795.0,17.0,70.091,150.909,3.455,643.0,70.0711,150.9349,2.3161645,1.1393037856780122,17,1.14
1795.0,18.0,70.0,150.091,3.455,650.0,70.17266,150.01062,2.6413321,0.8356601411401712,18,0.84
1795.0,19.0,70.909,149.364,3.727,723.0,70.86079,149.29704,2.737419,0.9930148041499683,19,0.99
1795.0,20.0,70.0,149.545,3.545,740.0,69.58826,149.58694,2.9721737,0.7066956637561084,20,0.71
1795.0,21.0,69.818,149.636,3.727,724.0,70.14501,149.53201,2.5121071,1.262423945697485,21,1.26
1795.0,22.0,69.182,149.909,3.636,758.0,69.14011,149.97363,3.0059686,0.6347214932440547,22,0.63
1795.0,23.0,70.182,150.182,3.636,692.0,69.874596,150.34245,2.847542,0.8613404898644972,23,0.86
1795.0,24.0,71.455,149.727,3.364,644.0,71.46563,149.79172,2.562646,0.8040335245597656,24,0.80
1795.0,25.0,71.455,150.0,3.273,686.0,71.50577,149.80338,2.1170948,1.173607195226341,25,1.17
1795.0,26.0,71.273,150.182,3.182,625.0,71.175964,150.27028,2.1542091,1.0361290835696173,26,1.04
1795.0,27.0,70.909,149.636,3.455,667.0,70.74797,149.59306,2.541698,0.9283830285523336,27,0.93
1795.0,28.0,71.727,149.636,3.455,709.0,71.66796,149.7714,2.491906,0.974355650897557,28,0.97
1795.0,29.0,72.364,149.545,3.545,719.0,72.5823,149.54825,2.7320683,0.8417383211930474,29,0.84
1795.0,30.0,72.909,149.636,3.455,681.0,73.288956,150.01309,2.8104465,0.8378619482935432,30,0.84
1795.0,31.0,72.818,149.909,3.636,627.0,73.09792,150.03502,2.5645993,1.1145114206505449,31,1.11
1795.0,32.0,73.545,150.091,3.545,647.0,73.779854,150.2764,2.2968018,1.2835607924049546,32,1.28
1795.0,33.0,74.273,149.636,3.545,659.0,74.72432,149.9827,2.3495657,1.3239916155385947,33,1.32
1795.0,34.0,74.727,148.636,3.636,725.0,75.09318,148.46602,2.7920508,0.9355379441693656,34,0.94
1795.0,35.0,75.0,149.182,3.455,652.0,75.226685,149.62137,2.5430386,1.0373551374601582,35,1.04
1795.0,36.0,74.545,149.182,3.182,641.0,75.13138,149.32074,2.2954211,1.071966621646963,36,1.07
1795.0,37.0,74.727,149.545,3.182,655.0,75.13813,149.4069,2.1407483,1.1279647998288267,37,1.13
1795.0,38.0,75.0,150.091,3.0,665.0,75.75822,150.30954,2.2188072,1.1103690786273845,38,1.11
1795.0,39.0,69.455,152.818,3.0,186.0,69.33359,152.6611,2.0326974,0.9874372476602052,39,0.99
1795.0,40.0,63.636,155.0,3.091,685.0,63.654663,155.32794,2.2682664,0.8858800865455597,40,0.89
1795.0,41.0,57.545,158.636,2.909,669.0,57.37337,158.68723,2.3125856,0.6227290793975825,41,0.62
1795.0,42.0,51.636,161.727,2.909,621.0,51.803707,161.64792,2.1237137,0.8068790846320718,42,0.81
1795.0,43.0,46.091,163.818,3.0,694.0,45.89834,163.99945,2.3771026,0.6767888511395229,43,0.68
1795.0,44.0,41.636,164.909,3.0,672.0,42.250275,165.04861,2.148768,1.058971503652955,44,1.06
1795.0,45.0,36.455,166.0,2.909,641.0,36.626965,165.92151,2.1128116,0.8183206031987449,45,0.82
1795.0,46.0,32.0,167.182,2.455,207.0,32.20368,166.95323,1.7470862,0.771338579049718,46,0.77
1795.0,47.0,28.182,167.455,2.091,186.0,28.178816,167.22386,1.5863147,0.555106376735212,47,0.56
1795.0,48.0,24.636,166.364,1.455,217.0,25.269594,165.96527,1.2313076,0.7813227627259833,48,0.78
1795.0,49.0,21.0,164.909,0.636,191.0,21.317327,165.03326,0.9907403,0.49191224112954784,49,0.49
1795.0,50.0,18.818,163.455,-0.182,200.0,18.534395,163.40776,0.33898303,0.5950518726741252,50,0.60
1796.0,17.0,441.636,171.273,2.545,597.0,441.47452,171.23749,1.9252182,0.6414563353114942,17,0.64
1796.0,18.0,441.091,171.091,2.545,607.0,441.11118,170.9045,1.9201931,0.6523596743266764,18,0.65
1796.0,19.0,441.091,171.727,2.636,607.0,440.92508,171.91202,2.1402957,0.5545129392886183,19,0.55
1796.0,20.0,441.909,172.727,2.455,214.0,441.70822,172.8515,1.8965825,0.6063356848365841,20,0.61
1796.0,21.0,441.727,172.636,2.364,189.0,441.77844,172.84558,1.5664594,0.8262208292268891,21,0.83
1796.0,22.0,443.0,173.0,2.455,227.0,442.75922,173.55008,1.7355072,0.9371408133529538,22,0.94
1796.0,23.0,442.545,173.0,2.545,209.0,442.69785,173.28212,1.5743932,1.0222682510506895,23,1.02
1796.0,24.0,442.273,173.182,2.545,215.0,441.58405,173.24373,1.7149798,1.0804611181380328,24,1.08
1796.0,25.0,441.455,173.455,2.545,208.0,442.0962,173.70958,1.4212128,1.3186531338012515,25,1.32
1796.0,26.0,441.364,173.727,2.636,209.0,441.75522,173.55302,1.8298827,0.9127689905771974,26,0.91
1796.0,27.0,441.727,172.909,2.818,213.0,439.67715,173.87654,1.5775661,2.583930133414835,27,2.58
1796.0,28.0,440.818,173.0,2.818,713.0,440.56244,173.11789,2.5422413,0.39402008365778596,28,0.39
1796.0,29.0,435.273,175.636,3.182,658.0,435.21536,175.46674,2.5872672,0.6210301285733636,29,0.62
1796.0,30.0,428.909,179.636,3.182,617.0,429.27872,179.28995,2.0077016,1.2788354910396316,30,1.28
1796.0,31.0,423.182,183.727,3.545,700.0,423.296,184.10402,2.9784327,0.6900279601793503,31,0.69
1796.0,32.0,423.364,184.091,3.727,731.0,423.08798,183.97806,3.0839117,0.7088759028185893,32,0.71
1796.0,33.0,422.818,183.727,3.727,733.0,422.64624,183.82986,2.902247,0.8487044174558067,33,0.85
1796.0,34.0,422.364,183.818,3.727,734.0,421.96448,183.994,2.996012,0.8514315512969859,34,0.85
1796.0,35.0,423.182,184.727,4.182,722.0,422.89172,184.67635,3.5711968,0.6781655034209841,35,0.68
1796.0,36.0,416.455,185.818,4.455,710.0,416.228,186.21008,3.8188088,0.7810217470451278,36,0.78
1796.0,37.0,409.545,188.182,4.455,859.0,409.60535,188.11858,4.004521,0.45890690596350103,37,0.46
1796.0,38.0,403.091,190.818,4.455,229.0,404.57245,192.08649,2.4714417,2.78177362704064,38,2.78
1796.0,39.0,397.182,192.0,4.545,806.0,397.36166,191.82846,3.5940218,0.9828851530444548,39,0.98
1796.0,40.0,392.091,194.545,4.273,255.0,392.0215,194.71547,2.3804715,1.9014611208784304,40,1.90
1796.0,41.0,388.273,196.818,4.091,749.0,387.61664,199.16849,3.003558,2.6717301123174684,41,2.67
1797.0,17.0,3.364,403.182,6.455,918.0,2.8925002,402.69217,4.852889,1.7404037309259823,17,1.74
1797.0,18.0,2.636,403.091,6.273,933.0,2.1256688,401.48535,4.777735,2.2526356288620053,18,2.25
1797.0,19.0,2.545,403.273,6.182,941.0,2.712384,403.31454,4.6573043,1.534418441186918,19,1.53
1797.0,20.0,3.818,402.364,6.182,958.0,3.4060566,402.4394,5.2104955,1.0579241552794842,20,1.06
1797.0,21.0,3.636,402.818,6.273,959.0,3.7512403,403.03702,5.475454,0.8350626978018415,21,0.84
1797.0,22.0,3.273,403.636,6.455,979.0,3.2567978,403.8159,5.3562307,1.1135171736023297,22,1.11
1797.0,23.0,3.273,402.818,6.455,909.0,3.2000866,402.8362,5.0345836,1.4224030206972005,23,1.42
1798.0,27.0,19.0,244.091,9.818,1358.0,19.16282,243.98776,7.0411644,2.7835202171759694,27,2.78
1798.0,28.0,18.818,244.273,9.818,1362.0,19.412556,244.34001,7.145547,2.7386113660840956,28,2.74
1798.0,29.0,18.455,243.364,9.727,1359.0,18.638952,243.5162,7.2843747,2.454265986910158,29,2.45
1798.0,30.0,18.545,244.455,9.545,1281.0,19.460522,243.94719,6.974309,2.775698785182752,30,2.78
1798.0,31.0,18.636,243.727,9.818,1279.0,19.024319,243.85527,7.414786,2.4377617538342404,31,2.44
1798.0,32.0,18.455,243.455,9.818,1366.0,18.372744,243.592,7.427144,2.396190197432582,32,2.40
1798.0,33.0,19.0,243.182,9.909,1342.0,19.342937,243.03148,7.2892065,2.6464277883613705,33,2.65
1798.0,34.0,19.182,243.182,9.818,1332.0,19.326086,243.02179,7.381459,2.446049889960748,34,2.45
1799.0,27.0,471.636,10.818,9.818,1087.0,471.59644,11.211691,6.9456854,2.899439386925369,27,2.90
1799.0,28.0,463.818,11.818,9.273,1118.0,463.97922,12.365839,6.9406295,2.4012645850866274,28,2.40
1799.0,29.0,456.727,13.364,8.909,1074.0,456.77133,13.023821,6.9728546,1.966302599012208,29,1.97
1799.0,30.0,448.818,13.091,8.727,1021.0,449.0399,12.655817,6.760784,2.025988453112456,30,2.03
1799.0,31.0,440.727,13.364,8.273,1024.0,440.6872,13.566852,6.4285407,1.8560072961226433,31,1.86
1799.0,32.0,433.091,14.364,7.909,1078.0,432.58148,13.00747,6.3259916,2.146089435641155,32,2.15
1799.0,33.0,425.182,14.455,7.364,1030.0,425.16623,14.272482,5.967408,1.4085562564867622,33,1.41
1799.0,34.0,418.455,15.273,6.727,971.0,418.61267,15.505073,5.522259,1.2369796212185549,34,1.24
1799.0,35.0,414.818,16.818,6.0,874.0,414.64035,16.791307,4.8032646,1.2101436511266541,35,1.21
1799.0,36.0,413.182,19.091,5.545,766.0,413.10605,19.36122,4.3036466,1.2726922308993494,36,1.27
1799.0,37.0,412.727,21.727,5.182,819.0,412.69385,21.696264,4.2996473,0.8835099950726585,37,0.88
1799.0,38.0,412.636,21.273,5.182,797.0,412.7254,21.411009,3.8342447,1.3577493114559414,38,1.36
1799.0,39.0,412.364,21.364,5.091,762.0,412.4206,21.496284,4.012309,1.088244866809396,39,1.09
1800.0,17.0,151.455,216.273,3.636,719.0,150.8115,215.35762,3.6823351,1.1198927341009184,17,1.12
1800.0,18.0,151.909,216.545,3.273,612.0,151.886,217.20575,2.8084502,0.8080384144210284,18,0.81
1800.0,19.0,151.909,214.909,3.091,657.0,151.42839,214.75769,2.6691945,0.6571153384530249,19,0.66
1800.0,20.0,152.273,214.455,3.091,259.0,153.09077,213.13858,1.8513591,1.9845450234884725,20,1.98
1800.0,21.0,153.182,215.182,3.273,234.0,151.89386,215.66913,2.0229595,1.8598928862007764,21,1.86
1800.0,22.0,150.091,219.455,3.364,283.0,149.91454,218.39209,2.0966754,1.6634384393373869,22,1.66
1800.0,23.0,147.545,224.364,3.636,631.0,147.62079,224.42728,3.0638058,0.5806502260514853,23,0.58
1800.0,24.0,145.364,230.091,3.636,732.0,145.58592,230.36,2.7262118,0.9743326204429549,24,0.97
1800.0,25.0,142.636,233.909,3.455,771.0,142.48424,233.98749,2.800734,0.6762069035849912,25,0.68
1800.0,26.0,139.182,237.909,2.909,670.0,139.49495,237.84401,2.3693783,0.6271785883708797,26,0.63
1800.0,27.0,136.364,240.182,2.364,293.0,136.2883,240.0813,1.8360366,0.5427857143841938,27,0.54
1800.0,28.0,133.636,242.909,1.818,327.0,133.9484,243.00285,1.7117213,0.34306959144419746,28,0.34
1800.0,29.0,133.182,241.455,1.636,298.0,133.16818,241.85744,1.3985412,0.4674779435411118,29,0.47
1801.0,52.0,223.364,321.455,-0.727,371.0,222.4794,321.42722,0.40294117,1.4352894955586417,52,1.44
1801.0,53.0,224.0,320.818,-0.364,390.0,224.14531,320.39783,0.7136706,1.1657751700496737,53,1.17
1801.0,54.0,223.727,319.727,-0.364,452.0,223.75172,319.6623,0.5809713,0.9475061615755778,54,0.95
1801.0,55.0,223.636,320.636,-0.455,400.0,223.42146,319.86865,0.3345117,1.1216871928202279,55,1.12
1801.0,56.0,224.182,320.909,-0.455,348.0,224.30875,320.1356,0.5977357,1.312427360486844,56,1.31
1801.0,57.0,224.636,321.182,-0.273,452.0,224.70001,320.75674,0.75264454,1.112155596187801,57,1.11
1801.0,58.0,224.818,321.182,-0.545,409.0,221.92706,321.69998,0.81379443,3.2360716412031105,58,3.24
1801.0,59.0,224.182,320.636,-0.727,414.0,224.26926,320.68146,0.5229573,1.2538238197702625,59,1.25
1801.0,60.0,224.818,319.636,-0.818,380.0,225.06058,318.87717,0.41210988,1.4655505252885932,60,1.47
1802.0,17.0,327.818,317.909,4.545,822.0,327.9262,317.84433,3.827751,0.7282414276193021,17,0.73
1802.0,18.0,328.364,317.818,4.364,749.0,328.1756,317.97894,3.227544,1.1631545398338146,18,1.16
1802.0,19.0,328.182,318.273,4.364,753.0,328.0644,318.3094,3.6572216,0.7174192823632255,19,0.72
1802.0,20.0,327.091,317.636,4.364,775.0,327.09088,317.67474,3.577909,0.787045019221262,20,0.79
1802.0,21.0,326.364,318.545,4.364,762.0,326.29468,318.59097,3.274734,1.0924371478744184,21,1.09
1802.0,22.0,326.364,318.091,4.455,800.0,326.2081,318.13812,3.484349,0.9842197255699526,22,0.98
1802.0,23.0,326.091,318.818,4.545,807.0,325.83072,318.5628,3.6679745,0.9497612573959113,23,0.95
1802.0,24.0,326.727,318.727,4.545,829.0,326.47318,318.39304,3.7085366,0.9357483067254433,24,0.94
1802.0,25.0,326.636,318.273,4.545,855.0,326.46445,318.46954,3.8007774,0.7886219959212125,25,0.79
1803.0,17.0,499.727,134.909,4.091,702.0,499.69128,134.63391,3.5525649,0.605691987244351,17,0.61
1803.0,18.0,500.0,134.909,3.818,712.0,499.7335,135.0194,3.3845294,0.5206795281786715,18,0.52
1803.0,19.0,500.364,134.636,3.727,648.0,500.34747,134.22523,2.7373452,1.0716444638792415,19,1.07
1803.0,20.0,500.273,134.818,3.818,736.0,500.08722,135.10588,3.042107,0.848173950465946,20,0.85
1803.0,21.0,500.091,135.182,4.0,722.0,500.08212,135.12456,3.1192322,0.8826834798028335,21,0.88
1803.0,22.0,499.818,135.0,4.0,757.0,499.88605,134.9603,3.2760952,0.7281792718575865,22,0.73
1803.0,23.0,501.182,134.636,4.091,689.0,501.15686,134.56409,2.9686327,1.1249495205604967,23,1.12
1803.0,24.0,501.091,134.182,4.091,712.0,501.07043,134.15672,3.027278,1.0642211690170424,24,1.06
1804.0,17.0,248.182,376.182,1.727,434.0,248.16017,376.30667,1.5845982,0.1905188453755557,17,0.19
1804.0,18.0,247.545,375.909,1.636,435.0,247.48994,376.00815,1.4092027,0.2535731480013043,18,0.25
1804.0,19.0,248.182,376.545,1.636,438.0,247.93718,376.56027,1.1903521,0.5086964282107727,19,0.51
1804.0,20.0,248.455,376.182,1.545,447.0,248.823,376.2441,1.5311456,0.373459976971234,20,0.37
1804.0,21.0,248.545,376.727,1.545,428.0,248.75673,377.22906,1.5580703,0.5450363925850511,21,0.55
1804.0,22.0,249.273,375.545,1.364,469.0,249.3719,375.82672,1.5043644,0.32992352627141774,22,0.33
1804.0,23.0,248.818,375.182,1.091,425.0,248.66321,375.7449,1.5784773,0.7605593153168576,23,0.76
1804.0,24.0,249.273,375.364,1.091,425.0,249.25822,375.48697,1.0456624,0.13189225630704154,24,0.13
1804.0,25.0,244.636,378.0,1.091,464.0,244.73076,377.81006,1.4733355,0.4373066381387817,25,0.44
1804.0,26.0,240.727,380.091,1.0,458.0,238.32259,380.6089,1.8937125,2.6168931752664855,26,2.62
1804.0,27.0,240.727,380.0,1.0,456.0,240.86674,380.23248,1.4104558,0.49198392428375287,27,0.49
1804.0,28.0,240.636,379.273,1.091,504.0,240.8773,379.2378,1.1548026,0.25206249575603273,28,0.25
1804.0,29.0,241.0,378.364,1.0,445.0,240.92226,378.69873,1.3967576,0.5248850099381625,29,0.52
1804.0,30.0,242.273,378.727,1.182,427.0,241.90616,378.3219,1.5750737,0.673189816642858,30,0.67
1804.0,31.0,241.545,378.182,1.091,408.0,241.69897,378.63162,1.5878053,0.6875175717085916,31,0.69
1804.0,32.0,241.455,377.909,1.0,437.0,241.14337,378.0255,1.4524013,0.5615625015451995,32,0.56
1804.0,33.0,241.273,378.364,0.818,458.0,241.29022,378.33817,1.0763234,0.26018204451414306,33,0.26
1804.0,34.0,241.455,379.0,0.636,450.0,241.299,379.0532,1.0947099,0.487422827079336,34,0.49
1804.0,35.0,242.273,380.182,0.545,456.0,242.08383,380.1196,1.1381083,0.6256648499227757,35,0.63
1804.0,36.0,243.091,380.636,0.727,450.0,243.15196,380.17767,1.0129983,0.5436704315142877,36,0.54
1804.0,37.0,242.545,381.455,0.636,472.0,242.78777,381.38818,0.9613041,0.4113695938895028,37,0.41
1804.0,38.0,242.273,381.636,0.545,463.0,242.25766,381.4156,0.9276621,0.44186169598238334,38,0.44
1804.0,39.0,242.273,382.091,0.364,452.0,242.18097,381.89026,0.8189839,0.5057434307622861,39,0.51
1804.0,40.0,236.0,385.273,0.273,482.0,236.21634,385.8757,0.8031885,0.831354395629334,40,0.83
1804.0,41.0,231.091,389.273,0.364,457.0,231.4467,389.41464,0.74525577,0.5403150393597059,41,0.54
1805.0,17.0,483.091,155.727,8.727,1193.0,483.40417,155.72124,6.4314365,2.3168341349851223,17,2.32
1805.0,18.0,483.0,156.182,8.909,1202.0,482.91275,156.33023,6.9519873,1.9645567956567949,18,1.96
1805.0,19.0,483.455,156.727,8.909,1232.0,483.6655,156.7268,6.6811113,2.2378110620844875,19,2.24
1805.0,20.0,483.273,156.273,8.818,1259.0,483.1452,156.09306,6.843374,1.9869220124292761,20,1.99
1805.0,21.0,483.091,156.182,8.727,1224.0,483.1228,156.47128,6.4557724,2.2897967091865974,21,2.29
1805.0,22.0,483.273,156.455,8.818,1274.0,483.10275,155.75897,6.603151,2.3278743342803128,22,2.33
1805.0,23.0,483.545,156.909,8.727,1183.0,483.93988,157.06284,6.5397463,2.2279308131456177,23,2.23
1805.0,24.0,484.545,157.455,8.727,1223.0,485.88837,159.2122,6.25864,3.3143922348599486,24,3.31
1805.0,25.0,483.727,157.545,8.818,1220.0,485.87088,159.30101,6.600296,3.5493666485890287,,
1805.0,26.0,483.455,157.636,8.727,1195.0,482.95,157.6318,6.8102264,1.9821865890114774,26,1.98
1805.0,27.0,482.545,158.273,8.727,1251.0,482.9978,158.44464,6.8415356,1.9466546004022722,27,1.95
1805.0,28.0,481.455,158.545,8.909,1270.0,481.23218,158.26663,6.8249846,2.1142986536289388,28,2.11
1805.0,29.0,481.909,158.636,9.091,1253.0,481.88495,158.57,6.883251,2.2088662362173492,29,2.21
1805.0,30.0,482.636,159.909,9.273,1188.0,485.29465,160.08061,6.358359,3.948797535134059,,
1805.0,31.0,483.727,161.455,9.273,1185.0,485.39084,161.1888,6.219609,3.4874664994062923,31,3.49
1805.0,32.0,484.727,162.182,9.455,1270.0,486.17706,161.81577,6.065535,3.7047633396379083,,
1805.0,33.0,484.727,162.364,9.636,1253.0,485.71454,161.57622,6.074786,3.7786343741881194,,
1805.0,34.0,483.182,162.636,9.545,1246.0,483.52585,162.71204,7.0459,2.5237899504713117,34,2.52
1805.0,35.0,481.727,162.636,9.545,1250.0,481.60294,162.62206,7.1941,2.3542123984891417,35,2.35
1805.0,36.0,481.364,162.727,9.273,1205.0,481.18793,162.91426,7.290214,1.999376721454963,36,2.00
1806.0,17.0,257.727,443.273,-0.818,503.0,256.9573,443.53815,0.61843586,1.6510876997888129,17,1.65
1806.0,18.0,258.091,443.545,-0.727,507.0,257.46335,443.64328,0.73540586,1.5944385783912651,18,1.59
1806.0,19.0,258.273,443.091,-0.909,518.0,255.22186,440.0025,1.3009026,4.871545653187192,,
1806.0,20.0,258.455,443.727,-0.818,521.0,257.52747,444.28506,0.5603307,1.7525804926058273,20,1.75
1806.0,21.0,258.909,443.818,-0.727,503.0,256.84375,445.70355,0.6485449,3.116517308938948,21,3.12
1806.0,22.0,259.727,443.545,-0.636,555.0,257.09406,444.2289,0.50906825,2.9514866678943097,22,2.95
1806.0,23.0,259.727,443.0,-0.636,499.0,257.00937,445.08395,0.7176551,3.6824913508596318,,
1806.0,24.0,258.636,443.182,-0.545,508.0,256.24118,444.60168,0.55625826,2.9938977754790375,24,2.99
1807.0,17.0,240.636,179.0,6.818,950.0,241.34349,179.0914,5.633887,1.382396345795593,17,1.38
1807.0,18.0,240.273,181.0,6.818,971.0,240.54622,180.51883,5.5935645,1.3436577060249553,18,1.34
1807.0,19.0,235.091,183.0,6.636,980.0,235.14769,183.07788,5.7555213,0.8857323476387716,19,0.89
1807.0,20.0,229.273,187.091,6.545,1006.0,230.02852,185.86244,5.277851,1.9198533100737212,20,1.92
1807.0,21.0,225.182,190.455,6.636,1000.0,225.3379,190.3685,5.174378,1.4724557483618996,21,1.47
1808.0,51.0,41.091,220.636,-0.909,285.0,41.740883,221.12567,0.31574863,1.4704196099331268,51,1.47
1808.0,52.0,41.0,219.636,-0.818,265.0,45.54301,218.74988,1.4628676,5.160087743752987,,
1808.0,53.0,41.0,218.455,-0.727,280.0,40.83815,218.98366,0.2705369,1.140507205133568,53,1.14
1808.0,54.0,41.0,218.545,-0.909,308.0,40.90107,218.64679,0.40174288,1.3184063282883238,54,1.32
1808.0,55.0,40.455,217.818,-0.818,265.0,40.948105,217.32552,0.49808413,1.4892167500612048,55,1.49
1808.0,56.0,40.364,218.091,-0.727,231.0,40.13246,217.84369,0.36653456,1.1448103954866897,56,1.14
1808.0,57.0,40.0,219.364,-0.909,313.0,40.24017,219.02473,0.64881784,1.6123219853435804,57,1.61
1808.0,58.0,39.818,219.091,-0.727,295.0,40.87379,221.6642,1.1339333,3.3465091530053854,58,3.35
1809.0,17.0,322.636,508.636,7.909,1578.0,322.74826,508.06647,6.346399,1.666939895047523,17,1.67
1809.0,18.0,323.545,508.182,7.818,1580.0,323.3735,507.6278,6.5767984,1.3700844141302433,18,1.37
1809.0,19.0,323.0,507.818,7.727,1019.0,323.0732,507.63712,5.883633,1.853666019295008,19,1.85
1809.0,20.0,322.455,507.364,7.818,1676.0,320.824,506.54745,5.6711087,2.817100842446986,20,2.82
1809.0,21.0,321.545,507.364,7.818,1059.0,320.4316,507.21475,5.4853654,2.5890382962824603,21,2.59
1809.0,22.0,320.818,507.909,7.818,1081.0,320.01215,507.52805,5.588935,2.4006765503134586,22,2.40
1809.0,23.0,320.727,508.182,7.727,991.0,320.21722,507.9312,5.526659,2.272504522477566,23,2.27
1809.0,24.0,319.909,508.818,7.909,1022.0,320.22684,508.71112,5.2794905,2.65080474773044,24,2.65
1809.0,25.0,319.545,508.182,7.818,1597.0,319.74738,508.083,6.5163264,1.3210271856918614,25,1.32
1809.0,26.0,319.364,508.273,8.0,1582.0,319.62714,508.0558,6.636512,1.4055312254603356,26,1.41
1809.0,27.0,320.182,507.364,8.091,1633.0,320.23715,507.30008,6.3854446,1.7076435551276956,27,1.71
1809.0,28.0,320.182,507.636,8.091,1656.0,320.22522,507.78482,6.3478217,1.7500531267338386,28,1.75
1809.0,29.0,319.091,507.364,8.091,1654.0,319.3604,507.33347,6.1541576,1.9557266995512868,29,1.96
1809.0,30.0,318.727,507.0,8.273,1568.0,319.2233,507.0736,6.344245,1.9929441788532407,30,1.99
1809.0,31.0,319.727,506.455,8.364,1536.0,319.93332,506.76578,5.3435707,3.043377286354505,31,3.04
1809.0,32.0,314.364,508.091,8.0,1652.0,314.54562,507.94644,6.4910226,1.5267272879302207,32,1.53
1809.0,33.0,308.727,509.273,7.636,1601.0,308.30185,507.99496,5.9483852,2.1592087618567835,33,2.16
1809.0,34.0,309.273,509.273,7.455,1603.0,308.46463,508.31342,6.1135387,1.8367836706312919,34,1.84
1809.0,35.0,309.818,510.545,7.273,1024.0,309.74527,510.27347,5.310186,1.9828406371657856,"35,35","1.98,3.19"
1810.0,17.0,211.727,26.273,2.455,625.0,212.13963,27.167814,2.9668992,1.1104037114746357,17,1.11
1810.0,18.0,212.0,26.0,2.455,695.0,211.71677,27.387613,3.5843978,1.8114161480217204,18,1.81
1810.0,19.0,211.818,25.727,2.545,37.0,212.05476,25.366781,2.3364675,0.47885157315940696,19,0.48
1810.0,20.0,212.364,25.0,2.455,33.0,211.98415,23.405527,1.6837069,1.811497506577532,20,1.81
1810.0,21.0,212.636,25.182,2.545,24.0,212.1305,23.26649,1.8431861,2.1017258528012603,21,2.10
1811.0,17.0,355.0,137.909,2.182,177.0,355.16086,137.67015,1.4867603,0.7525181077928206,17,0.75
1811.0,18.0,353.182,137.364,2.182,176.0,353.21835,137.17453,1.8761065,0.36165043445604744,18,0.36
1811.0,19.0,348.455,140.818,2.182,169.0,348.67764,140.80818,1.5819718,0.6400772162756974,19,0.64
1811.0,20.0,344.0,143.455,2.455,171.0,343.85397,143.75648,1.9022242,0.6463559672236636,20,0.65
1811.0,21.0,341.364,144.727,2.545,154.0,341.19492,144.66913,1.702256,0.8614838552381492,21,0.86
