ID (GT),t,x (GT),y (GT),z (GT),ID (Dino),x (Dino),y (Dino),z (Dino),Distance,Multi ID (Dino),Multi Distance (Dino)
0.0,0.0,334.727,115.455,9.364,1059.0,334.398,112.09078,6.6889462,4.310699483992642,,
0.0,1.0,333.636,117.273,9.091,1086.0,333.5527,117.41743,6.9466834,2.150788831088621,1,2.15
0.0,2.0,334.091,119.818,8.909,1140.0,333.69745,120.198265,6.7142434,2.261954819612579,2,2.26
0.0,3.0,335.818,122.909,8.909,1236.0,335.6934,123.044106,6.2594886,2.6558782822196423,3,2.66
1.0,0.0,84.727,177.727,2.091,222.0,84.7077,177.60938,1.7547464,0.3567540299883999,0,0.36
1.0,1.0,80.091,178.364,1.364,205.0,80.09053,178.13905,1.448334,0.24023935347066488,1,0.24
1.0,2.0,75.455,177.636,0.545,212.0,75.050606,177.13786,0.7577529,0.6759746765185908,2,0.68
1.0,3.0,71.545,178.545,0.182,231.0,71.49862,178.14104,0.8297177,0.7647699032344807,3,0.76
1.0,4.0,71.091,178.727,0.091,221.0,71.47713,178.58571,0.2541338,0.44234814083756024,4,0.44
1.0,5.0,72.455,180.0,0.091,224.0,71.020035,183.21631,1.7426289,3.889942491945116,,
1.0,6.0,73.0,180.091,0.091,239.0,71.620834,182.60623,1.4293687,3.165392801153705,6,3.17
1.0,7.0,73.818,180.455,-0.091,233.0,72.89835,183.33824,1.7072121,3.5202834795917246,,
1.0,8.0,73.636,181.545,-0.182,209.0,73.20115,184.2293,1.7036294,3.3091024835511513,8,3.31
1.0,9.0,73.818,182.182,-0.091,667.0,73.836624,183.81339,2.6377797,3.179311063203493,9,3.18
1.0,10.0,74.818,183.0,0.0,228.0,74.734436,182.19226,2.4460783,2.5773486181397502,10,2.58
1.0,11.0,74.364,183.364,0.182,229.0,75.83069,180.89519,3.0659933,4.06984271522191,,
1.0,12.0,67.727,186.636,0.182,216.0,66.60357,189.29787,2.0946114,3.464928459464917,12,3.46
1.0,13.0,67.091,185.727,0.273,255.0,67.580345,185.54335,0.5306265,0.5827154237080483,13,0.58
1.0,14.0,60.364,189.636,0.0,238.0,60.13742,189.5427,0.6204328,0.6670683965800203,14,0.67
1.0,15.0,53.364,192.818,-0.182,235.0,53.01168,192.82428,0.58009917,0.8396213228084954,15,0.84
2.0,24.0,510.0,302.727,2.0,346.0,509.64944,302.92215,1.5925995,0.5717962954586502,24,0.57
2.0,25.0,510.455,303.364,2.0,371.0,510.05344,303.37213,1.5134844,0.6308834754083589,25,0.63
2.0,26.0,510.364,304.364,2.091,377.0,509.96817,304.8472,1.8380532,0.6739033406433315,26,0.67
2.0,27.0,509.818,305.0,2.0,375.0,508.45474,307.10428,1.4120578,2.575295745451544,27,2.58
3.0,0.0,3.727,283.818,1.364,338.0,3.7550545,283.78647,1.1348091,0.23304434022961915,0,0.23
3.0,1.0,3.182,284.0,1.364,306.0,3.2874715,284.1768,1.1955768,0.26598656283822897,1,0.27
3.0,2.0,3.364,283.545,1.455,336.0,3.5705576,283.03552,1.2101209,0.6018319417699316,2,0.60
3.0,3.0,3.273,284.273,1.545,372.0,3.2320142,284.32285,1.1982312,0.35272292093806323,3,0.35
3.0,4.0,2.545,284.364,1.545,343.0,2.9382029,284.46445,1.328744,0.4598536512896409,4,0.46
3.0,5.0,3.0,284.545,1.636,340.0,3.3240123,284.72467,1.7548862,0.3891005114385299,5,0.39
3.0,6.0,3.182,285.273,1.545,373.0,3.2487807,285.417,1.5682389,0.160423528092625,6,0.16
3.0,7.0,2.455,286.182,1.636,357.0,2.9108799,286.41373,1.4310658,0.5509294895480147,7,0.55
3.0,8.0,1.545,287.0,1.727,320.0,2.0575173,287.19916,1.5758717,0.570244203355179,8,0.57
3.0,9.0,1.545,287.364,1.727,335.0,1.6454294,287.23956,1.4163977,0.34934963396237906,9,0.35
3.0,10.0,1.727,287.182,1.636,353.0,1.9298192,287.19904,1.1540625,0.5231536518030723,10,0.52
3.0,11.0,2.182,287.636,1.636,345.0,2.5059674,287.64056,1.225853,0.5226817688343066,11,0.52
3.0,12.0,2.909,288.364,1.545,324.0,3.062456,288.21774,1.2858115,0.3348423659996525,12,0.33
3.0,13.0,3.727,288.455,1.364,362.0,3.4940953,288.20636,1.6233717,0.42818235325963994,13,0.43
3.0,14.0,4.091,288.273,1.364,365.0,4.276073,288.37778,1.4921684,0.2483102947675532,14,0.25
4.0,0.0,305.455,96.545,0.545,123.0,305.05588,96.495514,0.6457372,0.4146005572353056,0,0.41
4.0,1.0,305.818,96.182,0.727,107.0,306.0414,96.17504,1.002092,0.35444549660563035,1,0.35
4.0,2.0,302.273,100.182,1.091,114.0,302.22076,100.53344,1.1567361,0.3613313244699549,2,0.36
4.0,3.0,298.273,103.818,1.636,138.0,298.11084,103.59565,1.5099391,0.30269908921041616,3,0.30
4.0,4.0,298.364,104.0,1.545,135.0,298.01324,103.9627,1.3760062,0.39113012161993604,4,0.39
4.0,5.0,298.455,103.364,1.545,143.0,298.5388,103.04423,1.5790081,0.33231287029787593,5,0.33
4.0,6.0,292.273,104.0,1.364,143.0,292.10406,104.023186,1.3546925,0.17077746851460449,6,0.17
4.0,7.0,286.818,103.909,0.818,124.0,286.9616,103.625595,0.9039075,0.3291192072505779,7,0.33
4.0,8.0,280.727,103.909,0.545,123.0,280.92096,103.6263,1.0773976,0.6332353244140482,8,0.63
4.0,9.0,275.727,104.0,0.091,125.0,275.26324,103.828094,0.6020298,0.7111796305603973,9,0.71
4.0,10.0,270.091,104.818,-0.273,137.0,270.30252,105.11298,0.570889,0.9186416902802748,10,0.92
4.0,11.0,264.273,104.091,-0.455,143.0,264.9293,104.11336,0.37836033,1.0609991042492415,11,1.06
4.0,12.0,259.636,103.455,-0.636,130.0,259.1757,103.07314,0.62191117,1.392850911336453,12,1.39
4.0,13.0,259.091,104.545,-0.545,152.0,258.44748,105.19019,0.26940385,1.2221463731463806,13,1.22
4.0,14.0,257.727,104.727,-0.545,140.0,258.3066,104.56329,0.76911145,1.4455538824689784,14,1.45
4.0,15.0,258.455,105.273,-0.545,139.0,258.02014,106.09705,0.0,1.079438104802662,15,1.08
4.0,16.0,258.545,105.364,-0.455,136.0,257.4504,106.29564,0.25565216,1.603473960534657,16,1.60
4.0,17.0,259.0,105.455,-0.364,143.0,259.4206,105.70791,0.5305685,1.020353188504957,17,1.02
4.0,18.0,259.182,105.818,-0.182,135.0,259.39258,106.0208,0.8391052,1.0621335160266037,18,1.06
4.0,19.0,259.545,104.545,-0.182,125.0,259.30942,104.339355,0.55296147,0.7987215815348772,19,0.80
4.0,20.0,259.455,104.909,-0.455,127.0,257.6939,104.830574,0.5838747,2.046187794357128,20,2.05
4.0,21.0,259.0,104.182,-0.727,110.0,258.98288,102.98703,0.47613433,1.6958120801918304,21,1.70
4.0,22.0,259.273,103.545,-0.545,137.0,258.46918,102.35826,0.97325355,2.0879588746159854,22,2.09
4.0,23.0,260.182,102.818,-0.636,122.0,260.72415,103.45965,0.21150024,1.1932719731058998,23,1.19
5.0,0.0,20.545,440.364,1.909,503.0,21.2124,439.32425,1.5211375,1.2949672356496835,0,1.29
5.0,1.0,20.364,440.545,2.0,483.0,20.104828,440.88113,1.6358486,0.5592492687576254,1,0.56
5.0,2.0,20.909,440.273,2.091,508.0,21.267725,440.338,1.8312237,0.4476520430721719,2,0.45
5.0,3.0,16.727,443.545,2.364,566.0,16.886372,443.43768,1.6290786,0.7596225911345473,3,0.76
5.0,4.0,13.091,447.0,2.818,649.0,12.883708,447.5373,1.8781109,1.1022943271027148,4,1.10
5.0,5.0,13.364,447.727,2.818,626.0,13.580882,447.57373,2.1107326,0.7554843942311111,5,0.76
5.0,6.0,13.364,446.909,2.909,665.0,13.374832,446.88177,2.1691315,0.7404486494121304,6,0.74
5.0,7.0,13.818,446.182,3.0,654.0,14.1241665,445.7753,2.2099848,0.9398227662454717,7,0.94
5.0,8.0,14.182,445.636,3.0,480.0,14.008447,445.2,1.9746128,1.1276681931015304,8,1.13
5.0,9.0,14.636,444.909,2.909,701.0,14.593548,444.88388,2.4784994,0.4333173817242513,9,0.43
5.0,10.0,15.0,445.0,2.818,663.0,15.274723,444.6013,2.0989654,0.8668593730970298,10,0.87
5.0,11.0,15.273,445.182,2.909,676.0,15.496785,444.96918,2.0492368,0.9135452034241374,11,0.91
5.0,12.0,16.182,446.364,3.0,684.0,16.364986,446.29648,2.166463,0.8560530106044838,12,0.86
5.0,13.0,16.364,445.636,3.273,698.0,16.44838,445.58905,2.3562593,0.9218122357272622,13,0.92
5.0,14.0,15.364,446.182,3.182,732.0,15.510583,446.13855,2.4312084,0.7662000424298868,14,0.77
5.0,15.0,9.273,448.455,3.091,537.0,8.773914,446.13193,1.6993375,2.7536277116200956,"15,15","2.75,3.47"
5.0,16.0,3.0,450.0,2.909,513.0,2.8067055,448.48157,1.4547548,2.1113553775604332,16,2.11
5.0,17.0,3.091,449.909,3.091,506.0,2.9396374,448.88168,1.9367808,1.5525846130653713,17,1.55
6.0,0.0,6.0,50.545,2.182,70.0,5.964505,50.395412,1.8129404,0.39980176728118694,0,0.40
6.0,1.0,5.455,50.909,2.273,58.0,5.6647773,50.824306,1.6277968,0.6837154075501954,1,0.68
6.0,2.0,5.636,50.273,2.364,62.0,5.8516483,50.31114,1.8179682,0.5883107813937543,2,0.59
6.0,3.0,5.545,50.545,2.636,668.0,5.491325,50.95671,2.0543282,0.7146525118127268,3,0.71
6.0,4.0,6.273,49.364,2.545,625.0,6.0438976,49.42731,1.8670504,0.7184091633087093,4,0.72
6.0,5.0,6.545,50.273,2.545,606.0,6.5324864,50.23479,1.9728204,0.5735905237546385,5,0.57
6.0,6.0,6.818,49.091,2.545,655.0,6.823596,48.992683,2.1983113,0.3604033884589466,6,0.36
6.0,7.0,6.545,49.636,2.636,67.0,6.493889,49.549076,1.9733422,0.6702861150268896,7,0.67
6.0,8.0,7.545,49.545,2.636,580.0,7.399619,49.768093,1.851522,0.8284394089455182,8,0.83
6.0,9.0,7.545,49.727,2.545,623.0,7.3368216,49.33509,2.288352,0.512640117656194,9,0.51
6.0,10.0,7.818,50.182,2.545,680.0,7.2693114,49.719025,1.9586185,0.9269564681996718,10,0.93
6.0,11.0,8.091,50.182,2.636,599.0,7.789371,49.8445,1.7962797,0.9539478423232025,11,0.95
6.0,12.0,8.545,50.0,2.545,68.0,8.467524,50.02782,1.9062876,0.6439953516057084,12,0.64
6.0,13.0,3.545,52.727,2.364,86.0,3.3387346,53.022972,1.6913484,0.7632856706395865,13,0.76
7.0,2.0,68.455,427.636,9.818,1492.0,67.75856,427.73257,6.9516716,2.9513035992839756,2,2.95
7.0,3.0,64.273,431.182,9.909,1638.0,64.938385,430.56158,6.5140676,3.5147153761285987,,
7.0,4.0,60.727,432.0,9.636,1534.0,60.528675,431.66623,6.9377866,2.7260027091814427,4,2.73
7.0,5.0,57.364,431.545,9.364,1526.0,57.53094,431.39844,7.003073,2.3713551181822203,5,2.37
7.0,6.0,56.0,432.0,9.182,1618.0,55.90606,431.7797,7.0451236,2.150255231938052,6,2.15
7.0,7.0,55.455,432.545,9.273,1548.0,55.65683,432.76108,7.1120257,2.1811088557338163,7,2.18
7.0,8.0,56.273,432.273,9.182,1453.0,56.47045,432.12842,6.960905,2.2345363899308075,8,2.23
7.0,9.0,49.636,435.091,9.091,1530.0,49.17826,435.1131,7.0938644,2.049040000192128,9,2.05
7.0,10.0,42.636,437.636,9.0,1597.0,42.762413,437.5124,6.9619174,2.045736515534628,10,2.05
7.0,11.0,35.909,441.636,8.818,1473.0,36.162296,441.51727,6.8747563,1.9632757712827038,11,1.96
7.0,12.0,31.091,445.273,8.818,1481.0,31.075127,445.4071,6.91459,1.9081940127327195,12,1.91
7.0,13.0,26.364,447.909,8.636,1543.0,26.474712,448.10504,6.5528307,2.0953002555735245,13,2.10
7.0,14.0,21.455,449.636,8.455,1599.0,21.774342,449.8554,6.694793,1.8023441280213335,14,1.80
7.0,15.0,20.909,448.909,8.545,1558.0,20.863995,448.7558,6.7520485,1.8000474358686331,15,1.80
7.0,16.0,20.455,448.909,8.727,1520.0,20.291637,449.32773,6.7552366,2.0223434891848973,16,2.02
7.0,17.0,20.455,449.182,8.818,1513.0,20.546822,449.25232,7.1050878,1.716812274825887,17,1.72
7.0,18.0,21.0,448.545,8.818,1519.0,21.24791,448.25638,6.8463635,2.0080117929514936,18,2.01
7.0,19.0,21.455,448.091,8.909,1544.0,21.588747,447.8141,7.089293,1.8455068235739502,19,1.85
8.0,0.0,471.0,110.636,4.364,753.0,470.90283,110.62874,3.5857985,0.7842781975181069,0,0.78
8.0,1.0,471.545,110.818,4.091,691.0,471.7495,110.74851,3.4149075,0.7097536041868677,1,0.71
8.0,2.0,470.818,110.0,4.273,781.0,470.96878,109.951195,3.4608748,0.8274441835556274,2,0.83
8.0,3.0,471.636,110.182,4.273,777.0,472.02448,110.254105,3.5686355,0.8076169824150656,3,0.81
8.0,4.0,473.0,109.455,4.182,720.0,473.12735,109.62592,3.5303006,0.6856703120745082,4,0.69
8.0,5.0,472.182,110.091,4.0,711.0,472.79245,110.43631,3.1913087,1.0704530897221263,5,1.07
8.0,6.0,470.909,109.273,3.636,680.0,471.27875,109.511375,2.4570062,1.2583974267152054,6,1.26
9.0,0.0,173.182,341.818,1.455,391.0,172.86009,341.9475,1.2600403,0.3980019883418615,0,0.40
9.0,1.0,168.727,343.455,1.273,375.0,168.78076,343.29764,1.2546152,0.1673030426233568,1,0.17
9.0,2.0,164.909,344.091,0.909,402.0,165.21065,343.95874,1.2651665,0.4851185482150267,2,0.49
9.0,3.0,161.727,345.091,0.818,443.0,161.75584,344.6127,1.0626549,0.5380136203610469,3,0.54
9.0,4.0,159.0,347.364,0.909,410.0,158.78767,347.47565,0.9919579,0.2538341280687312,4,0.25
9.0,5.0,156.182,351.182,1.273,410.0,156.07935,351.538,1.4512272,0.4111422592240216,5,0.41
9.0,6.0,153.091,354.818,1.455,454.0,153.3108,354.7589,1.2897061,0.28129508239072837,6,0.28
9.0,7.0,152.727,354.273,1.273,438.0,152.39682,354.0962,1.0958052,0.41433690343373164,7,0.41
9.0,8.0,151.636,354.182,1.273,382.0,151.64168,354.30923,1.0277646,0.2763333796579041,8,0.28
9.0,9.0,152.364,354.727,1.273,406.0,152.25177,354.45087,1.306905,0.29998816447484045,9,0.30
9.0,10.0,152.455,355.091,1.091,436.0,152.11702,355.20657,1.2056147,0.37513122338203025,10,0.38
9.0,11.0,152.182,355.455,1.091,426.0,152.46516,355.6447,0.92965937,0.37708947809347365,11,0.38
9.0,12.0,153.091,355.0,1.091,404.0,153.26756,354.833,0.9109642,0.3024488764760571,12,0.30
9.0,13.0,152.727,354.0,1.091,432.0,152.84267,354.34375,1.3126563,0.4250589685322364,13,0.43
9.0,14.0,150.273,358.0,1.182,447.0,150.84053,357.84433,1.3274336,0.6061966527530166,14,0.61
9.0,15.0,148.091,362.364,1.364,442.0,148.43817,361.97556,1.0805771,0.5930777206609738,15,0.59
9.0,16.0,145.091,366.727,1.727,413.0,145.24977,366.73022,1.2622019,0.4911777224830248,16,0.49
9.0,17.0,146.182,365.636,1.909,418.0,146.49136,365.6842,1.2326238,0.7453265147077717,17,0.75
9.0,18.0,147.545,364.545,1.636,427.0,147.29181,364.68668,1.2643105,0.47152039500985204,18,0.47
9.0,19.0,147.0,364.455,1.636,429.0,147.49765,364.5102,1.364596,0.5695284836739902,19,0.57
9.0,20.0,147.545,364.182,1.818,438.0,147.60225,364.47742,1.5070969,0.43267918425734164,20,0.43
9.0,21.0,146.455,364.091,1.909,419.0,146.52289,364.42078,1.3073043,0.6894937388392065,21,0.69
9.0,22.0,146.818,364.091,1.909,457.0,146.25435,362.4961,2.61778,1.834060091954463,22,1.83
9.0,23.0,146.273,363.545,2.091,417.0,144.29039,363.89185,2.9370291,2.183303133476146,23,2.18
9.0,24.0,145.818,364.0,2.091,414.0,146.0327,363.85333,1.4899946,0.6548401864036364,24,0.65
9.0,25.0,146.182,364.818,1.909,450.0,146.55107,364.50867,1.5957369,0.5744836669755018,25,0.57
9.0,26.0,141.455,367.727,1.636,447.0,141.51796,367.71762,1.2779531,0.36366128278881465,26,0.36
9.0,27.0,142.545,368.545,1.727,443.0,142.50449,368.5879,1.4178642,0.3147164008145057,27,0.31
9.0,28.0,143.091,368.455,1.727,489.0,142.9012,368.36758,1.5957063,0.24678803062486426,28,0.25
9.0,29.0,143.091,368.364,1.818,428.0,142.94626,368.2325,1.4538069,0.4133745658450738,29,0.41
9.0,30.0,138.545,372.545,2.091,421.0,138.35774,372.66635,1.9521263,0.26282700517961327,30,0.26
9.0,31.0,135.091,376.909,2.455,404.0,135.10793,376.76544,1.9495766,0.5256889876795539,31,0.53
9.0,32.0,132.273,380.818,3.0,681.0,132.06122,380.91122,2.2165368,0.8169181859612672,32,0.82
9.0,33.0,132.182,380.273,2.909,686.0,131.94997,380.07028,2.585932,0.44643728778406316,33,0.45
9.0,34.0,130.636,384.091,3.727,768.0,130.78032,384.17905,2.9203365,0.8241887327137212,34,0.82
9.0,35.0,129.545,387.455,4.455,753.0,129.20023,387.43243,3.3127778,1.193334534811101,35,1.19
9.0,36.0,128.636,389.909,5.273,841.0,129.03673,390.0746,3.8151746,1.5209414156321608,36,1.52
9.0,37.0,127.818,392.727,6.273,978.0,127.71063,392.57855,5.405469,0.8866655262053389,37,0.89
9.0,38.0,129.0,395.909,7.455,1508.0,128.9213,395.49637,5.892039,1.6184264871846925,38,1.62
9.0,39.0,129.909,399.0,8.455,1441.0,130.0537,398.82803,6.583215,1.8852296563350037,39,1.89
9.0,40.0,129.182,401.909,9.455,1572.0,129.20267,402.05362,7.0574846,2.401962174251953,40,2.40
10.0,0.0,148.364,343.455,8.909,1300.0,148.44992,343.4206,6.9054418,2.0056946595100764,0,2.01
10.0,1.0,149.182,343.909,9.0,1354.0,149.35396,344.05524,7.0768113,1.9363912711556266,1,1.94
10.0,2.0,149.818,343.636,9.0,1413.0,149.97899,343.66266,7.003469,2.0031886006217685,2,2.00
10.0,3.0,150.455,344.182,9.0,1521.0,150.5996,344.20078,6.61859,2.385869953811397,3,2.39
10.0,4.0,150.182,344.818,9.091,1432.0,149.93999,344.7587,6.900456,2.204669668235129,4,2.20
10.0,5.0,149.455,344.818,9.0,1432.0,149.08163,344.9415,6.9154596,2.121312349969279,5,2.12
10.0,6.0,149.0,345.0,9.0,1519.0,149.02896,344.89532,6.775717,2.2269331934499057,6,2.23
10.0,7.0,149.091,344.636,9.091,1444.0,149.31769,344.76343,6.999987,2.107121763726291,7,2.11
10.0,8.0,147.818,344.909,9.091,1363.0,148.05833,344.84183,7.1046963,2.001917257639208,8,2.00
10.0,9.0,146.909,345.0,9.182,1422.0,147.1212,345.0668,6.736401,2.455696550635074,9,2.46
10.0,10.0,146.545,344.818,9.182,1469.0,146.27336,344.94077,7.093899,2.1092715682673475,10,2.11
10.0,11.0,144.818,344.545,9.091,1393.0,147.84952,344.93375,6.2489643,4.173536509122025,,
10.0,12.0,144.727,344.636,9.182,1377.0,147.31586,345.3293,6.053223,4.11972165386557,,
10.0,13.0,145.182,344.545,9.182,1422.0,145.02457,344.2973,7.0717316,2.130580253109129,13,2.13
10.0,14.0,145.818,344.455,9.182,1471.0,147.1212,344.59494,6.0052876,3.4364829573146007,14,3.44
10.0,15.0,146.636,344.727,9.091,1425.0,146.96074,343.95734,6.14782,3.0594347673385633,15,3.06
10.0,16.0,145.182,345.545,9.0,1388.0,145.0121,345.55136,6.993036,2.0141526647441585,16,2.01
10.0,17.0,145.091,344.818,9.091,1395.0,145.2089,344.86963,6.6698146,2.4246040518140597,17,2.42
10.0,18.0,141.0,348.545,9.727,1405.0,141.40724,349.51993,7.004096,2.920708666696483,18,2.92
11.0,0.0,338.818,257.0,2.091,310.0,338.8467,256.98846,1.716168,0.37610622146409867,0,0.38
11.0,1.0,332.909,257.909,1.818,287.0,333.20923,257.7397,1.0332456,0.8571114345400762,1,0.86
11.0,2.0,327.364,258.455,1.727,311.0,327.3303,258.5342,1.0735025,0.6591413448618204,2,0.66
11.0,3.0,322.0,258.636,1.727,345.0,321.58026,258.80368,1.4783974,0.5158502716164246,3,0.52
11.0,4.0,316.364,257.182,1.909,319.0,316.4393,257.06647,1.5819865,0.3549015357564155,4,0.35
11.0,5.0,316.273,257.364,2.0,312.0,316.36667,257.4826,1.80239,0.24877648803695016,5,0.25
11.0,6.0,316.182,257.545,2.0,339.0,315.95575,257.6276,1.6348252,0.4374522340267903,6,0.44
11.0,7.0,315.455,257.545,2.0,320.0,315.47894,257.4219,1.665861,0.3568971909682217,7,0.36
11.0,8.0,315.364,258.818,1.818,290.0,315.12378,258.83002,1.3240811,0.5493687364395553,8,0.55
12.0,0.0,347.273,149.455,0.0,188.0,347.5682,149.70667,0.82839274,0.9147214661221645,0,0.91
12.0,1.0,340.545,152.909,-0.182,180.0,339.6204,152.3427,0.6282767,1.353561664854198,1,1.35
12.0,2.0,335.545,155.909,-0.273,186.0,334.93854,155.81049,0.73205024,1.1779745059313005,2,1.18
12.0,3.0,330.909,159.182,-0.182,208.0,331.127,159.0656,0.8291865,1.0409472118134797,3,1.04
12.0,4.0,325.636,161.909,-0.364,200.0,325.7674,162.02298,0.64784086,1.0266836544747049,4,1.03
12.0,5.0,321.636,164.909,-0.273,205.0,321.6949,164.78659,1.0188406,1.298963261184996,5,1.30
12.0,6.0,319.818,167.455,-0.182,222.0,319.27902,167.37827,0.8503737,1.1671256957807388,6,1.17
12.0,7.0,320.545,168.909,-0.182,209.0,321.2508,169.13702,0.95983833,1.3615952160084914,7,1.36
12.0,8.0,320.091,169.273,-0.273,195.0,321.06992,169.80666,0.6330411,1.4366585665666145,8,1.44
12.0,9.0,320.727,169.455,-0.182,197.0,320.7365,169.69441,0.7791582,0.9905717962506486,9,0.99
13.0,0.0,39.636,249.182,-0.273,301.0,39.514587,248.59412,0.3268636,0.8486344027753897,0,0.85
13.0,1.0,36.182,252.364,0.364,281.0,36.38395,252.35461,0.9154166,0.5873093234025478,1,0.59
13.0,2.0,33.455,254.273,0.818,303.0,33.46782,254.08456,0.8660465,0.19489087244467032,2,0.19
13.0,3.0,33.364,253.909,0.818,334.0,33.396942,253.96089,0.9588057,0.15363590926763143,3,0.15
13.0,4.0,33.182,252.545,0.545,312.0,33.32053,252.54265,0.8904554,0.37220359588424007,4,0.37
13.0,5.0,32.818,252.273,0.364,305.0,32.609074,252.6203,0.61622995,0.4773754404585502,5,0.48
13.0,6.0,32.273,252.818,0.364,333.0,32.1959,252.69025,1.0189033,0.6716865376430404,6,0.67
13.0,7.0,32.636,251.636,0.273,315.0,32.76575,251.28923,0.6397749,0.521160553639666,7,0.52
13.0,8.0,27.455,254.273,0.455,287.0,27.575983,254.05519,0.94568205,0.5503153246832192,8,0.55
13.0,9.0,21.636,257.0,0.364,291.0,20.722418,255.21558,1.9104913,2.5318811480991217,9,2.53
13.0,10.0,16.636,259.909,0.273,323.0,16.842375,259.57068,0.43681753,0.42882076227756083,10,0.43
13.0,11.0,13.0,262.455,0.182,315.0,12.727064,262.81705,0.6014783,0.6176862526937907,11,0.62
13.0,12.0,10.545,265.909,0.273,299.0,10.484737,265.8751,0.75012255,0.48210659286873847,12,0.48
13.0,13.0,8.727,270.545,0.364,341.0,6.1628346,272.47488,1.5061097,3.4064344379117486,13,3.41
13.0,14.0,6.727,274.545,0.545,344.0,6.679926,274.61047,1.2501334,0.7097290991438638,14,0.71
13.0,15.0,4.727,278.273,0.727,331.0,4.894157,278.36462,0.8755171,0.24164646912670948,15,0.24
13.0,16.0,2.545,281.909,1.0,321.0,2.8248434,281.86783,1.1331062,0.31260927353806556,16,0.31
13.0,17.0,0.273,284.091,1.182,331.0,0.77734125,284.3242,1.218036,0.5568131910682141,17,0.56
14.0,38.0,148.636,227.909,0.0,286.0,148.22466,227.71046,0.6256316,0.774618374503567,38,0.77
14.0,39.0,146.182,229.455,1.091,284.0,146.09618,229.55815,1.1610665,0.15137473145227093,39,0.15
14.0,40.0,143.727,232.727,2.182,654.0,143.56474,232.4837,1.7567775,0.5160788429167131,40,0.52
14.0,41.0,141.909,235.364,3.182,685.0,142.15573,235.27621,2.0969253,1.1162302099388364,41,1.12
14.0,42.0,140.273,238.0,4.182,691.0,140.05225,238.10948,2.7460225,1.456965275291849,42,1.46
14.0,43.0,139.545,239.545,5.182,867.0,139.89081,239.34741,4.2004805,1.0592482679146786,43,1.06
14.0,44.0,138.727,242.091,5.909,948.0,138.75696,241.94589,4.8542337,1.0651227447180414,44,1.07
14.0,45.0,137.909,246.273,6.818,1006.0,137.88367,246.48897,5.932557,0.9117532319926256,45,0.91
14.0,46.0,136.273,249.818,7.818,1364.0,136.25336,249.70895,6.6188498,1.204258624324545,46,1.20
15.0,0.0,477.818,20.455,5.455,799.0,477.7879,20.535826,4.3618975,1.0964998530698715,0,1.10
15.0,1.0,476.545,20.182,5.545,753.0,476.56445,20.371702,4.5500336,1.0130761513494237,1,1.01
15.0,2.0,476.273,20.636,5.727,767.0,476.4691,20.889355,4.4458165,1.320634365256807,2,1.32
15.0,3.0,476.636,21.182,5.636,845.0,476.45584,21.28468,4.403608,1.2497163076730657,3,1.25
15.0,4.0,476.727,21.091,5.727,879.0,476.51562,21.202208,4.69967,1.0547301325760936,4,1.05
15.0,5.0,477.727,21.182,5.636,868.0,477.70767,21.337858,4.5069604,1.1399104278109577,5,1.14
15.0,6.0,478.636,21.455,5.455,918.0,478.61523,21.36332,4.4039197,1.0552755149002984,6,1.06
15.0,7.0,478.455,20.909,5.455,795.0,478.67377,20.806377,3.967923,1.506582157387377,7,1.51
15.0,8.0,478.364,21.364,5.273,760.0,478.5748,21.37128,3.927745,1.3616903662084865,8,1.36
15.0,9.0,477.545,21.545,5.273,800.0,477.74634,21.725239,4.14502,1.159897742527755,9,1.16
15.0,10.0,479.0,22.364,5.182,827.0,478.59735,22.50839,4.3748183,0.9135194532219251,10,0.91
15.0,11.0,475.273,26.636,5.727,860.0,475.31705,26.667269,4.4872413,1.2409350454744552,11,1.24
15.0,12.0,471.455,30.545,6.182,949.0,471.40326,30.73583,5.422823,0.7845016467981435,12,0.78
15.0,13.0,468.0,34.182,6.818,967.0,467.9342,33.934433,5.6494246,1.1963225004045375,13,1.20
15.0,14.0,467.545,34.455,6.727,992.0,467.70593,34.32484,5.578576,1.1669266362012662,14,1.17
15.0,15.0,467.455,36.364,6.818,959.0,467.50934,36.535492,6.1479626,0.693766862182652,15,0.69
15.0,16.0,467.273,36.818,6.818,946.0,467.2281,35.40974,5.4552097,1.9602065297753928,16,1.96
15.0,17.0,467.0,37.727,6.636,935.0,466.9084,36.440456,5.283643,1.8688112476611982,17,1.87
15.0,18.0,467.0,37.636,6.909,950.0,467.11404,36.41159,5.3801866,1.9620029005380117,18,1.96
15.0,19.0,466.455,37.636,6.727,957.0,466.5953,36.37549,5.492251,1.7700775810966636,19,1.77
15.0,20.0,467.0,37.091,6.909,986.0,466.8568,36.157997,5.477106,1.7150280654394527,20,1.72
15.0,21.0,466.727,35.909,7.0,979.0,467.61743,35.434547,5.317521,1.9618121264662585,21,1.96
15.0,22.0,467.091,35.909,6.909,1003.0,467.04825,35.318398,5.2725725,1.740268153952214,22,1.74
15.0,23.0,468.091,35.545,7.0,1060.0,468.26303,35.41307,6.3779902,0.658707854132652,23,0.66
15.0,24.0,468.727,34.091,7.0,957.0,468.769,34.10326,5.9486446,1.0522654060212961,24,1.05
15.0,25.0,468.455,34.273,7.0,1048.0,469.4019,33.392296,5.477514,1.9975541959636676,25,2.00
15.0,26.0,468.636,33.455,6.727,1021.0,466.28165,33.75477,5.4239945,2.707517185251149,26,2.71
