ID (Dino),Missing Time Points,ID (CME),x (Dino),y (Dino),z (Dino),x (CME),y (CME),z (CME),t,t_start (Dino),t_start (Dino).1,FI (Dino),FI (CME),Track Length (Dino),Track Length (CME),Distance,Multi ID (CME),Multi Distance (CME)
2090.0,8,1597.0,450.62866,464.32727,20.27632,452.42,466.15,23.069999999999993,8.0,4.0,4.0,293.2,101.33,34.0,15.0,3.7862767451547783,,
2090.0,9,1597.0,449.49173,465.95572,19.855398,451.41,469.05,23.77000000000001,9.0,4.0,4.0,298.8,104.92,34.0,15.0,5.345880407351464,,
2090.0,10,1597.0,448.7089,466.8092,19.879143,450.49,468.72,23.620000000000005,10.0,4.0,4.0,295.2,110.94,34.0,15.0,4.5626182115589256,,
2090.0,11,1597.0,450.7745,465.5413,20.100273,450.46,467.98,23.169999999999987,11.0,4.0,4.0,285.2,91.855,34.0,15.0,3.933114770068262,,
2090.0,12,1597.0,444.99832,469.9982,22.499147,450.45,469.05,24.710000000000008,12.0,4.0,4.0,302.8,81.584,34.0,15.0,5.958839572434311,,
2090.0,13,2022.0,445.76727,484.86996,27.604525,436.57,480.99,23.19999999999999,13.0,4.0,4.0,278.2,111.75,34.0,12.0,10.910715170424211,,
2090.0,19,1399.0,450.91452,494.09177,32.457005,448.82,497.71,34.31,19.0,4.0,4.0,271.5,110.17,34.0,17.0,4.572985111863456,,
2090.0,24,1399.0,448.45178,502.75842,33.89924,448.58,503.48,37.44,24.0,4.0,4.0,280.5,107.34,34.0,17.0,3.6158124180327738,,
2090.0,25,1399.0,447.9597,504.43286,34.10333,448.03,505.23,37.69,25.0,4.0,4.0,288.0,120.35,34.0,17.0,3.674857270493645,,
2090.0,27,1399.0,446.23325,505.49094,35.461746,446.44,506.01,39.150000000000006,27.0,4.0,4.0,282.5,95.34,34.0,17.0,3.7303332846564823,,
2090.0,35,4005.0,453.14758,515.5076,47.238808,441.51,515.73,43.040000000000006,35.0,4.0,4.0,253.6,60.544,34.0,5.0,12.37387241882121,,
2090.0,36,4005.0,453.11148,516.1613,47.213505,440.51,516.84,45.379999999999995,36.0,4.0,4.0,243.9,42.175,34.0,5.0,12.752241860372026,,
2090.0,61,198.0,443.07407,553.0012,99.10348,442.95,565.11,101.489,61.0,4.0,4.0,228.6,127.33,34.0,55.0,12.342169034464703,,
2090.0,62,198.0,441.6502,554.9984,99.32813,442.47,565.51,100.743,62.0,4.0,4.0,261.8,141.6,34.0,55.0,10.63802912747004,,
2090.0,65,198.0,446.69528,550.7818,107.37608,441.96,566.1,101.674,65.0,4.0,4.0,233.9,138.6,34.0,55.0,17.017163225543847,,
2090.0,68,259.0,446.2922,552.49097,107.00949,452.62,537.34,99.794,68.0,4.0,4.0,215.0,199.9,34.0,49.0,17.934777409296103,,
2090.0,69,259.0,445.72372,551.3642,107.087006,452.53,538.63,100.452,69.0,4.0,4.0,217.8,213.47,34.0,49.0,15.890519239421824,,
2090.0,71,259.0,447.2113,553.87897,107.51214,451.3,541.67,99.38,71.0,4.0,4.0,211.5,193.4,34.0,49.0,15.22852971007053,,
2090.0,77,259.0,446.8223,555.1081,110.0056,448.17,551.46,97.621,77.0,4.0,4.0,220.9,87.226,34.0,49.0,12.980880018704442,,
2090.0,80,259.0,448.01108,556.501,108.016205,446.91,550.25,98.874,80.0,4.0,4.0,240.9,136.33,34.0,49.0,11.129568294791344,,
2090.0,94,198.0,445.10367,569.53656,104.789345,443.73,572.72,100.296,94.0,4.0,4.0,288.8,93.061,34.0,55.0,5.675509562279412,,
2091.0,22,1396.0,400.4547,641.8674,93.4861,395.8,635.38,88.635,22.0,4.0,4.0,314.8,172.73,55.0,17.0,9.342684949199535,,
2092.0,4,2003.0,398.454,539.99835,54.999832,392.06,545.66,27.909999999999997,4.0,4.0,4.0,379.5,116.6,44.0,12.0,28.404163682649138,,
2092.0,6,435.0,422.6727,549.9986,57.34309,426.48,543.38,58.11,6.0,4.0,4.0,325.5,141.27,44.0,38.0,7.673952710181382,,
2092.0,7,435.0,423.14743,550.99945,59.618336,427.05,543.92,58.41,7.0,4.0,4.0,338.5,138.83,44.0,38.0,8.173661407000973,,
2092.0,8,435.0,422.50372,552.7694,58.469124,427.05,545.82,57.73,8.0,4.0,4.0,290.0,144.59,44.0,38.0,8.337213352540271,,
2092.0,9,435.0,423.239,553.09955,60.990883,427.88,545.92,58.650000000000006,9.0,4.0,4.0,297.2,159.24,44.0,38.0,8.863664728665567,,
2092.0,10,435.0,423.34534,554.30835,61.028328,427.45,547.44,58.83,10.0,4.0,4.0,313.0,163.79,44.0,38.0,8.297898012971915,,
2092.0,11,435.0,423.0339,554.8614,60.27322,428.35,547.37,59.02,11.0,4.0,4.0,304.8,194.18,44.0,38.0,9.271060000798183,,
2092.0,12,435.0,423.7476,555.1014,61.52343,428.67,547.36,59.36,12.0,4.0,4.0,311.2,186.82,44.0,38.0,9.425482750761384,,
2092.0,13,435.0,423.42856,554.64,63.699074,429.17,546.39,60.84,13.0,4.0,4.0,280.0,130.74,44.0,38.0,10.449925234712262,,
2092.0,14,435.0,423.46133,555.47217,62.996674,430.04,546.68,62.47,14.0,4.0,4.0,280.8,170.84,44.0,38.0,10.993568018622415,,
2092.0,15,435.0,422.57486,556.9499,63.572796,429.28,548.08,62.739999999999995,15.0,4.0,4.0,274.8,147.18,44.0,38.0,11.15022769306592,,
2092.0,27,622.0,431.5127,564.6704,87.08743,436.62,564.97,97.533,27.0,4.0,4.0,353.2,371.47,44.0,30.0,11.63117389066556,,
2092.0,30,622.0,431.0673,566.70026,92.62797,436.71,566.6,97.662,30.0,4.0,4.0,371.8,284.18,44.0,30.0,7.5625110511324145,,
2092.0,31,325.0,431.7086,567.8797,94.107925,440.83,555.32,96.361,31.0,4.0,4.0,336.2,240.65,44.0,44.0,15.685099585454426,,
2092.0,32,325.0,431.96515,568.8502,94.64475,440.78,556.16,96.72,32.0,4.0,4.0,349.2,272.69,44.0,44.0,15.590042306709746,,
2092.0,33,325.0,431.59467,569.4942,94.8937,441.05,556.99,96.0,33.0,4.0,4.0,341.5,257.32,44.0,44.0,15.715666792691277,,
2092.0,34,325.0,431.77374,569.86395,94.93279,441.31,558.0,96.511,34.0,4.0,4.0,350.2,196.39,44.0,44.0,15.30308175480356,,
2092.0,35,325.0,432.41354,570.39435,95.74015,441.58,558.6,96.849,35.0,4.0,4.0,354.8,237.77,44.0,44.0,14.978659124788164,,
2092.0,36,325.0,432.23306,570.67017,95.89093,440.73,559.11,96.478,36.0,4.0,4.0,343.2,214.48,44.0,44.0,14.358975276021589,,
2092.0,37,325.0,432.47476,570.564,95.67194,441.26,559.29,96.051,37.0,4.0,4.0,343.5,231.59,44.0,44.0,14.297804179005942,,
2092.0,38,325.0,432.5373,570.8356,96.10055,441.33,559.08,97.112,38.0,4.0,4.0,340.0,230.11,44.0,44.0,14.714915417782684,,
2092.0,39,325.0,432.28503,570.9,96.109886,441.16,559.24,96.805,39.0,4.0,4.0,333.5,222.97,44.0,44.0,14.669828764300409,,
2092.0,40,325.0,432.85443,570.4956,96.64366,441.13,559.03,96.309,40.0,4.0,4.0,334.0,236.41,44.0,44.0,14.14415213084546,,
2092.0,41,325.0,431.42093,570.4597,96.76013,440.94,558.79,96.689,41.0,4.0,4.0,316.5,220.94,44.0,44.0,15.059868898227528,,
2092.0,42,325.0,432.1943,570.1505,98.06754,441.85,559.12,97.137,42.0,4.0,4.0,329.0,223.26,44.0,44.0,14.68912446102897,,
2092.0,43,2279.0,432.14026,570.7255,98.32776,423.87,571.93,98.787,43.0,4.0,4.0,347.8,105.5,44.0,11.0,8.370120793345816,,
2092.0,44,2279.0,432.77405,570.51025,99.23039,422.89,571.68,98.474,44.0,4.0,4.0,360.0,111.72,44.0,11.0,9.981727570771495,,
2092.0,45,2279.0,431.99908,571.5996,98.24949,423.0,572.25,99.826,45.0,4.0,4.0,361.8,159.99,44.0,11.0,9.159249138794069,,
2092.0,46,2279.0,431.98395,571.5035,97.949234,421.56,572.03,99.63,46.0,4.0,4.0,325.8,187.32,44.0,11.0,10.571703278055798,,
2092.0,47,2279.0,432.3728,571.40466,97.954346,422.26,572.25,99.314,47.0,4.0,4.0,353.0,227.32,44.0,11.0,10.238749071801486,,
2092.0,48,2279.0,431.92886,571.93933,99.899994,422.46,572.88,99.147,48.0,4.0,4.0,321.8,202.14,44.0,11.0,9.545217111859532,,
2092.0,49,2279.0,430.6248,569.86804,105.02628,421.96,573.11,99.189,49.0,4.0,4.0,328.0,240.78,44.0,11.0,10.939053957267088,,
2092.0,51,2279.0,430.94778,570.6322,105.19361,421.75,574.09,98.634,51.0,4.0,4.0,322.0,235.33,44.0,11.0,11.81456817325545,,
2092.0,52,2279.0,431.4464,571.1757,106.04659,421.99,575.02,98.699,52.0,4.0,4.0,295.5,193.05,44.0,11.0,12.577329695054482,,
2092.0,53,2279.0,430.34485,570.83154,106.790344,421.15,575.82,98.946,53.0,4.0,4.0,288.2,129.77,44.0,11.0,13.075310033970016,,
2092.0,55,608.0,430.39743,571.30023,107.061066,418.42,571.77,100.557,55.0,4.0,4.0,308.2,94.716,44.0,31.0,13.637535986759309,,
2092.0,84,537.0,416.5211,556.9916,102.495186,417.36,561.83,103.974,84.0,4.0,4.0,269.0,145.4,44.0,34.0,5.128426524441677,,
2092.0,85,537.0,416.76584,556.3364,102.14457,417.49,561.89,104.657,85.0,4.0,4.0,262.0,147.8,44.0,34.0,6.138337329480965,,
2092.0,98,2586.0,416.41708,550.371,104.24909,418.73,552.44,102.275,98.0,4.0,4.0,251.9,62.562,44.0,10.0,3.6779602029522223,,
2093.0,4,2003.0,397.2484,551.275,54.21292,392.06,545.66,27.909999999999997,4.0,4.0,4.0,353.5,116.6,6.0,12.0,27.391446111631275,,
2093.0,10,435.0,401.62537,544.99927,64.153244,427.45,547.44,58.83,10.0,4.0,4.0,316.0,163.79,6.0,38.0,26.48028708781944,,
2093.0,56,1434.0,395.2253,583.64044,72.044624,386.61,572.9,85.018,56.0,4.0,4.0,232.0,201.42,6.0,17.0,18.9179525932638,,
2093.0,57,1434.0,393.35663,580.0649,70.887825,386.74,573.03,85.144,57.0,4.0,4.0,239.4,228.24,6.0,17.0,17.219411610084844,,
2093.0,59,1434.0,392.37668,581.74243,72.47504,387.28,573.49,85.276,59.0,4.0,4.0,232.2,208.58,6.0,17.0,16.06061408691773,,
2093.0,61,90.0,391.9982,554.49457,64.99971,373.21,563.07,75.816,61.0,4.0,4.0,205.9,231.33,6.0,72.0,23.31365669063955,,
2094.0,4,3143.0,461.48746,530.99774,85.99964,459.78,531.45,91.507,4.0,4.0,4.0,313.5,96.555,5.0,7.0,5.783681606796848,,
2094.0,5,3143.0,459.26404,529.7224,87.35024,459.94,532.45,93.523,5.0,4.0,4.0,300.5,87.473,5.0,7.0,6.782307107408231,,
2094.0,9,3143.0,459.20425,531.6464,86.91083,459.69,533.92,94.892,9.0,4.0,4.0,273.0,93.707,5.0,7.0,8.312898687666042,,
2094.0,19,325.0,456.51294,537.74316,90.03466,439.81,545.62,92.477,19.0,4.0,4.0,257.0,291.36,5.0,44.0,18.62787797106264,,
2094.0,31,4493.0,458.09265,548.87134,95.62118,460.89,549.76,106.69,31.0,4.0,4.0,252.1,79.672,5.0,4.0,11.451360609573866,,
2095.0,4,327.0,447.6595,488.27286,89.22758,446.04,494.71,91.579,4.0,4.0,4.0,544.5,629.24,31.0,44.0,7.041926415832518,,
2095.0,5,327.0,447.13437,489.03723,89.150536,446.03,496.04,91.685,5.0,4.0,4.0,505.0,621.62,31.0,44.0,7.528740169317574,,
2095.0,6,327.0,449.39993,489.37125,89.31793,445.3,496.41,92.055,6.0,4.0,4.0,425.8,643.04,31.0,44.0,8.593310174333316,,
2095.0,7,327.0,449.0342,489.09045,91.368805,445.8,497.35,92.101,7.0,4.0,4.0,426.5,618.36,31.0,44.0,8.900355350238872,,
2095.0,8,327.0,446.9785,491.40942,93.86863,445.76,497.94,92.413,8.0,4.0,4.0,420.5,594.52,31.0,44.0,6.800887889334733,,
2095.0,9,327.0,446.21725,492.24133,95.18896,445.8,498.92,92.49,9.0,4.0,4.0,403.0,583.29,31.0,44.0,7.215477504157304,,
2095.0,11,327.0,447.6261,494.15692,96.00255,446.27,500.42,92.787,11.0,4.0,4.0,410.0,618.67,31.0,44.0,7.169723850951308,,
2095.0,12,327.0,448.0161,494.44754,95.10397,447.03,500.82,92.655,12.0,4.0,4.0,432.2,679.3,31.0,44.0,6.897687563415722,,
2095.0,13,327.0,447.75854,494.81845,95.371414,446.76,501.43,93.134,13.0,4.0,4.0,405.0,600.59,31.0,44.0,7.050935891177588,,
2095.0,14,327.0,447.91367,495.57602,96.35293,446.67,501.87,93.666,14.0,4.0,4.0,413.8,659.86,31.0,44.0,6.955608681790526,,
2095.0,15,327.0,447.8494,495.87543,96.07668,446.83,502.14,94.138,15.0,4.0,4.0,427.8,624.04,31.0,44.0,6.636451897459961,,
2095.0,16,327.0,447.04797,497.7975,96.60447,446.5,503.25,94.089,16.0,4.0,4.0,435.2,559.98,31.0,44.0,6.029727746076095,,
2095.0,17,327.0,447.4045,498.50867,96.8575,446.32,504.23,94.637,17.0,4.0,4.0,441.2,535.8,31.0,44.0,6.232204864163264,,
2095.0,18,327.0,447.19257,498.956,97.42755,446.07,505.08,94.335,18.0,4.0,4.0,419.5,472.87,31.0,44.0,6.951791489062341,,
2095.0,19,327.0,447.7646,498.68796,95.11902,446.11,503.06,95.861,19.0,4.0,4.0,440.5,433.11,31.0,44.0,4.733177499523983,,
2095.0,25,327.0,439.40244,514.87665,97.43525,446.65,506.23,98.622,25.0,4.0,4.0,338.5,373.98,31.0,44.0,11.344604785474012,,
2095.0,41,327.0,446.9884,502.99872,87.50545,451.85,509.81,101.14,41.0,4.0,4.0,247.4,164.92,31.0,44.0,15.997801208319236,,
2095.0,58,89.0,436.1494,519.8984,80.17818,440.74,526.55,105.762,58.0,4.0,4.0,224.2,250.67,31.0,73.0,26.83000627492284,,
2095.0,59,602.0,438.2706,523.2164,71.2393,457.9,544.7,73.92,59.0,4.0,4.0,243.8,83.135,31.0,31.0,29.2240408877691,,
2095.0,60,602.0,441.38852,533.0714,67.47931,458.25,545.98,73.67,60.0,4.0,4.0,211.5,86.012,31.0,31.0,22.11936039822351,,
2095.0,75,579.0,411.40552,575.6889,33.829506,405.72,560.09,29.620000000000005,75.0,4.0,4.0,229.6,76.083,31.0,32.0,17.12806934959205,,
2095.0,76,579.0,411.0229,578.0651,34.11558,405.79,561.35,30.55000000000001,76.0,4.0,4.0,234.2,60.022,31.0,32.0,17.87431596331451,,
2095.0,77,3375.0,410.0921,576.9469,33.95884,410.79,578.28,38.08000000000001,77.0,4.0,4.0,226.1,85.326,31.0,7.0,4.387274753830668,,
2095.0,78,3375.0,409.75485,578.3742,34.177444,410.34,579.55,37.84,78.0,4.0,4.0,230.6,83.984,31.0,7.0,3.8909153955895737,,
2095.0,79,3375.0,409.8197,578.929,34.16535,410.42,579.76,38.129999999999995,79.0,4.0,4.0,229.8,80.063,31.0,7.0,4.095042211320907,,
2095.0,81,3375.0,408.9481,580.24994,34.374485,409.41,581.23,38.56999999999999,81.0,4.0,4.0,226.0,71.067,31.0,7.0,4.333153047011485,,
2095.0,82,3375.0,408.19034,581.4044,34.99815,408.71,582.48,38.44999999999999,82.0,4.0,4.0,240.0,73.61,31.0,7.0,3.652701780613894,,
2095.0,83,3375.0,407.84927,581.94324,34.682137,408.41,583.43,38.69,83.0,4.0,4.0,241.4,69.946,31.0,7.0,4.311361647701228,,
2096.0,4,747.0,462.95944,538.06396,115.31091,462.04,538.15,108.375,4.0,4.0,4.0,316.0,182.75,11.0,27.0,6.997115142921404,,
2096.0,9,257.0,459.9985,530.9983,112.49814,462.32,527.89,116.218,9.0,4.0,4.0,340.5,41.332,11.0,49.0,5.374779024257644,,
2096.0,73,402.0,492.4553,606.9944,131.75195,486.27,605.32,146.093,73.0,4.0,4.0,305.2,236.97,11.0,40.0,15.707554442130716,,
2096.0,74,402.0,492.14816,607.1348,129.999,485.6,605.84,146.60399999999998,74.0,4.0,4.0,291.5,277.41,11.0,40.0,17.896394369414182,,
2097.0,4,4281.0,311.9783,555.9989,32.475178,308.83,551.16,20.409999999999997,4.0,4.0,4.0,312.8,85.466,25.0,4.0,13.375173504358171,,
2097.0,5,3877.0,324.09552,552.32495,29.734718,320.56,556.87,20.080000000000013,5.0,4.0,4.0,336.0,75.05,25.0,5.0,11.24148392483948,,
2097.0,39,967.0,320.34036,558.54425,16.493282,321.95,560.02,19.840000000000003,39.0,4.0,4.0,260.5,59.65,25.0,23.0,3.9961607029277375,,
2097.0,41,967.0,320.50403,558.52924,16.995556,322.07,559.51,21.919999999999987,41.0,4.0,4.0,268.5,58.873,25.0,23.0,5.2596863906164515,,
2097.0,42,967.0,320.58072,557.99884,17.759558,322.43,558.36,22.879999999999995,42.0,4.0,4.0,269.2,51.973,25.0,23.0,5.456115774006641,,
2097.0,53,1254.0,320.0871,558.88025,18.962177,322.09,559.99,21.710000000000008,53.0,4.0,4.0,241.1,51.673,25.0,19.0,3.5768260667565,,
2097.0,56,1254.0,319.689,559.2124,19.765667,322.19,561.4,23.460000000000008,56.0,4.0,4.0,238.5,30.229,25.0,19.0,4.968771586105445,,
2097.0,57,124.0,310.57053,551.8729,12.615457,310.34,553.3,20.40000000000001,57.0,4.0,4.0,248.8,113.19,25.0,66.0,7.917630214259132,,
2098.0,4,668.0,300.66724,532.8169,30.04143,295.76,527.65,26.580000000000013,4.0,4.0,4.0,562.5,254.97,35.0,29.0,7.922080387909509,,
2098.0,5,668.0,300.10385,531.7452,29.613342,296.42,527.99,26.710000000000008,5.0,4.0,4.0,540.5,269.39,35.0,29.0,6.008466745473722,,
2098.0,6,668.0,299.69977,531.55676,30.374157,296.81,528.66,27.669999999999987,6.0,4.0,4.0,488.5,252.28,35.0,29.0,4.904534048321977,,
2098.0,7,668.0,298.3656,531.62854,29.548273,296.06,528.38,27.44,7.0,4.0,4.0,482.0,265.04,35.0,29.0,4.507063182841924,,
2098.0,8,668.0,299.6359,531.65234,30.035374,296.76,528.32,26.430000000000007,8.0,4.0,4.0,454.2,221.1,35.0,29.0,5.68981654936919,,
2098.0,10,668.0,297.7866,532.0871,28.880527,301.7,533.56,30.610000000000017,10.0,4.0,4.0,428.0,282.84,35.0,29.0,4.524954234876716,,
2098.0,11,668.0,297.13632,531.87384,28.798817,300.17,533.5,29.59999999999999,11.0,4.0,4.0,411.8,277.52,35.0,29.0,3.534049361212871,,
2098.0,12,668.0,296.87097,530.6217,29.091385,300.99,532.52,29.97999999999999,12.0,4.0,4.0,400.2,244.79,35.0,29.0,4.621643392682398,,
2098.0,14,668.0,296.4995,530.83545,28.672829,300.06,532.15,29.870000000000005,14.0,4.0,4.0,390.0,242.3,35.0,29.0,3.9797512932017223,,
2098.0,20,221.0,305.39072,529.92377,33.11109,310.01,531.94,37.08000000000001,20.0,4.0,4.0,401.5,392.02,35.0,52.0,6.415230137680207,,
2098.0,21,221.0,306.0253,530.52637,32.9238,310.28,531.56,36.91,21.0,4.0,4.0,451.0,503.85,35.0,52.0,5.9212037211110555,,
2098.0,24,221.0,305.8014,529.5835,32.39727,309.88,531.78,37.06999999999999,24.0,4.0,4.0,451.0,555.77,35.0,52.0,6.579817312273948,,
2098.0,25,221.0,305.39194,530.0563,31.684837,310.01,532.58,36.83000000000001,25.0,4.0,4.0,434.0,565.82,35.0,52.0,7.359907754188882,,
2098.0,28,221.0,305.97882,529.1085,31.946272,310.47,534.25,37.21000000000001,28.0,4.0,4.0,384.2,585.63,35.0,52.0,8.620472869882716,,
2098.0,29,221.0,306.838,527.92316,33.882084,310.93,534.97,36.66999999999999,29.0,4.0,4.0,371.5,452.03,35.0,52.0,8.612484752303219,,
2098.0,32,221.0,308.90582,533.32385,35.007168,311.84,534.27,37.58000000000001,32.0,4.0,4.0,348.2,223.35,35.0,52.0,4.015479622053119,,
2098.0,88,1966.0,292.1144,520.6197,23.179066,292.97,513.58,20.94999999999999,88.0,4.0,4.0,291.8,189.01,35.0,13.0,7.433583434814938,,
2099.0,4,2605.0,298.71228,612.70795,29.398415,293.33,611.54,24.680000000000007,4.0,4.0,4.0,500.8,538.04,17.0,9.0,7.252343435960915,,
2099.0,5,2605.0,296.398,611.0826,28.064692,293.69,611.49,24.25999999999999,5.0,4.0,4.0,457.5,455.57,17.0,9.0,4.687741457766657,,
2099.0,7,2605.0,295.71066,611.55817,28.266365,293.45,611.08,24.840000000000003,7.0,4.0,4.0,460.8,408.42,17.0,9.0,4.132699758962063,,
2099.0,9,2605.0,292.16687,614.2928,24.270159,294.15,610.44,24.669999999999987,9.0,4.0,4.0,422.0,323.03,17.0,9.0,4.351637078408636,,
2099.0,10,670.0,292.0015,614.126,23.804676,296.83,614.79,29.44999999999999,10.0,4.0,4.0,418.8,317.65,17.0,29.0,7.45821636284276,,
2099.0,12,670.0,292.26343,612.40564,23.383053,294.68,612.81,26.56,12.0,4.0,4.0,453.0,364.87,17.0,29.0,4.012020664865637,,
2099.0,13,670.0,291.79828,607.24457,21.958908,294.56,613.7,26.909999999999997,13.0,4.0,4.0,395.0,409.4,17.0,29.0,8.591448413146953,,
2099.0,14,670.0,292.24274,605.9892,21.874147,294.15,612.53,26.22999999999999,14.0,4.0,4.0,409.0,427.43,17.0,29.0,8.086603780649117,,
2099.0,15,670.0,292.02026,605.58484,21.67293,293.78,611.63,25.97,15.0,4.0,4.0,398.2,403.59,17.0,29.0,7.6226934136235585,,
2099.0,16,670.0,291.19904,605.9582,20.869934,293.01,610.48,25.0,16.0,4.0,4.0,423.0,470.22,17.0,29.0,6.386211437617434,,
2099.0,17,670.0,291.4738,605.89276,20.94177,293.18,610.02,25.19,17.0,4.0,4.0,451.2,535.06,17.0,29.0,6.163820778583709,,
2099.0,22,670.0,291.5897,603.45685,21.364191,293.02,606.08,23.44999999999999,22.0,4.0,4.0,463.8,494.15,17.0,29.0,3.643799280556074,,
2100.0,4,31.0,321.49976,618.49695,48.994423,321.43,629.98,47.77,4.0,4.0,4.0,345.8,262.42,76.0,99.0,11.548355529815929,,
2100.0,5,523.0,321.05838,618.14307,47.95586,316.97,610.46,40.28,5.0,4.0,4.0,309.8,108.78,76.0,34.0,11.604449249701542,,
2100.0,6,523.0,321.53287,618.7199,47.470444,317.24,610.14,40.599999999999994,6.0,4.0,4.0,318.2,113.07,76.0,34.0,11.800271929241172,,
2100.0,7,523.0,320.49854,618.40796,47.180397,315.97,610.4,41.11,7.0,4.0,4.0,324.8,134.91,76.0,34.0,11.02201513475685,,
2100.0,8,523.0,321.73727,618.4429,48.364323,317.32,610.53,41.599999999999994,8.0,4.0,4.0,306.2,120.81,76.0,34.0,11.30850681174265,,
2100.0,9,523.0,320.94003,618.10046,47.120792,317.21,610.46,42.2,9.0,4.0,4.0,312.0,126.71,76.0,34.0,9.82364223288712,,
2100.0,10,523.0,320.89633,618.1753,47.995968,316.6,610.04,41.02,10.0,4.0,4.0,310.2,130.03,76.0,34.0,11.545808204535708,,
2100.0,11,523.0,320.81332,617.89636,47.52947,316.23,610.17,41.209999999999994,11.0,4.0,4.0,297.2,131.77,76.0,34.0,10.983586033390903,,
2100.0,12,523.0,321.44925,617.10956,48.38002,315.91,609.96,41.650000000000006,12.0,4.0,4.0,307.5,153.53,76.0,34.0,11.273538395574793,,
2100.0,14,1308.0,321.1823,616.57776,47.557667,323.39,619.09,45.75,14.0,4.0,4.0,304.8,104.66,76.0,18.0,3.801703445889626,,
2100.0,31,523.0,319.86346,613.9126,46.768707,316.83,611.51,42.86,31.0,4.0,4.0,307.0,277.2,76.0,34.0,5.500214245231633,,
2100.0,32,523.0,320.23328,613.84326,46.871418,316.79,611.29,43.540000000000006,32.0,4.0,4.0,313.0,237.7,76.0,34.0,5.428964880778267,,
2100.0,33,523.0,319.95398,613.75165,46.004055,317.27,612.09,43.879999999999995,33.0,4.0,4.0,340.8,253.65,76.0,34.0,3.804791585083887,,
2100.0,34,523.0,319.63528,612.3488,45.916576,317.14,610.89,43.31,34.0,4.0,4.0,339.5,342.77,76.0,34.0,3.892140563003366,,
2100.0,35,523.0,319.69617,611.69324,45.550617,317.46,610.46,42.91,35.0,4.0,4.0,330.5,294.12,76.0,34.0,3.673444610605811,,
2100.0,38,1242.0,320.92264,614.7748,46.982227,322.99,622.58,47.67,38.0,4.0,4.0,286.0,155.22,76.0,19.0,8.103589088121957,,
2100.0,39,1242.0,320.7158,614.31555,45.909416,322.89,620.03,46.5,39.0,4.0,4.0,288.0,150.61,76.0,19.0,6.1425462068718115,,
2100.0,60,381.0,311.49146,619.468,39.991413,314.0,620.34,36.74000000000001,60.0,4.0,4.0,236.2,56.869,76.0,41.0,4.198195258461544,,
2101.0,4,4297.0,391.4305,618.35895,91.00335,396.27,614.9,88.222,4.0,4.0,4.0,422.5,285.39,61.0,4.0,6.566658448175936,,
2101.0,11,175.0,389.4946,617.908,89.3836,392.91,617.27,91.679,11.0,4.0,4.0,407.2,373.43,61.0,58.0,4.164236102816491,,
2101.0,12,175.0,386.42178,617.2276,87.51051,393.51,616.51,91.742,12.0,4.0,4.0,396.0,446.28,61.0,58.0,8.286333335589381,,
2101.0,13,175.0,386.72934,617.2088,87.03881,393.09,617.05,91.168,13.0,4.0,4.0,360.5,325.73,61.0,58.0,7.5850789799249965,,
2101.0,14,175.0,386.307,617.1231,87.39364,393.09,616.9,91.902,14.0,4.0,4.0,361.0,380.04,61.0,58.0,8.147648280307603,,
2101.0,15,175.0,386.685,617.34735,87.027916,393.27,617.2,91.562,15.0,4.0,4.0,370.2,382.45,61.0,58.0,7.996365095564087,,
2101.0,16,175.0,386.89523,617.61816,87.121574,393.62,616.83,92.017,16.0,4.0,4.0,355.2,361.25,61.0,58.0,8.355173454810835,,
2101.0,17,175.0,386.04938,618.88837,87.44891,393.91,616.75,92.879,17.0,4.0,4.0,360.8,377.03,61.0,58.0,9.790191543039429,,
2101.0,18,175.0,386.18115,618.93665,86.865204,394.31,616.71,92.622,18.0,4.0,4.0,349.0,354.43,61.0,58.0,10.206707242329218,,
2101.0,19,175.0,386.03012,618.1128,87.39707,393.31,617.16,92.496,19.0,4.0,4.0,369.0,420.33,61.0,58.0,8.938879560621672,,
2101.0,20,175.0,385.95508,618.2309,87.21502,393.15,617.51,92.391,20.0,4.0,4.0,371.8,441.12,61.0,58.0,8.892544044130435,,
2101.0,21,175.0,386.36163,617.7796,87.17778,393.52,617.24,92.455,21.0,4.0,4.0,361.8,421.53,61.0,58.0,8.909684626590316,,
2101.0,22,175.0,387.14316,617.6036,86.92734,393.63,617.53,91.819,22.0,4.0,4.0,378.5,392.37,61.0,58.0,8.12482908750699,,
2101.0,23,175.0,386.73322,618.12445,86.32871,393.2,618.51,91.375,23.0,4.0,4.0,381.5,415.56,61.0,58.0,8.21175591058329,,
2101.0,24,175.0,386.56357,617.71106,86.935974,393.11,618.28,92.116,24.0,4.0,4.0,376.2,386.06,61.0,58.0,8.367323815245577,,
2101.0,25,175.0,387.03366,617.9238,87.39404,393.77,618.35,92.319,25.0,4.0,4.0,389.0,435.58,61.0,58.0,8.355546303934876,,
2101.0,26,175.0,386.82593,617.9808,86.985054,393.88,618.67,91.96,26.0,4.0,4.0,357.2,362.01,61.0,58.0,8.65938727092254,,
2101.0,27,175.0,387.2259,618.62213,87.18865,393.92,619.62,92.083,27.0,4.0,4.0,393.2,478.1,61.0,58.0,8.352327895227772,,
2101.0,28,175.0,386.75256,618.86096,87.5841,393.76,620.2,92.332,28.0,4.0,4.0,363.8,456.1,61.0,58.0,8.569702321854574,,
