ID (Dino),Missing Time Points,ID (CME),x (Dino),y (Dino),z (Dino),x (CME),y (CME),z (CME),t,t_start (Dino),t_start (Dino).1,FI (Dino),FI (CME),Track Length (Dino),Track Length (CME),Distance,Multi ID (CME),Multi Distance (CME)
4033.0,51,2959.0,503.79425,634.69025,160.24977,492.89,639.05,152.883,51.0,18.0,18.0,485.0,445.73,42.0,8.0,13.862878069069913,,
4033.0,67,1673.0,518.6733,632.77,157.7465,521.37,632.9,140.986,67.0,18.0,18.0,326.2,171.99,42.0,15.0,16.976555926924636,,
4033.0,68,1673.0,520.62897,626.0409,158.59279,521.5,633.8,142.126,68.0,18.0,18.0,320.8,150.45,42.0,15.0,18.224091170069357,,
4033.0,69,1674.0,522.99915,623.999,157.49017,526.6,616.1,142.642,69.0,18.0,18.0,377.5,169.28,42.0,15.0,17.19966494067255,,
4033.0,71,662.0,529.1115,625.4273,157.04996,536.63,633.0,147.434,71.0,18.0,18.0,321.0,41.88,42.0,30.0,14.364550611195645,,
4033.0,72,1674.0,530.9984,622.9981,150.55511,526.79,619.58,142.153,72.0,18.0,18.0,270.2,147.87,42.0,15.0,9.9994745172984,,
4033.0,74,3713.0,528.2342,611.247,160.18272,533.12,602.96,147.197,74.0,18.0,18.0,333.5,112.51,42.0,6.0,16.160889039851693,,
4033.0,76,1673.0,527.5313,630.60376,158.46849,518.13,638.59,147.969,76.0,18.0,18.0,299.5,56.346,42.0,15.0,16.198881482611725,,
4033.0,78,662.0,534.9987,633.5871,151.99962,536.28,638.03,146.425,78.0,18.0,18.0,339.2,220.25,42.0,30.0,7.242753498801394,,
4033.0,79,662.0,532.99835,629.998,151.99953,536.67,637.51,146.796,79.0,18.0,18.0,445.0,266.56,42.0,30.0,9.848242593650868,,
4033.0,82,1130.0,530.7107,616.6692,159.01553,535.18,619.65,143.991,82.0,18.0,18.0,332.0,185.24,42.0,21.0,15.956074481240684,,
4034.0,18,1497.0,560.3259,600.40247,151.07176,541.51,614.08,150.95,18.0,18.0,18.0,340.5,178.54,3.0,16.0,23.26215263488105,,
4034.0,19,1497.0,561.5559,600.33484,149.03513,541.7,616.48,151.376,19.0,18.0,18.0,324.2,166.43,3.0,16.0,25.698300110950864,,
4034.0,48,717.0,527.4181,660.4474,153.2776,539.04,659.52,148.213,48.0,18.0,18.0,318.2,260.36,3.0,28.0,12.711365132431675,,
4035.0,18,1497.0,554.61584,598.68445,150.46635,541.51,614.08,150.95,18.0,18.0,18.0,352.5,178.54,25.0,16.0,20.22424088144234,,
4035.0,19,1497.0,556.2744,593.7244,154.5733,541.7,616.48,151.376,19.0,18.0,18.0,377.0,166.43,25.0,16.0,27.21126961407722,,
4035.0,20,5746.0,559.5442,586.9301,163.65268,535.78,578.16,150.438,20.0,18.0,18.0,357.5,190.74,25.0,2.0,28.57060767908875,,
4035.0,23,1307.0,553.47015,611.9986,153.99965,553.56,638.09,153.687,23.0,18.0,18.0,372.0,323.96,25.0,18.0,26.09342785080184,,
4035.0,39,3231.0,543.93866,626.99915,161.62335,543.62,619.89,155.1,39.0,18.0,18.0,313.2,142.8,25.0,7.0,9.653789574079182,,
4035.0,45,208.0,557.87616,614.4842,166.99992,547.76,608.72,147.474,45.0,18.0,18.0,348.8,517.91,25.0,54.0,22.73376886114577,,
4035.0,46,208.0,553.9961,608.99567,166.99881,546.71,609.49,147.307,46.0,18.0,18.0,272.5,492.66,25.0,54.0,21.002356925711908,,
4035.0,47,208.0,553.2703,603.8703,166.5867,545.89,612.43,147.169,47.0,18.0,18.0,359.0,516.82,25.0,54.0,22.46740673664851,,
4035.0,48,208.0,551.69965,598.84796,166.99994,545.02,614.59,147.63,48.0,18.0,18.0,331.2,450.91,25.0,54.0,25.83842338626147,,
4035.0,49,208.0,555.98035,593.5865,166.85121,544.18,616.36,146.274,49.0,18.0,18.0,326.2,558.91,25.0,54.0,32.883158816582736,,
4035.0,50,5944.0,560.79565,587.0688,166.99994,574.39,589.73,148.759,50.0,18.0,18.0,317.8,84.393,25.0,2.0,22.904589702635995,,
4035.0,51,5944.0,567.2889,579.1036,166.44464,573.23,593.2,147.143,51.0,18.0,18.0,336.2,77.581,25.0,2.0,24.62840776135559,,
4035.0,58,208.0,608.52496,606.9985,166.99956,544.08,629.6,148.642,58.0,18.0,18.0,294.5,300.88,25.0,54.0,70.71761223913877,,
4035.0,65,2514.0,597.7157,600.8076,161.36372,533.55,603.44,142.499,65.0,18.0,18.0,294.8,231.44,25.0,10.0,66.9331326543768,,
4035.0,66,4133.0,595.3925,598.6766,160.62143,539.01,600.51,141.153,66.0,18.0,18.0,294.8,214.73,25.0,5.0,59.67719353718727,,
4035.0,67,4133.0,594.80164,598.5844,160.24988,536.46,602.81,141.442,67.0,18.0,18.0,263.0,229.74,25.0,5.0,61.44378734537771,,
4035.0,68,4133.0,595.5635,599.84686,160.32886,537.27,602.21,142.721,68.0,18.0,18.0,263.2,211.32,25.0,5.0,60.9405719261741,,
4035.0,91,1827.0,574.47614,595.38226,166.09334,532.83,602.34,145.54,91.0,18.0,18.0,355.2,183.99,25.0,14.0,46.96009910512112,,
4035.0,93,1827.0,575.1354,593.6959,165.96918,530.58,602.07,144.45499999999998,93.0,18.0,18.0,264.5,152.86,25.0,14.0,50.18136268618457,,
4035.0,94,1827.0,574.3705,593.1575,165.43976,529.61,601.54,142.362,94.0,18.0,18.0,286.8,191.44,25.0,14.0,51.05244042274177,,
4035.0,95,1827.0,574.13153,593.92175,165.30217,529.96,602.61,143.398,95.0,18.0,18.0,305.2,191.13,25.0,14.0,50.06398320142233,,
4035.0,96,4865.0,574.0408,593.995,165.37395,553.05,589.51,145.026,96.0,18.0,18.0,305.2,166.42,25.0,4.0,29.57647678210678,,
4035.0,97,4865.0,574.2644,594.4276,165.19566,550.46,589.2,145.881,97.0,18.0,18.0,304.0,178.8,25.0,4.0,31.097159870888515,,
4035.0,98,4865.0,573.88226,595.5077,164.70184,548.71,587.88,146.002,98.0,18.0,18.0,303.2,238.12,25.0,4.0,32.27241076869215,,
4035.0,99,4865.0,573.98376,595.91644,164.90195,547.29,587.87,144.613,99.0,18.0,18.0,299.2,193.98,25.0,4.0,34.48106018836572,,
4036.0,18,1497.0,534.8958,602.6471,166.99994,541.51,614.08,150.95,18.0,18.0,18.0,334.8,178.54,14.0,16.0,20.78603901789855,,
4036.0,19,3929.0,528.026,606.9887,166.2388,525.25,608.9,150.172,19.0,18.0,18.0,381.2,82.047,14.0,5.0,16.416494934364025,,
4036.0,22,2041.0,526.8799,616.406,166.99986,511.81,619.93,141.083,22.0,18.0,18.0,329.0,129.94,14.0,12.0,30.186157328643223,,
4036.0,23,710.0,529.2631,618.35425,166.84155,530.81,637.61,144.082,23.0,18.0,18.0,348.5,225.75,14.0,28.0,29.852536305563753,,
4036.0,25,710.0,539.1679,615.3326,161.95465,532.74,640.63,146.352,25.0,18.0,18.0,362.8,207.97,14.0,28.0,30.40919321837562,,
4036.0,26,1307.0,541.9978,616.9975,163.99934,553.61,642.1,154.226,26.0,18.0,18.0,434.2,244.14,14.0,18.0,29.334226934514646,,
4036.0,29,5801.0,556.9976,611.4149,166.85454,566.69,593.24,149.925,29.0,18.0,18.0,399.2,142.07,14.0,2.0,26.662312960086545,,
4036.0,48,208.0,558.11066,611.5862,140.31364,545.02,614.59,147.63,48.0,18.0,18.0,277.5,450.91,14.0,54.0,15.294355734230924,,
4036.0,49,208.0,559.1745,612.2985,138.49287,544.18,616.36,146.274,49.0,18.0,18.0,248.5,558.91,14.0,54.0,17.3746020552098,,
4036.0,58,1772.0,534.8334,653.75165,157.69402,540.58,651.41,149.325,58.0,18.0,18.0,264.2,228.51,14.0,14.0,10.418600291925069,,
4036.0,60,127.0,532.35297,662.2756,145.82352,525.9,671.02,141.356,60.0,18.0,18.0,320.5,231.96,14.0,65.0,11.750067579860954,,
4036.0,61,127.0,531.57806,659.8172,143.83334,526.22,671.76,141.988,61.0,18.0,18.0,284.5,200.39,14.0,65.0,13.219098249094037,,
4036.0,62,127.0,533.4514,660.26654,144.8226,526.1,673.02,142.273,62.0,18.0,18.0,269.8,174.55,14.0,65.0,14.939688219357212,,
4036.0,76,208.0,539.84393,663.06177,166.46068,543.59,643.3,156.75,76.0,18.0,18.0,277.8,86.002,14.0,54.0,22.335127043296684,,
4037.0,18,1497.0,535.3772,619.75726,162.91655,541.51,614.08,150.95,18.0,18.0,18.0,351.0,178.54,8.0,16.0,14.595918465451197,,
4037.0,19,1497.0,531.22375,629.7336,164.56165,541.7,616.48,151.376,19.0,18.0,18.0,391.2,166.43,8.0,16.0,21.430611119261176,,
4037.0,30,2662.0,547.45703,522.30634,166.99986,548.74,574.09,155.462,30.0,18.0,18.0,316.2,601.5,8.0,9.0,53.06897086241739,,
4037.0,42,3615.0,593.63214,579.73206,166.74037,590.85,592.83,153.779,42.0,18.0,18.0,340.0,78.898,8.0,6.0,18.635810889255676,,
4037.0,43,3615.0,592.52356,582.8743,166.40193,590.56,596.73,155.027,43.0,18.0,18.0,361.2,41.41,8.0,6.0,18.033996308874585,,
4037.0,55,5966.0,555.9317,576.9384,166.99995,541.46,591.16,145.765,55.0,18.0,18.0,349.2,98.352,8.0,2.0,29.37017379847281,,
4037.0,56,5978.0,558.9146,573.44037,166.99988,572.35,560.58,148.35,56.0,18.0,18.0,369.0,111.56,8.0,2.0,26.33851008905594,,
4037.0,60,2734.0,565.6642,580.0089,166.92206,540.99,556.5,154.60399999999998,60.0,18.0,18.0,345.0,242.93,8.0,9.0,36.23836540206531,,
4038.0,18,1497.0,534.5913,611.8547,163.53468,541.51,614.08,150.95,18.0,18.0,18.0,366.2,178.54,13.0,16.0,14.532533863108664,,
4038.0,19,1497.0,537.84216,610.26025,160.15414,541.7,616.48,151.376,19.0,18.0,18.0,357.5,166.43,13.0,16.0,11.429084013502566,,
4038.0,26,1307.0,568.0002,602.9544,155.99161,553.61,642.1,154.226,26.0,18.0,18.0,347.8,244.14,13.0,18.0,41.74414011657328,,
4038.0,27,2662.0,569.4725,600.66144,156.75435,546.58,567.76,154.054,27.0,18.0,18.0,347.8,476.78,13.0,9.0,40.17291625518485,,
4038.0,29,5801.0,572.1351,599.39166,156.36739,566.69,593.24,149.925,29.0,18.0,18.0,366.8,142.07,13.0,2.0,10.440135232730409,,
4038.0,30,5801.0,572.959,602.92786,161.91722,566.79,594.66,150.807,30.0,18.0,18.0,352.2,107.66,13.0,2.0,15.160839634664052,,
4038.0,33,3988.0,589.4547,602.5898,166.99974,556.56,608.83,155.117,33.0,18.0,18.0,320.8,164.36,13.0,5.0,35.52746675514038,,
4038.0,34,3988.0,595.8892,600.16364,166.88017,556.72,610.27,154.982,34.0,18.0,18.0,317.8,168.5,13.0,5.0,42.16552134669384,,
4038.0,37,208.0,598.56085,596.5913,166.78072,547.57,589.67,148.14600000000002,37.0,18.0,18.0,325.5,160.21,13.0,54.0,54.72863936633992,,
4038.0,39,208.0,598.6292,595.62445,166.99991,549.02,595.96,147.85399999999998,39.0,18.0,18.0,319.8,339.74,13.0,54.0,53.1766037667939,,
4038.0,41,3261.0,598.0825,594.9466,166.58482,569.45,594.26,150.712,41.0,18.0,18.0,329.5,30.491,13.0,7.0,32.74504375569526,,
4038.0,44,3615.0,605.38043,596.86664,166.99986,588.1,597.94,155.713,44.0,18.0,18.0,297.8,83.765,13.0,6.0,20.6678148659722,,
4038.0,46,3615.0,604.763,602.5009,165.87344,581.64,601.27,152.19,46.0,18.0,18.0,279.5,88.052,13.0,6.0,26.896556918007217,,
4039.0,18,5042.0,547.0423,661.53864,166.99982,547.28,671.74,154.256,18.0,18.0,18.0,274.5,197.53,6.0,3.0,16.3257218931354,,
4039.0,19,1150.0,551.3546,664.6042,166.68329,549.74,645.22,152.232,19.0,18.0,18.0,314.8,284.21,6.0,20.0,24.23208462893976,,
4039.0,27,710.0,543.89294,637.57184,144.58522,534.15,643.77,147.524,27.0,18.0,18.0,310.8,206.77,6.0,28.0,11.915472928826617,,
4039.0,86,2788.0,515.37823,638.3744,144.37363,519.64,641.62,142.373,86.0,18.0,18.0,384.5,174.7,6.0,9.0,5.718314724619432,,
4039.0,87,2788.0,513.34955,637.71844,148.21487,519.19,641.91,141.464,87.0,18.0,18.0,353.2,186.19,6.0,9.0,9.86175832156721,,
4040.0,18,477.0,533.3607,650.36786,160.63792,533.75,648.67,145.738,18.0,18.0,18.0,297.2,212.25,14.0,36.0,15.001396570853004,,
4040.0,20,391.0,540.09106,662.93,164.79857,535.6,665.74,146.66,20.0,18.0,18.0,307.8,332.97,14.0,40.0,18.896386997743782,,
4040.0,21,391.0,543.52264,673.0123,163.95204,536.31,666.96,146.665,21.0,18.0,18.0,315.8,346.51,14.0,40.0,19.684873965082964,,
4040.0,28,391.0,527.70166,676.99866,160.3139,540.98,672.31,150.359,28.0,18.0,18.0,318.8,264.94,14.0,40.0,17.24522773874563,,
4040.0,29,391.0,530.9618,679.3889,162.92163,541.48,672.74,150.079,29.0,18.0,18.0,327.8,243.56,14.0,40.0,17.882213167471736,,
4040.0,30,391.0,533.4498,685.724,163.76797,542.27,672.2,150.537,30.0,18.0,18.0,272.2,236.43,14.0,40.0,20.874699307556497,,
4040.0,31,391.0,534.11774,688.62494,162.9871,544.08,672.48,151.786,31.0,18.0,18.0,265.0,234.72,14.0,40.0,22.031122375430645,,
4040.0,47,477.0,543.358,660.9217,163.6581,544.08,671.94,154.007,47.0,18.0,18.0,298.8,131.52,14.0,36.0,14.665195194746005,,
4040.0,48,477.0,541.9564,661.15607,164.11833,544.55,672.94,155.449,48.0,18.0,18.0,279.8,111.28,14.0,36.0,14.857491371486656,,
4040.0,49,717.0,537.99915,662.2271,164.0504,539.26,660.84,147.766,49.0,18.0,18.0,291.8,303.74,14.0,28.0,16.391933153002423,,
4040.0,53,1772.0,521.49945,644.19946,162.13197,540.25,642.09,148.394,53.0,18.0,18.0,308.8,198.0,14.0,14.0,23.340196368389854,,
4040.0,54,1772.0,522.59485,649.5635,166.99977,540.96,644.43,148.122,54.0,18.0,18.0,302.5,237.97,14.0,14.0,26.832848468722123,,
4040.0,57,1772.0,524.31714,649.3852,166.76578,540.7,649.82,148.765,57.0,18.0,18.0,315.0,235.4,14.0,14.0,24.343689807175952,,
4040.0,58,1772.0,525.99744,653.9967,162.99919,540.58,651.41,149.325,58.0,18.0,18.0,301.5,228.51,14.0,14.0,20.15751832939021,,
4041.0,18,1307.0,548.3776,628.3398,166.99973,554.05,629.14,152.85,18.0,18.0,18.0,362.5,448.64,13.0,18.0,15.26536278222366,,
4041.0,26,1307.0,541.4421,642.91925,166.99983,553.61,642.1,154.226,26.0,18.0,18.0,326.0,244.14,13.0,18.0,17.66068214541559,,
4041.0,33,3988.0,567.0764,604.6302,164.9025,556.56,608.83,155.117,33.0,18.0,18.0,359.8,164.36,13.0,5.0,14.96626203332024,,
4041.0,34,3988.0,573.0141,608.4193,166.99995,556.72,610.27,154.982,34.0,18.0,18.0,337.8,168.5,13.0,5.0,20.33110689319445,,
4041.0,38,3231.0,538.1163,619.59845,166.42868,543.81,617.6,153.797,38.0,18.0,18.0,345.2,157.31,13.0,7.0,13.998977166739692,,
4041.0,39,3231.0,538.16486,621.7342,166.99992,543.62,619.89,155.1,39.0,18.0,18.0,353.8,142.8,13.0,7.0,13.21997435950617,,
4041.0,40,1636.0,538.55774,621.2581,165.7088,531.67,642.98,145.468,40.0,18.0,18.0,353.8,258.62,13.0,15.0,30.47904011870454,,
4041.0,41,2941.0,543.9399,619.3363,166.71774,525.59,620.76,152.891,41.0,18.0,18.0,303.8,71.49,13.0,8.0,23.020088851427083,,
4041.0,51,2288.0,524.8552,649.48486,163.477,517.87,649.24,140.995,51.0,18.0,18.0,299.5,154.73,13.0,11.0,23.543434317439743,,
4041.0,80,882.0,559.4461,585.9794,166.99992,543.48,571.54,154.794,80.0,18.0,18.0,326.5,208.62,13.0,25.0,24.746658453544832,,
4041.0,92,1130.0,552.7028,628.066,166.41049,535.9,625.63,145.168,92.0,18.0,18.0,331.0,286.24,13.0,21.0,27.1939619261354,,
4041.0,95,1130.0,550.6564,623.128,166.88014,536.98,628.2,145.965,95.0,18.0,18.0,346.8,160.34,13.0,21.0,25.499258463327887,,
4041.0,99,2824.0,551.4874,623.76886,166.99994,529.96,618.89,144.648,99.0,18.0,18.0,300.5,224.99,13.0,9.0,31.414032651399573,,
4042.0,18,3929.0,532.3909,599.19055,158.74577,524.86,602.82,146.623,18.0,18.0,18.0,365.8,142.7,16.0,5.0,14.725790796605793,,
4042.0,20,1497.0,548.6606,601.33527,154.50249,541.23,618.01,152.894,20.0,18.0,18.0,396.8,153.18,16.0,16.0,18.32614735870578,,
4042.0,24,2662.0,578.9984,582.9984,156.50104,545.96,560.12,156.465,24.0,18.0,18.0,333.0,240.64,16.0,9.0,40.1865445143221,,
4042.0,26,2662.0,577.2116,583.889,163.24182,546.18,564.65,154.254,26.0,18.0,18.0,360.5,444.72,16.0,9.0,37.60159874144187,,
4042.0,28,2662.0,572.4801,585.3649,164.05887,547.32,570.73,154.816,28.0,18.0,18.0,349.5,606.72,16.0,9.0,30.53918099518875,,
4042.0,30,5801.0,587.5966,597.83203,161.58517,566.79,594.66,150.807,30.0,18.0,18.0,305.2,107.66,16.0,2.0,23.64625396188159,,
4042.0,31,3988.0,596.9128,602.93243,157.31905,555.61,605.68,154.482,31.0,18.0,18.0,307.0,141.1,16.0,5.0,41.491195227992584,,
4042.0,34,3988.0,598.3654,595.99176,157.04907,556.72,610.27,154.982,34.0,18.0,18.0,315.0,168.5,16.0,5.0,44.073577765397026,,
4042.0,39,208.0,590.67017,590.8112,160.97437,549.02,595.96,147.85399999999998,39.0,18.0,18.0,328.5,339.74,16.0,54.0,43.97034127006295,,
4042.0,40,3261.0,591.2663,591.0012,161.86136,570.8,595.15,151.668,40.0,18.0,18.0,308.8,80.123,16.0,7.0,23.237611004997937,,
4042.0,42,3615.0,590.15393,586.6667,164.01172,590.85,592.83,153.779,42.0,18.0,18.0,342.0,78.898,16.0,6.0,11.965756931063773,,
4042.0,44,3615.0,593.4818,597.5986,162.26901,588.1,597.94,155.713,44.0,18.0,18.0,293.5,83.765,16.0,6.0,8.48890996065456,,
4042.0,46,3615.0,592.88446,591.6471,166.81844,581.64,601.27,152.19,46.0,18.0,18.0,309.5,88.052,16.0,6.0,20.80935707645,,
4042.0,47,3615.0,598.68585,591.8685,165.6636,581.7,602.9,152.485,47.0,18.0,18.0,360.0,64.862,16.0,6.0,24.16378675689089,,
4042.0,48,5929.0,606.0571,593.31537,165.52962,575.2,595.74,151.994,48.0,18.0,18.0,312.2,78.959,16.0,2.0,33.78242827020131,,
4042.0,49,208.0,611.71027,594.2438,166.44164,544.18,616.36,146.274,49.0,18.0,18.0,293.8,558.91,16.0,54.0,73.86607727422998,,
4043.0,18,3929.0,517.1459,606.71576,150.54298,524.86,602.82,146.623,18.0,18.0,18.0,355.8,142.7,11.0,5.0,9.489495665629471,,
4043.0,19,3933.0,507.98828,594.1365,145.26451,493.58,601.58,133.789,19.0,18.0,18.0,344.2,159.62,11.0,5.0,19.866845611936014,,
4043.0,70,445.0,492.10056,587.1876,151.20258,489.89,580.76,147.168,70.0,18.0,18.0,288.0,194.81,11.0,38.0,7.904331284175771,,
4043.0,76,445.0,492.73218,584.475,147.44945,489.58,581.66,148.51,76.0,18.0,18.0,371.2,280.89,11.0,38.0,4.357204385256737,,
4043.0,93,1567.0,484.24335,588.1897,146.04855,487.13,596.5,148.394,93.0,18.0,18.0,383.5,264.87,11.0,16.0,9.10466748514187,,
4043.0,94,1567.0,483.10034,587.68475,145.27966,486.3,596.03,148.281,94.0,18.0,18.0,372.2,295.24,11.0,16.0,9.428099674573842,,
4043.0,95,1567.0,484.1866,588.019,145.81935,486.31,597.12,148.113,95.0,18.0,18.0,413.5,323.59,11.0,16.0,9.62277812705354,,
4043.0,96,1567.0,485.28513,587.5044,146.21239,487.0,596.47,148.538,96.0,18.0,18.0,426.0,323.43,11.0,16.0,9.4197252799113,,
4043.0,97,1567.0,484.68323,587.59406,146.11845,487.03,596.58,148.412,97.0,18.0,18.0,407.0,302.39,11.0,16.0,9.566337790345925,,
4043.0,98,1567.0,484.894,587.4444,146.02463,487.31,596.71,148.929,98.0,18.0,18.0,403.2,375.68,11.0,16.0,10.006186309323905,,
4043.0,99,1567.0,484.35855,587.5999,145.97864,486.73,598.64,147.627,99.0,18.0,18.0,394.0,349.55,11.0,16.0,11.411602595696136,,
4044.0,18,710.0,519.9988,619.9986,150.4877,527.64,628.62,142.459,18.0,18.0,18.0,385.5,266.08,17.0,28.0,14.041954959691337,,
4044.0,19,2041.0,515.5688,615.9613,146.82018,511.81,612.66,138.589,19.0,18.0,18.0,357.5,185.6,17.0,12.0,9.63221071833463,,
4044.0,21,5745.0,503.84982,605.5564,138.92917,505.09,596.67,145.351,21.0,18.0,18.0,333.8,80.042,17.0,2.0,11.03385934028985,,
4044.0,22,2041.0,512.0864,597.8368,145.70119,511.81,619.93,141.083,22.0,18.0,18.0,334.0,129.94,17.0,12.0,22.57240709530324,,
4044.0,24,4449.0,506.26178,605.6475,143.96292,502.58,609.01,133.39600000000002,24.0,18.0,18.0,371.0,180.54,17.0,4.0,11.684250446853634,,
4044.0,25,4449.0,500.4879,615.51843,141.51369,502.72,611.09,135.351,25.0,18.0,18.0,363.2,165.8,17.0,4.0,7.910247196579852,,
4044.0,26,4449.0,492.2067,621.838,139.40782,503.16,613.99,135.848,26.0,18.0,18.0,325.0,193.91,17.0,4.0,13.936936654889388,,
4044.0,32,39.0,491.27835,612.2167,145.51965,479.14,628.28,143.665,32.0,18.0,18.0,304.2,448.74,17.0,94.0,20.21902258357216,,
4044.0,53,1658.0,460.5214,567.40497,122.919556,471.03,577.51,129.761,53.0,18.0,18.0,243.4,70.762,17.0,15.0,16.104274627130327,,
4044.0,56,1658.0,462.80548,571.18494,122.585464,465.82,586.42,128.95,56.0,18.0,18.0,246.0,113.51,17.0,15.0,16.783971595820077,,
4044.0,57,1658.0,463.3644,571.2099,123.102455,465.78,588.59,128.534,57.0,18.0,18.0,255.2,98.393,17.0,15.0,18.36857861830979,,
4044.0,58,4626.0,466.56433,568.8516,124.33163,474.48,573.98,132.321,58.0,18.0,18.0,269.2,89.645,17.0,4.0,12.36075851660411,,
4044.0,59,4626.0,474.80023,572.41614,127.00089,478.02,575.69,132.739,59.0,18.0,18.0,288.2,76.666,17.0,4.0,7.349216592576385,,
4044.0,60,4626.0,480.9533,574.55115,127.32636,478.09,577.08,132.388,60.0,18.0,18.0,310.8,43.935,17.0,4.0,6.341432701062159,,
4044.0,67,1036.0,482.512,578.64026,134.99268,482.46,581.08,127.725,67.0,18.0,18.0,332.2,151.65,17.0,22.0,7.666433841754609,,
4044.0,96,3447.0,516.1726,587.44836,150.80362,509.11,600.13,142.0,96.0,18.0,18.0,326.2,57.51,17.0,7.0,16.97669098953032,,
4045.0,18,5042.0,529.70166,671.2715,164.17128,547.28,671.74,154.256,18.0,18.0,18.0,337.0,197.53,4.0,3.0,20.1873798915065,,
4045.0,57,208.0,554.1793,634.4371,152.78299,544.39,627.75,147.514,57.0,18.0,18.0,339.0,346.06,4.0,54.0,12.973432719218934,,
4045.0,59,208.0,554.3645,637.4803,152.77164,544.37,631.06,148.875,59.0,18.0,18.0,316.2,224.26,4.0,54.0,12.501763300814876,,
4045.0,60,208.0,554.5427,638.30786,153.08545,544.46,632.43,148.985,60.0,18.0,18.0,314.8,240.25,4.0,54.0,12.370277590745458,,
4046.0,18,455.0,505.18826,639.1826,149.8652,492.34,638.52,153.945,18.0,18.0,18.0,410.8,749.81,14.0,37.0,13.49672522605395,,
4046.0,19,417.0,504.12805,646.18176,139.85957,497.51,646.96,134.203,19.0,18.0,18.0,348.0,187.45,14.0,39.0,8.740768127859221,,
4046.0,26,1091.0,474.17648,692.6935,133.06184,490.57,690.93,131.14600000000002,26.0,18.0,18.0,327.8,210.28,14.0,21.0,16.59903229546828,,
4046.0,30,1091.0,476.99887,695.99835,127.97095,494.6,690.18,131.385,30.0,18.0,18.0,293.8,229.51,14.0,21.0,18.849634251143986,,
4046.0,46,185.0,490.0914,686.55115,135.1555,485.93,676.25,129.777,46.0,18.0,18.0,312.5,191.24,14.0,57.0,12.34338703648639,,
4046.0,48,185.0,490.15677,688.23206,137.10846,486.69,675.65,131.33100000000002,48.0,18.0,18.0,289.0,193.89,14.0,57.0,14.272553104756753,,
4046.0,49,185.0,487.34244,693.2736,139.11186,487.49,677.76,130.358,49.0,18.0,18.0,293.5,194.33,14.0,57.0,17.813579758521303,,
4046.0,52,134.0,474.99863,697.59375,136.71997,464.39,685.28,132.06,52.0,18.0,18.0,274.2,97.718,14.0,63.0,16.908187068408626,,
4046.0,72,2753.0,499.6824,689.545,158.23227,491.55,681.33,152.352,72.0,18.0,18.0,334.0,247.12,14.0,9.0,12.969183861480952,,
4046.0,73,4708.0,502.478,687.24335,159.5782,507.14,687.32,141.066,73.0,18.0,18.0,333.8,56.62,14.0,4.0,19.090355367632633,,
4046.0,74,4708.0,504.0614,686.54535,161.03592,509.02,688.75,137.653,74.0,18.0,18.0,339.5,35.557,14.0,4.0,24.004356756824382,,
4046.0,75,993.0,503.85632,686.0767,160.69312,486.71,680.89,149.042,75.0,18.0,18.0,365.2,274.12,14.0,23.0,21.36929441246949,,
4046.0,76,993.0,502.51477,687.3322,159.8756,486.43,681.12,148.844,76.0,18.0,18.0,378.2,208.21,14.0,23.0,20.46967154970736,,
4046.0,77,993.0,500.3477,689.9764,156.93875,486.15,681.35,148.647,77.0,18.0,18.0,353.2,237.67,14.0,23.0,18.567244822872883,,
4047.0,18,5734.0,567.76385,543.4622,163.27779,507.13,548.7,152.77100000000002,18.0,18.0,18.0,263.5,98.854,2.0,2.0,61.75994616874764,,
4047.0,39,5869.0,563.5642,543.76166,166.44795,544.54,574.31,146.518,39.0,18.0,18.0,364.5,134.4,2.0,2.0,41.137867827563674,,
4048.0,18,5734.0,544.66974,555.9962,140.23758,507.13,548.7,152.77100000000002,18.0,18.0,18.0,304.0,98.854,23.0,2.0,40.24367317484829,,
4048.0,27,5780.0,522.3267,565.78986,145.33246,525.03,556.04,151.968,27.0,18.0,18.0,271.2,176.13,23.0,2.0,12.09950379152799,,
4048.0,31,3988.0,529.70526,582.5922,146.9997,555.61,605.68,154.482,31.0,18.0,18.0,312.8,141.1,23.0,5.0,35.49770241293933,,
4048.0,33,5822.0,520.3938,578.99854,145.7016,510.27,558.63,155.12,33.0,18.0,18.0,303.5,104.0,23.0,2.0,24.61859067313975,,
4048.0,36,5844.0,535.07837,575.7753,160.24448,546.0,578.91,150.305,36.0,18.0,18.0,402.0,90.448,23.0,2.0,15.0964104547174,,
4048.0,38,208.0,540.1232,588.63354,166.99979,548.83,592.09,148.483,38.0,18.0,18.0,309.0,216.11,23.0,54.0,20.751554011102403,,
4048.0,39,208.0,538.7745,590.5917,166.9998,549.02,595.96,147.85399999999998,39.0,18.0,18.0,346.8,339.74,23.0,54.0,22.36851744707282,,
4048.0,40,5869.0,538.48016,590.0873,166.99982,543.81,577.11,148.199,40.0,18.0,18.0,329.8,116.63,23.0,2.0,23.458225473978203,,
4048.0,41,208.0,535.93005,591.0722,166.62631,549.22,600.65,147.793,41.0,18.0,18.0,326.8,394.26,23.0,54.0,24.96098133885363,,
4048.0,42,208.0,534.0401,593.99866,166.74852,548.98,602.57,148.583,42.0,18.0,18.0,318.0,405.29,23.0,54.0,25.03307009289913,,
4048.0,51,4588.0,524.9982,545.24335,141.59883,540.28,530.45,152.694,51.0,18.0,18.0,271.0,27.596,23.0,4.0,23.989151981497734,,
