ID (Dino),Track Length (Dino),Track Coverage,Missing Time Points,CME Data
0.0,2.0,1,"[1.0, 5.0, 56.0, 57.0]","9456.0,1,17.786733506433915;6600.0,2,14.038631141428136;10001.0,3,1.3508457232415487;280.0,4,3.621033887413944"
1.0,55.0,24,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 56.0, 57.0, 58.0, 59.0, 60.0, 67.0, 68.0, 69.0, 77.0, 78.0, 79.0, 80.0, 83.0, 84.0]","285.0,1,16.582273181636264;4046.0,13,15.399251843408594;285.0,19,1.8700292798584857;3015.0,43,17.168512764294316;4192.0,45,10.010203152189463;1273.0,48,17.496761137207773;1027.0,50,7.59155399528344;7137.0,54,21.64686882134953"
2.0,23.0,0,"[1.0, 36.0, 37.0, 38.0, 44.0, 46.0, 50.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0]","1572.0,1,30.900384144854257;2753.0,2,27.474218693248314;38.0,5,26.19395983504856;2408.0,8,22.046401143376425;2584.0,14,20.079704862332623;2408.0,19,23.593844853015916;814.0,21,20.11427259178705;2408.0,23,20.537117949346825;2584.0,24,20.46477579027012;2836.0,26,18.904314018778354"
3.0,73.0,0,"[1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 73.0, 74.0, 75.0, 77.0, 78.0, 79.0, 80.0, 81.0, 84.0]","126.0,1,30.75692565169887;5896.0,4,28.64353792820878;126.0,5,28.83393016927193;132.0,26,29.627064815401678;126.0,27,29.058392441902026;390.0,68,20.45983934191132;4678.0,71,17.22731287566599;390.0,75,23.13516353670532"
4.0,6.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 11.0]","5896.0,1,28.68204997087904;1793.0,7,30.517347562972468;126.0,9,23.95326012607921"
5.0,8.0,5,"[1.0, 2.0, 3.0, 19.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 53.0]","4777.0,1,18.84104164915498;349.0,9,13.105339461335513;131.0,35,35.70233742872664"
6.0,51.0,0,"[1.0, 19.0, 20.0, 22.0, 23.0, 25.0, 26.0, 27.0, 31.0, 32.0, 34.0, 36.0]","349.0,1,16.984896918637045"
7.0,6.0,0,"[1.0, 48.0, 49.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 74.0]","5928.0,1,37.48981572784525;236.0,2,17.324689118247566;3849.0,14,4.70464128209624;236.0,23,26.585779625177985"
8.0,6.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 14.0, 16.0, 17.0, 18.0, 19.0, 20.0, 69.0, 73.0, 74.0]","5901.0,1,43.879052997167456;7381.0,4,41.273772810600526;2705.0,6,38.34884371876193;6033.0,8,31.836851729985952;3849.0,12,7.129023538361951;236.0,13,19.81420356334624"
9.0,16.0,0,"[1.0, 2.0, 7.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 34.0, 37.0, 38.0, 58.0, 59.0, 60.0, 61.0]","2475.0,1,33.96235514476528;8756.0,10,48.77063729759191;4955.0,11,50.01843577769362;9969.0,12,46.78062470302819;875.0,13,30.90956400052553;1005.0,15,32.70013591007321"
10.0,16.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]","2475.0,1,37.884192138146034;361.0,8,37.64347417626127;2475.0,9,37.92133693238191;361.0,10,37.35255718884841;7487.0,13,31.300615510293365"
11.0,4.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 54.0, 56.0, 63.0, 66.0, 68.0, 69.0, 73.0]","7351.0,1,28.777879561415403;4003.0,5,34.275969866545545;377.0,13,39.90817259718861;6039.0,18,40.52141144860113;377.0,19,39.34399486306044;445.0,25,28.249933984060853;1636.0,27,24.0266908897758"
12.0,4.0,0,"[1.0, 2.0, 7.0, 8.0, 9.0, 11.0, 14.0, 17.0, 18.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 47.0, 48.0, 49.0, 58.0, 60.0, 62.0, 63.0, 83.0, 91.0, 93.0, 94.0, 97.0, 98.0, 99.0]","7351.0,1,37.52790785714445;377.0,3,46.84717854788679;1095.0,13,33.55125406584762;377.0,14,33.89838603155833;6842.0,20,33.60717910167525;762.0,22,28.806465244674392;1651.0,37,27.999245834501583;2881.0,38,14.545382887888517"
13.0,4.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 58.0]","7351.0,1,30.66836984549452;4003.0,5,41.262742229060144;377.0,6,41.02008092719975;6842.0,35,39.75906452578007;762.0,37,37.758184344654"
14.0,10.0,0,"[1.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 15.0, 16.0, 33.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 63.0, 67.0, 70.0, 72.0, 81.0, 82.0, 84.0, 85.0, 86.0, 87.0, 88.0, 90.0, 91.0, 92.0, 93.0, 95.0, 96.0, 99.0]","3991.0,1,35.058550011675344;1095.0,6,46.455588074206936;523.0,10,25.557923768837515;569.0,11,25.950417971720736;8830.0,15,20.805056272476172;8858.0,18,9.73627822980271;282.0,20,7.2093594729647;4713.0,43,6.602999462907838;282.0,50,13.84414714577177"
15.0,10.0,0,"[1.0, 2.0, 3.0, 5.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 17.0, 18.0, 19.0, 20.0, 22.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 71.0, 72.0]","3991.0,1,28.731214441050174;1095.0,8,42.355522743335456;569.0,20,46.87834242509002;8734.0,21,43.23200523646469;2542.0,23,37.440880838133054;8858.0,30,23.52686784504227;282.0,32,23.258116445138104"
16.0,10.0,0,"[1.0, 2.0, 3.0, 39.0, 40.0, 42.0, 44.0, 46.0, 47.0, 48.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 72.0, 73.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","3991.0,1,19.784684045287865;342.0,4,19.549468718403315;7791.0,7,17.610116584052346;1615.0,8,17.59188181532086;7791.0,9,17.9500555425583;1615.0,10,21.218323121858617;445.0,11,24.460486905396117;1636.0,16,6.654255018246723;2136.0,36,10.526651840097369;2452.0,37,8.6180712325975;2136.0,46,10.59659247723269"
17.0,19.0,0,"[1.0, 2.0, 46.0, 48.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 97.0, 98.0, 99.0]","2016.0,1,14.539975378073915;105.0,3,7.584988021778304;4565.0,7,8.94310329736518;7014.0,16,10.967962519252396;854.0,18,11.682615226158386"
18.0,50.0,5,"[1.0, 2.0, 3.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 19.0, 20.0, 21.0, 22.0]","361.0,1,29.86792762066317;2475.0,3,37.832273863384486;361.0,4,30.991709667313096;3180.0,16,28.759974418522617;361.0,18,30.290728031619203;4303.0,19,1.6590734120227757"
19.0,4.0,3,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 50.0, 53.0, 54.0, 59.0, 69.0, 76.0, 79.0, 95.0]","7351.0,1,17.48798087245563;377.0,5,16.96857084656587;6842.0,24,14.388138210895304;762.0,28,9.961281255264527;6189.0,35,4.44131704783635;762.0,36,11.579087236419618;1287.0,39,12.760815294863631;8094.0,41,2.81539346861515;3928.0,43,1.4740013077674732"
20.0,2.0,0,"[1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 19.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 53.0, 54.0, 55.0, 56.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0]","9429.0,1,18.838154215859397;377.0,3,17.20670479480769;1095.0,10,15.539781768635896;762.0,11,11.61586919816526"
21.0,32.0,0,"[1.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 22.0, 24.0, 25.0, 28.0, 29.0, 30.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 64.0, 65.0, 66.0, 67.0, 79.0, 80.0, 81.0, 82.0]","910.0,1,20.39887703019174;342.0,22,29.5349302168741;2542.0,32,30.159809429729314;342.0,37,31.666385777343905;445.0,39,36.70556906593277;1636.0,44,17.77905180075078;2136.0,55,20.89719834248845"
22.0,55.0,0,"[1.0, 3.0, 16.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 31.0, 32.0, 33.0, 46.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 80.0, 81.0, 82.0, 83.0, 84.0, 87.0, 88.0, 89.0, 90.0, 91.0, 93.0, 94.0, 95.0, 97.0, 98.0]","285.0,1,20.162060728627623;4046.0,3,9.399526663376232;285.0,9,14.977112453908688;986.0,16,16.019844752740354;285.0,19,29.09814829358349;3015.0,20,29.37850347576884;4192.0,21,24.171656608738378;1273.0,31,36.74137004548657;1150.0,32,22.5417076213436;7137.0,41,21.731030125139636;1150.0,42,22.07545094786057;7137.0,44,20.12782574226637;1150.0,45,20.86300241815809;5215.0,47,17.876858751837066;1150.0,51,21.024137248689264;5838.0,55,22.137904425187585"
23.0,23.0,0,"[1.0, 2.0, 3.0, 5.0, 7.0, 12.0, 14.0, 15.0, 19.0]","1559.0,1,22.20330769296754;7372.0,3,22.23521372974589;1559.0,5,24.48427742464944"
24.0,19.0,0,"[1.0, 5.0, 6.0, 9.0, 10.0, 11.0, 12.0]","2016.0,1,14.230393216115369;5937.0,2,4.346337326345465;3703.0,4,13.808359793415908;2040.0,7,18.651156990243564"
25.0,6.0,0,"[1.0, 2.0, 3.0]","5893.0,1,23.6826337120065"
26.0,83.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 29.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 41.0, 42.0, 43.0]","78.0,1,23.27950916248932;6033.0,19,21.847060651439435;78.0,23,22.067814613492093;8682.0,26,23.95035289453445;78.0,27,23.30495851783443;7638.0,28,18.16145270597813;176.0,29,18.070617887576496;8797.0,32,17.840001387043372;176.0,33,18.160318211196632"
27.0,4.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 7.0, 18.0, 19.0, 20.0, 22.0, 23.0]","7351.0,1,23.643240075088737;4003.0,5,31.24305026856129;377.0,7,40.678165426310144"
28.0,10.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 84.0, 85.0, 86.0, 87.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","3991.0,1,27.495346710869896;1095.0,11,33.84078845268951;8734.0,24,24.466839232692145;2542.0,25,25.503209946354275;8858.0,34,15.325008704065672;282.0,36,14.1233321134267;4713.0,75,12.507577359362996;282.0,80,23.363446793842577"
29.0,51.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 73.0, 75.0, 77.0, 78.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","342.0,1,16.123429423470224;6531.0,2,15.56499992616552;5294.0,6,14.315052888559991;1095.0,8,15.701525098904336;3991.0,9,16.07741351544053;523.0,11,18.611179797507884;8734.0,14,6.2864845355341705;523.0,17,18.101670363143963;5517.0,20,22.096176357463168;523.0,21,22.16417007335704;8830.0,23,12.658258531457662;8858.0,26,16.604236129122953;282.0,28,15.380458370490198;8906.0,30,10.146933582775812;5608.0,33,13.273189020343672;6241.0,40,17.119655417564225;523.0,42,17.742573386045322;6241.0,43,17.112281518444963;5096.0,46,12.761688568604132;3301.0,53,8.969997134714005;1651.0,59,13.011782064085892;2881.0,61,12.907163586962255"
30.0,13.0,0,"[1.0, 5.0, 66.0, 67.0, 68.0, 69.0, 71.0, 72.0, 73.0, 74.0, 76.0, 77.0, 80.0]","3108.0,1,18.9747209413151;7035.0,3,24.970028709273127;10386.0,6,34.28095517167115;1027.0,7,50.81227137037225;1464.0,8,28.98260138718503"
31.0,23.0,7,"[1.0, 2.0, 4.0, 5.0, 6.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 63.0, 64.0, 65.0, 68.0, 70.0, 71.0, 87.0, 91.0]","1559.0,1,10.132969188324708;7372.0,2,4.122814579573146;1559.0,6,6.396440298689407;9786.0,21,17.389676076427552;105.0,22,17.7203525881621;132.0,24,11.436259670177328;284.0,41,10.633553325939758;301.0,42,5.961600465653707;2.0,63,10.454951228370808;105.0,64,10.27405707071728;7266.0,65,3.0860933006766103"
32.0,46.0,6,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 14.0, 16.0, 17.0, 18.0, 19.0]","440.0,1,19.135705984453324;4078.0,13,1.7033545515485045"
33.0,35.0,1,"[1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, 18.0, 19.0, 22.0, 23.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 47.0, 55.0, 56.0, 57.0, 58.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 91.0, 93.0]","780.0,1,17.359588341196087;2338.0,9,15.884887994008944;92.0,11,8.610112103689453;5475.0,13,10.427743245670948;780.0,15,12.218962833217438;5475.0,16,12.05517129419753;92.0,17,12.663264940539754;780.0,18,13.38154786926386;9936.0,20,11.803323071889537;131.0,22,15.572678407144634;5007.0,28,17.91046546404448;92.0,29,18.0543723969321;8896.0,30,7.770640242293844;1849.0,32,11.661497040985758;728.0,36,11.937887969976988;1849.0,40,12.328859189540063;728.0,41,12.2864765391904;5876.0,47,4.593015007519533"
34.0,11.0,3,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 20.0, 22.0, 23.0, 28.0, 29.0, 30.0, 31.0, 32.0, 34.0, 35.0, 36.0, 37.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 57.0, 58.0, 59.0, 61.0, 62.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 73.0]","3655.0,1,27.823565445734783;2714.0,9,16.495626594613555;3757.0,12,18.436664071252583;1515.0,20,23.56548194554116;5542.0,21,18.855908935073423;2223.0,25,15.67590504327504;10055.0,27,13.412850509596202;2223.0,29,15.413696292318829;1966.0,32,1.93617771366682;4608.0,38,2.5470763949721;1966.0,46,13.91474215465079"
35.0,6.0,0,"[1.0, 2.0, 5.0, 6.0]","5893.0,1,16.80809242398115"
36.0,15.0,14,"[1.0, 2.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 32.0, 33.0, 34.0, 36.0, 37.0, 40.0, 61.0, 62.0, 63.0, 68.0, 70.0, 71.0, 76.0, 77.0, 79.0, 80.0, 81.0, 82.0]","2688.0,1,23.835812722061338;3757.0,12,16.67491859152246;314.0,16,20.48420823446257;2223.0,18,1.5721137042160789;1966.0,30,10.53192092907204;9051.0,33,1.289500695800089;1966.0,35,13.878354509428876;1968.0,38,18.516738107742665;4660.0,39,25.30105018916515;10498.0,40,10.087973857150214;6368.0,41,19.381203120707823"
37.0,15.0,16,"[1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 23.0, 25.0, 28.0, 31.0, 67.0]","2688.0,1,17.990666091765487;78.0,10,4.1924078668838;176.0,25,9.254822528455112;4632.0,26,3.323056022302516;5841.0,27,2.2188253437609924"
38.0,6.0,0,"[1.0, 2.0]","5893.0,1,20.10345469311533"
39.0,4.0,19,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0]","7359.0,1,26.0340608583911;8421.0,2,25.75685799753496;7359.0,3,26.482478001183896;2668.0,5,28.06405045017549;2705.0,8,23.947776222241117;6033.0,17,23.37425361241089;4920.0,23,25.659414003845534;757.0,27,1.266430093989005;5168.0,45,2.212146837497243"
40.0,7.0,14,"[1.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 69.0]","5292.0,1,22.812783087019923;4778.0,2,30.892841881271195;1030.0,3,33.15931705992036;6728.0,13,25.268349476445824;552.0,18,31.007938745125948;1934.0,20,20.490153259312187;9856.0,23,10.756821864599264;1934.0,25,19.348944030835376;2573.0,31,1.9263100973622769;102.0,45,17.13857063271028"
41.0,15.0,20,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 33.0, 37.0, 55.0, 56.0, 57.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0]","2668.0,1,26.52773165295006;2705.0,8,24.65845650780667;6629.0,10,24.508767221952763;2705.0,11,25.2301921221276;2036.0,16,3.054150121674564;4940.0,17,2.333921918033296;391.0,20,5.585303914560063;2224.0,21,1.8034638082312848;1287.0,34,13.371576449547703;1731.0,35,13.827337747030274;1287.0,36,13.6396244015712;428.0,39,12.438692452546006;1287.0,40,13.292343736904238;9139.0,43,7.75329341235605;1287.0,46,14.406407557712823;8094.0,47,7.855880648584283;4685.0,51,13.785498302448252;3093.0,55,11.514955446419652;4685.0,57,13.511666008307056;3926.0,58,10.058144070505469;5242.0,61,2.740503383360233"
42.0,50.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 27.0, 30.0, 31.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 59.0, 61.0, 63.0]","361.0,1,18.29645394217745;3223.0,43,34.86467975548602;208.0,45,34.90966727832185;5072.0,49,31.425986506605085"
43.0,4.0,2,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 38.0, 45.0, 61.0, 62.0]","7351.0,1,27.010572573803437;8451.0,2,11.392061062964164;4003.0,5,19.38756723408848;9639.0,13,17.747760986054427;6021.0,14,16.076206577749748;6036.0,17,11.747537786950184;4922.0,22,8.532518421087703;4951.0,30,5.432222270927089;499.0,38,4.546130318511463;2795.0,40,8.722485069578783"
44.0,2.0,0,"[1.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 47.0, 51.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 60.0, 61.0, 63.0, 64.0, 67.0, 68.0, 69.0, 72.0, 75.0, 77.0, 82.0, 83.0, 93.0]","9429.0,1,15.567291475052071;1095.0,2,13.196637987176228;6189.0,11,8.373164594441747;762.0,13,11.495322877828944;801.0,24,16.261980615380327;1228.0,26,9.499864127782272"
45.0,7.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 36.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 56.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 68.0, 69.0, 71.0, 77.0, 78.0]","5294.0,1,15.262859131742042;3991.0,2,14.3245195020264;569.0,10,19.049540411299937;377.0,15,17.380501845810446;6842.0,32,17.328389927786873;762.0,33,12.326744791950658;6189.0,38,12.84942691039564;762.0,40,12.134981375197489;358.0,46,17.9114747506526;801.0,48,18.025632666930093;1228.0,50,13.48248689041548"
46.0,55.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0]","285.0,1,15.658338399800442;3986.0,5,14.334969444983974;285.0,6,15.30228345809584;3015.0,20,24.10518842927235;4192.0,22,17.68742495952096;1273.0,32,27.497889593731685;1027.0,33,20.78693912404557"
47.0,23.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0]","1572.0,1,20.43617373443155;9806.0,24,22.463317109126997;258.0,26,32.25720059723976;2753.0,29,21.59326669511772;2555.0,41,18.54184451850804"
