z,y,x,idx
65.23353,272.8531,363.1772,533
64.61597,472.5136,475.0243,534
64.73362,504.98367,354.2462,535
64.52089,537.6375,353.34796,536
65.473305,594.6547,354.02325,537
65.19205,598.86053,428.7385,538
65.49497,622.21893,384.3668,539
65.47672,183.3514,359.01767,540
65.93878,303.2775,438.23093,541
66.05122,377.0404,361.08215,542
65.99068,439.62912,382.12363,543
65.67168,481.9901,358.3719,544
66.241776,550.4838,356.75687,545
65.77238,656.94934,349.57098,546
65.78763,668.0902,352.6574,547
66.157585,676.58234,376.99918,548
66.49984,678.49677,350.99017,549
66.55518,262.41846,363.70016,550
67.78448,466.70654,401.37033,551
67.868256,132.08704,369.47006,552
68.03264,450.46878,362.66693,553
67.53332,578.6125,355.72235,554
68.74495,57.0104,372.45123,555
68.76926,333.62482,365.23483,556
69.21935,360.1546,366.75552,557
68.89166,380.3062,459.34387,558
69.42495,413.61102,364.02414,559
68.83118,417.03937,380.8459,560
69.262115,507.83105,362.11993,561
67.967354,589.5241,436.5325,562
68.765076,684.4431,357.7708,563
70.29989,118.67175,371.92264,564
69.743065,321.9009,366.39944,565
72.02153,343.87064,368.93076,566
71.08914,424.3257,366.2771,567
70.79006,525.8468,363.1155,568
69.999825,601.45294,395.4829,569
69.5902,663.1488,385.28555,570
70.23502,700.8675,357.49783,571
71.19365,163.89847,373.4281,572
70.98284,203.51999,376.21558,573
70.47722,255.691,370.71408,574
70.999596,646.4869,381.99786,575
71.39807,664.33246,358.89612,576
72.50368,371.04523,370.16504,577
72.73904,247.00688,375.31772,578
72.489845,376.42206,384.2957,579
73.15145,380.75912,463.10498,580
74.0067,240.394,379.68164,581
73.967415,309.0432,373.81323,582
73.84884,354.101,455.7764,583
74.107056,441.75903,370.84912,584
73.806725,506.2682,375.74808,585
74.46279,534.1896,462.3026,586
75.9686,5.028207,380.51044,587
75.785286,199.09996,391.17764,588
76.16558,357.14557,373.47165,589
75.86679,520.3883,370.9465,590
76.19634,569.0831,370.89386,591
76.90661,139.59409,383.90833,592
77.21649,362.29144,426.84955,593
77.28188,384.33176,377.4121,594
77.34934,404.22043,377.6193,595
77.02958,438.63068,401.05075,596
77.58142,588.1135,376.01263,597
77.784225,666.3013,370.67648,598
77.14454,680.219,369.9114,599
77.824844,420.40448,374.54117,600
77.02333,471.1652,376.1356,601
78.11159,561.1081,374.16898,602
78.99887,28.999586,385.99448,603
79.1744,200.01729,387.3276,604
78.7993,253.01152,385.31265,605
78.671585,332.16974,381.08838,606
78.84923,340.5715,380.5756,607
77.84414,397.46243,377.79752,608
78.925064,437.5759,378.09677,609
79.05258,468.16364,481.30374,610
78.38029,536.038,374.30933,611
80.227615,173.96086,389.19366,612
79.31899,299.00406,382.11713,613
80.630424,135.65451,392.13818,614
80.639946,152.76933,389.30548,615
80.895805,268.10583,386.92715,616
80.849525,413.52127,384.18256,617
80.22725,431.42838,381.59576,618
80.220856,551.084,379.43454,619
81.00511,602.8328,381.0513,620
81.00742,646.9135,376.30682,621
81.129135,655.83246,391.79718,622
82.2824,294.64624,393.0891,623
82.54743,359.99814,389.5866,624
81.97357,369.4895,461.04916,625
81.69461,382.7671,464.1671,626
82.08958,383.8536,394.385,627
81.987625,497.8562,384.0246,628
82.328766,520.2697,381.9868,629
82.92933,587.6348,388.9257,630
81.51815,631.58093,378.31888,631
82.46377,665.4446,378.53845,632
82.336876,667.67706,388.49493,633
82.217155,701.289,381.20706,634
82.23132,442.47736,458.9564,635
83.12952,457.22922,387.30408,636
83.95251,474.41605,404.47406,637
82.64331,617.78986,386.5342,638
83.20014,654.6844,386.33664,639
82.8306,677.88495,383.8111,640
83.99974,538.2561,483.24915,641
84.129814,632.097,406.33716,642
85.88399,247.07646,399.21716,643
84.748405,262.34003,434.88162,644
84.58345,396.15778,467.04236,645
85.2485,417.97665,472.84097,646
85.09827,469.38977,419.05185,647
84.78874,480.9563,484.50177,648
86.34094,194.54709,639.4963,649
86.29582,377.4329,401.4775,650
85.63615,451.20923,481.59854,651
85.044685,463.07233,431.98425,652
86.160835,582.9614,454.74203,653
85.60828,595.8899,436.61823,654
87.07848,138.50461,404.96695,655
86.842705,145.93396,399.3056,656
86.52257,167.12273,399.53653,657
87.57697,190.57219,659.43774,658
87.04905,585.634,449.50897,659
88.316475,574.1738,466.03113,660
89.03043,173.67288,413.2845,661
89.39709,181.5428,662.956,662
88.523094,220.76346,404.62573,663
88.811264,277.9058,439.8804,664
88.431984,324.7967,450.20538,665
88.765396,481.7821,414.69858,666
89.45792,0.0,409.12494,667
89.96079,390.15625,465.57773,668
90.63672,492.21954,486.69327,669
90.65005,605.15906,421.26813,670
90.76849,173.4848,648.46423,671
90.0739,588.67505,390.69754,672
90.793335,653.5338,391.1306,673
91.99909,0.0,533.53705,674
92.14891,175.15242,405.93518,675
91.28989,383.8177,392.5879,676
91.412895,438.78955,417.4021,677
91.40446,468.53583,483.64682,678
92.24754,513.3425,469.94968,679
91.751884,581.7083,393.71014,680
91.70996,640.40515,401.8472,681
91.57804,702.9974,384.31512,682
93.71296,286.40314,441.43158,683
92.830185,440.6879,399.71732,684
93.10636,202.08533,420.6029,685
93.80659,472.57614,399.49722,686
94.35509,499.21475,401.02682,687
94.30762,573.3086,405.03372,688
93.93427,606.681,430.21277,689
94.13342,617.3643,401.19525,690
95.10519,20.192774,416.02924,691
95.84759,182.21872,670.9183,692
94.85228,208.74242,504.9701,693
94.998825,257.9968,547.9932,694
95.45091,425.20242,406.7656,695
95.20604,604.31165,399.8333,696
