ID (Dino),Missing Time Points,ID (CME),x (Dino),y (Dino),z (Dino),x (CME),y (CME),z (CME),t,t_start (Dino),FI (Dino),FI (CME),Track Length (Dino),Track Length (CME),Distance,Multi ID (CME),Multi Distance (CME)
0.0,1,9456.0,442.5552,352.93335,96.21892,460.02,352.45,92.885,1.0,1.0,170.4,100.83,5.0,2.0,17.786733506433915,,
0.0,5,6600.0,445.84595,348.44888,97.112724,453.93,350.48,108.409,5.0,1.0,167.0,69.313,5.0,5.0,14.038631141428136,,
0.0,56,280.0,452.98633,307.15115,90.74632,454.31,308.47,93.848,56.0,1.0,261.8,164.18,5.0,56.0,3.621033887413944,,
0.0,57,280.0,452.7665,307.4814,89.85786,454.26,308.98,93.596,57.0,1.0,252.5,163.1,5.0,56.0,4.295350377978494,,
1.0,1,285.0,261.47263,63.179287,2.6177952,275.92,61.112,10.490000000000007,1.0,1.0,344.5,715.04,56.0,55.0,16.582273181636264,,
1.0,2,285.0,262.043,63.38324,4.7283025,276.79,61.403,10.569999999999991,2.0,1.0,265.5,741.29,56.0,55.0,15.985017645880363,,
1.0,3,285.0,262.08405,63.427643,4.6668363,277.28,61.328,10.53,3.0,1.0,276.0,674.06,56.0,55.0,16.42260897978595,,
1.0,4,285.0,262.86887,64.18929,4.7944646,277.86,61.313,10.110000000000014,4.0,1.0,271.2,691.39,56.0,55.0,16.16359921025182,,
1.0,5,285.0,263.41956,64.59562,4.6792207,278.96,61.557,10.789999999999992,5.0,1.0,271.5,528.29,56.0,55.0,16.97292286411825,,
1.0,6,285.0,263.53854,64.34883,4.9101853,278.95,61.86,11.03,6.0,1.0,279.2,493.75,56.0,55.0,16.76781160625427,,
1.0,7,285.0,263.28485,64.969025,4.6976438,278.24,61.918,10.900000000000006,7.0,1.0,282.0,415.41,56.0,55.0,16.475268966083792,,
1.0,8,285.0,263.82785,66.51472,4.475048,279.03,62.404,11.439999999999998,8.0,1.0,264.0,395.29,56.0,55.0,17.219580131443468,,
1.0,9,285.0,264.3949,66.85811,4.722198,279.01,63.004,11.610000000000014,9.0,1.0,274.5,365.44,56.0,55.0,16.610151362745125,,
1.0,10,285.0,264.27484,66.45739,4.6218224,278.98,62.457,11.72,10.0,1.0,296.2,403.94,56.0,55.0,16.811572681306256,,
1.0,11,285.0,264.62863,66.149635,4.5816383,279.0,62.226,11.169999999999987,11.0,1.0,293.2,391.18,56.0,55.0,16.289189580213993,,
1.0,12,285.0,264.48932,65.98754,4.5819287,279.23,61.829,11.849999999999994,12.0,1.0,313.0,411.53,56.0,55.0,16.953051708051962,,
1.0,13,4046.0,264.57162,66.68879,4.5988703,279.16,68.239,9.28,13.0,1.0,305.5,138.93,56.0,10.0,15.399251843408594,,
1.0,14,4046.0,265.3289,66.440125,4.841294,277.66,70.316,8.879999999999995,14.0,1.0,324.2,126.82,56.0,10.0,13.54214090829298,,
1.0,15,4046.0,265.36215,67.007324,4.684281,277.03,70.604,8.599999999999994,15.0,1.0,333.0,125.78,56.0,10.0,12.822154934270474,,
1.0,16,4046.0,265.47177,66.53806,4.8293223,276.81,70.433,8.610000000000014,16.0,1.0,329.8,156.1,56.0,10.0,12.570582365498332,,
1.0,17,4046.0,265.80704,67.39828,4.812755,276.66,71.159,8.919999999999987,17.0,1.0,338.8,168.34,56.0,10.0,12.198328458031702,,
1.0,18,4046.0,264.35712,64.54216,4.1069026,276.69,71.588,8.789999999999992,18.0,1.0,279.8,183.84,56.0,10.0,14.95577452550975,,
1.0,56,3015.0,279.95523,62.67976,11.753106,289.92,76.64,12.509999999999993,56.0,1.0,262.2,43.634,56.0,14.0,17.168512764294316,,
1.0,57,3015.0,281.09784,63.45069,12.170803,290.48,77.743,13.409999999999997,57.0,1.0,258.5,26.281,56.0,14.0,17.141489451226484,,
1.0,58,4192.0,281.95312,64.43559,12.863902,284.72,73.999,11.819999999999991,58.0,1.0,251.9,51.045,56.0,10.0,10.010203152189463,,
1.0,59,4192.0,283.51416,64.92356,12.869922,284.95,75.164,11.990000000000007,59.0,1.0,246.8,19.279,56.0,10.0,10.377982011223766,,
1.0,60,4192.0,281.20532,63.46999,11.684408,285.18,76.33,12.159999999999997,60.0,1.0,263.5,63.147,56.0,10.0,13.46863489938621,,
1.0,67,1273.0,284.45316,61.176044,8.055187,298.24,63.016,18.669999999999987,67.0,1.0,245.0,60.807,56.0,27.0,17.496761137207773,,
1.0,68,1273.0,284.99142,62.10679,9.098371,297.07,63.215,18.78,68.0,1.0,227.0,53.77,56.0,27.0,15.519476934295843,,
1.0,69,1027.0,285.53888,63.522602,9.00095,289.16,60.386,14.889999999999986,69.0,1.0,227.4,78.554,56.0,31.0,7.59155399528344,,
1.0,77,1027.0,272.99786,74.013374,4.52664,290.98,65.905,17.210000000000008,77.0,1.0,217.9,134.76,56.0,31.0,23.451454300172447,,
1.0,78,1027.0,270.6284,73.68147,4.999983,291.94,66.721,17.47,78.0,1.0,213.0,134.52,56.0,31.0,25.654117820755182,,
1.0,79,1027.0,268.99747,73.999306,5.9999433,292.34,67.474,17.430000000000007,79.0,1.0,221.5,127.03,56.0,31.0,26.79737900168128,,
1.0,80,7137.0,269.31332,73.0525,5.0970807,289.72,76.0,11.689999999999998,80.0,1.0,203.5,43.908,56.0,5.0,21.64686882134953,,
1.0,83,7137.0,268.4621,75.9998,5.4886866,290.04,79.669,11.069999999999991,83.0,1.0,216.1,50.127,56.0,5.0,22.58804675750029,,
1.0,84,7137.0,269.55432,75.59674,4.7498546,291.8,81.361,12.650000000000006,84.0,1.0,216.2,48.404,56.0,5.0,24.30039648547202,,
2.0,1,1572.0,255.29057,122.91476,2.2398355,282.19,114.72,15.050000000000011,1.0,1.0,298.0,479.76,37.0,23.0,30.900384144854257,,
2.0,36,2753.0,265.99765,135.9988,4.999956,283.24,116.34,13.430000000000009,36.0,1.0,307.2,185.61,37.0,15.0,27.474218693248314,,
2.0,37,2753.0,264.40594,136.32504,5.719264,282.59,116.62,13.379999999999995,37.0,1.0,245.1,191.43,37.0,15.0,27.88611689617067,,
2.0,38,2753.0,265.02606,137.40962,5.1531687,283.32,116.58,13.370000000000005,38.0,1.0,260.0,175.69,37.0,15.0,28.91466110264238,,
2.0,44,38.0,271.21808,140.82521,8.159194,293.55,145.32,21.090000000000003,44.0,1.0,255.8,285.26,37.0,98.0,26.19395983504856,,
2.0,46,38.0,266.99667,138.99828,4.999938,294.62,145.16,21.889999999999983,46.0,1.0,215.8,251.64,37.0,98.0,32.95890392611903,,
2.0,50,38.0,273.73917,139.36801,8.605597,294.17,145.24,21.19999999999999,50.0,1.0,254.2,331.66,37.0,98.0,24.70866382416114,,
2.0,52,2408.0,275.07306,139.71887,9.672763,283.24,119.4,12.22,52.0,1.0,236.0,135.28,37.0,17.0,22.046401143376425,,
2.0,53,2408.0,275.47348,139.48206,9.727924,282.68,119.57,12.47999999999999,53.0,1.0,232.4,104.5,37.0,17.0,21.35410935309117,,
2.0,54,2408.0,276.5726,139.05367,10.344447,283.06,119.47,12.259999999999993,54.0,1.0,230.5,101.97,37.0,17.0,20.71897277194768,,
2.0,55,2408.0,276.72516,139.48383,10.381996,283.42,118.82,12.090000000000003,55.0,1.0,247.6,91.265,37.0,17.0,21.788346209809426,,
2.0,56,2408.0,276.95016,139.86324,10.357656,282.26,119.2,13.080000000000013,56.0,1.0,237.6,102.26,37.0,17.0,21.507557857123984,,
2.0,57,2408.0,274.5793,140.37968,9.058918,281.97,119.07,12.879999999999995,57.0,1.0,239.9,114.37,37.0,17.0,22.87631036341143,,
2.0,58,2584.0,277.0927,139.96906,10.164028,293.44,145.82,20.25,58.0,1.0,238.5,188.65,37.0,16.0,20.079704862332623,,
2.0,59,2584.0,276.9737,140.35739,9.527787,293.11,145.18,19.91,59.0,1.0,250.4,171.19,37.0,16.0,19.78454173539203,,
2.0,60,2584.0,277.03723,140.35358,9.769704,293.14,145.19,20.25,60.0,1.0,245.6,183.39,37.0,16.0,19.812288215572547,,
2.0,61,2584.0,275.70856,140.90958,9.03672,293.17,145.59,19.90000000000001,61.0,1.0,239.4,184.86,37.0,16.0,21.09073423587717,,
2.0,62,2584.0,272.0898,141.78943,7.719371,293.35,145.59,19.599999999999994,62.0,1.0,244.9,160.45,37.0,16.0,24.64933633590448,,
2.0,63,2408.0,273.03256,141.10135,7.8619246,282.85,120.17,12.569999999999991,63.0,1.0,230.9,104.27,37.0,17.0,23.593844853015916,,
2.0,64,2408.0,274.4788,139.94283,9.221622,281.51,119.64,12.759999999999993,64.0,1.0,231.8,113.62,37.0,17.0,21.77527952334444,,
2.0,66,814.0,275.35953,140.24605,9.368854,279.28,120.55,10.5,66.0,1.0,233.9,93.142,37.0,35.0,20.11427259178705,,
2.0,67,814.0,274.2419,140.82643,8.880489,280.34,120.7,11.370000000000005,67.0,1.0,232.1,86.357,37.0,35.0,21.17681924118965,,
2.0,68,2408.0,274.92172,140.87561,9.205122,279.65,120.95,10.75,68.0,1.0,230.2,106.84,37.0,17.0,20.537117949346825,,
2.0,69,2584.0,275.28537,141.13327,9.179215,293.1,143.77,18.90000000000001,69.0,1.0,232.4,125.99,37.0,16.0,20.46477579027012,,
2.0,70,2584.0,275.07327,141.21826,9.1830015,293.95,143.19,16.830000000000013,70.0,1.0,238.0,123.28,37.0,16.0,20.462044867986748,,
2.0,71,2836.0,274.7823,141.15034,8.9229555,287.8,127.48,9.939999999999998,71.0,1.0,236.0,25.945,37.0,15.0,18.904314018778354,,
2.0,72,2836.0,274.93802,141.6166,8.964543,288.97,129.05,11.22,72.0,1.0,245.0,28.003,37.0,15.0,18.971109207404027,,
2.0,73,2836.0,275.44016,141.40483,9.590943,289.02,130.06,10.77000000000001,73.0,1.0,234.5,28.92,37.0,15.0,17.73435641808715,,
2.0,74,2836.0,274.85965,142.16646,8.926137,288.34,131.69,10.590000000000003,74.0,1.0,236.2,36.545,37.0,15.0,17.1535562008835,,
2.0,75,2836.0,273.78262,142.52522,8.259781,288.96,131.98,10.930000000000009,75.0,1.0,241.1,37.748,37.0,15.0,18.67309824375056,,
2.0,76,2836.0,274.4873,143.01942,8.801791,288.2,134.05,9.949999999999989,76.0,1.0,239.9,34.977,37.0,15.0,16.425803491277993,,
2.0,77,2836.0,276.578,143.13387,9.4754715,288.8,135.75,10.47999999999999,77.0,1.0,233.5,32.553,37.0,15.0,14.314604349552004,,
2.0,78,2836.0,276.3939,143.40926,9.771971,289.07,136.65,10.27000000000001,78.0,1.0,233.0,41.476,37.0,15.0,14.374252670745747,,
2.0,79,2836.0,276.2503,144.23875,9.394441,289.22,137.49,9.930000000000009,79.0,1.0,244.6,45.694,37.0,15.0,14.63029624084838,,
2.0,80,2836.0,275.96503,144.6178,9.524963,289.29,138.96,10.389999999999986,80.0,1.0,242.6,38.3,37.0,15.0,14.502200362437035,,
2.0,81,2836.0,277.02798,145.17374,9.231158,290.34,139.15,10.27000000000001,81.0,1.0,239.9,46.13,37.0,15.0,14.64836211898665,,
2.0,82,2836.0,277.35837,145.2459,10.432847,290.46,140.35,10.210000000000008,82.0,1.0,241.8,48.301,37.0,15.0,13.98828818162927,,
3.0,1,126.0,257.73523,180.4094,2.1844792,284.32,176.54,17.159999999999997,1.0,1.0,436.8,579.97,75.0,73.0,30.75692565169887,,
3.0,2,126.0,258.79062,180.92326,4.683629,285.09,177.14,16.77000000000001,2.0,1.0,308.5,629.58,75.0,73.0,29.189909361997696,,
3.0,3,126.0,258.47,180.71834,4.852988,285.06,176.63,17.03,3.0,1.0,308.8,636.12,75.0,73.0,29.530022776891705,,
3.0,5,5896.0,259.76062,181.26231,4.6946282,286.24,188.55,12.830000000000013,5.0,1.0,302.8,71.714,75.0,6.0,28.64353792820878,,
3.0,6,126.0,258.8315,180.62222,4.757993,284.97,177.27,16.460000000000008,6.0,1.0,307.2,635.33,75.0,73.0,28.83393016927193,,
3.0,7,126.0,258.68295,180.56956,4.5038605,284.35,177.41,16.430000000000007,7.0,1.0,321.8,513.28,75.0,73.0,28.47829135446088,,
3.0,8,126.0,258.65213,180.75261,4.3762226,284.16,178.17,16.629999999999995,8.0,1.0,308.8,564.23,75.0,73.0,28.4161286405758,,
3.0,9,126.0,258.85147,181.35973,4.4704223,283.97,178.09,16.599999999999994,9.0,1.0,309.0,551.59,75.0,73.0,28.084841797919,,
3.0,10,126.0,258.7977,180.82619,4.2781796,284.07,177.87,16.52000000000001,10.0,1.0,323.0,551.25,75.0,73.0,28.236330733860505,,
3.0,11,126.0,259.03946,180.68217,4.2688217,284.17,178.04,16.189999999999998,11.0,1.0,309.8,577.59,75.0,73.0,27.93992832955895,,
3.0,12,126.0,258.5078,180.24,4.16328,284.84,177.87,16.430000000000007,12.0,1.0,327.2,563.85,75.0,73.0,29.14573856326856,,
3.0,13,126.0,258.19135,180.2859,4.3040953,284.3,178.49,16.460000000000008,13.0,1.0,302.8,558.23,75.0,73.0,28.855725267405475,,
3.0,14,126.0,258.74686,179.95755,4.2705336,284.51,178.37,16.52000000000001,14.0,1.0,299.0,693.45,75.0,73.0,28.571123967160048,,
3.0,15,126.0,258.70425,180.07935,4.218561,284.88,178.46,16.689999999999998,15.0,1.0,307.0,617.63,75.0,73.0,29.040126949029,,
3.0,16,126.0,258.42764,179.32735,4.301161,284.75,178.18,16.80000000000001,16.0,1.0,308.0,661.33,75.0,73.0,29.16168761131669,,
3.0,17,126.0,258.45825,180.0218,4.2963343,285.05,178.39,16.72999999999999,17.0,1.0,311.5,678.24,75.0,73.0,29.4003398286798,,
3.0,18,126.0,258.46878,180.22325,4.1454964,285.3,178.89,16.78,18.0,1.0,297.2,640.58,75.0,73.0,29.687078055432043,,
3.0,19,126.0,258.02036,180.06065,4.179973,284.82,179.08,16.210000000000008,19.0,1.0,283.8,525.23,75.0,73.0,29.392242652999958,,
3.0,20,126.0,259.017,180.54532,4.2011294,283.6,179.66,16.060000000000002,20.0,1.0,298.5,476.48,75.0,73.0,27.30824953031493,,
3.0,21,126.0,258.91068,180.46028,4.2002206,284.26,179.28,15.889999999999986,21.0,1.0,310.0,319.43,75.0,73.0,27.93979290834961,,
3.0,22,126.0,258.53854,180.98837,4.17209,285.7,178.95,16.400000000000006,22.0,1.0,295.2,255.01,75.0,73.0,29.85668508988563,,
3.0,23,126.0,258.4237,181.4988,4.243687,286.02,179.64,17.120000000000005,23.0,1.0,275.8,234.59,75.0,73.0,30.509184643381875,,
3.0,24,126.0,260.2385,181.96986,4.1694627,285.62,179.87,16.620000000000005,24.0,1.0,294.0,237.9,75.0,73.0,28.348647821867843,,
3.0,25,126.0,258.93344,182.43344,4.067158,285.53,180.4,16.939999999999998,25.0,1.0,275.0,285.68,75.0,73.0,29.617932797954712,,
3.0,26,126.0,260.12256,181.92064,4.079162,285.75,179.74,17.139999999999986,26.0,1.0,297.8,298.94,75.0,73.0,28.846253847344588,,
3.0,27,132.0,259.31342,182.05133,4.1092715,277.93,204.32,10.050000000000011,27.0,1.0,281.0,94.606,75.0,73.0,29.627064815401678,,
3.0,28,126.0,259.94028,181.29942,4.5544543,285.83,180.58,17.72999999999999,28.0,1.0,275.2,366.43,75.0,73.0,29.058392441902026,,
3.0,30,126.0,258.5835,180.85861,4.5951176,285.46,180.36,17.110000000000014,30.0,1.0,255.0,356.42,75.0,73.0,29.65159600540801,,
3.0,31,126.0,258.6603,180.76288,4.3773284,286.29,179.95,17.53,31.0,1.0,258.2,427.37,75.0,73.0,30.611335583437835,,
3.0,32,126.0,260.08563,181.51881,4.4799542,286.28,179.94,17.47,32.0,1.0,283.2,454.96,75.0,73.0,29.281033974214388,,
3.0,33,126.0,259.41333,180.8392,4.3830886,286.3,180.06,17.05000000000001,33.0,1.0,268.0,479.36,75.0,73.0,29.731310444451523,,
3.0,34,126.0,259.33054,181.05765,4.217908,286.18,180.12,16.47999999999999,34.0,1.0,275.5,432.94,75.0,73.0,29.531874136779145,,
3.0,35,126.0,258.7721,180.34706,4.411681,286.13,179.89,16.25999999999999,35.0,1.0,262.8,377.58,75.0,73.0,29.816878766553675,,
3.0,36,126.0,259.05896,180.45105,4.3859096,285.35,179.71,15.419999999999987,36.0,1.0,257.0,366.61,75.0,73.0,28.522256052764696,,
3.0,37,126.0,258.43997,180.43503,4.6396585,285.23,180.4,15.870000000000005,37.0,1.0,258.5,368.15,75.0,73.0,29.048709174564408,,
3.0,38,126.0,258.64874,180.80833,4.1008554,285.69,180.05,15.449999999999989,38.0,1.0,254.1,356.87,75.0,73.0,29.3361192036065,,
3.0,39,126.0,258.33505,180.14111,4.219001,285.17,179.63,15.580000000000013,39.0,1.0,261.0,269.94,75.0,73.0,29.14529247087085,,
3.0,40,126.0,258.534,180.4067,4.315989,284.81,180.16,14.659999999999997,40.0,1.0,263.2,272.14,75.0,73.0,28.23982295373187,,
3.0,41,126.0,258.28058,180.45781,4.114208,284.39,180.62,15.009999999999993,41.0,1.0,259.5,257.46,75.0,73.0,28.29216148758811,,
3.0,42,126.0,257.89966,180.75317,4.0937676,285.54,181.82,15.47,42.0,1.0,258.8,270.01,75.0,73.0,29.90894824602349,,
3.0,43,126.0,257.6541,180.87332,4.229391,285.59,181.94,15.439999999999998,43.0,1.0,256.8,227.28,75.0,73.0,30.120260111481077,,
3.0,44,126.0,258.15765,181.4416,4.1061435,285.44,182.19,14.830000000000013,44.0,1.0,275.5,205.8,75.0,73.0,29.32384392120332,,
3.0,45,126.0,258.77576,181.3186,3.8497736,284.59,182.41,14.949999999999989,45.0,1.0,265.5,201.52,75.0,73.0,28.120831546539584,,
3.0,46,126.0,258.4509,180.9417,4.1068063,285.35,181.86,15.159999999999997,46.0,1.0,264.2,160.58,75.0,73.0,29.096012556185794,,
3.0,47,126.0,259.4228,181.49994,4.5863137,284.79,181.78,14.810000000000002,47.0,1.0,264.2,150.17,75.0,73.0,27.35136250727574,,
3.0,48,126.0,260.00516,182.24657,3.9571717,284.59,181.75,14.449999999999989,48.0,1.0,259.8,132.52,75.0,73.0,26.735002998387337,,
3.0,49,126.0,260.05518,182.4737,4.150518,284.86,182.11,14.710000000000008,49.0,1.0,262.0,164.68,75.0,73.0,26.961343309092086,,
3.0,50,126.0,262.33777,182.68056,4.3576245,285.06,181.83,14.490000000000007,50.0,1.0,259.2,136.77,75.0,73.0,24.893537750980705,,
3.0,51,126.0,261.17603,182.6655,4.242095,285.23,182.32,14.580000000000013,51.0,1.0,248.1,131.41,75.0,73.0,26.18368046703757,,
3.0,52,126.0,262.03815,183.10762,4.5225034,284.95,182.25,14.659999999999997,52.0,1.0,241.1,137.19,75.0,73.0,25.069049040637985,,
3.0,53,126.0,259.96896,183.46198,3.9715889,284.59,181.84,14.590000000000003,53.0,1.0,236.0,133.33,75.0,73.0,26.862186882132345,,
3.0,54,126.0,260.99512,182.63147,3.9141073,284.85,179.87,14.25,54.0,1.0,243.2,112.52,75.0,73.0,26.14405657661441,,
3.0,55,126.0,259.09628,182.02484,4.234547,286.0,182.71,15.22999999999999,55.0,1.0,229.8,120.82,75.0,73.0,29.071972426019013,,
3.0,56,126.0,259.09198,181.74678,4.282583,286.01,183.69,16.189999999999998,56.0,1.0,223.9,120.68,75.0,73.0,29.498177643723853,,
3.0,57,126.0,258.6412,181.6592,3.9514418,286.42,184.47,15.849999999999994,57.0,1.0,215.6,135.46,75.0,73.0,30.3502555725448,,
3.0,58,126.0,258.9578,181.02841,4.2642126,286.41,184.76,16.210000000000008,58.0,1.0,214.5,153.25,75.0,73.0,30.170347783446232,,
3.0,59,126.0,259.19397,180.35558,3.939184,286.97,184.62,16.22999999999999,59.0,1.0,217.5,148.17,75.0,73.0,30.67176679689578,,
3.0,60,126.0,259.50204,181.52895,3.811238,286.72,184.97,16.120000000000005,60.0,1.0,210.8,143.59,75.0,73.0,30.069316481036683,,
3.0,61,126.0,258.66302,181.21188,3.6019096,287.08,185.34,16.210000000000008,61.0,1.0,213.4,127.38,75.0,73.0,31.36128298697887,,
3.0,65,126.0,267.09854,181.78932,4.8415704,286.87,186.09,16.069999999999993,65.0,1.0,274.2,114.75,75.0,73.0,23.140529602326644,,
3.0,66,126.0,270.29892,183.82419,6.9551544,286.91,186.25,15.710000000000008,66.0,1.0,265.2,107.4,75.0,73.0,18.933036058760887,,
3.0,67,126.0,270.1712,184.22504,7.1958537,286.96,186.84,15.680000000000009,67.0,1.0,265.5,104.69,75.0,73.0,18.991644470171696,,
3.0,68,126.0,267.99106,181.55742,5.731155,286.74,186.78,15.360000000000014,68.0,1.0,263.0,113.03,75.0,73.0,21.714344314623578,,
3.0,69,126.0,268.30505,181.62267,6.036213,287.08,187.54,16.02000000000001,69.0,1.0,258.5,98.955,75.0,73.0,22.07237061787357,,
3.0,70,126.0,268.2444,182.03642,5.858899,286.63,187.82,16.139999999999986,70.0,1.0,261.8,130.28,75.0,73.0,21.844475794777065,,
3.0,71,126.0,267.23633,181.48549,5.6941385,286.98,187.07,15.409999999999997,71.0,1.0,243.5,103.85,75.0,73.0,22.70236158852604,,
3.0,73,126.0,267.83514,181.50826,6.398672,286.32,189.02,13.930000000000009,73.0,1.0,241.6,64.843,75.0,73.0,21.32691230560071,,
3.0,74,390.0,269.477,183.82614,6.8985415,286.83,191.64,14.409999999999997,74.0,1.0,236.8,55.748,75.0,49.0,20.45983934191132,,
3.0,75,390.0,268.0598,181.71455,6.5414033,286.78,190.07,12.990000000000007,75.0,1.0,237.2,60.209,75.0,49.0,21.490552160001613,,
3.0,77,390.0,268.8925,182.88481,5.4683566,287.31,192.65,15.009999999999993,77.0,1.0,208.4,42.595,75.0,49.0,22.9261030434495,,
3.0,78,4678.0,269.07092,182.62807,6.2258887,278.9,169.46,11.400000000000006,78.0,1.0,210.2,179.58,75.0,9.0,17.22731287566599,,
3.0,79,4678.0,268.77054,182.77087,6.243428,278.64,169.18,11.0,79.0,1.0,214.4,158.24,75.0,9.0,17.456888761737698,,
3.0,80,4678.0,268.76907,182.65724,6.7767878,278.81,169.08,10.97999999999999,80.0,1.0,206.8,149.2,75.0,9.0,17.401974430527375,,
3.0,81,4678.0,269.95285,183.20303,6.3952117,279.19,169.33,10.800000000000011,81.0,1.0,205.2,150.84,75.0,9.0,17.239143292844243,,
3.0,84,390.0,265.95956,189.67819,5.99998,287.01,188.46,15.52000000000001,84.0,1.0,228.6,74.436,75.0,49.0,23.13516353670532,,
4.0,1,5896.0,259.04593,194.08861,2.7149985,284.87,190.47,14.659999999999997,1.0,1.0,420.8,83.476,9.0,6.0,28.68204997087904,,
4.0,2,5896.0,261.4038,194.40874,4.6854105,285.54,189.93,14.02000000000001,2.0,1.0,327.0,84.249,9.0,6.0,26.26308861427216,,
4.0,3,5896.0,262.21835,194.15587,4.8061213,285.85,189.35,14.060000000000002,3.0,1.0,333.0,71.074,9.0,6.0,25.829934943272995,,
4.0,4,5896.0,262.38217,193.90804,4.5366416,285.78,189.1,13.110000000000014,4.0,1.0,335.0,78.716,9.0,6.0,25.37869523055413,,
4.0,5,5896.0,261.0423,194.05948,4.482222,286.24,188.55,12.830000000000013,5.0,1.0,330.5,71.714,9.0,6.0,27.110216758589075,,
4.0,6,5896.0,260.689,193.71191,4.2059145,286.15,188.71,13.370000000000005,6.0,1.0,338.2,73.223,9.0,6.0,27.5183954419477,,
4.0,7,1793.0,260.50906,193.48807,4.3465257,287.44,180.45,10.349999999999994,7.0,1.0,349.5,243.03,9.0,21.0,30.517347562972468,,
4.0,8,1793.0,264.20642,193.73688,4.6401343,288.22,181.05,10.210000000000008,8.0,1.0,334.8,267.7,9.0,21.0,27.72421960068198,,
4.0,11,126.0,267.99792,192.98862,6.7686806,284.17,178.04,16.189999999999998,11.0,1.0,317.8,577.59,9.0,73.0,23.95326012607921,,
5.0,1,4777.0,265.7952,339.4963,3.4149861,270.53,354.73,13.439999999999998,1.0,1.0,384.5,105.3,35.0,8.0,18.84104164915498,,
5.0,2,4777.0,266.16592,339.44287,5.863786,271.45,355.2,13.389999999999986,2.0,1.0,306.8,118.64,35.0,8.0,18.24424688654191,,
5.0,3,4777.0,265.54306,338.9985,5.905492,271.36,354.8,13.669999999999987,3.0,1.0,315.2,142.23,35.0,8.0,18.542162163449674,,
5.0,19,349.0,261.64752,350.5717,6.1981387,269.93,358.44,12.620000000000005,19.0,1.0,245.1,93.193,35.0,51.0,13.105339461335513,,
5.0,27,349.0,260.20657,351.71808,5.9999948,269.85,359.43,11.75,27.0,1.0,245.4,84.489,35.0,51.0,13.621013620554375,,
5.0,28,349.0,256.99725,351.99625,5.999935,269.12,359.82,11.610000000000014,28.0,1.0,245.8,61.96,35.0,51.0,15.480470307107124,,
5.0,29,349.0,257.4895,352.99808,5.9999666,269.46,359.44,11.72,29.0,1.0,252.6,13.876,35.0,51.0,14.748219744549315,,
5.0,30,349.0,257.4847,352.48227,5.6374235,269.8,359.06,11.830000000000013,30.0,1.0,238.0,18.564,35.0,51.0,15.273544112328771,,
5.0,31,349.0,259.09088,353.00095,5.9170814,270.14,358.68,11.939999999999998,31.0,1.0,235.1,35.081,35.0,51.0,13.806165656659536,,
5.0,32,349.0,259.48465,353.7994,5.9999933,269.0,359.08,10.349999999999994,32.0,1.0,238.2,37.487,35.0,51.0,11.719606660316932,,
5.0,33,349.0,259.99747,352.99655,5.9999413,269.48,359.29,11.849999999999994,33.0,1.0,257.8,47.17,35.0,51.0,12.796447745247336,,
5.0,34,349.0,260.9125,354.21744,6.2985663,269.38,360.09,10.389999999999986,34.0,1.0,243.1,42.507,35.0,51.0,11.087170375036846,,
5.0,35,349.0,261.9042,354.26624,6.303008,270.12,360.32,11.689999999999998,35.0,1.0,244.5,49.285,35.0,51.0,11.539803403250168,,
5.0,36,349.0,262.07605,354.6239,7.027853,270.15,360.94,12.009999999999993,36.0,1.0,251.5,50.108,35.0,51.0,11.397525018270786,,
5.0,37,349.0,262.03928,354.96384,7.0210714,269.56,361.37,11.409999999999997,37.0,1.0,256.2,50.662,35.0,51.0,10.810310334116116,,
5.0,38,349.0,262.34805,355.54742,6.786919,270.18,361.97,12.139999999999986,38.0,1.0,246.0,56.346,35.0,51.0,11.456197050132364,,
5.0,39,349.0,262.2185,354.95947,6.7885485,269.71,361.84,11.389999999999986,39.0,1.0,252.8,66.179,35.0,51.0,11.164122054051148,,
5.0,40,349.0,261.99844,355.89456,7.139314,269.63,362.26,11.139999999999986,40.0,1.0,246.5,60.516,35.0,51.0,10.712843828685047,,
5.0,41,349.0,262.14102,355.9148,6.9621196,269.68,362.62,11.400000000000006,41.0,1.0,239.5,64.913,35.0,51.0,11.022282382751031,,
5.0,42,349.0,262.1266,356.24893,6.836635,269.93,363.11,11.889999999999986,42.0,1.0,248.4,72.485,35.0,51.0,11.554385787575452,,
5.0,43,349.0,261.9412,356.38898,7.2633862,270.02,363.44,12.710000000000008,43.0,1.0,255.1,84.547,35.0,51.0,12.027031818647128,,
5.0,44,349.0,262.06052,356.822,7.0729046,269.95,363.72,12.02000000000001,44.0,1.0,257.5,75.388,35.0,51.0,11.588789909524698,,
5.0,45,349.0,262.08716,357.02582,7.3069477,269.73,363.78,11.550000000000011,45.0,1.0,258.8,80.634,35.0,51.0,11.046965355179468,,
5.0,46,349.0,262.33542,357.12766,7.1401873,270.36,363.71,12.409999999999997,46.0,1.0,249.1,80.882,35.0,51.0,11.640103519517398,,
5.0,47,349.0,262.27856,357.73254,7.465025,269.58,364.51,10.800000000000011,47.0,1.0,267.5,78.325,35.0,51.0,10.50557225361021,,
5.0,48,349.0,262.2577,358.14926,6.9864893,269.37,364.82,10.490000000000007,48.0,1.0,251.0,74.759,35.0,51.0,10.361378801231725,,
5.0,49,349.0,262.08157,358.72882,7.208143,268.87,364.83,9.310000000000002,49.0,1.0,248.6,68.129,35.0,51.0,9.366161545998931,,
