ID (Dino),Missing Time Points,ID (CME),x (Dino),y (Dino),z (Dino),x (CME),y (CME),z (CME),t,t_start (Dino),FI (Dino),FI (CME),Track Length (Dino),Track Length (CME),Distance,Multi ID (CME),Multi Distance (CME)
5332.0,32,2185.0,551.272,645.1451,166.86998,560.34,638.06,157.959,32.0,32.0,352.0,324.1,9.0,18.0,14.554478024663055,,
5332.0,35,1121.0,547.16736,645.94495,166.99956,550.39,641.15,154.326,35.0,32.0,267.0,177.54,9.0,29.0,13.928247454209725,,
5332.0,46,399.0,517.4766,685.3421,162.37592,496.45,679.98,156.882,46.0,32.0,266.0,428.32,9.0,48.0,22.38421722858314,,
5332.0,54,2407.0,518.5289,680.9103,158.88232,526.5,673.56,144.15,54.0,32.0,297.2,120.55,9.0,17.0,18.29225513386472,,
5332.0,56,2407.0,517.7948,680.3512,161.97261,526.79,676.26,144.944,56.0,32.0,323.2,126.87,9.0,17.0,19.688196946701325,,
5332.0,58,2407.0,520.6078,686.43176,164.43616,527.51,679.61,143.607,58.0,32.0,292.2,132.91,9.0,17.0,22.97891817826071,,
5332.0,62,2407.0,523.52216,691.93195,163.25652,529.36,683.61,146.28,62.0,32.0,265.5,116.04,9.0,17.0,19.787305500711824,,
5332.0,63,2407.0,526.699,693.5338,163.66019,529.25,683.58,146.064,63.0,32.0,275.8,108.71,9.0,17.0,20.376742574712488,,
5332.0,64,2407.0,532.5746,695.902,163.67693,530.11,684.45,146.135,64.0,32.0,251.4,128.72,9.0,17.0,21.093645139825888,,
5333.0,32,1814.0,566.6229,528.97577,155.79468,537.08,542.38,135.487,32.0,32.0,259.8,90.537,9.0,21.0,38.2734658645555,,
5333.0,35,7717.0,543.4605,514.99756,148.53622,563.36,535.57,151.369,35.0,32.0,249.6,82.142,9.0,4.0,28.761780722549165,,
5333.0,36,7717.0,548.8041,520.817,146.27722,563.61,538.83,149.961,36.0,32.0,264.8,91.648,9.0,4.0,23.606208482058346,,
5333.0,37,7717.0,560.4185,529.2866,144.62471,561.52,535.55,149.778,37.0,32.0,236.8,-12.594,9.0,4.0,8.185345419351533,,
5333.0,80,9205.0,520.73676,597.5229,150.41899,506.59,591.94,147.35399999999998,80.0,32.0,310.2,17.515,9.0,3.0,15.51430806087403,,
5333.0,81,9205.0,521.04047,585.41833,149.674,505.97,592.34,147.27100000000002,81.0,32.0,351.0,72.227,9.0,3.0,16.757177286458504,,
5333.0,82,1539.0,520.8364,570.01794,151.67024,514.86,554.41,142.139,82.0,32.0,308.2,198.97,9.0,24.0,19.2397942801164,,
5333.0,86,8157.0,526.5399,580.37256,148.0358,527.81,572.37,144.822,86.0,32.0,303.8,107.86,9.0,4.0,8.716801649894306,,
5333.0,87,8157.0,528.57745,579.5857,152.44641,527.67,573.2,144.648,87.0,32.0,337.0,85.591,9.0,4.0,10.120070578834865,,
5334.0,32,4956.0,545.3809,568.9375,166.99986,540.77,581.24,157.487,32.0,32.0,349.8,114.35,4.0,8.0,16.22055518284133,,
5334.0,38,4956.0,528.05133,576.35187,162.18814,537.26,581.1,160.4189,38.0,32.0,361.5,90.763,4.0,8.0,10.510687505743867,,
5334.0,39,1828.0,528.63446,574.4553,160.15114,523.93,565.9,146.247,39.0,32.0,383.5,164.36,4.0,21.0,16.989708976942474,,
5334.0,42,1828.0,534.05475,569.1615,159.47586,527.93,571.97,148.257,42.0,32.0,358.8,218.41,4.0,21.0,13.08675110606528,,
5335.0,32,6821.0,528.254,551.82947,150.3183,527.37,565.67,159.2137,32.0,32.0,275.2,77.696,11.0,5.0,16.47634267187043,,
5335.0,53,3259.0,481.0312,504.97812,77.24904,481.54,507.2,81.361,53.0,32.0,235.6,77.059,11.0,13.0,4.701472451902711,,
5335.0,59,3259.0,479.45926,513.84235,78.20431,480.97,516.1,83.209,59.0,32.0,245.9,144.06,11.0,13.0,5.694404346918138,,
5335.0,63,3259.0,475.85736,518.64374,78.098,476.78,519.63,81.533,63.0,32.0,223.5,76.117,11.0,13.0,3.690961711695198,,
5335.0,73,4636.0,462.81238,529.52216,82.58148,463.28,536.91,67.8,73.0,32.0,230.6,89.103,11.0,9.0,16.53151533648382,,
5336.0,32,6821.0,525.0765,551.27747,153.93239,527.37,565.67,159.2137,32.0,32.0,294.5,77.696,11.0,5.0,15.501525646432317,,
5336.0,33,6821.0,523.89935,552.71936,152.57489,528.68,566.83,159.2236,33.0,32.0,301.0,71.356,11.0,5.0,16.314720968996035,,
5336.0,37,3196.0,504.38916,554.39044,143.30273,506.73,555.76,147.562,37.0,32.0,307.2,59.902,11.0,13.0,5.049416543730586,,
5336.0,38,3196.0,503.6958,554.9707,138.91423,506.01,556.1,145.694,38.0,32.0,282.5,100.5,11.0,13.0,7.25231834539134,,
5336.0,41,8841.0,513.26495,562.0249,142.85046,507.72,562.68,146.345,41.0,32.0,315.0,73.282,11.0,3.0,6.586914021307673,,
5336.0,50,5022.0,515.0389,595.47217,165.19296,519.6,592.56,141.66,50.0,32.0,597.5,186.95,11.0,8.0,24.147144213767817,,
5336.0,51,7864.0,513.9466,596.6726,164.98814,524.41,577.5,158.014,51.0,32.0,601.5,58.271,11.0,4.0,22.92836581746721,,
5336.0,52,5022.0,512.6819,597.0045,165.34715,517.13,598.12,142.892,52.0,32.0,487.2,102.78,11.0,8.0,22.91863205740037,,
5336.0,94,1550.0,533.8994,569.93365,166.99994,542.77,567.0,153.727,94.0,32.0,304.5,356.45,11.0,24.0,16.231598286247085,,
5336.0,96,1550.0,532.45044,568.9984,166.99954,544.01,567.95,154.244,96.0,32.0,322.0,376.78,11.0,24.0,17.246053770216548,,
5336.0,97,1550.0,529.6559,569.40454,166.99985,544.31,568.31,153.861,97.0,32.0,286.8,364.55,11.0,24.0,19.71218009110357,,
5337.0,32,1814.0,542.0999,525.40546,166.99994,537.08,542.38,135.487,32.0,32.0,316.8,90.537,9.0,21.0,36.14415293882542,,
5337.0,42,6870.0,577.0869,571.481,166.77069,574.09,595.02,152.827,42.0,32.0,373.2,39.074,9.0,5.0,27.522580210185588,,
5337.0,43,6170.0,572.43286,569.5314,166.86818,551.63,565.65,159.1218,43.0,32.0,346.8,188.6,9.0,6.0,22.53509825237068,,
5337.0,69,10384.0,548.70245,568.98444,166.81146,547.81,566.54,158.47899999999998,69.0,32.0,312.5,116.88,9.0,2.0,8.729355277894264,,
5337.0,70,845.0,549.2879,574.5377,166.99995,541.56,566.51,151.781,70.0,32.0,338.2,283.07,9.0,34.0,18.862153768923136,,
5337.0,71,845.0,551.15344,577.32947,166.7311,542.11,567.55,151.655,71.0,32.0,342.2,443.08,9.0,34.0,20.117421100242986,,
5337.0,72,845.0,551.7442,583.11334,166.4267,543.21,569.06,151.777,72.0,32.0,330.2,421.48,9.0,34.0,22.021413326251363,,
5337.0,73,845.0,553.5845,589.8601,165.9326,543.69,569.23,151.284,73.0,32.0,335.5,487.44,9.0,34.0,27.16769475351192,,
5337.0,83,10554.0,545.08514,508.35266,153.97635,540.13,501.01,158.569,83.0,32.0,255.8,115.48,9.0,2.0,9.978000917904374,,
5338.0,32,4956.0,541.72284,576.2715,166.88132,540.77,581.24,157.487,32.0,32.0,365.5,114.35,6.0,8.0,10.669917739982845,,
5338.0,33,4956.0,545.92474,570.7052,166.9997,538.88,580.27,157.661,33.0,32.0,359.5,115.9,6.0,8.0,15.11042945774872,,
5338.0,38,4956.0,530.9923,575.1914,163.51984,537.26,581.1,160.4189,38.0,32.0,337.8,90.763,6.0,8.0,9.15485915421966,,
5338.0,71,2413.0,424.88202,405.29636,75.245285,425.58,405.87,78.977,71.0,32.0,208.4,30.544,6.0,17.0,3.839522857234351,,
5339.0,32,1814.0,543.8036,536.6009,159.499,537.08,542.38,135.487,32.0,32.0,335.5,90.537,9.0,21.0,25.59650245189757,,
5339.0,34,1814.0,551.7797,540.9413,153.75517,537.92,542.81,135.763,34.0,32.0,304.0,127.26,9.0,21.0,22.78818784126772,,
5339.0,37,9965.0,560.9954,560.9954,151.99876,565.19,542.55,158.416,37.0,32.0,260.8,80.02,9.0,2.0,19.97519510637137,,
5339.0,43,6170.0,576.70874,567.5186,156.3041,551.63,565.65,159.1218,43.0,32.0,291.5,188.6,9.0,6.0,25.305617938268213,,
5339.0,46,7794.0,574.41644,574.67816,149.65312,563.68,593.61,149.013,46.0,32.0,302.8,255.66,9.0,4.0,21.773733333390467,,
5339.0,52,8969.0,595.31396,581.7759,155.46426,613.97,599.14,148.597,52.0,32.0,289.8,45.701,9.0,3.0,26.395436294920437,,
5339.0,53,5059.0,592.96716,578.3978,155.6903,579.31,601.94,153.839,53.0,32.0,265.5,78.573,9.0,8.0,27.27967213504603,,
5339.0,61,10281.0,592.8316,585.6842,158.58464,615.44,591.03,153.77100000000002,61.0,32.0,252.1,47.746,9.0,2.0,23.725270456827307,,
5339.0,62,9044.0,596.6131,585.2324,156.93776,577.02,621.36,151.933,62.0,32.0,260.5,359.98,9.0,3.0,41.40218197181888,,
5340.0,32,6812.0,593.4675,579.0663,152.04224,555.96,607.44,151.817,32.0,32.0,317.0,162.74,2.0,5.0,47.03116138261526,,
5340.0,34,7702.0,601.97687,576.6793,146.34703,545.91,578.46,146.359,34.0,32.0,261.0,82.417,2.0,4.0,56.09514192305604,,
5341.0,32,6812.0,600.3029,601.9758,165.57542,555.96,607.44,151.817,32.0,32.0,340.5,162.74,4.0,5.0,46.7487366989355,,
5341.0,40,6870.0,594.9935,599.9935,163.99823,572.39,594.01,150.862,40.0,32.0,238.8,81.193,4.0,5.0,26.819415040468414,,
5341.0,42,7768.0,591.33093,597.7891,166.76239,592.74,593.14,153.0,42.0,32.0,322.5,64.128,4.0,4.0,14.594621872011627,,
5341.0,47,10093.0,597.5782,609.7485,165.8446,581.75,621.87,153.838,47.0,32.0,325.0,159.74,4.0,2.0,23.27275490890584,,
5342.0,32,1814.0,540.80225,537.5957,158.7808,537.08,542.38,135.487,32.0,32.0,336.8,90.537,11.0,21.0,24.06960302939165,,
5342.0,35,7717.0,545.1836,537.85986,156.9121,563.36,535.57,151.369,35.0,32.0,310.0,82.142,11.0,4.0,19.140296063269297,,
5342.0,36,7717.0,546.4176,541.4398,160.47487,563.61,538.83,149.961,36.0,32.0,304.5,91.648,11.0,4.0,20.320707078664867,,
5342.0,37,9965.0,546.2267,547.38745,166.54286,565.19,542.55,158.416,37.0,32.0,323.8,80.02,11.0,2.0,21.190883012562264,,
5342.0,48,4527.0,535.3502,537.37994,166.99986,538.44,536.87,152.245,48.0,32.0,303.0,19.107,11.0,9.0,15.083527321657916,,
5342.0,49,5612.0,529.99835,536.5364,166.99948,519.62,546.4,158.884,49.0,32.0,323.5,72.827,11.0,7.0,16.457878639511815,,
5342.0,53,5612.0,527.4126,532.17084,166.99963,519.89,551.61,158.105,53.0,32.0,270.0,81.757,11.0,7.0,22.66241150236446,,
5342.0,56,6242.0,528.63226,535.3801,161.90326,531.29,528.19,159.8013,56.0,32.0,338.0,73.763,11.0,6.0,7.94854425408821,,
5342.0,57,6242.0,523.9344,527.5062,166.41162,530.7,531.53,158.259,57.0,32.0,250.8,60.423,11.0,6.0,11.33267500038716,,
5342.0,91,3369.0,503.5296,603.0157,128.89066,504.24,603.28,132.68,91.0,32.0,296.0,147.16,11.0,13.0,3.864404260115656,,
5342.0,92,6463.0,494.95447,611.93616,125.29036,495.4,613.19,130.287,92.0,32.0,294.5,163.26,11.0,6.0,5.170785531822043,,
5343.0,32,6821.0,523.8803,573.16187,155.09872,527.37,565.67,159.2137,32.0,32.0,375.8,77.696,26.0,5.0,9.23250684198505,,
5343.0,33,5511.0,516.9714,579.51874,152.5954,529.17,568.95,159.3184,33.0,32.0,356.2,68.5,26.0,7.0,17.484359758012214,,
5343.0,37,5522.0,500.42245,588.4849,144.70494,506.6,595.34,147.40800000000002,37.0,32.0,315.0,28.895,26.0,7.0,9.615667079100648,,
5343.0,38,5522.0,507.74048,590.4916,145.22604,505.64,593.63,146.977,38.0,32.0,341.2,19.008,26.0,7.0,4.162623176796127,,
5343.0,42,5561.0,491.93158,614.95154,140.85757,507.16,618.86,139.182,42.0,32.0,301.8,151.0,26.0,7.0,15.811020526610571,,
5343.0,47,3510.0,503.7872,642.7996,138.82791,499.84,648.6,134.39600000000002,47.0,32.0,376.2,170.84,26.0,12.0,8.298605560460118,,
5343.0,48,324.0,505.06433,643.7984,139.45,508.22,635.71,134.06799999999998,48.0,32.0,315.2,330.29,26.0,53.0,10.215008160001634,,
5343.0,57,8991.0,442.73553,702.5843,114.377785,432.35,687.21,112.282,57.0,32.0,246.1,70.252,26.0,3.0,18.67138582529756,,
5343.0,58,8991.0,443.3785,702.99835,115.693115,432.62,686.7,111.996,58.0,32.0,251.5,74.317,26.0,3.0,19.875869648790754,,
5343.0,59,302.0,446.34338,702.9991,117.72323,453.12,684.28,129.065,59.0,32.0,240.1,319.13,26.0,55.0,22.912071712686757,,
5343.0,60,611.0,448.38956,702.5315,117.330086,450.83,693.1,125.629,60.0,32.0,248.2,102.81,26.0,40.0,12.79769171464121,,
5343.0,61,611.0,448.501,702.61896,115.39293,450.95,691.62,126.868,61.0,32.0,248.8,143.92,26.0,40.0,16.08266002831932,,
5343.0,62,611.0,449.3292,702.5858,115.19316,450.43,691.75,126.847,62.0,32.0,276.8,160.06,26.0,40.0,15.951122500488763,,
5343.0,63,611.0,449.6351,702.17004,114.517944,450.46,691.63,127.059,63.0,32.0,256.2,212.44,26.0,40.0,16.402773814411248,,
5343.0,64,611.0,449.62613,701.8564,114.68438,450.46,691.98,126.922,64.0,32.0,274.0,258.6,26.0,40.0,15.74795095881682,,
5343.0,65,611.0,449.71857,702.32947,114.54746,450.9,691.47,126.439,65.0,32.0,268.8,278.26,26.0,40.0,16.14721614079032,,
5343.0,66,611.0,450.07132,702.27655,114.89441,450.19,691.39,127.071,66.0,32.0,272.5,330.14,26.0,40.0,16.334025831772195,,
5343.0,67,611.0,451.2069,701.87,114.75812,449.92,691.57,126.487,67.0,32.0,292.8,308.68,26.0,40.0,15.662462694748832,,
5343.0,68,611.0,450.87793,701.44025,115.6529,449.46,691.57,126.202,68.0,32.0,254.0,287.13,26.0,40.0,14.516055640476129,,
5343.0,69,611.0,451.14383,700.41187,115.82885,449.03,691.73,126.691,69.0,32.0,254.8,274.33,26.0,40.0,14.065185622248292,,
5343.0,71,611.0,454.06546,702.67224,118.951035,449.11,692.12,126.334,71.0,32.0,227.9,238.02,26.0,40.0,13.79907696262414,,
5343.0,73,611.0,456.1015,702.56287,117.87889,448.83,692.95,126.707,73.0,32.0,265.8,275.14,26.0,40.0,14.940465456571244,,
5343.0,74,611.0,456.62418,702.203,116.87399,449.68,692.7,127.431,74.0,32.0,253.8,254.93,26.0,40.0,15.81072752951295,,
5343.0,75,611.0,457.8079,702.14075,117.637215,449.21,692.85,127.567,75.0,32.0,265.5,258.22,26.0,40.0,16.08858446597232,,
5343.0,76,611.0,457.93936,702.22375,116.629684,449.5,693.38,127.191,76.0,32.0,263.8,278.31,26.0,40.0,16.15475493233978,,
5343.0,77,611.0,458.2217,701.86584,115.64332,449.64,692.54,127.176,77.0,32.0,257.0,247.09,26.0,40.0,17.135331177949315,,
5344.0,32,5511.0,544.1448,560.2933,159.29951,531.03,565.68,159.0566,32.0,32.0,347.5,87.68,7.0,7.0,14.180039534433623,,
5344.0,33,5511.0,542.998,566.6119,162.6134,529.17,568.95,159.3184,33.0,32.0,297.8,68.5,7.0,7.0,14.40615564992975,,
5344.0,34,4956.0,540.2559,576.64056,165.13153,537.89,582.38,157.736,34.0,32.0,306.2,109.1,7.0,8.0,9.655698747604935,,
5344.0,36,4956.0,536.99805,589.9979,162.48665,535.58,578.19,160.1652,36.0,32.0,309.2,93.307,7.0,8.0,12.11719845158103,,
5344.0,38,2200.0,528.8652,596.79755,160.01329,523.18,596.57,159.0203,38.0,32.0,364.2,80.513,7.0,18.0,5.775751655204724,,
5344.0,39,2200.0,528.8409,595.82416,161.28658,525.87,597.36,157.92,39.0,32.0,355.2,84.096,7.0,18.0,4.745409593702127,,
5344.0,42,1349.0,500.57596,638.3165,138.26059,499.0,627.83,134.92000000000002,42.0,32.0,341.5,165.55,7.0,26.0,11.1179977387882,,
5345.0,32,6821.0,513.77814,553.4404,163.7797,527.37,565.67,159.2137,32.0,32.0,299.8,77.696,3.0,5.0,18.845427307959884,,
5345.0,33,3196.0,508.7275,560.42053,157.0576,502.98,549.13,147.257,33.0,32.0,340.0,28.279,3.0,13.0,16.017539895093126,,
5345.0,40,3196.0,501.57144,554.2171,142.4017,504.91,558.15,146.263,40.0,32.0,322.8,75.029,3.0,13.0,6.4438593229213454,,
5346.0,32,1423.0,547.9155,617.5643,146.82584,550.48,618.65,153.037,32.0,32.0,319.0,172.97,4.0,25.0,6.806901885997797,,
5346.0,43,874.0,533.72565,650.7641,166.25502,538.87,654.89,146.423,43.0,32.0,331.0,295.94,4.0,33.0,20.8996747585435,,
5346.0,44,874.0,530.8053,654.2206,164.27089,539.37,655.26,146.812,44.0,32.0,318.0,343.18,4.0,33.0,19.474272219574733,,
5346.0,45,874.0,531.7007,659.8986,163.67549,539.73,656.24,146.637,45.0,32.0,291.0,329.21,4.0,33.0,19.18763023226423,,
5347.0,32,6812.0,569.39105,596.19244,147.61417,555.96,607.44,151.817,32.0,32.0,300.2,162.74,8.0,5.0,18.015673455771733,,
5347.0,34,6812.0,579.9471,604.40076,166.84995,556.74,610.43,153.285,34.0,32.0,295.2,181.05,8.0,5.0,27.548667733487555,,
5347.0,36,2995.0,594.39075,605.6916,165.80115,557.43,612.74,156.589,36.0,32.0,323.0,125.91,8.0,14.0,38.738103860992034,,
5347.0,39,7736.0,597.39075,592.23566,166.99976,603.47,629.84,157.608,39.0,32.0,283.5,7.2352,8.0,4.0,39.23326169585825,,
5347.0,67,5702.0,532.60144,527.93616,145.16359,532.11,538.67,149.528,67.0,32.0,270.5,161.28,8.0,7.0,11.59762514773174,,
5347.0,68,5702.0,538.7072,527.22107,140.39302,533.81,541.37,149.575,68.0,32.0,247.0,196.53,8.0,7.0,17.563699630354026,,
5347.0,84,971.0,521.59467,609.3754,145.44617,534.74,620.75,142.989,84.0,32.0,329.5,279.84,8.0,32.0,17.556164455193542,,
5347.0,85,406.0,511.56607,605.82074,150.26155,489.77,615.07,151.724,85.0,32.0,352.2,386.06,8.0,48.0,23.7224838074558,,
5348.0,33,4956.0,527.8856,580.2155,157.181,538.88,580.27,157.661,33.0,32.0,358.0,115.9,3.0,8.0,11.005008024077078,,
5348.0,34,5522.0,518.0021,585.1574,154.84932,503.76,593.29,149.143,34.0,32.0,344.2,-4.6064,3.0,7.0,17.364869222438735,,
5349.0,32,4956.0,544.59906,580.81335,166.99986,540.77,581.24,157.487,32.0,32.0,359.0,114.35,14.0,8.0,10.263441727105995,,
5349.0,33,4956.0,549.67194,577.68933,166.99971,538.88,580.27,157.661,33.0,32.0,388.0,115.9,14.0,8.0,14.50301110378802,,
5349.0,36,8803.0,541.34015,596.33405,166.99962,549.59,595.44,150.924,36.0,32.0,323.5,127.1,14.0,3.0,18.09101735142057,,
5349.0,44,2225.0,511.6272,568.5817,162.37595,527.38,560.14,158.321,44.0,32.0,265.0,80.88,14.0,18.0,18.326364239327415,,
5349.0,47,5022.0,511.99838,584.50574,150.49191,520.71,584.41,142.554,47.0,32.0,316.8,158.09,14.0,8.0,11.78608944222385,,
5349.0,48,3794.0,514.7463,583.2179,155.13062,522.62,594.17,155.899,48.0,32.0,368.0,116.92,14.0,11.0,13.510516419604366,,
5349.0,52,7866.0,532.4084,618.322,166.5589,551.37,624.83,149.85,52.0,32.0,349.2,218.03,14.0,4.0,26.097579921709208,,
5349.0,53,7866.0,537.1676,617.97736,166.8138,550.01,626.39,149.235,53.0,32.0,304.0,251.36,14.0,4.0,23.339107930030213,,
5349.0,54,7866.0,541.50085,616.2878,166.27498,550.34,628.42,149.353,54.0,32.0,343.8,239.27,14.0,4.0,22.6202178743464,,
5349.0,58,1828.0,512.6609,622.3083,164.76439,522.31,615.02,138.94,58.0,32.0,439.8,250.07,14.0,21.0,28.51532161088316,,
5349.0,59,406.0,506.91193,619.40765,162.02693,487.23,618.91,148.247,59.0,32.0,384.0,255.51,14.0,48.0,24.03148965112854,,
5349.0,96,3369.0,508.2135,602.6986,150.25002,509.5,601.77,134.02,96.0,32.0,338.0,31.597,14.0,13.0,16.307388798038758,,
5349.0,97,3369.0,506.76984,599.09784,150.82866,510.44,602.17,133.53199999999998,97.0,32.0,326.8,97.053,14.0,13.0,17.94666232609286,,
5349.0,99,8331.0,509.42178,593.2735,148.16113,520.56,603.41,137.877,99.0,32.0,318.8,84.186,14.0,4.0,18.236554139291165,,
5350.0,32,6812.0,570.2133,596.29645,157.2972,555.96,607.44,151.817,32.0,32.0,349.2,162.74,11.0,5.0,18.90417571682244,,
5350.0,36,2995.0,576.21375,594.283,166.68448,557.43,612.74,156.589,36.0,32.0,323.8,125.91,11.0,14.0,28.2029932718657,,
5350.0,48,6918.0,572.877,597.1604,166.99986,575.61,594.99,151.585,48.0,32.0,296.5,69.166,11.0,5.0,15.804993956961845,,
5350.0,50,503.0,570.61993,606.136,166.52692,561.04,598.8,151.13,50.0,32.0,349.2,405.04,11.0,44.0,19.561623150733165,,
5350.0,57,325.0,539.1958,607.52765,147.12083,529.06,616.44,143.293,57.0,32.0,337.0,114.84,11.0,53.0,14.02913777362677,,
5350.0,58,325.0,543.4076,611.1071,149.68239,532.28,618.71,144.067,58.0,32.0,332.8,140.54,11.0,53.0,14.60000599390637,,
5350.0,59,503.0,547.64594,612.7049,154.78725,562.14,614.71,152.145,59.0,32.0,324.0,396.3,11.0,44.0,14.868748647956224,,
5350.0,73,845.0,558.79175,577.9381,145.49898,543.69,569.23,151.284,73.0,32.0,276.0,487.44,11.0,34.0,18.367370935245383,,
5350.0,74,845.0,556.099,582.22656,147.49551,543.78,570.52,151.288,74.0,32.0,291.0,523.2,11.0,34.0,17.412187927819442,,
5350.0,76,10486.0,561.4788,593.1497,151.13255,580.08,598.24,155.267,76.0,32.0,312.5,122.89,11.0,2.0,19.7233230550154,,
5350.0,77,10486.0,564.82886,592.7606,155.83846,578.42,599.63,156.261,77.0,32.0,310.0,89.44,11.0,2.0,15.23437832375186,,
5351.0,32,4956.0,546.2978,587.69147,166.78397,540.77,581.24,157.487,32.0,32.0,369.2,114.35,5.0,8.0,12.594113274931296,,
5351.0,35,5511.0,542.315,567.9311,166.99988,531.29,571.61,159.4684,35.0,32.0,345.0,33.306,5.0,7.0,13.849480900033829,,
5351.0,40,9993.0,539.9964,571.9962,166.99889,542.49,576.36,145.53300000000002,40.0,32.0,330.8,104.45,5.0,2.0,22.04643338257004,,
5351.0,48,3794.0,516.6291,600.6641,165.8087,522.62,594.17,155.899,48.0,32.0,471.0,116.92,5.0,11.0,13.276534627303915,,
5351.0,80,845.0,541.56915,594.2055,161.58551,543.59,570.96,153.88,80.0,32.0,344.0,276.89,5.0,34.0,24.572586134401885,,
5352.0,32,6812.0,567.3422,591.47626,156.49391,555.96,607.44,151.817,32.0,32.0,370.2,162.74,10.0,5.0,20.15611467460188,,
5352.0,35,6812.0,572.92456,602.8336,161.5521,556.61,611.73,153.598,35.0,32.0,328.8,146.23,10.0,5.0,20.213325005144505,,
5352.0,38,2995.0,548.9991,606.40643,158.48618,556.58,615.12,156.394,38.0,32.0,348.0,172.22,10.0,14.0,11.737698416099327,,
5352.0,39,2995.0,547.5387,605.96454,161.48802,556.32,617.05,155.981,39.0,32.0,327.2,189.23,10.0,14.0,15.176492426842232,,
5352.0,40,8842.0,546.593,602.9179,166.81691,539.6,591.7,154.427,40.0,32.0,311.0,85.567,10.0,3.0,18.11775922177186,,
5352.0,44,2200.0,533.27325,590.39795,164.424,520.66,595.47,157.745,44.0,32.0,314.5,96.125,10.0,18.0,15.146907531407187,,
5352.0,46,3794.0,524.4789,594.34937,156.2443,520.45,591.24,157.553,46.0,32.0,350.0,65.458,10.0,11.0,5.2547990158425,,
5352.0,49,3794.0,521.2055,596.7432,152.10486,521.88,591.8,155.455,49.0,32.0,358.0,73.242,10.0,11.0,6.009460417508421,,
5352.0,51,5022.0,518.1181,590.3488,152.53941,517.29,595.57,141.838,51.0,32.0,382.2,147.61,10.0,8.0,11.93594801589304,,
5353.0,32,4956.0,543.3796,584.01843,166.99985,540.77,581.24,157.487,32.0,32.0,378.8,114.35,23.0,8.0,10.248121805843256,,
5353.0,34,6821.0,545.2591,563.56,163.99037,531.81,566.5,159.087,34.0,32.0,345.2,72.2,23.0,5.0,14.613860823440934,,
5353.0,35,4956.0,545.80023,572.90576,161.7774,537.49,581.73,158.943,35.0,32.0,339.5,110.91,23.0,8.0,12.448331518340169,,
5353.0,36,7702.0,545.334,583.99896,158.67697,545.35,578.49,149.42000000000002,36.0,32.0,391.2,90.823,23.0,4.0,10.772204503373482,,
5353.0,39,2200.0,537.182,596.4927,159.51833,525.87,597.36,157.92,39.0,32.0,333.0,84.096,23.0,18.0,11.457234050105647,,
5353.0,41,800.0,522.5179,612.9991,146.5029,520.63,606.01,145.318,41.0,32.0,344.0,129.72,23.0,35.0,7.335916659150397,,
5353.0,47,5561.0,504.91904,626.38916,143.79492,509.76,625.08,139.169,47.0,32.0,392.8,155.32,23.0,7.0,6.822604302874344,,
5353.0,51,5619.0,480.13324,600.9088,143.34102,488.88,598.31,132.598,51.0,32.0,277.5,68.841,23.0,7.0,14.095107330488826,,
5353.0,57,6962.0,478.56866,602.37006,132.35658,490.2,599.06,127.978,57.0,32.0,307.5,211.1,23.0,5.0,12.861435775822208,,
5353.0,58,722.0,480.24988,606.07446,130.61832,499.84,612.06,131.381,58.0,32.0,312.2,198.86,23.0,37.0,20.498321187072783,,
5353.0,59,5670.0,483.44702,609.7831,128.79037,477.91,598.35,124.938,59.0,32.0,302.0,112.32,23.0,7.0,13.27460435219442,,
5353.0,61,2412.0,498.99942,622.9307,136.52972,497.93,627.65,130.383,61.0,32.0,286.8,178.17,23.0,17.0,7.822890666805946,,
5353.0,62,1134.0,504.1171,627.7066,143.05214,507.53,634.45,135.543,62.0,32.0,320.5,150.93,23.0,29.0,10.654037427642196,,
5353.0,65,5682.0,477.54773,620.1973,127.30378,487.28,622.96,130.90800000000002,65.0,32.0,294.5,76.36,23.0,7.0,10.739645825226244,,
5353.0,67,559.0,466.07776,643.70026,122.17688,475.09,636.07,118.873,67.0,32.0,318.5,699.59,23.0,42.0,12.262012907332872,,
5353.0,73,559.0,479.91394,626.40027,125.47699,476.57,638.19,120.848,73.0,32.0,286.0,188.7,23.0,42.0,13.099893763561674,,
5353.0,74,559.0,481.2167,634.4871,130.74777,476.92,638.54,122.39,74.0,32.0,340.8,205.03,23.0,42.0,10.234253693987617,,
5353.0,78,4252.0,497.05716,650.18536,135.74127,509.12,656.11,135.784,78.0,32.0,330.5,141.5,23.0,10.0,13.439318950307737,,
5353.0,80,4252.0,495.67712,652.2464,138.91763,510.07,656.37,136.48,80.0,32.0,339.5,124.91,23.0,10.0,15.1690840748972,,
5353.0,81,4252.0,498.9487,648.5133,142.18129,510.12,655.99,136.76,81.0,32.0,346.2,169.28,23.0,10.0,14.494460039756618,,
5353.0,85,2012.0,503.58984,640.62213,141.23338,496.26,638.71,130.548,85.0,32.0,360.2,11.709,23.0,20.0,13.09809685820424,,
5353.0,86,588.0,507.87955,638.1744,141.06435,509.46,627.19,134.579,86.0,32.0,348.0,62.093,23.0,41.0,12.853584332200818,,
5353.0,99,538.0,537.1318,661.8765,160.43013,547.02,660.04,151.532,99.0,32.0,294.2,217.6,23.0,43.0,13.4285497722911,,
5354.0,32,2200.0,520.59375,608.9993,159.32169,523.81,596.39,159.3957,32.0,32.0,367.8,88.127,8.0,18.0,13.013231267928758,,
