ID (Dino),Track Length (Dino),Track Coverage,Missing Time Points,CME Data
1396.0,13.0,1,"[1.0, 2.0, 4.0, 5.0, 19.0, 24.0, 56.0, 58.0, 63.0, 64.0, 65.0, 66.0]","2407.0,1,10.0;5627.0,3,2.0;2407.0,4,10.0;1862.0,5,13.0;2903.0,7,8.0;1430.0,8,17.0;4648.0,10,4.0"
1397.0,39.0,1,"[1.0, 2.0, 4.0, 5.0, 6.0, 8.0, 9.0, 20.0, 21.0, 22.0, 23.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 46.0, 48.0, 49.0, 53.0, 54.0, 56.0, 57.0, 58.0, 59.0]","2205.0,1,11.0;3868.0,3,5.0;2205.0,7,11.0;2656.0,9,9.0;839.0,12,25.0;1876.0,14,13.0;1226.0,15,19.0;1021.0,18,22.0;2938.0,26,8.0;1766.0,29,14.0;1033.0,35,22.0"
1398.0,25.0,1,"[1.0, 2.0, 3.0, 5.0, 6.0, 7.0, 10.0, 12.0, 14.0, 15.0, 16.0, 40.0, 41.0, 51.0, 52.0, 53.0, 54.0, 56.0, 57.0, 58.0, 73.0, 74.0, 76.0, 81.0]","1596.0,1,15.0;911.0,2,24.0;3146.0,8,7.0;5009.0,9,3.0;1596.0,11,15.0;911.0,12,24.0;196.0,13,55.0;1021.0,15,22.0;196.0,17,55.0;2130.0,22,12.0;3035.0,25,8.0"
1399.0,36.0,0,"[1.0, 2.0, 5.0, 6.0, 8.0, 11.0, 12.0, 13.0, 14.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 39.0, 55.0, 58.0, 59.0, 60.0, 61.0, 63.0, 67.0, 68.0, 69.0, 71.0]","3121.0,1,7.0;1298.0,3,18.0;3121.0,4,7.0;1859.0,5,13.0;1298.0,15,18.0;3953.0,17,5.0;5794.0,18,2.0;4473.0,20,4.0;439.0,22,38.0;3244.0,26,7.0;439.0,27,38.0;3010.0,33,8.0"
1400.0,7.0,0,"[1.0, 2.0, 7.0, 8.0, 51.0, 53.0, 54.0]","1150.0,1,20.0;1497.0,3,16.0;5944.0,5,2.0;5244.0,6,3.0"
1401.0,25.0,1,"[1.0, 3.0, 7.0, 9.0, 14.0, 15.0, 16.0, 19.0, 20.0, 23.0, 27.0, 28.0, 29.0, 46.0, 47.0, 48.0, 49.0, 50.0, 59.0, 67.0, 68.0, 69.0, 72.0, 73.0]","1150.0,1,20.0;1497.0,3,16.0;1307.0,10,18.0;5801.0,13,2.0;5919.0,14,2.0;4050.0,15,5.0;5938.0,16,2.0;4050.0,18,5.0;2108.0,19,12.0;448.0,20,38.0;6069.0,21,2.0;447.0,22,38.0;4166.0,23,5.0"
1402.0,16.0,0,"[1.0, 3.0, 4.0, 15.0, 17.0, 29.0, 31.0, 36.0, 37.0, 38.0, 41.0, 43.0, 57.0, 58.0, 59.0, 60.0]","1150.0,1,20.0;5634.0,3,2.0;1307.0,4,18.0;710.0,6,28.0;3988.0,7,5.0;5844.0,8,2.0;208.0,10,54.0;5179.0,11,3.0;1917.0,12,13.0;5978.0,13,2.0;208.0,14,54.0;5279.0,15,3.0;6005.0,16,2.0"
1403.0,18.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 19.0, 20.0, 21.0, 22.0, 23.0]","1150.0,1,20.0;1497.0,5,16.0;1150.0,7,20.0;5001.0,11,3.0;1307.0,13,18.0"
1404.0,34.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 48.0, 49.0, 55.0, 56.0, 57.0, 64.0, 75.0, 76.0, 79.0, 80.0, 81.0]","4316.0,1,4.0;2627.0,2,9.0;3142.0,7,7.0;2627.0,8,9.0;3142.0,10,7.0;3897.0,11,5.0;2041.0,12,12.0;3933.0,18,5.0;5745.0,20,2.0;3933.0,22,5.0;2041.0,23,12.0;5936.0,24,2.0;2109.0,26,12.0;284.0,28,47.0;361.0,29,42.0;737.0,30,28.0;1673.0,31,15.0;4185.0,32,5.0;662.0,33,30.0;208.0,34,54.0"
1405.0,32.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 68.0]","5600.0,1,2.0;3855.0,3,5.0;1589.0,6,15.0;5042.0,15,3.0;391.0,18,40.0;4133.0,32,5.0"
1406.0,82.0,25,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 9.0, 10.0, 16.0, 17.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 71.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 82.0, 84.0]","906.0,1,24.0;228.0,10,51.0;1285.0,11,18.0;45.0,12,91.0;2753.0,47,9.0;993.0,56,23.0;4762.0,63,4.0;1568.0,67,16.0"
1407.0,29.0,1,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 15.0, 16.0, 22.0, 23.0, 30.0, 31.0, 33.0, 35.0, 36.0, 41.0, 42.0, 57.0, 58.0, 59.0, 68.0]","1845.0,1,13.0;5712.0,14,2.0;1218.0,15,19.0;1079.0,16,21.0;4445.0,17,4.0;3971.0,18,5.0;567.0,19,32.0;5134.0,20,3.0;5839.0,22,2.0;2269.0,24,11.0;503.0,26,35.0;1943.0,29,13.0"
1408.0,23.0,0,"[1.0, 2.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 14.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 41.0, 42.0, 48.0, 53.0, 62.0, 83.0]","2205.0,1,11.0;1716.0,10,14.0;1226.0,11,19.0;1876.0,12,13.0;2656.0,14,9.0;2938.0,18,8.0;1766.0,20,14.0;5295.0,22,3.0;997.0,23,23.0"
1409.0,32.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 51.0, 56.0, 89.0, 90.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","2397.0,1,10.0;2429.0,9,10.0;1297.0,13,18.0;2429.0,14,10.0;120.0,16,66.0;5099.0,21,3.0;248.0,22,50.0;1280.0,24,19.0;1472.0,27,17.0;6297.0,31,2.0"
1410.0,28.0,6,"[1.0, 2.0, 3.0, 8.0, 9.0, 21.0, 22.0, 23.0, 24.0, 38.0, 41.0, 42.0, 43.0, 44.0, 81.0, 82.0, 85.0, 86.0, 87.0, 88.0, 89.0, 92.0]","4317.0,1,4.0;3881.0,5,5.0;470.0,8,36.0;2937.0,12,8.0;276.0,18,47.0;513.0,19,35.0;5473.0,27,3.0"
1411.0,26.0,0,"[1.0, 2.0, 19.0, 22.0, 24.0, 25.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 71.0, 72.0]","470.0,1,36.0;1651.0,7,15.0;4111.0,16,5.0;513.0,20,35.0"
1412.0,55.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 23.0, 24.0, 25.0, 26.0, 27.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 46.0, 47.0, 48.0, 52.0, 53.0, 54.0, 57.0, 58.0, 59.0, 60.0, 61.0, 65.0, 67.0, 68.0, 69.0, 70.0, 71.0]","4925.0,1,3.0;953.0,4,23.0;2844.0,8,8.0;953.0,9,23.0;2229.0,18,11.0;3967.0,24,5.0;1408.0,25,17.0;3998.0,27,5.0;1408.0,29,17.0;3998.0,31,5.0;1408.0,32,17.0;2690.0,33,9.0;531.0,36,34.0;5192.0,39,3.0;5928.0,40,2.0;531.0,42,34.0;281.0,49,47.0;2330.0,55,11.0"
1413.0,10.0,0,"[1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 78.0, 80.0, 92.0, 93.0]","1150.0,1,20.0;5634.0,3,2.0;1497.0,4,16.0;4348.0,6,4.0;127.0,7,65.0;1207.0,9,20.0"
1414.0,12.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 34.0, 39.0]","2850.0,1,8.0;5645.0,5,2.0;2850.0,7,8.0;4367.0,9,4.0;849.0,11,25.0;573.0,12,32.0"
1415.0,17.0,0,"[1.0, 2.0, 3.0, 4.0, 7.0, 14.0, 24.0, 25.0, 26.0, 27.0, 28.0, 57.0, 60.0, 61.0, 68.0, 71.0, 74.0]","1845.0,1,13.0;1598.0,6,15.0;4445.0,7,4.0;3566.0,10,6.0;3971.0,11,5.0;2722.0,12,9.0;4633.0,13,4.0;2316.0,15,11.0;891.0,17,25.0"
1416.0,58.0,1,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 52.0, 53.0, 55.0, 56.0, 57.0, 59.0, 77.0, 79.0]","287.0,1,46.0;1646.0,47,15.0;4570.0,48,4.0;3645.0,50,6.0;2987.0,53,8.0;1677.0,57,15.0"
1417.0,21.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 21.0, 22.0, 54.0, 56.0, 59.0, 60.0, 71.0]","2205.0,1,11.0;1716.0,9,14.0;1226.0,11,19.0;1876.0,12,13.0;2656.0,15,9.0;5967.0,17,2.0;4616.0,18,4.0;5995.0,19,2.0;885.0,21,25.0"
1418.0,28.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 9.0, 10.0, 11.0, 12.0, 14.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 43.0, 44.0]","1848.0,1,13.0;1301.0,8,18.0;2220.0,12,11.0;3571.0,21,6.0;4031.0,27,5.0"
1419.0,26.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 14.0, 15.0, 16.0, 18.0, 20.0, 27.0, 28.0, 29.0, 30.0, 31.0, 49.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0]","2205.0,1,11.0;1716.0,10,14.0;1876.0,11,13.0;2656.0,13,9.0;839.0,14,25.0;1876.0,15,13.0;1226.0,16,19.0;1021.0,19,22.0;5967.0,21,2.0;812.0,23,26.0"
1420.0,18.0,3,"[1.0, 2.0, 35.0, 37.0, 39.0, 42.0, 45.0, 52.0, 53.0, 54.0, 57.0, 71.0, 72.0, 73.0, 94.0]","2407.0,1,10.0;3238.0,3,7.0;4523.0,4,4.0;1417.0,6,17.0;2949.0,7,8.0;503.0,8,35.0;4609.0,11,4.0;784.0,13,27.0;3786.0,18,6.0"
1421.0,5.0,0,"[1.0, 8.0, 11.0, 14.0, 19.0]","2404.0,1,10.0;2209.0,2,11.0;4386.0,3,4.0;4396.0,4,4.0;2891.0,5,8.0"
1422.0,69.0,52,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 64.0, 65.0, 73.0, 74.0, 75.0, 77.0, 78.0, 79.0, 80.0]","1383.0,1,17.0;331.0,6,44.0;4120.0,50,5.0;2538.0,53,10.0;1810.0,61,14.0;183.0,62,57.0;107.0,64,70.0"
1423.0,37.0,7,"[1.0, 2.0, 22.0, 23.0, 30.0, 41.0, 49.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0]","2620.0,1,9.0;2894.0,3,8.0;1318.0,10,18.0;331.0,14,44.0;2715.0,15,9.0;5963.0,17,2.0;4603.0,19,4.0;2715.0,20,9.0;1530.0,21,16.0;5275.0,22,3.0;4100.0,23,5.0;4635.0,24,4.0;1530.0,28,16.0;1668.0,30,15.0;5331.0,34,3.0;934.0,37,24.0"
1424.0,3.0,0,"[1.0, 2.0, 3.0]","470.0,1,36.0"
1425.0,15.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 21.0, 23.0, 24.0, 31.0, 37.0, 40.0, 42.0]","5588.0,1,2.0;3871.0,3,5.0;1497.0,5,16.0;3929.0,9,5.0;1307.0,10,18.0;3583.0,12,6.0;5844.0,13,2.0;5869.0,14,2.0;5179.0,15,3.0"
1426.0,28.0,0,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 31.0, 35.0, 36.0, 44.0, 45.0, 46.0, 49.0, 52.0, 53.0, 54.0, 55.0, 60.0, 61.0, 64.0]","5588.0,1,2.0;3871.0,3,5.0;1497.0,5,16.0;3988.0,15,5.0;3993.0,17,5.0;3615.0,18,6.0;208.0,21,54.0;5244.0,22,3.0;5966.0,25,2.0;5279.0,26,3.0;208.0,28,54.0"
1427.0,16.0,0,"[1.0, 2.0, 3.0, 5.0, 8.0, 9.0, 10.0, 11.0, 12.0, 15.0, 17.0, 18.0, 43.0, 52.0, 53.0, 55.0]","1150.0,1,20.0;1497.0,4,16.0;4374.0,7,4.0;5010.0,9,3.0;2041.0,10,12.0;5048.0,11,3.0;5734.0,12,2.0;208.0,13,54.0"
1428.0,19.0,1,"[1.0, 2.0, 3.0, 32.0, 46.0, 47.0, 48.0, 49.0, 53.0, 54.0, 55.0, 62.0, 63.0, 68.0, 69.0, 71.0, 72.0, 79.0]","1150.0,1,20.0;2627.0,3,9.0;5822.0,4,2.0;5919.0,5,2.0;4050.0,6,5.0;5938.0,7,2.0;5243.0,9,3.0;5258.0,11,3.0;4636.0,12,4.0;4106.0,13,5.0;3708.0,14,6.0;3741.0,18,6.0"
1429.0,30.0,0,"[1.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 14.0, 16.0, 17.0, 18.0, 19.0, 22.0, 28.0, 37.0, 39.0, 51.0, 52.0, 54.0, 57.0, 58.0, 62.0, 63.0, 66.0, 73.0, 74.0, 76.0, 81.0, 89.0, 94.0]","1150.0,1,20.0;1497.0,4,16.0;2627.0,7,9.0;5010.0,8,3.0;4409.0,9,4.0;5048.0,10,3.0;2662.0,13,9.0;5785.0,14,2.0;5844.0,15,2.0;1917.0,16,13.0;5944.0,17,2.0;5244.0,18,3.0;5966.0,19,2.0;5978.0,20,2.0;2514.0,21,10.0;4133.0,24,5.0;3713.0,25,6.0;1130.0,27,21.0;662.0,28,30.0;2788.0,29,9.0;662.0,30,30.0"
1430.0,9.0,0,"[1.0, 4.0, 16.0, 17.0, 37.0, 38.0, 40.0, 43.0, 54.0]","5599.0,1,2.0;1150.0,2,20.0;2041.0,3,12.0;5048.0,4,3.0;3590.0,5,6.0;2266.0,6,11.0;2696.0,7,9.0;171.0,8,59.0"
1431.0,28.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 26.0, 28.0, 54.0, 68.0]","1150.0,1,20.0;1307.0,13,18.0;717.0,27,28.0;1941.0,28,13.0"
1432.0,80.0,1,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 68.0, 69.0, 70.0, 72.0, 73.0, 74.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0]","906.0,1,24.0;228.0,14,51.0;906.0,16,24.0;45.0,25,91.0;228.0,26,51.0;45.0,29,91.0;2753.0,67,9.0;45.0,68,91.0;4762.0,71,4.0;1568.0,73,16.0;993.0,78,23.0;1568.0,79,16.0;993.0,80,23.0"
1433.0,9.0,0,"[1.0, 2.0, 5.0, 57.0, 58.0, 59.0, 60.0, 62.0, 70.0]","1589.0,1,15.0;2843.0,3,8.0;1772.0,4,14.0;208.0,5,54.0;2517.0,8,10.0;45.0,9,91.0"
1434.0,5.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0]","2013.0,1,12.0"
1435.0,38.0,6,"[1.0, 2.0, 3.0, 4.0, 5.0, 9.0, 10.0, 11.0, 12.0, 14.0, 16.0, 18.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 30.0, 31.0, 32.0, 35.0, 38.0, 41.0, 49.0, 55.0, 57.0, 61.0, 69.0, 70.0]","2204.0,1,11.0;3511.0,6,6.0;2425.0,7,10.0;4432.0,16,4.0;5086.0,19,3.0;3964.0,20,5.0;5086.0,21,3.0;3208.0,22,7.0;3582.0,26,6.0;3588.0,28,6.0;3232.0,30,7.0;2695.0,31,9.0;2708.0,32,9.0;1933.0,33,13.0;4619.0,34,4.0;1933.0,36,13.0;3348.0,37,7.0;1441.0,38,17.0"
1436.0,23.0,1,"[1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 11.0, 13.0, 14.0, 18.0, 19.0, 57.0, 58.0, 60.0, 61.0, 63.0, 64.0, 65.0, 66.0, 70.0]","3859.0,1,5.0;2850.0,5,8.0;4367.0,6,4.0;2033.0,9,12.0;849.0,10,25.0;2222.0,11,11.0;849.0,12,25.0;5049.0,13,3.0;864.0,14,25.0;868.0,15,25.0;2531.0,21,10.0;1346.0,22,18.0"
1437.0,39.0,7,"[1.0, 2.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 38.0, 41.0, 42.0, 54.0, 57.0, 59.0, 64.0, 67.0]","5601.0,1,2.0;3853.0,3,5.0;5645.0,4,2.0;3894.0,6,5.0;5022.0,11,3.0;2888.0,12,8.0;394.0,19,40.0;3665.0,34,6.0;3004.0,36,8.0"
1438.0,45.0,1,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 30.0, 31.0, 32.0, 33.0, 34.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 47.0, 48.0, 49.0, 50.0, 65.0, 66.0, 75.0, 84.0, 98.0]","3487.0,1,6.0;707.0,7,28.0;3952.0,23,5.0;358.0,24,42.0;658.0,42,30.0"
1439.0,37.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 9.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 25.0, 31.0, 37.0, 38.0, 39.0, 42.0, 46.0, 49.0, 50.0, 52.0, 53.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 69.0, 76.0, 87.0, 88.0, 90.0, 91.0]","2205.0,1,11.0;1716.0,8,14.0;1226.0,10,19.0;1876.0,11,13.0;2656.0,14,9.0;1021.0,16,22.0;2938.0,19,8.0;1766.0,22,14.0;1021.0,24,22.0;1766.0,25,14.0;4616.0,26,4.0;5995.0,29,2.0;1033.0,31,22.0;2130.0,32,12.0;3056.0,34,8.0;2580.0,35,10.0"
1440.0,98.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","2397.0,1,10.0;4349.0,4,4.0;2397.0,8,10.0;2429.0,11,10.0;1591.0,13,15.0;2429.0,14,10.0;3538.0,15,6.0;905.0,20,24.0;1744.0,25,14.0;5099.0,26,3.0;1744.0,29,14.0;4467.0,30,4.0;5132.0,31,3.0;1744.0,34,14.0;130.0,35,65.0;3255.0,39,7.0;130.0,45,65.0;4591.0,50,4.0;4595.0,54,4.0;2972.0,55,8.0;130.0,57,65.0;3669.0,60,6.0;1538.0,62,16.0;3696.0,65,6.0;2541.0,69,10.0;5343.0,71,3.0;2541.0,73,10.0;2550.0,77,10.0;2541.0,78,10.0;2550.0,79,10.0;4215.0,84,5.0;1210.0,87,20.0;4215.0,88,5.0;1210.0,89,20.0;4842.0,93,4.0;1210.0,97,20.0"
1441.0,33.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0]","2197.0,1,11.0;1848.0,12,13.0;5703.0,14,2.0;5033.0,15,3.0;5721.0,16,2.0;2046.0,17,12.0;2056.0,29,12.0"
1442.0,30.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 22.0, 32.0, 58.0, 59.0, 60.0, 64.0, 65.0, 69.0, 72.0, 74.0]","2197.0,1,11.0;5014.0,12,3.0;5033.0,15,3.0;2046.0,18,12.0;2056.0,22,12.0;718.0,23,28.0;2115.0,24,12.0;576.0,26,32.0;2535.0,28,10.0;3718.0,29,6.0"
1443.0,99.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0]","2397.0,1,10.0;4349.0,4,4.0;2397.0,8,10.0;2429.0,11,10.0;905.0,21,24.0;120.0,23,66.0;5099.0,26,3.0;3573.0,29,6.0;4467.0,30,4.0;248.0,31,50.0;3255.0,39,7.0;5881.0,40,2.0;3255.0,42,7.0;248.0,46,50.0;2972.0,50,8.0;4591.0,51,4.0;2972.0,55,8.0;1538.0,58,16.0;248.0,60,50.0;1538.0,62,16.0;248.0,71,50.0;5343.0,72,3.0;248.0,75,50.0;560.0,80,33.0;1472.0,83,17.0"
1444.0,34.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 24.0, 25.0, 26.0, 27.0, 28.0, 47.0, 48.0, 49.0, 61.0, 79.0, 80.0, 82.0, 85.0, 88.0]","2197.0,1,11.0;5014.0,12,3.0;5033.0,15,3.0;5040.0,18,3.0;5058.0,19,3.0;904.0,20,24.0;3966.0,22,5.0;4572.0,26,4.0;5937.0,27,2.0;196.0,29,55.0;885.0,30,25.0;383.0,31,41.0"
1445.0,13.0,0,"[1.0, 2.0, 3.0, 5.0, 6.0, 8.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0]","2407.0,1,10.0;5646.0,4,2.0;2407.0,6,10.0;3225.0,7,7.0;1100.0,10,21.0"
1446.0,11.0,0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 16.0, 26.0, 27.0, 28.0, 80.0]","839.0,1,25.0;1226.0,7,19.0;1876.0,8,13.0;1226.0,10,19.0;3740.0,11,6.0"
1447.0,19.0,7,"[1.0, 25.0, 26.0, 28.0, 35.0, 39.0, 42.0, 48.0, 49.0, 51.0, 52.0, 64.0]","1596.0,1,15.0;5636.0,2,2.0;911.0,3,24.0;2449.0,4,10.0;4499.0,6,4.0;2261.0,7,11.0;5861.0,9,2.0;2261.0,10,11.0;4572.0,14,4.0;3291.0,17,7.0;1661.0,19,15.0"
1448.0,5.0,0,"[1.0, 2.0, 5.0, 6.0, 8.0]","2207.0,1,11.0;4944.0,2,3.0;5646.0,3,2.0;2207.0,5,11.0"
1449.0,20.0,2,"[1.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 19.0, 20.0, 21.0, 23.0, 24.0, 26.0, 28.0, 31.0, 33.0, 35.0]","1068.0,1,21.0;5644.0,2,2.0;3881.0,4,5.0;1724.0,7,14.0;3940.0,12,5.0;1511.0,14,16.0;2684.0,19,9.0;1511.0,20,16.0"
