ID (CME),Missing Time Points,ID (Dino),x (CME),y (CME),z (CME),x (Dino),y (Dino),z (Dino),t,t_start (CME),t_start (Dino),FI (CME),FI (Dino),Track Length (CME),Track Length (Dino),Distance
2384.0,96,36573.0,496.18,82.05,138.524,492.37555,81.87376,140.71974,96.0,89.0,94.0,79.875,196.7405,11.0,6.0,4.39615451135424
2384.0,97,36573.0,495.2,81.948,138.038,491.44876,81.57616,139.70132,97.0,89.0,94.0,80.346,215.96791,11.0,6.0,4.120279110157461
2384.0,98,36573.0,496.96,81.092,138.559,493.38602,81.0588,140.60962,98.0,89.0,94.0,73.23,249.71515,11.0,6.0,4.12061617537961
2384.0,99,36573.0,496.12,81.413,137.453,491.43793,80.57336,138.68677,99.0,89.0,94.0,74.301,167.49728,11.0,6.0,4.914159462960078
2385.0,89,34594.0,308.44,491.26,31.159999999999997,309.81174,501.87228,37.25953,89.0,89.0,86.0,48.25,101.45746,11.0,4.0,12.31691615815014
2385.0,90,30061.0,308.43,492.03,31.129999999999995,310.58823,505.0443,37.788033,90.0,89.0,74.0,18.948,110.46701,11.0,17.0,14.776987671781766
2385.0,91,30061.0,308.41,492.8,31.09999999999999,309.93405,502.87,36.61152,91.0,89.0,74.0,49.612,103.2988,11.0,17.0,11.580348920170753
2385.0,92,30061.0,308.67,492.53,29.370000000000005,310.3315,503.3937,36.80084,92.0,89.0,74.0,42.072,99.84527,11.0,17.0,13.266421636809266
2385.0,93,35616.0,309.17,492.51,28.789999999999992,310.8723,506.85,37.977688,93.0,89.0,91.0,48.3,77.91335,11.0,9.0,17.115695605944417
2385.0,94,33701.0,310.21,494.51,25.05000000000001,301.55878,499.96103,13.736359,94.0,89.0,83.0,22.146,101.69728,11.0,17.0,15.249780596001395
2385.0,95,35616.0,309.0,492.73,29.360000000000017,310.25046,507.57455,38.203545,95.0,89.0,91.0,11.846,100.737144,11.0,9.0,17.324335574016217
2385.0,96,35616.0,308.91,492.85,29.65000000000001,311.306,507.10367,38.540596,96.0,89.0,91.0,42.847,101.218765,11.0,9.0,16.969107864119305
2385.0,97,35616.0,307.91,493.5,30.539999999999992,310.57785,508.01517,37.78447,97.0,89.0,91.0,41.151,120.62339,11.0,9.0,16.440496626692894
2385.0,99,37202.0,308.47,492.66,30.05000000000001,305.99927,491.4639,32.479744,99.0,89.0,98.0,48.206,95.768425,11.0,2.0,3.6658993232815256
2386.0,90,35127.0,386.49,608.2,38.28,385.99857,607.9977,33.527893,90.0,89.0,89.0,35.953,98.69651,11.0,11.0,4.781730824121018
2386.0,91,35127.0,385.82,609.13,38.06999999999999,384.8173,608.81433,33.947468,91.0,89.0,89.0,62.722,96.240906,11.0,11.0,4.254447664494643
2386.0,92,35127.0,385.45,608.08,37.650000000000006,384.9993,608.4736,33.466183,92.0,89.0,89.0,35.672,114.79583,11.0,11.0,4.226390438599943
2386.0,93,35127.0,386.22,609.48,37.72999999999999,384.92267,609.0997,34.069633,93.0,89.0,89.0,58.171,89.8284,11.0,11.0,3.902048153673791
2386.0,94,35131.0,388.66,610.26,40.16999999999999,391.95355,610.4841,38.677837,94.0,89.0,89.0,52.568,95.65755,11.0,10.0,3.622739685799804
2386.0,95,35127.0,386.89,610.33,38.05000000000001,385.15112,609.92615,34.62553,95.0,89.0,89.0,65.161,130.18866,11.0,11.0,3.861838067267982
2386.0,96,35127.0,386.67,610.01,38.21000000000001,385.6737,609.99854,33.366135,96.0,89.0,89.0,41.976,126.44282,11.0,11.0,4.945277864774144
2386.0,97,35131.0,387.17,611.65,38.41,391.1785,612.19806,38.64236,97.0,89.0,89.0,80.575,140.41025,11.0,10.0,4.0524601396188755
2386.0,98,35127.0,386.6,611.12,37.28,385.3575,610.3441,34.086624,98.0,89.0,89.0,72.097,93.32839,11.0,11.0,3.513328526821252
2386.0,99,35127.0,386.42,611.13,37.58000000000001,385.06665,610.4374,34.306995,99.0,89.0,89.0,69.634,117.024124,11.0,11.0,3.6088519937128383
2387.0,90,34048.0,333.44,461.32,51.150000000000006,334.87057,465.28436,51.999622,90.0,89.0,84.0,51.477,115.1166,11.0,9.0,4.2993648690689135
2387.0,91,35626.0,333.43,460.8,50.58,331.16882,459.26474,48.278732,91.0,89.0,91.0,53.962,102.17167,11.0,1.0,3.5729249457306116
2387.0,92,34048.0,333.43,460.29,50.0,335.57928,465.0794,52.418896,92.0,89.0,84.0,37.654,121.99002,11.0,9.0,5.7800358768104445
2387.0,93,29293.0,333.91,464.37,49.98,330.0465,485.54272,49.479088,93.0,89.0,72.0,25.007,81.56638,11.0,27.0,21.528158706218772
2387.0,94,35629.0,332.74,463.07,49.55,334.82108,442.87048,51.274166,94.0,89.0,91.0,21.292,122.2152,11.0,8.0,20.37950565132423
2387.0,95,35629.0,331.12,461.87,49.66,333.97687,443.54807,51.14969,95.0,89.0,91.0,27.186,96.04233,11.0,8.0,18.603064301826738
2387.0,96,35629.0,333.0,461.69,49.790000000000006,334.992,443.35953,50.581295,96.0,89.0,91.0,31.851,101.07408,11.0,8.0,18.455360798367632
2387.0,97,35629.0,331.91,462.86,49.95,333.89017,443.20535,50.98893,97.0,89.0,91.0,48.488,99.81063,11.0,8.0,19.781448768892034
2389.0,89,35199.0,579.89,311.5,104.138,597.0572,330.49008,117.799515,89.0,89.0,89.0,21.78,115.07499,11.0,3.0,29.01676905414563
2389.0,90,17743.0,580.42,310.75,104.828,576.3976,356.1864,121.83445,90.0,89.0,52.0,17.34,180.1608,11.0,47.0,48.68126424326405
2389.0,91,35199.0,577.27,309.36,103.052,597.45416,331.48264,116.747604,91.0,89.0,89.0,21.864,130.33197,11.0,3.0,32.92994206493562
2389.0,92,35199.0,578.89,310.75,102.685,597.29956,331.99887,116.648,92.0,89.0,89.0,22.772,110.79011,11.0,3.0,31.390950044089177
2389.0,93,36165.0,579.45,311.09,102.007,549.6568,326.99905,104.31766,93.0,89.0,93.0,20.726,135.16313,11.0,1.0,33.85368204166432
2389.0,94,35182.0,580.12,312.5,103.188,539.0769,329.63596,106.484886,94.0,89.0,89.0,17.839,167.13286,11.0,8.0,44.59872913019602
2389.0,95,36707.0,579.51,311.94,101.504,539.7359,330.26102,108.79662,95.0,89.0,95.0,24.103,150.07153,11.0,2.0,44.39393101669188
2389.0,96,36707.0,578.16,311.28,101.736,540.2011,329.94403,108.81619,96.0,89.0,95.0,22.029,192.10455,11.0,2.0,42.88768116239206
2389.0,97,35182.0,582.07,313.64,102.441,538.88696,328.9057,107.74712,97.0,89.0,89.0,21.194,131.89365,11.0,8.0,46.10825793267407
2389.0,98,37271.0,583.35,314.91,103.808,556.9977,331.99863,103.55289,98.0,89.0,98.0,18.891,145.61226,11.0,2.0,31.409076262746083
2389.0,99,37271.0,584.24,314.36,103.456,557.14795,332.0742,104.535675,99.0,89.0,98.0,21.425,124.8421,11.0,2.0,32.38730851657982
2390.0,89,35213.0,442.65,108.69,106.966,460.6572,94.8074,122.479294,89.0,89.0,89.0,29.535,175.49043,11.0,1.0,27.525408722313937
2390.0,90,35426.0,443.05,108.11,107.253,401.61755,109.99971,84.81775,90.0,89.0,90.0,16.532,78.84515,11.0,7.0,47.154632428310805
2390.0,91,35426.0,443.46,107.52,107.54,401.4115,111.3756,84.28953,91.0,89.0,90.0,17.355,85.42665,11.0,7.0,48.20297043576152
2390.0,92,34344.0,443.87,106.93,107.827,494.0223,82.13819,122.38231,92.0,89.0,85.0,34.081,171.66248,11.0,8.0,57.80782029762234
2390.0,93,36173.0,443.5,106.69,107.652,453.99786,123.99942,110.506355,93.0,89.0,93.0,39.053,141.25577,11.0,1.0,20.444276161850905
2390.0,94,35426.0,444.61,107.04,107.21,399.575,115.05481,82.384056,94.0,89.0,90.0,36.869,84.29257,11.0,7.0,52.04532543684629
2390.0,95,35426.0,443.78,107.11,107.247,398.617,115.57889,81.87284,95.0,89.0,90.0,43.479,135.04393,11.0,7.0,52.490634045872376
2390.0,96,35426.0,446.39,106.61,108.82,398.27518,116.38744,82.162056,96.0,89.0,90.0,46.295,99.82389,11.0,7.0,55.86841876134616
2390.0,97,37030.0,445.71,105.71,107.578,453.99478,85.999016,117.99865,97.0,89.0,97.0,47.669,179.01283,11.0,3.0,23.78550853606363
2390.0,98,37030.0,445.68,105.66,108.237,453.28998,86.34208,117.79664,98.0,89.0,97.0,47.762,182.60892,11.0,3.0,22.85783335437548
2390.0,99,37030.0,445.52,104.73,107.142,453.62927,86.4707,117.832016,99.0,89.0,97.0,50.377,115.82372,11.0,3.0,22.659186624924494
2392.0,1,230.0,449.0,444.11,17.650000000000006,454.69122,459.14688,21.138975,1.0,1.0,1.0,87.191,201.43483,10.0,4.0,16.452072567716954
2392.0,2,1690.0,450.06,442.54,16.840000000000003,447.66504,440.75745,14.971266,2.0,1.0,2.0,93.823,147.24854,10.0,1.0,3.5221420565979717
2392.0,3,230.0,451.16,440.83,16.919999999999987,453.34512,461.05045,20.8183,3.0,1.0,1.0,77.47,255.13637,10.0,4.0,20.708406276362776
2392.0,4,230.0,452.11,441.46,18.44999999999999,453.97446,463.2656,20.25002,4.0,1.0,1.0,78.122,285.50473,10.0,4.0,21.959063605991975
2392.0,5,2621.0,452.62,440.97,17.889999999999986,450.32562,439.3776,15.677276,5.0,1.0,5.0,84.869,226.45389,10.0,1.0,3.563153777845697
2392.0,6,310.0,452.43,441.22,19.59999999999999,467.85324,442.9342,35.68524,6.0,1.0,1.0,74.024,162.25522,10.0,18.0,22.350609826024897
2392.0,7,2386.0,452.67,442.18,19.830000000000013,448.94543,462.69424,19.728489,7.0,1.0,4.0,77.041,114.28286,10.0,12.0,20.849862564190204
2392.0,9,2386.0,453.14,445.53,19.360000000000017,449.4938,465.95688,19.806425,9.0,1.0,4.0,58.467,232.1578,10.0,12.0,20.75455362697609
2392.0,10,310.0,453.47,444.84,20.289999999999992,468.6928,447.58932,36.19596,10.0,1.0,1.0,43.01,143.83473,10.0,18.0,22.187653409587927
2393.0,1,260.0,411.67,311.31,26.580000000000013,405.97913,295.3597,24.060085,1.0,1.0,1.0,61.972,353.38293,10.0,2.0,17.12156660630464
2395.0,8,413.0,319.83,631.97,46.64,317.00815,633.32605,44.825653,8.0,1.0,1.0,360.82,317.12946,10.0,91.0,3.61850301387312
2395.0,9,413.0,319.43,631.88,47.09,316.5147,632.9263,44.92816,9.0,1.0,1.0,359.4,164.58626,10.0,91.0,3.777203987819559
2395.0,10,413.0,319.56,631.94,46.989999999999995,316.59332,633.0472,44.908867,10.0,1.0,1.0,391.9,183.62404,10.0,91.0,3.789221110741465
2396.0,7,3094.0,707.26,64.214,133.738,708.8989,65.63222,130.29211,7.0,1.0,6.0,99.927,177.2052,10.0,12.0,4.070810615897044
2400.0,1,854.0,451.64,80.05,110.719,425.23373,87.27011,102.35358,1.0,1.0,1.0,47.019,236.04753,10.0,11.0,28.625187082382546
2400.0,2,854.0,451.66,79.139,109.945,424.2424,87.19162,101.787636,2.0,1.0,1.0,43.806,164.33784,10.0,11.0,29.7172015178566
2400.0,3,854.0,450.87,78.56,109.282,423.89038,88.644264,101.0412,3.0,1.0,1.0,52.351,182.45279,10.0,11.0,29.95835543560588
2400.0,4,854.0,451.05,77.874,109.537,423.21353,89.228,100.885,4.0,1.0,1.0,54.07,185.40381,10.0,11.0,31.283214062191583
2400.0,5,854.0,451.0,76.98,109.597,422.70044,90.52588,100.35048,5.0,1.0,1.0,63.368,306.94638,10.0,11.0,32.70862414224113
2400.0,6,854.0,451.81,77.181,109.458,422.16458,91.24146,99.54267,6.0,1.0,1.0,55.718,170.0695,10.0,11.0,34.27624879412711
2400.0,7,1951.0,451.28,77.796,110.079,475.54257,92.00426,129.27821,7.0,1.0,2.0,57.966,210.18123,10.0,16.0,34.04638923375872
2400.0,8,1951.0,452.88,78.678,110.736,474.68747,92.03845,129.22504,8.0,1.0,2.0,46.089,122.16795,10.0,16.0,31.55807301032498
2400.0,9,1951.0,451.25,76.827,109.196,474.6111,92.16315,129.66786,9.0,1.0,2.0,64.722,138.15614,10.0,16.0,34.64152915060334
2400.0,10,1951.0,452.45,76.803,109.598,474.41437,92.3093,129.83788,10.0,1.0,2.0,56.249,233.99504,10.0,16.0,33.65310730974633
2401.0,5,1048.0,594.96,184.7,120.462,593.42957,182.59567,117.88185,5.0,1.0,1.0,78.626,148.97098,10.0,9.0,3.664368261556143
2401.0,6,2240.0,596.27,187.06,120.292,597.2959,193.32703,123.43143,6.0,1.0,3.0,55.83,216.2387,10.0,13.0,7.084077678554919
2401.0,8,2240.0,598.88,191.77,119.953,596.83997,192.52647,123.49992,8.0,1.0,3.0,166.59,174.04454,10.0,13.0,4.161082881678755
2401.0,9,2240.0,598.57,191.41,119.632,596.47656,192.30487,123.50433,9.0,1.0,3.0,93.761,157.86147,10.0,13.0,4.492017695802226
2401.0,10,2240.0,598.26,191.04,119.312,595.59155,191.40202,123.11705,10.0,1.0,3.0,107.38,154.82349,10.0,13.0,4.661554395842669
2402.0,3,886.0,607.11,230.46,107.325,606.66864,218.33235,105.69573,3.0,1.0,1.0,82.856,327.83258,10.0,5.0,12.24455854267521
2402.0,4,886.0,607.09,230.14,105.938,606.15814,217.3462,104.4443,4.0,1.0,1.0,84.17,197.3976,10.0,5.0,12.914364916231824
2402.0,5,886.0,608.09,228.11,109.112,606.2784,217.33752,105.45179,5.0,1.0,1.0,61.674,202.3086,10.0,5.0,11.52064916376243
2402.0,6,3063.0,606.6,229.77,106.553,625.5149,225.39679,115.82462,6.0,1.0,6.0,32.492,223.12413,10.0,3.0,21.514212631153843
2402.0,7,3292.0,606.36,229.58,106.86,624.00684,224.61401,115.29503,7.0,1.0,7.0,60.006,163.24623,10.0,12.0,20.179736117367835
2402.0,8,3292.0,605.7,229.44,106.807,623.7894,224.17062,115.932106,8.0,1.0,7.0,74.881,176.40448,10.0,12.0,20.934667837241513
2402.0,10,3292.0,605.44,228.7,106.383,623.34326,223.91728,115.13637,10.0,1.0,7.0,63.239,211.87067,10.0,12.0,20.49445328821672
2403.0,1,1142.0,622.77,283.86,116.06,652.20276,301.97565,132.29141,1.0,1.0,1.0,33.635,360.68332,10.0,2.0,38.182755357991134
2403.0,2,1904.0,622.29,283.19,114.902,618.35297,295.82593,115.24622,2.0,1.0,2.0,46.585,250.5323,10.0,1.0,13.23954000689602
2403.0,3,1064.0,622.54,283.3,114.484,626.4294,238.66989,120.8174,3.0,1.0,1.0,46.556,351.90887,10.0,6.0,45.24473567755812
2403.0,4,1064.0,621.72,281.66,114.076,626.5838,240.0148,118.6921,4.0,1.0,1.0,25.438,137.33014,10.0,6.0,42.18160277526212
2403.0,5,2739.0,620.3,280.87,115.349,617.22845,295.11627,112.79178,5.0,1.0,5.0,14.185,192.13855,10.0,8.0,14.796283399685183
2403.0,6,2739.0,619.55,280.18,113.362,616.7581,294.99963,113.222786,6.0,1.0,5.0,18.668,199.91165,10.0,8.0,15.080965469249517
2403.0,7,2739.0,618.95,280.32,113.866,616.00616,294.9192,109.91673,7.0,1.0,5.0,27.626,169.3196,10.0,8.0,15.40777622236577
2403.0,8,2739.0,619.01,279.88,113.851,616.1978,294.4475,111.34474,8.0,1.0,5.0,26.185,142.4465,10.0,8.0,15.04665624906742
2403.0,9,2739.0,618.61,279.69,111.585,615.3748,294.4224,112.68336,9.0,1.0,5.0,27.814,265.3654,10.0,8.0,15.1233767224651
2403.0,10,2739.0,618.88,278.47,111.856,615.7987,294.43594,110.350075,10.0,1.0,5.0,27.608,297.08713,10.0,8.0,16.330139616035872
2404.0,1,1160.0,534.34,279.55,138.219,532.5835,277.72592,134.51355,1.0,1.0,1.0,82.085,189.4476,10.0,2.0,4.48808642952654
2404.0,2,1160.0,538.96,280.79,138.753,536.3064,278.5438,133.35677,2.0,1.0,1.0,86.798,327.45856,10.0,2.0,6.419213784639037
2404.0,3,1230.0,538.12,280.76,137.856,525.84436,274.99957,143.59486,3.0,1.0,1.0,74.02,215.45105,10.0,3.0,14.72441527851272
2404.0,4,2501.0,540.34,279.76,138.422,522.8072,276.00546,140.2519,4.0,1.0,4.0,81.472,218.17502,10.0,2.0,18.023434202770627
2404.0,5,2800.0,540.82,279.49,138.697,538.99805,283.99896,133.50513,5.0,1.0,5.0,41.966,200.16208,10.0,2.0,7.1137708833641815
2404.0,6,3090.0,541.3,279.21,138.972,535.67096,284.99936,136.3396,6.0,1.0,6.0,24.507,259.7201,10.0,1.0,8.493074254426348
2404.0,7,3332.0,541.78,278.94,139.246,527.6015,277.293,138.92322,7.0,1.0,7.0,58.454,192.96295,10.0,1.0,14.27748781047981
2404.0,8,3624.0,541.97,278.53,138.95499999999998,537.99615,269.99808,134.99904,8.0,1.0,8.0,39.432,174.10875,10.0,1.0,10.209542704279157
2404.0,9,2800.0,542.16,278.12,138.663,542.03754,283.34094,135.79727,9.0,1.0,5.0,44.79,276.8994,10.0,2.0,5.95698072584593
2404.0,10,3979.0,542.36,277.71,138.371,542.5277,287.63956,141.49118,10.0,1.0,9.0,57.112,169.29836,10.0,2.0,10.409601736666046
2405.0,1,1513.0,534.0,55.675,141.746,513.2811,39.74062,161.33333,1.0,1.0,1.0,59.088,202.47217,10.0,11.0,32.66252867925718
2405.0,2,1513.0,534.19,55.232,140.588,512.69214,39.12246,161.21362,2.0,1.0,1.0,55.281,174.2486,10.0,11.0,33.86873874202585
2405.0,3,1513.0,534.86,55.061,139.629,514.4699,39.003174,160.3099,3.0,1.0,1.0,60.924,167.99588,10.0,11.0,33.18598467224191
2405.0,4,2565.0,535.93,54.757,144.835,525.7535,61.983627,166.9996,4.0,1.0,4.0,45.404,252.4477,10.0,25.0,25.437271536214855
2405.0,5,1513.0,535.3,55.25,141.013,513.29626,38.280746,160.71465,5.0,1.0,1.0,56.491,186.07379,10.0,11.0,34.06281209804346
2405.0,6,2565.0,535.69,54.46,139.692,524.5747,62.634193,166.99953,6.0,1.0,4.0,56.097,213.29945,10.0,25.0,30.5952368840666
2405.0,7,2565.0,535.86,54.827,140.141,525.56006,61.90367,166.26599,7.0,1.0,4.0,57.453,204.13144,10.0,25.0,28.960026325827116
2405.0,8,2565.0,535.92,53.712,138.278,525.9311,61.913765,165.50383,8.0,1.0,4.0,59.205,209.31903,10.0,25.0,30.137897927926623
2405.0,9,2565.0,536.58,54.62,142.996,525.55096,61.505825,165.50919,9.0,1.0,4.0,39.715,281.48306,10.0,25.0,25.998039026594377
2405.0,10,2565.0,535.48,54.165,140.294,525.80853,62.12877,166.05168,10.0,1.0,4.0,61.849,426.6962,10.0,25.0,28.642923097271336
2406.0,1,1241.0,629.19,323.82,127.537,619.98145,347.01672,142.46591,1.0,1.0,1.0,66.706,213.8094,10.0,6.0,29.08191131354682
2406.0,2,1961.0,628.84,323.12,126.794,629.99725,325.9986,131.50613,2.0,1.0,2.0,53.992,212.15237,10.0,1.0,5.6417847051620225
2406.0,3,1241.0,628.48,322.41,126.051,620.03143,346.33862,142.1024,3.0,1.0,1.0,55.79,287.73044,10.0,6.0,30.02673195852819
2406.0,4,1241.0,628.12,321.71,125.308,620.42596,346.2783,141.42947,4.0,1.0,1.0,52.38,305.47684,10.0,6.0,30.376000582244217
2406.0,5,1241.0,628.77,321.14,125.183,619.70996,345.23117,141.66023,5.0,1.0,1.0,60.056,232.79115,10.0,6.0,30.560888489103217
2406.0,6,3091.0,625.82,319.31,124.282,635.9941,329.99692,135.99873,6.0,1.0,6.0,61.551,218.61964,10.0,15.0,18.84155863481837
2406.0,7,2739.0,627.66,320.02,125.166,616.00616,294.9192,109.91673,7.0,1.0,5.0,47.917,169.3196,10.0,8.0,31.59750596041558
2406.0,8,3615.0,627.57,319.56,125.412,609.4132,338.73233,131.56358,8.0,1.0,8.0,47.439,143.8989,10.0,15.0,27.112535115058915
2406.0,9,3615.0,627.42,319.32,125.064,609.0564,337.88516,131.32085,9.0,1.0,8.0,49.345,198.26486,10.0,15.0,26.852097547642277
2406.0,10,3091.0,627.0,319.29,124.603,635.99725,328.99857,135.50702,10.0,1.0,6.0,44.457,266.25208,10.0,15.0,17.14947495312318
2407.0,1,1283.0,563.2,246.04,142.737,566.4529,232.91724,145.04941,1.0,1.0,1.0,52.942,187.6818,10.0,4.0,13.716246878636287
2407.0,2,1966.0,564.11,245.51,143.872,566.29004,247.82817,133.98602,2.0,1.0,2.0,36.52,229.53926,10.0,1.0,10.385522957988211
2407.0,3,1283.0,565.02,244.99,145.008,563.8939,235.03331,146.38802,3.0,1.0,1.0,59.05,190.02849,10.0,4.0,10.114753193553469
2407.0,4,2513.0,565.48,245.51,144.254,568.6403,248.5472,147.19093,4.0,1.0,4.0,53.248,148.7605,10.0,1.0,5.276138526886896
2407.0,5,2862.0,565.93,246.03,143.5,565.76996,231.6519,147.93724,5.0,1.0,5.0,25.04,223.40402,10.0,2.0,15.048072010367298
2407.0,6,2862.0,566.39,246.55,142.747,566.1809,231.51964,148.35858,6.0,1.0,5.0,60.065,175.97835,10.0,2.0,16.045101265993924
2407.0,7,2910.0,565.44,247.73,143.005,559.21606,256.22665,153.25883,7.0,1.0,5.0,61.795,204.21098,10.0,6.0,14.699371415642275
2407.0,8,2910.0,567.36,247.82,146.839,561.3475,254.97783,152.99588,8.0,1.0,5.0,45.972,262.21713,10.0,6.0,11.193384559341329
2407.0,9,3947.0,565.01,247.19,141.309,556.998,254.99904,134.50897,9.0,1.0,9.0,39.702,216.45857,10.0,1.0,13.092503875214213
2407.0,10,2910.0,566.62,246.02,139.511,556.6736,255.84735,151.32706,10.0,1.0,5.0,50.574,155.4664,10.0,6.0,18.306473032949317
2408.0,4,249.0,289.62,687.62,26.289999999999992,286.12338,688.3232,23.876532,4.0,2.0,1.0,390.84,239.04485,10.0,12.0,4.306468326996503
2409.0,2,392.0,324.2,198.99,29.81,324.02252,207.27127,40.190895,2.0,2.0,1.0,72.525,178.7962,10.0,13.0,13.280584059608392
2409.0,3,392.0,323.5,197.99,29.120000000000005,324.2082,206.0501,40.9483,3.0,2.0,1.0,76.414,287.94247,10.0,13.0,14.330926004274795
2409.0,5,2391.0,324.93,199.4,28.610000000000017,324.03992,198.15758,25.10784,5.0,2.0,4.0,120.53,256.27475,10.0,8.0,3.82112215565011
2409.0,6,2391.0,325.03,199.57,29.00999999999999,324.18628,198.32364,25.32841,6.0,2.0,4.0,106.29,186.80676,10.0,8.0,3.977358623018524
2409.0,7,2391.0,324.58,199.93,28.56,323.81323,198.70013,25.346935,7.0,2.0,4.0,111.74,180.94914,10.0,8.0,3.524812497711765
2409.0,8,2391.0,325.91,200.8,28.80000000000001,325.03033,199.47614,25.633398,8.0,2.0,4.0,143.27,155.8876,10.0,8.0,3.543133194632146
2409.0,10,2391.0,325.66,201.42,29.909999999999997,324.718,199.82225,26.076649,10.0,2.0,4.0,129.25,262.10522,10.0,8.0,4.258491393874239
2409.0,11,2391.0,326.02,201.43,30.360000000000017,324.78555,199.87268,26.097486,11.0,2.0,4.0,121.25,183.32224,10.0,8.0,4.702992450036049
2410.0,4,1866.0,457.29,366.61,103.807,457.16428,365.57303,107.31464,4.0,2.0,2.0,105.13,275.58954,10.0,10.0,3.6598703076611825
2411.0,2,1813.0,413.77,271.6,84.615,410.99835,268.99893,86.50102,2.0,2.0,2.0,51.432,233.33727,10.0,1.0,4.243192230832829
2411.0,3,2222.0,416.06,271.98,84.193,409.37256,278.08273,97.6206,3.0,2.0,3.0,42.077,264.37762,10.0,58.0,16.19461666624128
2411.0,4,2422.0,417.01,273.0,83.407,410.99664,284.99765,84.999306,4.0,2.0,4.0,45.418,209.51106,10.0,3.0,13.514419795527155
2411.0,5,2683.0,416.31,272.83,81.219,418.8177,258.942,85.740845,5.0,2.0,5.0,31.283,151.94316,10.0,2.0,14.81931798343042
2411.0,6,2222.0,415.84,271.35,82.768,408.6866,277.6733,96.74116,6.0,2.0,3.0,46.1,151.00266,10.0,58.0,16.923488258500342
2411.0,7,2422.0,415.5,270.78,83.422,409.13098,283.9225,84.332565,7.0,2.0,4.0,42.042,232.41139,10.0,3.0,14.632800505358698
2411.0,8,2222.0,415.68,272.9,82.547,408.26913,277.14124,96.56599,8.0,2.0,3.0,43.873,185.25235,10.0,58.0,16.414663917199157
2411.0,10,2683.0,414.28,271.48,81.405,420.3302,260.66345,85.99979,10.0,2.0,5.0,40.479,182.61404,10.0,2.0,13.217971443704982
2411.0,11,4435.0,413.47,272.1,83.16,407.99695,259.99805,84.99937,11.0,2.0,11.0,43.935,155.47704,10.0,1.0,13.408756545701808
2412.0,2,1811.0,408.86,220.65,93.316,412.4839,216.47046,85.999825,2.0,2.0,2.0,63.182,307.62753,10.0,10.0,9.172111122976268
2412.0,3,808.0,408.97,221.15,94.153,400.12607,205.05681,95.33739,3.0,2.0,1.0,2.346,267.68924,10.0,9.0,18.401321743100407
2412.0,4,2426.0,409.08,221.65,94.99,413.78455,207.402,86.61847,4.0,2.0,4.0,12.473,262.0687,10.0,1.0,17.18199084051091
2412.0,5,808.0,409.19,222.15,95.828,400.71744,205.22864,96.2274,5.0,2.0,1.0,56.138,172.69815,10.0,9.0,18.92818579693256
2412.0,6,808.0,409.11,221.79,96.105,400.68246,205.20702,96.105774,6.0,2.0,1.0,17.836,163.65186,10.0,9.0,18.601576727016344
2412.0,7,808.0,409.04,221.44,96.382,401.30945,205.40149,96.707954,7.0,2.0,1.0,67.557,159.064,10.0,9.0,17.80734265219592
2412.0,8,3541.0,409.09,221.14,94.532,407.98438,220.6009,99.094345,8.0,2.0,8.0,84.547,160.55794,10.0,3.0,4.725253040147695
2412.0,9,3541.0,409.2,221.2,93.512,407.99887,220.46638,99.49858,9.0,2.0,8.0,14.684,244.02588,10.0,3.0,6.149800946185168
2412.0,10,3541.0,409.31,221.26,92.491,407.99573,220.9977,98.99897,10.0,2.0,8.0,6.7247,246.1815,10.0,3.0,6.644530114598026
2412.0,11,3521.0,409.42,221.32,91.471,412.31906,219.06122,86.12428,11.0,2.0,8.0,72.556,138.76653,10.0,4.0,6.487992812141505
2414.0,3,1161.0,551.32,338.75,131.2,547.0614,335.73505,133.13779,3.0,3.0,1.0,177.93,200.49979,10.0,4.0,5.566024393281082
2414.0,4,1161.0,550.92,338.53,132.788,548.22253,335.53775,134.75395,4.0,3.0,1.0,152.42,166.16145,10.0,4.0,4.482729510677557
2414.0,5,1967.0,550.57,337.44,131.752,547.9938,334.43515,131.26115,5.0,3.0,2.0,152.73,249.71872,10.0,8.0,3.988340968999556
2414.0,9,1967.0,549.59,334.8,130.43099999999998,547.8737,332.92172,133.25427,9.0,3.0,2.0,194.25,181.02376,10.0,8.0,3.800588762455137
2414.0,11,1116.0,549.8,336.79,132.054,545.9454,333.09302,130.5552,11.0,3.0,1.0,141.61,304.13452,10.0,8.0,5.547251907061728
2414.0,12,3962.0,550.29,337.68,131.434,552.47406,340.4377,132.62651,12.0,3.0,9.0,147.16,180.29497,10.0,9.0,3.7144457828456985
2415.0,5,2211.0,395.03,189.34,85.335,398.68848,193.91872,86.096054,5.0,5.0,3.0,129.51,193.75806,10.0,9.0,5.910021653066631
2415.0,6,747.0,395.19,189.43,83.066,392.1174,185.52626,89.733086,6.0,5.0,1.0,125.97,267.33774,10.0,19.0,8.314450822453406
2415.0,7,2211.0,395.18,189.25,84.97,397.81824,194.45564,85.42613,7.0,5.0,3.0,127.11,191.69272,10.0,9.0,5.853806683184871
2415.0,8,747.0,395.58,189.73,85.468,392.58752,186.17412,89.99176,8.0,5.0,1.0,121.07,265.65207,10.0,19.0,6.485647512962756
2415.0,9,747.0,395.42,189.99,85.485,392.53854,186.93173,90.45066,9.0,5.0,1.0,113.16,304.37402,10.0,19.0,6.50489095681858
2415.0,10,747.0,396.03,190.6,85.424,392.53796,187.9376,90.277916,10.0,5.0,1.0,108.35,152.47034,10.0,19.0,6.54547306591783
